activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,23,gini,1,1,1,1,1,17,constant,21,auto,15,14,nnClassifier,6,7,adam,distance,0.5666666666666667,1881.327626218088
relu,auto,20,gini,1,1,1,1,1,26,constant,41,auto,3,31,nnClassifier,5,2,adam,distance,0.6018518518518519,1881.327680916991
relu,auto,21,gini,1,1,1,1,1,27,constant,74,auto,10,31,nnClassifier,6,2,adam,distance,0.6074074074074074,1881.327716527041
relu,auto,25,gini,1,1,1,1,1,26,constant,71,auto,13,29,nnClassifier,7,1,adam,distance,0.6018518518518519,1881.3277507771272
relu,auto,28,gini,1,1,1,1,1,22,constant,67,auto,11,25,nnClassifier,7,2,adam,distance,0.5907407407407408,1881.3277856360655
relu,auto,19,gini,1,1,1,1,1,29,constant,38,auto,9,32,nnClassifier,8,2,adam,distance,0.6018518518518519,1881.3278196260799
relu,auto,21,gini,1,1,1,1,1,21,constant,78,auto,14,23,nnClassifier,6,1,adam,distance,0.5981481481481481,1881.3278533560224
relu,auto,19,gini,1,1,1,1,1,27,constant,60,auto,14,30,nnClassifier,6,1,adam,distance,0.5944444444444444,1881.3278869860806
relu,auto,14,gini,1,1,1,1,1,31,constant,75,auto,15,28,nnClassifier,6,4,adam,distance,0.575925925925926,1881.327920634998
relu,auto,17,gini,1,1,1,1,1,31,constant,59,auto,17,23,nnClassifier,7,1,adam,distance,0.5962962962962963,1881.327954125125
relu,auto,21,gini,1,1,1,1,1,21,constant,81,auto,14,13,nnClassifier,5,3,adam,distance,0.6055555555555555,1881.3279877451714
relu,auto,21,gini,1,1,1,1,1,18,constant,35,auto,14,27,nnClassifier,7,1,adam,distance,0.6111111111111112,1881.3280213440303
relu,auto,21,gini,1,1,1,1,1,14,constant,29,auto,18,17,nnClassifier,6,6,adam,distance,0.6111111111111112,1881.3280546341557
relu,auto,19,gini,1,1,1,1,1,38,constant,50,auto,20,24,nnClassifier,9,1,adam,distance,0.6037037037037037,1881.3280879440717
relu,auto,20,gini,1,1,1,1,1,29,constant,66,auto,12,21,nnClassifier,7,2,adam,distance,0.5925925925925926,1881.3281214330345
relu,auto,20,gini,1,1,1,1,1,20,constant,82,auto,17,34,nnClassifier,7,1,adam,distance,0.5925925925925926,1881.3281546030194
relu,auto,20,gini,1,1,1,1,1,34,constant,51,auto,20,22,nnClassifier,10,1,adam,distance,0.5796296296296296,1881.3281878030393
relu,auto,20,gini,1,1,1,1,1,16,constant,75,auto,5,31,nnClassifier,9,2,adam,distance,0.6074074074074074,1881.328221112024
relu,auto,20,gini,1,1,1,1,1,28,constant,75,auto,15,29,nnClassifier,8,1,adam,distance,0.6018518518518519,1881.3282546421979
relu,auto,22,gini,1,1,1,1,1,20,constant,74,auto,13,33,nnClassifier,7,6,adam,distance,0.6148148148148148,1881.328287662007
