activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,11,gini,1,1,1,1,1,27,constant,23,auto,3,29,nnClassifier,5,4,adam,distance,0.5740740740740741,2482.533179777907
relu,auto,13,gini,1,1,1,1,1,20,constant,61,auto,4,29,nnClassifier,5,1,adam,distance,0.5777777777777777,2482.533234797884
relu,auto,23,gini,1,1,1,1,1,17,constant,34,auto,4,18,nnClassifier,1,5,adam,distance,0.5796296296296296,2482.5332703369204
relu,auto,13,gini,1,1,1,1,1,28,constant,46,auto,4,26,nnClassifier,7,4,adam,distance,0.5537037037037037,2482.5333050368354
relu,auto,11,gini,1,1,1,1,1,21,constant,22,auto,2,22,nnClassifier,5,4,adam,distance,0.5740740740740741,2482.5333388869185
relu,auto,9,gini,1,1,1,1,1,32,constant,80,auto,3,13,nnClassifier,5,2,adam,distance,0.5777777777777777,2482.533372676
relu,auto,21,gini,1,1,1,1,1,25,constant,23,auto,5,31,nnClassifier,6,2,adam,distance,0.5888888888888889,2482.533406795934
relu,auto,20,gini,1,1,1,1,1,27,constant,26,auto,13,16,nnClassifier,5,3,adam,distance,0.5814814814814815,2482.533440714935
relu,auto,11,gini,1,1,1,1,1,28,constant,26,auto,7,17,nnClassifier,5,9,adam,distance,0.5722222222222222,2482.5334745049477
relu,auto,20,gini,1,1,1,1,1,32,constant,53,auto,7,26,nnClassifier,2,3,adam,distance,0.5833333333333334,2482.5335082949605
relu,auto,21,gini,1,1,1,1,1,24,constant,66,auto,2,29,nnClassifier,3,3,adam,distance,0.5888888888888889,2482.5335418740287
relu,auto,11,gini,1,1,1,1,1,33,constant,40,auto,5,16,nnClassifier,4,2,adam,distance,0.5740740740740741,2482.533575323876
relu,auto,16,gini,1,1,1,1,1,17,constant,56,auto,6,33,nnClassifier,6,4,adam,distance,0.5537037037037037,2482.5336089930497
relu,auto,24,gini,1,1,1,1,1,20,constant,22,auto,5,23,nnClassifier,4,5,adam,distance,0.575925925925926,2482.5336425029673
relu,auto,15,gini,1,1,1,1,1,12,constant,73,auto,10,20,nnClassifier,3,6,adam,distance,0.5685185185185185,2482.533676182851
relu,auto,17,gini,1,1,1,1,1,30,constant,39,auto,9,26,nnClassifier,3,6,adam,distance,0.5944444444444444,2482.533709891839
relu,auto,17,gini,1,1,1,1,1,28,constant,28,auto,15,29,nnClassifier,6,6,adam,distance,0.5814814814814815,2482.5337433218956
relu,auto,15,gini,1,1,1,1,1,22,constant,35,auto,6,22,nnClassifier,6,4,adam,distance,0.5907407407407408,2482.5337769619655
relu,auto,11,gini,1,1,1,1,1,30,constant,42,auto,4,26,nnClassifier,5,3,adam,distance,0.5722222222222222,2482.5338106909767
relu,auto,11,gini,1,1,1,1,1,33,constant,31,auto,5,23,nnClassifier,1,2,adam,distance,0.5740740740740741,2482.5338441608474
