activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,17,mae,0,1,1,0,0,0,8,invscaling,28,sqrt,18,20,kneighborsRegressor,7,4,sgd,uniform,-0.20170491803278678
relu,kd_tree,8,mse,0,1,0,0,1,0,25,adaptive,68,auto,5,21,kneighborsRegressor,10,7,lbfgs,uniform,0.3965236980037917
tanh,auto,25,poisson,0,0,0,1,0,0,26,adaptive,65,log2,16,2,kneighborsRegressor,2,4,sgd,distance,-0.23512560716454134
tanh,kd_tree,11,poisson,0,0,0,0,1,1,11,invscaling,38,sqrt,2,27,nnRegressor,6,10,adam,distance,-0.9297896606229044
tanh,brute,11,mae,0,1,0,0,1,1,36,invscaling,80,sqrt,4,25,kneighborsRegressor,2,4,lbfgs,uniform,0.3811953551912569
logistic,auto,30,mse,0,0,0,1,1,1,6,invscaling,53,log2,10,32,nnRegressor,4,3,lbfgs,uniform,-0.38265167024065594
identity,auto,15,mae,1,0,1,1,0,0,4,constant,58,sqrt,8,18,kneighborsRegressor,5,10,sgd,distance,0.4288074891572108
relu,auto,32,mse,1,0,1,0,0,1,15,constant,65,auto,3,36,randomForestRegressor,6,3,sgd,distance,0.5122215216513755
logistic,brute,30,mse,1,1,1,0,1,1,21,invscaling,64,log2,9,25,kneighborsRegressor,6,6,sgd,distance,0.47652788480663255
relu,auto,14,mae,1,0,1,0,1,0,22,invscaling,91,auto,18,19,nnRegressor,3,9,sgd,uniform,-287.2639473764645
tanh,kd_tree,26,mae,1,1,1,1,1,1,14,adaptive,53,log2,3,16,kneighborsRegressor,2,5,sgd,uniform,0.5256646994535519
identity,kd_tree,16,poisson,1,0,1,0,1,1,15,constant,39,sqrt,12,21,randomForestRegressor,8,2,adam,distance,-0.00037602636413369694
tanh,auto,31,mae,1,1,0,0,1,1,28,invscaling,35,sqrt,10,39,kneighborsRegressor,4,9,adam,uniform,0.5377899210686097
tanh,brute,10,mae,1,0,0,0,1,1,22,invscaling,19,auto,10,10,nnRegressor,6,7,sgd,distance,-135.7374083941813
relu,ball_tree,27,poisson,1,0,1,0,1,1,24,constant,99,sqrt,9,29,kneighborsRegressor,3,9,sgd,distance,0.49915457716820044
logistic,ball_tree,21,mae,1,0,1,0,1,0,27,constant,91,sqrt,18,6,nnRegressor,9,7,adam,distance,0.3748731207512942
identity,ball_tree,28,mse,0,0,1,1,1,1,2,adaptive,89,log2,5,34,kneighborsRegressor,6,6,adam,uniform,0.42000789313904074
relu,auto,16,mse,1,1,1,1,0,1,27,constant,99,log2,5,28,randomForestRegressor,3,3,sgd,distance,0.522834121768109
logistic,kd_tree,23,mse,1,1,0,1,0,0,16,constant,83,auto,4,15,nnRegressor,2,1,adam,uniform,0.07782324876897817
identity,brute,26,poisson,0,1,0,0,0,0,12,invscaling,86,auto,12,6,kneighborsRegressor,6,1,adam,uniform,-0.3793224043715844
tanh,kd_tree,25,mae,0,1,0,1,0,0,32,invscaling,91,sqrt,4,38,kneighborsRegressor,10,10,adam,distance,-0.09852621042490228
tanh,ball_tree,30,poisson,1,1,1,0,1,1,28,invscaling,14,auto,10,40,nnRegressor,7,2,lbfgs,distance,-4.744749369774455
identity,kd_tree,8,mse,0,0,0,0,0,1,7,invscaling,43,sqrt,11,18,nnRegressor,1,2,sgd,uniform,0.005568967817875414
logistic,kd_tree,31,mse,0,0,0,0,1,0,11,adaptive,27,sqrt,3,22,kneighborsRegressor,9,10,lbfgs,distance,0.3845126775956287
logistic,ball_tree,17,poisson,0,1,0,0,1,1,5,adaptive,14,auto,2,38,randomForestRegressor,9,4,sgd,distance,-0.00037602636413369694
tanh,auto,19,mae,0,0,0,0,1,0,11,invscaling,19,sqrt,11,35,randomForestRegressor,3,8,sgd,uniform,0.3965290207650275
identity,kd_tree,8,poisson,0,1,1,0,1,1,8,invscaling,72,log2,14,21,kneighborsRegressor,5,6,lbfgs,uniform,0.4531305403764422
relu,kd_tree,12,mae,0,1,1,1,0,0,17,constant,89,auto,19,15,kneighborsRegressor,6,4,sgd,uniform,-0.1569986338797813
logistic,auto,32,poisson,0,0,0,0,0,1,15,adaptive,99,auto,18,4,kneighborsRegressor,4,1,sgd,uniform,-0.7444043715846991
tanh,ball_tree,17,mse,1,0,1,0,0,0,10,adaptive,10,sqrt,5,5,nnRegressor,3,9,lbfgs,distance,-1.1232465431209167
identity,kd_tree,18,mse,1,0,1,0,1,1,40,invscaling,15,auto,3,20,nnRegressor,3,3,sgd,distance,0.6173438923386884
tanh,brute,28,mae,1,1,1,1,1,1,17,constant,13,auto,13,37,randomForestRegressor,1,2,sgd,uniform,0.6249681278688526
tanh,kd_tree,19,mae,0,1,0,1,0,1,12,constant,25,sqrt,3,31,nnRegressor,7,1,sgd,uniform,-32.13796104626548
logistic,kd_tree,13,poisson,1,0,0,1,0,1,23,adaptive,76,auto,10,5,kneighborsRegressor,6,10,sgd,uniform,0.4280456830601095
tanh,ball_tree,30,mae,0,0,1,0,1,1,11,constant,54,log2,13,12,kneighborsRegressor,8,5,sgd,uniform,0.37743956284153024
tanh,brute,25,poisson,0,1,1,0,0,1,16,constant,7,log2,20,38,randomForestRegressor,5,2,lbfgs,distance,-0.00037602636413369694
tanh,brute,10,mae,0,1,0,1,1,1,33,adaptive,89,log2,18,40,nnRegressor,10,7,lbfgs,distance,-7.248270520836032
logistic,auto,13,mse,1,1,0,0,0,0,22,constant,6,sqrt,10,13,nnRegressor,5,7,adam,uniform,0.3838618643455818
tanh,kd_tree,21,mse,1,0,1,1,0,0,34,invscaling,51,auto,2,18,nnRegressor,6,7,adam,distance,-1.9066914040556582
logistic,brute,31,mae,0,1,1,1,1,1,12,adaptive,33,log2,16,30,kneighborsRegressor,7,2,lbfgs,distance,0.21508030451406202
tanh,ball_tree,25,poisson,1,0,1,1,0,0,39,adaptive,9,auto,11,39,randomForestRegressor,9,10,lbfgs,distance,-0.00037602636413369694
logistic,brute,27,mse,1,1,1,0,0,0,24,adaptive,18,sqrt,18,23,randomForestRegressor,10,6,lbfgs,uniform,0.5017017245975453
identity,auto,16,mse,0,1,0,1,0,1,14,constant,68,sqrt,12,9,nnRegressor,8,9,sgd,uniform,0.022319384230054085
identity,brute,11,mse,0,0,0,1,0,1,17,constant,45,sqrt,15,29,nnRegressor,2,4,lbfgs,uniform,0.03768920944106602
identity,kd_tree,16,poisson,0,0,1,1,0,0,32,invscaling,69,auto,10,31,nnRegressor,8,1,adam,distance,-3.26702288841242
relu,auto,27,poisson,0,1,1,0,1,1,11,invscaling,85,auto,16,25,nnRegressor,4,7,lbfgs,distance,-0.6621534197573293
logistic,auto,30,poisson,0,0,0,1,1,0,27,adaptive,94,auto,3,37,randomForestRegressor,1,6,sgd,distance,-0.00037602636413369694
logistic,auto,31,mse,0,0,0,0,0,0,4,adaptive,18,auto,15,30,nnRegressor,2,5,lbfgs,uniform,0
tanh,brute,19,mae,0,1,1,0,0,1,27,invscaling,64,auto,6,26,randomForestRegressor,1,10,adam,distance,-0.0019761680327867737
logistic,kd_tree,14,poisson,0,1,1,1,0,0,34,adaptive,97,log2,5,9,nnRegressor,10,2,lbfgs,uniform,-3.6657192007111856
logistic,ball_tree,12,poisson,0,0,1,1,0,1,40,constant,59,log2,20,39,nnRegressor,7,6,adam,distance,-3.411931977868835
identity,kd_tree,23,mae,1,1,1,1,0,0,13,constant,7,auto,2,18,nnRegressor,10,6,adam,distance,-42.42095730120447
identity,kd_tree,26,mae,1,1,1,0,1,1,3,invscaling,12,log2,2,38,randomForestRegressor,5,7,lbfgs,distance,0.6394543016393444
tanh,ball_tree,13,mae,1,0,1,1,1,1,6,adaptive,80,sqrt,9,24,nnRegressor,9,1,lbfgs,uniform,-5.197734798388156
identity,kd_tree,25,poisson,1,1,1,0,1,1,39,invscaling,30,sqrt,17,34,kneighborsRegressor,8,7,sgd,uniform,0.5345446637671463
tanh,auto,17,poisson,0,1,0,1,1,0,26,constant,10,auto,20,12,nnRegressor,3,7,lbfgs,uniform,-0.9094915342489416
identity,ball_tree,20,mae,1,1,1,0,0,0,12,constant,94,log2,2,16,randomForestRegressor,8,4,adam,distance,0.4814991035519127
logistic,auto,30,mse,1,0,1,1,1,1,40,invscaling,74,auto,16,8,nnRegressor,2,4,lbfgs,distance,-0.09129928556010469
identity,ball_tree,28,mae,1,1,1,0,1,0,31,constant,64,sqrt,15,4,kneighborsRegressor,3,10,sgd,uniform,0.5333119125683061
relu,kd_tree,18,poisson,1,1,1,1,1,1,20,constant,100,sqrt,14,33,kneighborsRegressor,3,4,sgd,distance,0.4796594855944465
relu,auto,19,poisson,1,1,0,0,0,0,29,adaptive,61,log2,5,37,kneighborsRegressor,7,3,lbfgs,distance,0.22072598940250665
logistic,ball_tree,16,poisson,0,1,1,0,0,0,5,constant,91,log2,8,26,nnRegressor,1,4,lbfgs,distance,-0.2250608033117778
identity,kd_tree,24,mae,0,0,1,1,1,0,38,adaptive,44,log2,13,11,nnRegressor,6,9,lbfgs,distance,0.4151118481128927
tanh,auto,29,poisson,0,0,0,1,1,0,17,invscaling,13,log2,4,35,kneighborsRegressor,2,1,sgd,distance,-0.1729071038251364
logistic,ball_tree,26,poisson,0,0,1,1,1,1,29,adaptive,40,auto,7,19,randomForestRegressor,6,1,lbfgs,uniform,-0.00037602636413369694
logistic,ball_tree,27,mse,0,0,0,1,0,0,27,adaptive,59,log2,8,4,nnRegressor,3,1,sgd,uniform,-0.20478128105269056
