activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,ball_tree,26,poisson,0,0,1,1,0,1,23,invscaling,83,log2,17,39,nnRegressor,8,10,lbfgs,distance,-9.038707468413211
tanh,brute,15,poisson,0,1,0,1,1,0,22,invscaling,37,log2,17,34,randomForestRegressor,2,6,adam,distance,-0.00011377377463528404
identity,auto,13,mae,0,0,1,0,1,1,19,constant,27,log2,17,37,randomForestRegressor,7,5,lbfgs,uniform,0.42610551253706297
identity,auto,31,mse,1,0,0,0,0,1,40,constant,82,log2,9,30,nnRegressor,8,7,sgd,distance,0.4395792604612814
tanh,ball_tree,27,mae,1,0,0,1,1,1,7,invscaling,55,log2,8,29,nnRegressor,7,1,adam,uniform,-6.814904757422414
tanh,kd_tree,32,mae,1,0,0,0,0,0,39,constant,5,auto,8,12,nnRegressor,8,5,adam,uniform,-0.1441286050107644
identity,auto,30,mse,1,1,1,1,1,1,37,constant,78,sqrt,6,3,nnRegressor,7,9,adam,distance,-70.4305300118096
tanh,brute,21,mae,0,1,1,1,0,1,21,adaptive,63,sqrt,17,18,randomForestRegressor,2,2,adam,distance,0.04274124101168497
relu,ball_tree,12,mse,1,1,0,1,1,0,38,invscaling,91,log2,12,21,kneighborsRegressor,3,9,sgd,distance,0.4643182690409675
tanh,ball_tree,18,poisson,0,0,1,1,1,1,37,constant,95,auto,4,9,nnRegressor,7,3,sgd,uniform,-48.077719119115656
logistic,ball_tree,30,mae,1,1,1,1,1,1,27,constant,67,auto,17,37,kneighborsRegressor,4,7,sgd,distance,0.48391114477152475
identity,auto,25,mae,1,1,1,1,1,1,14,constant,95,auto,13,20,nnRegressor,5,5,lbfgs,distance,0.5959277419662101
logistic,auto,31,poisson,0,0,1,1,0,0,27,adaptive,33,auto,15,3,randomForestRegressor,8,8,lbfgs,distance,-0.00011377377463528404
relu,auto,10,mae,0,1,0,0,0,1,39,adaptive,18,sqrt,12,29,kneighborsRegressor,8,8,lbfgs,uniform,-0.05383090492647358
relu,kd_tree,25,poisson,0,0,1,1,1,0,28,invscaling,40,auto,17,36,nnRegressor,5,5,lbfgs,uniform,-7.212641655571968
logistic,auto,13,poisson,0,1,0,1,1,0,25,constant,64,auto,11,31,nnRegressor,3,10,lbfgs,uniform,-0.08762555672841876
tanh,auto,18,mae,1,1,1,0,0,0,30,adaptive,92,log2,19,19,randomForestRegressor,7,8,lbfgs,uniform,0.4854760868788519
tanh,brute,29,mse,1,0,0,1,0,1,20,invscaling,10,auto,2,37,kneighborsRegressor,3,7,sgd,distance,0.24604184042969945
identity,brute,25,mae,0,1,1,0,1,1,11,constant,35,auto,2,37,kneighborsRegressor,1,3,sgd,uniform,0.31721572464791525
identity,brute,14,mse,1,0,0,1,1,1,11,adaptive,84,log2,17,6,nnRegressor,5,4,sgd,uniform,0.5959202822188578
logistic,ball_tree,29,mse,0,0,0,1,1,0,17,invscaling,5,sqrt,8,17,randomForestRegressor,8,2,adam,distance,0.37601586795110253
logistic,ball_tree,9,poisson,0,1,0,1,0,0,16,adaptive,65,sqrt,5,38,kneighborsRegressor,5,7,adam,uniform,-0.10415765712106828
relu,brute,20,poisson,1,1,0,0,0,0,7,adaptive,53,log2,5,16,kneighborsRegressor,4,1,sgd,distance,-0.030389754204168673
logistic,ball_tree,10,mse,1,1,1,1,0,1,13,constant,14,auto,8,19,nnRegressor,4,3,lbfgs,distance,-1.0149101377157965
tanh,kd_tree,29,mse,0,1,0,0,0,0,34,constant,28,auto,16,2,kneighborsRegressor,2,2,adam,uniform,-0.8111569252842763
relu,kd_tree,28,poisson,0,0,1,0,1,1,22,constant,93,log2,20,32,randomForestRegressor,10,7,lbfgs,distance,-0.00011377377463528404
identity,ball_tree,11,poisson,0,0,0,1,1,1,18,adaptive,100,log2,8,21,randomForestRegressor,2,3,sgd,uniform,-0.00011377377463528404
logistic,brute,20,mse,1,0,0,1,0,0,39,adaptive,100,log2,12,24,randomForestRegressor,9,1,sgd,uniform,0.4458259923339347
logistic,auto,13,mae,0,1,0,0,1,0,25,invscaling,79,log2,3,38,randomForestRegressor,3,7,sgd,uniform,0.4072060660010727
identity,ball_tree,8,mse,0,0,1,0,1,1,11,adaptive,88,log2,14,7,kneighborsRegressor,2,8,adam,distance,0.3343270948525402
identity,auto,31,poisson,1,0,1,1,1,0,19,adaptive,88,sqrt,20,7,nnRegressor,9,9,adam,distance,-0.3285401982946794
tanh,kd_tree,22,mse,1,0,0,0,1,0,15,invscaling,49,log2,12,28,nnRegressor,8,6,lbfgs,uniform,-0.7236071568944318
relu,kd_tree,28,mse,1,1,0,0,0,1,13,constant,16,auto,11,12,nnRegressor,2,7,lbfgs,distance,-9.925134686783466e-05
tanh,brute,13,mse,0,1,1,0,1,0,34,adaptive,68,log2,10,10,randomForestRegressor,6,2,sgd,uniform,0.4380552227249038
tanh,ball_tree,27,poisson,1,0,0,0,1,1,19,invscaling,26,auto,17,29,kneighborsRegressor,8,6,lbfgs,uniform,0.5525967319492282
tanh,ball_tree,12,mae,1,1,0,0,1,0,15,adaptive,35,auto,4,29,randomForestRegressor,3,6,adam,distance,0.5860040109235415
logistic,brute,13,mae,1,1,0,0,1,1,19,adaptive,70,sqrt,8,40,nnRegressor,3,6,lbfgs,distance,-1.3263102138668863
logistic,ball_tree,21,poisson,1,0,1,1,1,1,18,invscaling,54,sqrt,7,39,nnRegressor,2,1,sgd,distance,-3.325049576175924
identity,ball_tree,14,mse,0,1,0,0,0,1,15,invscaling,25,sqrt,12,4,randomForestRegressor,5,7,lbfgs,uniform,0.009107399339196243
tanh,brute,17,mse,0,0,0,1,1,1,19,invscaling,84,sqrt,18,21,randomForestRegressor,9,8,lbfgs,uniform,0.3920374946433931
logistic,ball_tree,14,mae,1,0,0,1,0,1,15,adaptive,29,sqrt,6,25,randomForestRegressor,5,6,adam,distance,0.45536744778183447
identity,auto,25,mae,1,1,0,0,1,1,11,invscaling,2,auto,19,30,nnRegressor,4,5,sgd,uniform,0.5946544238350404
identity,auto,14,poisson,0,0,0,1,1,1,38,adaptive,45,auto,20,7,randomForestRegressor,1,5,adam,uniform,-0.00011377377463528404
logistic,brute,30,poisson,1,1,0,1,0,1,13,constant,34,auto,13,35,kneighborsRegressor,4,8,adam,uniform,0.3920133562881921
identity,brute,26,mse,0,1,1,0,0,1,36,invscaling,89,log2,13,9,nnRegressor,9,1,adam,uniform,-1.5498505372126612
tanh,ball_tree,17,poisson,1,0,0,0,0,0,20,constant,87,log2,19,11,nnRegressor,9,1,sgd,uniform,-0.37279502202084225
identity,brute,11,mae,0,1,1,0,0,1,7,adaptive,70,auto,16,30,nnRegressor,5,9,lbfgs,uniform,0.025719236001024326
relu,auto,31,poisson,1,1,1,0,0,0,22,invscaling,75,auto,16,19,nnRegressor,5,2,adam,distance,-2.1903416217547753
logistic,brute,28,poisson,0,0,1,0,1,1,5,constant,39,log2,20,24,nnRegressor,5,4,lbfgs,distance,-5.888116954672825
tanh,kd_tree,27,mse,0,1,1,0,0,1,18,adaptive,91,sqrt,16,27,randomForestRegressor,7,1,lbfgs,distance,0.030642263844503526
tanh,brute,15,mae,1,0,1,1,1,0,12,adaptive,33,auto,3,36,kneighborsRegressor,7,9,adam,uniform,0.5716163410398448
relu,ball_tree,30,poisson,1,1,1,1,1,1,20,constant,73,sqrt,20,36,kneighborsRegressor,6,1,sgd,uniform,0.2182720029648344
relu,auto,20,mae,1,1,1,1,0,0,16,constant,34,log2,10,21,randomForestRegressor,1,7,lbfgs,distance,0.49821109988128953
relu,brute,24,mse,0,0,0,0,1,0,15,adaptive,54,auto,17,26,nnRegressor,6,10,sgd,distance,-3.5378053425029643
logistic,brute,9,poisson,0,0,1,1,0,1,21,constant,46,auto,11,13,kneighborsRegressor,10,3,adam,distance,-0.3862054480734447
logistic,kd_tree,13,poisson,1,0,1,0,0,0,33,constant,64,sqrt,6,33,randomForestRegressor,2,2,adam,uniform,-0.00011377377463528404
tanh,brute,24,poisson,1,0,1,0,1,1,2,invscaling,17,auto,8,11,kneighborsRegressor,8,4,sgd,distance,0.4822996634539931
relu,ball_tree,30,mse,1,0,0,0,0,0,30,constant,68,sqrt,16,9,randomForestRegressor,1,2,adam,distance,0.44937143142188074
relu,brute,14,mse,0,1,0,0,1,0,25,adaptive,86,sqrt,13,36,nnRegressor,8,10,sgd,distance,-2.9856098731939604
tanh,ball_tree,24,poisson,0,0,1,0,0,1,18,constant,78,sqrt,10,16,randomForestRegressor,7,7,sgd,uniform,-0.00011377377463528404
logistic,kd_tree,9,mae,0,1,1,1,0,0,39,adaptive,20,auto,17,31,kneighborsRegressor,7,9,adam,distance,-0.15828913262419486
logistic,ball_tree,25,poisson,0,1,1,0,0,0,29,adaptive,75,sqrt,10,15,nnRegressor,2,9,sgd,distance,-0.42594642607847955
tanh,ball_tree,18,poisson,0,0,0,0,0,1,26,adaptive,42,log2,18,26,nnRegressor,7,7,sgd,distance,-0.19423657721052012
tanh,ball_tree,8,poisson,1,0,1,0,0,1,12,adaptive,54,log2,3,25,nnRegressor,7,1,lbfgs,distance,-1.4774258103253026
logistic,kd_tree,12,mae,0,0,0,0,0,1,19,adaptive,78,log2,19,16,randomForestRegressor,5,9,lbfgs,distance,-0.13378231357604697
relu,ball_tree,10,mse,0,0,0,0,1,0,35,adaptive,54,log2,12,38,randomForestRegressor,1,3,lbfgs,distance,0.37635588031002165
logistic,auto,13,mse,0,1,0,0,1,0,21,constant,38,sqrt,4,40,kneighborsRegressor,8,10,sgd,distance,0.36227536085455025
logistic,auto,10,mae,1,0,0,0,0,1,16,adaptive,40,sqrt,5,12,randomForestRegressor,4,9,adam,distance,0.4447303550150977
relu,ball_tree,31,poisson,0,0,0,1,1,1,32,adaptive,15,auto,18,29,randomForestRegressor,5,2,sgd,uniform,-0.00011377377463528404
tanh,ball_tree,13,poisson,1,0,0,1,0,1,22,constant,76,auto,9,32,nnRegressor,10,6,sgd,distance,-10.42829316522507
tanh,brute,19,mse,0,1,0,0,0,1,11,constant,82,auto,19,11,nnRegressor,5,1,lbfgs,uniform,-0.26876190963783153
identity,kd_tree,18,mae,1,1,1,1,1,1,38,invscaling,72,log2,4,32,kneighborsRegressor,1,1,sgd,uniform,0.2182720029648344
tanh,auto,32,poisson,0,0,1,0,0,0,21,adaptive,34,sqrt,7,16,randomForestRegressor,1,10,lbfgs,uniform,-0.00011377377463528404
identity,ball_tree,25,mae,0,0,0,0,0,1,13,adaptive,77,auto,19,12,kneighborsRegressor,1,10,adam,distance,-0.1232747209315328
identity,kd_tree,32,mae,1,1,0,1,1,1,23,adaptive,35,sqrt,8,12,kneighborsRegressor,9,10,adam,distance,0.4797026836017364
logistic,ball_tree,12,mse,0,1,0,1,1,1,38,constant,29,sqrt,16,15,kneighborsRegressor,10,9,adam,uniform,0.3798947906544131
logistic,kd_tree,28,mse,1,1,0,1,0,1,37,invscaling,9,auto,9,33,nnRegressor,1,5,adam,uniform,0.011291730263818023
tanh,kd_tree,15,poisson,0,1,1,1,0,0,40,constant,62,sqrt,7,38,kneighborsRegressor,4,9,lbfgs,distance,-0.15828913262419486
