feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,1,1,nnRegressor,tanh,NA,28,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.300445757133491,114.14206099510193
1,1,0,1,0,1,nnRegressor,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.25447031235241335,120.96213960647583
1,0,0,1,0,0,nnRegressor,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.20750894507629436,125.5005235671997
1,1,1,1,1,0,nnRegressor,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.9289809141561423,129.9271683692932
0,0,1,1,1,1,nnRegressor,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,-5.234837779288308,136.156152009964
1,1,1,1,0,0,nnRegressor,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.28781512732094305,144.6943781375885
0,1,1,1,0,1,nnRegressor,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,-0.36441016010011795,150.8880970478058
0,0,0,1,1,0,nnRegressor,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.34908757474094154,157.3212971687317
1,1,0,0,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,38,auto,4,4,nan,nan,NA,NA,0.58215223316019,207.1818790435791
1,1,1,0,1,0,nnRegressor,relu,NA,20,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,-84.82947687246117,219.6742811203003
1,0,1,1,0,0,nnRegressor,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,-0.04418780131132927,225.83680486679077
0,1,1,1,0,1,nnRegressor,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,-9.208063258509073,231.70021438598633
1,1,1,1,1,1,nnRegressor,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,-5.105306946091097,238.24197220802307
0,1,1,1,1,1,nnRegressor,tanh,NA,32,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,-2.807642678449829,244.21417546272278
1,1,1,1,0,1,nnRegressor,tanh,NA,10,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,-30.125081555528382,264.4024486541748
1,0,0,0,1,0,nnRegressor,tanh,NA,22,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,-0.38330949082812316,270.86569571495056
1,0,0,0,0,1,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,-3.778844020307954,277.78561902046204
0,1,0,1,1,1,nnRegressor,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,-2.37114067812365,284.2017047405243
1,1,1,0,1,0,nnRegressor,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,-0.797020932126002,291.0347695350647
0,1,0,0,0,1,nnRegressor,tanh,NA,10,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,-0.6165917925318161,299.0138819217682
1,1,0,1,0,0,nnRegressor,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.3157610298425614,305.5975229740143
0,1,1,1,0,1,nnRegressor,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,-0.701419391220363,312.13079929351807
1,0,1,1,1,0,nnRegressor,logistic,NA,27,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,-6.535244051512301,316.7755403518677
1,1,0,0,1,0,nnRegressor,relu,NA,19,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,-0.678679003758554,323.3909170627594
1,1,0,1,0,0,nnRegressor,relu,NA,20,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,-4.052240081674543,330.0875940322876
0,0,1,0,1,1,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,-3.035021849817821,336.85917687416077
0,0,0,0,0,1,nnRegressor,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,-1.1682753408740414,342.6412830352783
0,0,0,0,0,1,nnRegressor,relu,NA,18,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,-1.9216304553035295,349.52638578414917
0,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,16,auto,16,16,nan,nan,NA,NA,0.4270317352970441,394.17398858070374
0,0,0,0,1,1,nnRegressor,logistic,NA,11,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.05532797149251767,412.03523898124695
0,1,1,0,1,0,nnRegressor,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,-3.2119322907986874,433.38604378700256
1,0,1,1,1,1,nnRegressor,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,-1.3854942999755235,439.3635194301605
1,0,1,0,1,1,nnRegressor,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,-4.064748971740228,445.99561500549316
1,1,1,0,0,0,nnRegressor,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,-1.9800803867719368,453.52426171302795
1,1,1,0,1,1,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,-0.00039192544553290354,461.07644748687744
1,1,0,1,0,0,nnRegressor,logistic,NA,12,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,-0.72660739993004,477.79189682006836
0,0,0,0,1,0,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,-0.16885076075848615,484.18577218055725
0,1,1,0,0,0,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,-0.0008569010131327381,490.119558095932
1,0,1,1,1,1,nnRegressor,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.5833775121508065,496.24403047561646
1,1,0,1,0,1,nnRegressor,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,-745.3284611891636,502.72122597694397
1,1,0,0,1,0,nnRegressor,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5981549279450808,510.0331492424011
1,0,1,1,0,0,nnRegressor,relu,NA,10,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,-14.771876256183587,515.1585547924042
1,1,0,0,1,1,nnRegressor,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,-1.9031478370791093,521.4992892742157
1,1,0,1,1,1,nnRegressor,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,-22.89742435120613,527.8355357646942
0,0,1,1,0,1,nnRegressor,identity,NA,18,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.035987098993989663,539.77565574646
0,0,0,1,1,1,nnRegressor,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,-3.507034730133493,551.468147277832
1,1,1,0,1,1,nnRegressor,relu,NA,20,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,-11.860562076435581,556.8063757419586
1,0,1,0,1,0,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,-2.7504121001892528,562.9923386573792
0,1,0,1,0,1,nnRegressor,logistic,NA,18,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,-0.17224400787531557,568.890928030014
1,1,0,1,0,0,nnRegressor,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,-6.702935468259415,573.7296514511108
1,0,0,1,1,0,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,-0.808004702699378,578.8814914226532
0,1,0,0,0,1,nnRegressor,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.020450141987691017,584.3501009941101
1,0,0,0,1,1,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,-39.175661869242944,589.9759497642517
1,0,0,0,0,1,nnRegressor,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,-10.464088757734874,596.4759721755981
1,0,1,1,1,0,nnRegressor,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.100965884505414,600.9849925041199
1,0,0,1,0,1,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,-39.60344812116257,606.5116345882416
1,1,0,0,0,1,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.415083377309969,611.6741375923157
0,0,0,1,1,0,nnRegressor,relu,NA,9,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,-9.378253083863717,618.5931174755096
1,1,1,0,0,1,nnRegressor,identity,NA,18,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.41426264379363287,629.8999228477478
0,0,1,0,0,1,nnRegressor,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,-1.0207407451315476,635.5618772506714
1,0,0,0,1,0,nnRegressor,relu,NA,20,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,-143.34572840729555,641.379807472229
0,1,1,1,0,0,nnRegressor,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.04823293798236539,647.3744604587555
1,0,1,0,0,1,nnRegressor,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,-0.002191756521209509,654.9500863552094
1,1,1,0,0,0,nnRegressor,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,-14.239815401723071,659.3352336883545
0,0,0,0,1,1,nnRegressor,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,-0.2796510461043322,665.196447134018
0,1,0,1,1,0,nnRegressor,relu,NA,10,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,-37.96254887850149,672.1245555877686
1,0,0,1,0,0,nnRegressor,relu,NA,18,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,-0.000203711611755919,677.6240246295929
0,1,0,0,0,0,nnRegressor,relu,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.9446172647141404,681.6835279464722
1,1,1,0,1,1,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,-2.774272348813212,686.6686410903931
0,0,0,1,1,1,nnRegressor,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,-1.6938263682453827,693.1765511035919
0,0,0,0,0,1,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,-0.10605673618497025,698.2987701892853
1,1,1,1,0,0,nnRegressor,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.4125983309448208,703.8472518920898
1,0,0,1,0,1,nnRegressor,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.1647854767916348,709.6241657733917
1,1,1,0,0,0,nnRegressor,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,-1.9800803867719368,715.6481440067291
1,0,1,1,0,0,nnRegressor,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,-3.2112009265054153,721.3729248046875
0,1,0,1,1,0,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,-40.46881044208537,727.2261121273041
0,0,1,1,1,0,nnRegressor,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,-0.447058143138525,733.3945157527924
0,0,0,0,1,1,nnRegressor,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,-0.00025413373852245513,738.8528234958649
0,1,1,1,1,1,nnRegressor,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,-144.06089346899657,745.3583114147186
0,1,1,0,0,1,nnRegressor,logistic,NA,17,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,-1.0552916617939792,750.733038187027
1,1,0,0,0,1,nnRegressor,relu,NA,27,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,-0.024198712952768986,755.791125535965
1,1,0,1,0,1,nnRegressor,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.4170514372533941,761.1200270652771
0,1,0,0,0,1,nnRegressor,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,-1.083241433850505,766.8285846710205
1,1,1,0,1,1,nnRegressor,tanh,NA,16,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.4646064849385929,773.1048755645752
