feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,0,0,nnRegressor,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.056895123907709566,93.74420189857483
0,1,0,1,0,1,nnRegressor,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.03501836667583191,98.96837973594666
1,0,1,1,0,1,kneighborsRegressor,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,7,NA,distance,0.4005273370472996,103.86678862571716
0,1,1,0,0,0,nnRegressor,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.036726368944467125,110.53785753250122
1,1,0,1,1,1,nnRegressor,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,-33.139228212192094,123.1634624004364
0,0,1,0,0,1,nnRegressor,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.023582866248472056,128.9108545780182
1,0,1,1,1,0,nnRegressor,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.6233915777002352,135.9727144241333
1,1,1,1,1,0,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.6363232713681075,152.05963039398193
1,1,0,1,0,1,nnRegressor,relu,NA,10,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,-0.055660183147535625,157.5399751663208
1,1,0,0,1,1,nnRegressor,identity,NA,13,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.6206213148118733,164.62800478935242
1,1,0,0,0,0,nnRegressor,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.45255020561152304,185.0229606628418
1,0,1,0,0,0,nnRegressor,relu,NA,9,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.8154254138096091,190.17812371253967
1,0,1,0,1,1,nnRegressor,identity,NA,28,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6127387263332631,195.19342160224915
0,0,1,0,0,1,nnRegressor,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,-0.01157820658428399,201.808345079422
1,1,0,1,1,0,nnRegressor,identity,NA,16,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,-0.7938375614099786,208.62553215026855
1,1,0,0,1,1,nnRegressor,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.34881607312528073,218.78845071792603
1,1,1,0,1,0,nnRegressor,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6359266689188858,222.9101459980011
0,1,0,1,0,1,nnRegressor,relu,NA,10,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,-1.2648534163771106,230.9008026123047
1,1,0,1,1,1,nnRegressor,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.6275683819424407,235.91252446174622
1,1,0,1,1,1,nnRegressor,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.6268555989764656,240.66196393966675
1,1,1,1,1,1,nnRegressor,identity,NA,19,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.6367318821977677,247.4046275615692
1,0,0,1,0,0,nnRegressor,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.44467489655799886,258.13792061805725
1,1,1,1,1,1,nnRegressor,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.6364474359635899,268.24422430992126
1,0,0,0,0,1,nnRegressor,relu,NA,12,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,-6.60407596456602,275.07581186294556
1,1,0,1,1,0,nnRegressor,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.6270809033485696,294.3213527202606
1,1,1,1,1,0,nnRegressor,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.6332804895410575,299.2180757522583
1,0,1,1,1,1,nnRegressor,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6259429106659664,303.7809817790985
1,1,0,0,0,0,nnRegressor,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,-0.0019654028143116786,310.4115765094757
1,0,0,0,1,1,nnRegressor,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.6161476825278476,316.55932569503784
1,1,1,0,0,1,nnRegressor,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,-8.025896129110674,322.47572112083435
1,0,0,0,1,0,nnRegressor,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.6153731668923463,335.8961842060089
1,0,0,1,0,1,nnRegressor,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.45608584905652505,341.52637124061584
1,1,1,1,1,1,nnRegressor,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6365516474450518,346.6222972869873
1,0,1,0,1,0,nnRegressor,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6149360415065719,351.42277336120605
1,0,1,1,0,1,nnRegressor,relu,NA,24,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,-3.653707961482006,357.5989410877228
1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,70,sqrt,12,39,nan,nan,NA,NA,0.6223279918181241,386.17419266700745
1,1,1,0,1,0,nnRegressor,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,-5.763310907810194,392.8569917678833
1,0,1,0,1,0,nnRegressor,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.6247899489895702,399.58950662612915
1,0,0,1,1,0,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6136154324233689,404.4056398868561
1,0,0,1,1,1,nnRegressor,relu,NA,31,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,-14.402871085646238,410.6901569366455
0,1,0,0,0,0,nnRegressor,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,-1.479728835013303,416.9092791080475
1,0,0,0,0,1,nnRegressor,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,-0.3409038532642046,425.3898615837097
1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,65,sqrt,14,17,nan,nan,NA,NA,0.6294475541638811,430.8020234107971
1,0,1,1,1,0,nnRegressor,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.6271565312868779,435.51039242744446
1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,81,auto,14,34,nan,nan,NA,NA,0.6320932091473827,441.8361175060272
1,1,1,0,1,0,nnRegressor,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.6326651900609452,447.66436195373535
0,1,0,1,1,0,nnRegressor,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,-6.992866104537023,452.9599714279175
1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,57,sqrt,19,39,nan,nan,NA,NA,0.6280080620712903,458.1588671207428
0,0,0,0,1,1,nnRegressor,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,-26.648772899261257,464.7065963745117
1,1,1,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,93,log2,4,3,nan,nan,NA,NA,0.6237784638916904,498.8576021194458
1,1,0,1,1,1,nnRegressor,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6261114676163828,503.7397973537445
1,1,0,0,0,0,nnRegressor,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,-0.002012230292229189,510.1060423851013
1,1,0,0,0,0,nnRegressor,relu,NA,18,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.36248777760921114,517.0046136379242
1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,71,sqrt,5,8,nan,nan,NA,NA,-0.00042244079631359455,521.7626802921295
1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,6,log2,18,6,nan,nan,NA,NA,0.6062289649099466,527.3407740592957
1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,77,log2,16,6,nan,nan,NA,NA,0.6200345801339859,554.863288640976
1,1,0,1,0,0,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,-40.88171813239428,560.9693038463593
1,0,1,0,1,0,nnRegressor,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,-9.885321678556412,567.9282834529877
1,1,0,1,0,0,nnRegressor,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.4525042232732268,572.2200763225555
1,1,1,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,52,sqrt,13,35,nan,nan,NA,NA,0.6292485420892542,577.6373043060303
0,0,0,1,0,1,nnRegressor,relu,NA,9,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,-8.395114602899767,585.0134408473969
1,1,0,1,1,1,nnRegressor,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.626261636847381,589.3211183547974
1,1,0,1,1,0,nnRegressor,relu,NA,11,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.30741530724537025,596.7974760532379
1,0,0,1,1,1,nnRegressor,identity,NA,17,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.6104513088246426,602.8193843364716
0,1,0,0,1,1,nnRegressor,relu,NA,22,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,-8.875946884520562,607.986025094986
1,0,1,0,1,1,nnRegressor,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.6246672628085252,612.1995534896851
1,1,1,0,1,1,nnRegressor,relu,NA,13,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,-48.92418737324931,628.394159078598
1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,59,auto,2,38,nan,nan,NA,NA,0.6261392344077662,633.6823263168335
1,1,1,0,1,1,nnRegressor,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,-21.703013567527478,640.2777514457703
1,1,1,1,1,0,nnRegressor,relu,NA,12,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,-1.8508802636207093,647.1928989887238
1,1,1,1,1,1,nnRegressor,identity,NA,31,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.6360289923109337,651.7887744903564
1,0,0,1,0,1,nnRegressor,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,-3.939687040226242,659.3608350753784
1,1,0,0,1,1,nnRegressor,identity,NA,19,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.6244858394153676,664.398775100708
1,0,0,0,0,0,nnRegressor,relu,NA,18,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,-0.09317688539504876,669.9206459522247
1,1,1,0,1,0,nnRegressor,identity,NA,22,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.6346562196223886,673.6267440319061
0,0,1,0,1,1,nnRegressor,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,-19.843960393862915,692.4081845283508
1,0,0,0,0,0,nnRegressor,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.4089688602094319,698.4458584785461
1,1,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,59,sqrt,17,30,nan,nan,NA,NA,0.6290392541322694,702.7658529281616
1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,23,auto,2,27,nan,nan,NA,NA,0.6120652995249467,707.5654373168945
1,0,1,0,0,1,nnRegressor,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,-51.97400465466252,712.472856760025
1,1,1,0,1,1,nnRegressor,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.6348289336459054,722.1268277168274
1,0,1,1,1,1,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.6263697389059195,726.7433083057404
1,1,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,79,sqrt,5,23,nan,nan,NA,NA,0.6272970448339905,731.3902022838593
1,0,0,0,1,0,nnRegressor,relu,NA,21,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.15532529332945144,736.7415509223938
0,0,0,0,1,0,nnRegressor,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,-0.00145152058403486,743.5833282470703
0,1,0,0,0,0,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,-0.18397079770966585,749.4824614524841
