activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,24,entropy,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,26,adaptive,34,log2,14,21,randomForestClassifier,9,7,sgd,uniform,0.4963436928702011
identity,brute,28,gini,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,35,constant,26,auto,11,40,kneighborsClassifier,2,10,lbfgs,distance,0.46526508226691043
tanh,ball_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,26,constant,93,auto,11,28,kneighborsClassifier,9,3,sgd,distance,0.4606946983546618
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6151736745886655
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5255941499085923
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,38,adaptive,42,sqrt,17,38,randomForestClassifier,6,5,adam,distance,0.5255941499085923
logistic,auto,18,entropy,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,40,invscaling,75,auto,16,2,randomForestClassifier,8,5,adam,distance,0.5393053016453382
identity,kd_tree,9,entropy,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,27,invscaling,78,auto,19,15,randomForestClassifier,5,3,adam,distance,0.49085923217550276
identity,kd_tree,15,gini,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,35,constant,78,auto,6,16,randomForestClassifier,2,6,sgd,uniform,0.48811700182815354
logistic,kd_tree,15,gini,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,26,adaptive,34,log2,14,21,randomForestClassifier,9,7,sgd,uniform,0.526508226691042
identity,kd_tree,24,entropy,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,4,constant,26,auto,11,40,kneighborsClassifier,2,8,lbfgs,distance,0.45429616087751373
identity,brute,28,gini,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,26,constant,93,auto,11,28,kneighborsClassifier,9,3,sgd,distance,0.41590493601462525
tanh,ball_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5585009140767825
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6151736745886655
relu,brute,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5914076782449725
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5639853747714808
tanh,ball_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5585009140767825
logistic,auto,18,entropy,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,40,invscaling,75,auto,16,2,randomForestClassifier,8,5,adam,distance,0.5393053016453382
logistic,auto,18,entropy,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,38,adaptive,42,sqrt,17,38,randomForestClassifier,6,5,adam,distance,0.5292504570383912
logistic,kd_tree,15,gini,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,26,adaptive,34,log2,14,21,randomForestClassifier,9,7,sgd,uniform,0.526508226691042
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5255941499085923
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,38,adaptive,42,sqrt,17,38,randomForestClassifier,6,5,adam,distance,0.5255941499085923
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
relu,brute,23,entropy,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6124314442413162
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,24,constant,76,log2,2,39,randomForestClassifier,6,2,lbfgs,uniform,0.5127970749542962
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5950639853747715
tanh,kd_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,40,invscaling,75,auto,16,2,randomForestClassifier,8,5,adam,distance,0.5283363802559415
logistic,kd_tree,18,entropy,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,38,adaptive,42,sqrt,17,38,randomForestClassifier,6,5,adam,distance,0.5191956124314442
logistic,auto,18,entropy,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,26,adaptive,34,log2,14,21,nnClassifier,9,7,sgd,uniform,0.06307129798903108
logistic,kd_tree,15,gini,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5694698354661791
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,38,adaptive,42,sqrt,17,38,randomForestClassifier,6,5,adam,distance,0.5009140767824497
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5776965265082267
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6151736745886655
relu,brute,23,entropy,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6124314442413162
relu,brute,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5950639853747715
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5914076782449725
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5776965265082267
logistic,kd_tree,15,gini,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5694698354661791
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5639853747714808
tanh,ball_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5585009140767825
relu,auto,23,entropy,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6051188299817185
relu,brute,31,entropy,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5813528336380256
relu,brute,23,entropy,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5877513711151737
relu,auto,23,entropy,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,5,sgd,distance,0.629798903107861
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,28,randomForestClassifier,9,5,adam,distance,0.613345521023766
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5475319926873857
logistic,brute,25,gini,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,uniform,0.5648994515539305
logistic,kd_tree,15,gini,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,24,constant,76,sqrt,2,4,randomForestClassifier,6,2,lbfgs,distance,0.5904936014625228
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,15,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5603290676416819
tanh,ball_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,8,5,adam,distance,0.5987202925045704
relu,auto,23,entropy,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,5,sgd,distance,0.629798903107861
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6151736745886655
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,28,randomForestClassifier,9,5,adam,distance,0.613345521023766
relu,brute,23,entropy,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6124314442413162
relu,brute,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
relu,auto,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
relu,auto,23,entropy,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6051188299817185
tanh,ball_tree,27,gini,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,8,5,adam,distance,0.5987202925045704
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5950639853747715
logistic,kd_tree,21,entropy,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5914076782449725
relu,auto,23,entropy,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,8,5,adam,distance,0.6106032906764168
relu,kd_tree,23,entropy,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,28,randomForestClassifier,9,5,adam,distance,0.6160877513711152
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.5987202925045704
relu,brute,23,entropy,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5996343692870201
relu,brute,23,entropy,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,21,adaptive,58,sqrt,9,30,randomForestClassifier,1,2,sgd,uniform,0.6051188299817185
relu,auto,23,gini,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,35,adaptive,46,log2,8,25,randomForestClassifier,9,5,adam,distance,0.6206581352833638
relu,auto,23,entropy,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,8,5,adam,distance,0.5978062157221207
tanh,ball_tree,27,gini,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,2,sgd,uniform,0.5950639853747715
logistic,brute,25,gini,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,35,adaptive,46,log2,11,25,randomForestClassifier,9,5,adam,distance,0.6069469835466179
logistic,kd_tree,21,entropy,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,21,adaptive,58,log2,9,30,randomForestClassifier,1,5,sgd,distance,0.593235831809872
