activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,log2,5,11,randomForestClassifier,8,5,sgd,distance,0.56672760511883
tanh,auto,20,entropy,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,4,constant,92,log2,7,28,randomForestClassifier,8,5,lbfgs,uniform,0.6005484460694699
tanh,kd_tree,22,entropy,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,32,constant,51,log2,19,28,randomForestClassifier,8,5,lbfgs,uniform,0.596892138939671
tanh,auto,20,entropy,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,sqrt,5,11,randomForestClassifier,8,4,sgd,distance,0.5859232175502742
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,4,constant,92,log2,7,28,randomForestClassifier,8,5,lbfgs,uniform,0.5722120658135283
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,sqrt,5,11,randomForestClassifier,8,4,sgd,distance,0.56672760511883
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,log2,5,11,randomForestClassifier,8,5,sgd,distance,0.56672760511883
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,sqrt,5,11,randomForestClassifier,8,4,sgd,distance,0.5594149908592322
tanh,ball_tree,25,gini,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,35,constant,92,log2,19,28,randomForestClassifier,8,5,lbfgs,uniform,0.5594149908592322
identity,brute,10,entropy,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,40,constant,42,log2,17,18,randomForestClassifier,8,7,lbfgs,distance,0.5575868372943327
tanh,kd_tree,22,entropy,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,11,constant,89,log2,3,8,kneighborsClassifier,8,8,lbfgs,distance,0.556672760511883
tanh,auto,20,entropy,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,32,constant,51,log2,14,28,randomForestClassifier,8,5,lbfgs,uniform,0.5904936014625228
tanh,kd_tree,22,entropy,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,sqrt,5,11,nnClassifier,8,4,sgd,distance,0.20840950639853748
tanh,auto,20,entropy,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,4,constant,92,log2,7,28,randomForestClassifier,8,5,lbfgs,uniform,0.6005484460694699
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,sqrt,5,11,randomForestClassifier,8,4,lbfgs,distance,0.56672760511883
logistic,kd_tree,23,gini,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,log2,5,11,randomForestClassifier,8,5,sgd,distance,0.5740402193784278
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,5,adaptive,20,sqrt,5,11,randomForestClassifier,8,4,sgd,distance,0.56672760511883
logistic,kd_tree,23,gini,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,35,constant,92,log2,19,28,randomForestClassifier,8,5,lbfgs,uniform,0.5511882998171846
tanh,ball_tree,25,gini,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,40,constant,42,log2,17,18,randomForestClassifier,8,7,lbfgs,distance,0.5182815356489945
identity,brute,10,entropy,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,11,constant,89,log2,3,8,kneighborsClassifier,8,8,lbfgs,distance,0.489945155393053
tanh,kd_tree,22,entropy,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,4,constant,92,log2,7,28,randomForestClassifier,8,5,lbfgs,uniform,0.6206581352833638
