activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.934841628959276
tanh,kd_tree,25,gini,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,22,invscaling,12,sqrt,11,28,nnClassifier,3,6,lbfgs,uniform,0.5040723981900452
relu,brute,30,entropy,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,15,constant,68,log2,8,35,kneighborsClassifier,1,6,sgd,uniform,0.8307692307692308
relu,ball_tree,11,gini,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,7,lbfgs,distance,0.9013574660633484
relu,kd_tree,28,entropy,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,39,constant,23,auto,11,27,randomForestClassifier,5,8,lbfgs,distance,0.9067873303167421
tanh,kd_tree,32,entropy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,13,invscaling,85,sqrt,14,38,randomForestClassifier,5,6,adam,distance,0.902262443438914
relu,ball_tree,16,entropy,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,13,adaptive,7,sqrt,9,38,randomForestClassifier,7,9,lbfgs,distance,0.8144796380090498
tanh,brute,28,entropy,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,19,invscaling,60,auto,11,21,kneighborsClassifier,10,1,sgd,distance,0.8877828054298642
tanh,auto,18,entropy,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,12,adaptive,13,auto,15,30,kneighborsClassifier,5,9,adam,uniform,0.8968325791855204
relu,brute,16,gini,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,5,invscaling,14,sqrt,19,22,randomForestClassifier,5,2,lbfgs,distance,0.7674208144796381
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9429864253393665
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.934841628959276
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9285067873303168
relu,kd_tree,28,entropy,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,39,constant,23,auto,11,27,randomForestClassifier,5,8,lbfgs,distance,0.9067873303167421
tanh,kd_tree,32,entropy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,13,invscaling,85,sqrt,14,38,randomForestClassifier,5,6,adam,distance,0.902262443438914
relu,ball_tree,11,gini,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,7,lbfgs,distance,0.9013574660633484
tanh,auto,18,entropy,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,12,adaptive,13,auto,15,30,kneighborsClassifier,5,9,adam,uniform,0.8968325791855204
logistic,brute,14,gini,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,27,invscaling,65,log2,19,37,kneighborsClassifier,2,7,lbfgs,distance,0.8959276018099548
tanh,brute,28,entropy,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,19,invscaling,60,auto,11,21,kneighborsClassifier,10,1,sgd,distance,0.8877828054298642
relu,auto,28,gini,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,7,adaptive,4,sqrt,8,10,randomForestClassifier,3,6,sgd,distance,0.8723981900452489
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9375565610859729
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9384615384615385
identity,kd_tree,24,gini,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,39,constant,23,auto,11,27,randomForestClassifier,5,8,lbfgs,distance,0.8316742081447964
relu,kd_tree,28,entropy,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,13,invscaling,85,sqrt,14,38,randomForestClassifier,5,6,adam,distance,0.9004524886877828
tanh,kd_tree,32,entropy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,7,lbfgs,distance,0.9122171945701357
relu,ball_tree,11,gini,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,12,adaptive,13,auto,15,30,kneighborsClassifier,5,9,adam,uniform,0.8914027149321267
tanh,auto,18,entropy,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,27,invscaling,65,log2,19,37,kneighborsClassifier,2,7,lbfgs,distance,0.9076923076923077
logistic,brute,14,gini,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,19,invscaling,60,auto,17,21,kneighborsClassifier,10,1,adam,distance,0.8751131221719457
tanh,brute,28,entropy,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,7,adaptive,4,sqrt,8,10,randomForestClassifier,3,6,sgd,distance,0.8950226244343892
relu,auto,28,gini,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.8642533936651584
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9429864253393665
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9384615384615385
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9375565610859729
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.934841628959276
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9285067873303168
tanh,kd_tree,32,entropy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,7,lbfgs,distance,0.9122171945701357
tanh,auto,18,entropy,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,27,invscaling,65,log2,19,37,kneighborsClassifier,2,7,lbfgs,distance,0.9076923076923077
relu,kd_tree,28,entropy,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,39,constant,23,auto,11,27,randomForestClassifier,5,8,lbfgs,distance,0.9067873303167421
tanh,kd_tree,32,entropy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,13,invscaling,85,sqrt,14,38,randomForestClassifier,5,6,adam,distance,0.902262443438914
relu,ball_tree,11,gini,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,7,lbfgs,distance,0.9013574660633484
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9294117647058824
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9384615384615385
relu,auto,17,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9411764705882353
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9366515837104072
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,1,lbfgs,distance,0.9212669683257918
tanh,kd_tree,32,entropy,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,27,invscaling,55,log2,19,37,kneighborsClassifier,2,7,lbfgs,distance,0.8950226244343892
tanh,auto,18,entropy,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,39,constant,23,auto,11,27,randomForestClassifier,5,8,adam,distance,0.9113122171945701
relu,kd_tree,28,entropy,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,13,invscaling,85,sqrt,14,38,randomForestClassifier,5,6,adam,distance,0.9004524886877828
tanh,kd_tree,32,entropy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,4,7,lbfgs,distance,0.9122171945701357
relu,ball_tree,11,gini,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,43,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9158371040723982
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9429864253393665
relu,auto,17,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9411764705882353
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9384615384615385
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9384615384615385
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9375565610859729
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9366515837104072
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.934841628959276
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9294117647058824
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9285067873303168
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,1,lbfgs,distance,0.9212669683257918
relu,ball_tree,32,entropy,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9402714932126697
relu,auto,17,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,10,kneighborsClassifier,4,3,sgd,distance,0.92579185520362
tanh,auto,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9339366515837104
tanh,brute,24,gini,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,31,invscaling,89,sqrt,2,24,randomForestClassifier,8,9,lbfgs,distance,0.8895927601809954
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9312217194570136
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.934841628959276
tanh,brute,24,gini,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9366515837104072
relu,auto,32,gini,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,43,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.8723981900452489
identity,auto,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,18,invscaling,12,sqrt,7,8,randomForestClassifier,9,1,lbfgs,distance,0.9212669683257918
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9375565610859729
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9429864253393665
relu,auto,17,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9411764705882353
relu,ball_tree,32,entropy,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9402714932126697
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9384615384615385
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9384615384615385
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9375565610859729
identity,kd_tree,24,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9375565610859729
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9366515837104072
tanh,brute,24,gini,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9366515837104072
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.934841628959276
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,randomForestClassifier,8,9,lbfgs,distance,0.9239819004524887
relu,auto,17,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9285067873303168
relu,ball_tree,32,entropy,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,5,19,kneighborsClassifier,4,3,sgd,distance,0.9212669683257918
tanh,brute,24,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9366515837104072
tanh,brute,24,gini,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,distance,0.9429864253393665
relu,auto,32,entropy,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.9429864253393665
identity,kd_tree,24,gini,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,77,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9330316742081448
tanh,brute,14,gini,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,32,invscaling,2,sqrt,10,19,kneighborsClassifier,4,3,sgd,distance,0.9384615384615385
tanh,brute,24,gini,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,31,invscaling,89,sqrt,2,24,kneighborsClassifier,8,9,lbfgs,uniform,0.9212669683257918
tanh,brute,24,gini,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,3,adaptive,44,log2,4,17,kneighborsClassifier,7,7,adam,distance,0.8868778280542986
