,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,26,None,None,None,None,None,None,8,None,uniform,0.8589743589743589,ok,14.747933828039095
11,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,9,None,None,None,None,None,None,9,None,uniform,0.8076923076923077,ok,14.83549681887962
12,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,nnClassifier,logistic,None,18.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.326007326007326,ok,17.51458287704736
13,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,7,None,uniform,0.8315018315018315,ok,17.568003721069545
14,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,nnClassifier,logistic,None,22.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.25274725274725274,ok,28.641212482005358
15,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,1,None,uniform,0.8534798534798534,ok,28.699321273947135
16,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,46.0,sqrt,13.0,27.0,None,None,None,None,0.9542124542124543,ok,29.563248509075493
17,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,9,None,distance,0.8608058608058609,ok,29.62130823195912
18,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,6,None,uniform,0.7857142857142857,ok,29.822323612868786
19,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,10.0,log2,17.0,2.0,None,None,None,None,0.9633699633699634,ok,30.617889855988324
20,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,43.0,log2,16.0,5.0,None,None,None,None,0.9706959706959707,ok,31.841894421027973
21,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,4.0,log2,19.0,2.0,None,None,None,None,0.9560439560439561,ok,32.67019092687406
22,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,30.0,log2,16.0,3.0,None,None,None,None,0.967032967032967,ok,33.529544395860285
23,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,35.0,log2,9.0,13.0,None,None,None,None,0.9725274725274725,ok,34.41611190093681
24,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,8.0,14.0,None,None,None,None,0.9908424908424909,ok,35.64870690694079
25,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,8.0,14.0,None,None,None,None,0.9908424908424909,ok,36.92523059807718
26,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,27.0,auto,2.0,12.0,None,None,None,None,0.9926739926739927,ok,38.191938371863216
27,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,95.0,auto,3.0,10.0,None,None,None,None,0.9945054945054945,ok,39.471357129048556
28,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,auto,2.0,8.0,None,None,None,None,0.9926739926739927,ok,40.87450500088744
29,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,98.0,auto,3.0,8.0,None,None,None,None,0.9926739926739927,ok,42.142204025993124
30,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,auto,4.0,23.0,None,None,None,None,0.9926739926739927,ok,43.40143103804439
31,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,83.0,auto,5.0,23.0,None,None,None,None,0.9908424908424909,ok,44.679322863928974
32,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,auto,3.0,38.0,None,None,None,None,0.9871794871794872,ok,46.02867573406547
33,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,66.0,auto,5.0,21.0,None,None,None,None,0.989010989010989,ok,47.2799277738668
34,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,nnClassifier,tanh,None,31.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.3076923076923077,ok,58.41063592606224
35,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,90.0,sqrt,11.0,8.0,None,None,None,None,0.9908424908424909,ok,59.64684230508283
36,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,22.0,auto,7.0,17.0,None,None,None,None,0.9926739926739927,ok,60.887150327907875
37,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,nnClassifier,relu,None,25.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.040293040293040296,ok,71.18246915587224
38,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,77.0,auto,4.0,24.0,None,None,None,None,0.9871794871794872,ok,72.5315537310671
39,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,22.0,auto,7.0,18.0,None,None,None,None,0.9908424908424909,ok,74.05654998403043
40,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,nnClassifier,relu,None,9.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.2509157509157509,ok,98.81521858996712
41,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,98.0,sqrt,10.0,9.0,None,None,None,None,0.9853479853479854,ok,100.05403611506335
42,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,59.0,auto,12.0,18.0,None,None,None,None,0.978021978021978,ok,100.95445908303373
43,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,nnClassifier,tanh,None,27.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.31684981684981683,ok,113.33704732405022
44,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,1,None,distance,0.8553113553113553,ok,113.40346193290316
45,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,19.0,auto,6.0,17.0,None,None,None,None,0.9871794871794872,ok,114.65616667596623
46,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,33,None,None,None,None,None,None,2,None,distance,0.8644688644688645,ok,114.72498592105694
47,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,nnClassifier,identity,None,13.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.2600732600732601,ok,121.93561456305906
48,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,53.0,auto,2.0,11.0,None,None,None,None,0.9835164835164835,ok,123.39637330290861
49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,13,None,None,None,None,None,None,5,None,distance,0.8992673992673993,ok,123.46074650809169
50,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,67.0,sqrt,2.0,6.0,None,None,None,None,0.9926739926739927,ok,125.03281844290905
51,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,nnClassifier,tanh,None,20.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.3021978021978022,ok,138.5773409109097
52,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,1.0,auto,4.0,11.0,None,None,None,None,0.9871794871794872,ok,139.89280845900066
53,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,3,None,None,None,None,None,None,6,None,distance,0.8937728937728938,ok,140.01386008807458
54,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,92.0,auto,3.0,5.0,None,None,None,None,0.9267399267399268,ok,141.05223764991388
55,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,auto,9.0,33.0,None,None,None,None,0.9743589743589743,ok,142.2888956950046
56,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,34,None,None,None,None,None,None,10,None,distance,0.8809523809523809,ok,142.38218647590838
57,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,66.0,sqrt,6.0,7.0,None,None,None,None,0.9322344322344323,ok,143.9259025938809
58,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,nnClassifier,relu,None,28.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,0.0,ok,144.1155188730918
59,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,99.0,auto,14.0,27.0,None,None,None,None,0.9597069597069597,ok,145.14075358305126
60,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,84.0,auto,3.0,10.0,None,None,None,None,0.9871794871794872,ok,146.3669367870316
61,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,73.0,sqrt,20.0,28.0,None,None,None,None,0.8791208791208791,ok,147.3095091220457
62,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,14,None,None,None,None,None,None,7,None,uniform,0.8864468864468864,ok,147.41186276986264
63,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,59.0,log2,5.0,34.0,None,None,None,None,0.989010989010989,ok,148.66151988692582
64,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,nnClassifier,identity,None,16.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.2509157509157509,ok,154.14545119996183
65,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,auto,4.0,24.0,None,None,None,None,0.9945054945054945,ok,155.3708184270654
66,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,9.0,auto,2.0,25.0,None,None,None,None,0.9908424908424909,ok,156.5697128858883
67,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,66.0,sqrt,4.0,5.0,None,None,None,None,0.9926739926739927,ok,158.0985062289983
68,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,49.0,sqrt,7.0,30.0,None,None,None,None,0.989010989010989,ok,159.5858190478757
69,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,72.0,sqrt,5.0,20.0,None,None,None,None,0.9926739926739927,ok,161.0923964169342
70,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,sqrt,8.0,20.0,None,None,None,None,0.9926739926739927,ok,162.69230453507043
71,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,87.0,sqrt,9.0,15.0,None,None,None,None,0.9945054945054945,ok,164.18115636589937
72,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,92.0,log2,13.0,15.0,None,None,None,None,0.9835164835164835,ok,165.2569044418633
73,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,88.0,sqrt,10.0,15.0,None,None,None,None,0.989010989010989,ok,166.75238085188903
74,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,log2,17.0,36.0,None,None,None,None,0.9871794871794872,ok,168.21506604994647
75,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,83.0,sqrt,9.0,3.0,None,None,None,None,0.978021978021978,ok,169.536061499035
76,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,97.0,sqrt,6.0,21.0,None,None,None,None,0.9945054945054945,ok,170.8065216979012
77,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,81.0,sqrt,10.0,26.0,None,None,None,None,0.9908424908424909,ok,171.84832816198468
78,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,7,None,None,None,None,None,None,2,None,distance,0.8956043956043956,ok,171.94417382590473
79,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,8.0,30.0,None,None,None,None,0.9102564102564102,ok,173.4181281090714
80,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,nnClassifier,logistic,None,23.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.2967032967032967,ok,176.30740838102065
81,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,41.0,log2,16.0,13.0,None,None,None,None,0.9871794871794872,ok,177.48946312093176
82,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,96.0,auto,6.0,22.0,None,None,None,None,0.9853479853479854,ok,178.69431434501894
83,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,70.0,auto,3.0,20.0,None,None,None,None,0.9285714285714286,ok,180.2059760109987
84,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,5,None,uniform,0.8992673992673993,ok,180.3023968138732
85,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,89.0,sqrt,11.0,29.0,None,None,None,None,0.9706959706959707,ok,181.58612647186965
86,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,nnClassifier,tanh,None,11.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.17765567765567766,ok,202.72054094588384
87,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,55.0,auto,5.0,32.0,None,None,None,None,0.9798534798534798,ok,203.5943457800895
88,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,62.0,sqrt,8.0,16.0,None,None,None,None,0.924908424908425,ok,205.10916093806736
89,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,87.0,sqrt,14.0,24.0,None,None,None,None,0.989010989010989,ok,206.32276480295695
90,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,kneighborsClassifier,None,auto,None,None,36,None,None,None,None,None,None,8,None,uniform,0.826007326007326,ok,206.41683947993442
91,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,nnClassifier,relu,None,29.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.326007326007326,ok,217.0909234129358
92,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,35.0,auto,12.0,40.0,None,None,None,None,0.8974358974358975,ok,218.51179804187268
93,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,77.0,sqrt,7.0,13.0,None,None,None,None,0.9926739926739927,ok,219.78261956386268
94,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,auto,4.0,22.0,None,None,None,None,0.9926739926739927,ok,221.01425025705248
95,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,16,None,None,None,None,None,None,3,None,distance,0.8827838827838828,ok,221.09575919108465
96,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,91.0,sqrt,9.0,26.0,None,None,None,None,0.9816849816849816,ok,222.01243215287104
97,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,nnClassifier,identity,None,20.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.1684981684981685,ok,229.43797043105587
98,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,sqrt,6.0,18.0,None,None,None,None,0.9945054945054945,ok,230.7187878470868
99,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,47.0,log2,7.0,19.0,None,None,None,None,0.9926739926739927,ok,232.23830934800208
