,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,26.0,None,None,None,None,None,None,9.0,None,uniform,0.7509157509157509,ok,18.795165286166593
11,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,nnClassifier,logistic,None,29,None,None,constant,None,None,None,None,7,None,sgd,None,0.20695970695970695,ok,27.76886238413863
12,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,5.0,None,distance,0.8461538461538461,ok,27.830222064163536
13,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,log2,6.0,4.0,None,None,None,None,0.9285714285714286,ok,29.330579205183312
14,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,kneighborsClassifier,None,brute,None,None,5.0,None,None,None,None,None,None,2.0,None,distance,0.8827838827838828,ok,29.379438089206815
15,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,21.0,None,None,None,None,None,None,8.0,None,distance,0.847985347985348,ok,29.44192014914006
16,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,nnClassifier,logistic,None,28,None,None,adaptive,None,None,None,None,7,None,lbfgs,None,0.3241758241758242,ok,32.243119159014896
17,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,9.0,None,distance,0.8571428571428571,ok,32.28477445314638
18,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,14.0,None,None,None,None,None,None,5.0,None,uniform,0.836996336996337,ok,32.364360962063074
19,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,25.0,sqrt,11.0,11.0,None,None,None,None,0.9120879120879121,ok,33.3120606651064
20,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,22.0,sqrt,19.0,28.0,None,None,None,None,0.9523809523809523,ok,34.12520903721452
21,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,43.0,sqrt,15.0,40.0,None,None,None,None,0.9871794871794872,ok,35.030959990108386
22,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,47.0,sqrt,16.0,40.0,None,None,None,None,0.9835164835164835,ok,35.853838701033965
23,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,46.0,sqrt,17.0,40.0,None,None,None,None,0.9853479853479854,ok,36.68846232513897
24,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,35.0,sqrt,16.0,39.0,None,None,None,None,0.9816849816849816,ok,37.50096755218692
25,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,6.0,sqrt,19.0,35.0,None,None,None,None,0.9798534798534798,ok,38.196221894118935
26,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,59.0,sqrt,15.0,23.0,None,None,None,None,0.9871794871794872,ok,39.02421850315295
27,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,64.0,sqrt,14.0,24.0,None,None,None,None,0.9871794871794872,ok,39.857203599996865
28,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,69.0,auto,13.0,22.0,None,None,None,None,0.9871794871794872,ok,40.69299039407633
29,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,74.0,auto,9.0,19.0,None,None,None,None,0.9908424908424909,ok,41.53749956516549
30,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,nnClassifier,tanh,None,8,None,None,invscaling,None,None,None,None,1,None,adam,None,0.25824175824175827,ok,73.2711899811402
31,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,83.0,auto,8.0,15.0,None,None,None,None,0.9908424908424909,ok,74.46481831208803
32,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,84.0,auto,8.0,15.0,None,None,None,None,0.9871794871794872,ok,75.67123517021537
33,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,78.0,auto,8.0,9.0,None,None,None,None,0.9908424908424909,ok,76.86341501702555
34,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,nnClassifier,identity,None,11,None,None,invscaling,None,None,None,None,10,None,lbfgs,None,0.2692307692307692,ok,77.55941060511395
35,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,88.0,auto,8.0,7.0,None,None,None,None,0.9908424908424909,ok,78.7524987719953
36,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,91.0,auto,7.0,7.0,None,None,None,None,0.9871794871794872,ok,79.98206871002913
37,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,77.0,auto,9.0,8.0,None,None,None,None,0.9908424908424909,ok,81.16989277605899
38,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,nnClassifier,relu,None,15,None,None,invscaling,None,None,None,None,1,None,sgd,None,0.0,ok,95.9467454191763
39,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,76.0,auto,3.0,10.0,None,None,None,None,0.9908424908424909,ok,97.21521583315916
40,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,57.0,log2,4.0,17.0,None,None,None,None,0.9945054945054945,ok,98.532197737135
41,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,nnClassifier,relu,None,19,None,None,constant,None,None,None,None,3,None,adam,None,0.326007326007326,ok,113.35078443400562
42,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,58.0,log2,5.0,14.0,None,None,None,None,0.9743589743589743,ok,114.67891837004572
43,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,30.0,log2,2.0,18.0,None,None,None,None,0.9963369963369964,ok,115.90173886111006
44,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,7.0,None,uniform,0.8534798534798534,ok,116.00389714399353
45,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,nnClassifier,tanh,None,22,None,None,invscaling,None,None,None,None,9,None,sgd,None,0.14285714285714285,ok,124.54405562602915
46,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,6.0,log2,2.0,19.0,None,None,None,None,0.9597069597069597,ok,125.61737219011411
47,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,38.0,None,None,None,None,None,None,1.0,None,uniform,0.8626373626373627,ok,125.69905208307318
48,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,17.0,log2,3.0,26.0,None,None,None,None,0.967032967032967,ok,127.05906749004498
49,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,3.0,None,None,None,None,None,None,3.0,None,distance,0.8754578754578755,ok,127.14067711401731
50,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,35.0,log2,4.0,27.0,None,None,None,None,0.9725274725274725,ok,128.49397878721356
51,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,nnClassifier,identity,None,8,None,None,adaptive,None,None,None,None,3,None,adam,None,0.2490842490842491,ok,145.16186811518855
52,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,32.0,log2,3.0,32.0,None,None,None,None,0.9304029304029304,ok,146.63537933607586
53,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,6.0,None,uniform,0.8424908424908425,ok,146.73747541499324
54,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,13.0,log2,6.0,17.0,None,None,None,None,0.9945054945054945,ok,147.94665638613515
55,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,16.0,log2,6.0,13.0,None,None,None,None,0.9413919413919414,ok,149.48197921318933
56,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,nnClassifier,logistic,None,15,None,None,constant,None,None,None,None,3,None,lbfgs,None,0.3424908424908425,ok,152.1953165200539
57,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,4.0,None,distance,0.9175824175824175,ok,152.2722045010887
58,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,39.0,log2,10.0,21.0,None,None,None,None,0.9432234432234432,ok,153.72095635021105
59,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,13.0,log2,6.0,17.0,None,None,None,None,0.9743589743589743,ok,155.0146848692093
60,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,2.0,log2,5.0,4.0,None,None,None,None,0.86996336996337,ok,155.6829496170394
61,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,29.0,log2,12.0,25.0,None,None,None,None,0.9908424908424909,ok,156.9014300191775
62,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,1.0,None,uniform,0.8608058608058609,ok,157.0025289771147
63,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,nnClassifier,tanh,None,24,None,None,constant,None,None,None,None,9,None,sgd,None,0.32051282051282054,ok,168.63117793714628
64,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,23.0,log2,2.0,12.0,None,None,None,None,0.978021978021978,ok,170.2446685230825
65,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,51.0,log2,4.0,17.0,None,None,None,None,0.9963369963369964,ok,171.47195149003528
66,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,51.0,log2,5.0,29.0,None,None,None,None,0.9945054945054945,ok,172.69390654820018
67,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,51.0,log2,2.0,30.0,None,None,None,None,0.9963369963369964,ok,173.92753071407788
68,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,41.0,log2,2.0,36.0,None,None,None,None,0.9963369963369964,ok,175.14674528804608
69,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,43.0,log2,2.0,37.0,None,None,None,None,0.9963369963369964,ok,176.36437638802454
70,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,28.0,log2,4.0,32.0,None,None,None,None,0.9963369963369964,ok,177.58829090720974
71,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,39.0,log2,3.0,33.0,None,None,None,None,0.9963369963369964,ok,178.88153443019837
72,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,39.0,log2,3.0,37.0,None,None,None,None,0.9963369963369964,ok,180.0949134011753
73,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,log2,4.0,37.0,None,None,None,None,0.9963369963369964,ok,181.30568597605452
74,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,26.0,log2,7.0,33.0,None,None,None,None,0.9908424908424909,ok,182.50821205112152
75,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,38.0,log2,3.0,34.0,None,None,None,None,0.9963369963369964,ok,183.72415709518827
76,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,46.0,sqrt,7.0,29.0,None,None,None,None,0.9945054945054945,ok,184.7541268961504
77,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,64.0,log2,10.0,31.0,None,None,None,None,0.9926739926739927,ok,185.95070580206811
78,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,nnClassifier,relu,None,17,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.336996336996337,ok,187.98931215004995
79,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,17.0,None,None,None,None,None,None,7.0,None,uniform,0.8516483516483516,ok,188.09166232403368
80,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,18.0,37.0,None,None,None,None,0.9340659340659341,ok,189.47391008306295
81,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,54.0,sqrt,5.0,20.0,None,None,None,None,0.9816849816849816,ok,190.5897991762031
82,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,63.0,log2,12.0,22.0,None,None,None,None,0.9597069597069597,ok,191.78003374417312
83,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,nnClassifier,logistic,None,12,None,None,invscaling,None,None,None,None,2,None,adam,None,0.3443223443223443,ok,213.52642157720402
84,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,35.0,log2,3.0,35.0,None,None,None,None,0.9468864468864469,ok,215.00068450020626
85,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,7.0,None,distance,0.8937728937728938,ok,215.09489929210395
86,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,21.0,sqrt,4.0,39.0,None,None,None,None,0.9908424908424909,ok,215.9740180161316
87,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,48.0,log2,2.0,11.0,None,None,None,None,0.9835164835164835,ok,217.22879225201905
88,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,nnClassifier,identity,None,31,None,None,invscaling,None,None,None,None,10,None,adam,None,0.16666666666666666,ok,219.3739248740021
89,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,69.0,log2,9.0,24.0,None,None,None,None,0.9926739926739927,ok,220.57643386302516
90,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,54.0,auto,7.0,29.0,None,None,None,None,0.9798534798534798,ok,221.84171311813407
91,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,29.0,None,None,None,None,None,None,10.0,None,uniform,0.8076923076923077,ok,222.0147419020068
92,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,72.0,log2,20.0,39.0,None,None,None,None,0.9871794871794872,ok,222.83783977502026
93,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,60.0,sqrt,4.0,27.0,None,None,None,None,0.9468864468864469,ok,224.31097520818003
94,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,nnClassifier,tanh,None,25,None,None,constant,None,None,None,None,4,None,lbfgs,None,0.32051282051282054,ok,227.65266836620867
95,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,8.0,log2,14.0,38.0,None,None,None,None,0.9688644688644689,ok,229.04925751616247
96,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,36.0,None,None,None,None,None,None,2.0,None,distance,0.8864468864468864,ok,229.11787698604167
97,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,49.0,auto,5.0,15.0,None,None,None,None,0.9981684981684982,ok,230.30141697800718
98,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,50.0,auto,6.0,5.0,None,None,None,None,0.9432234432234432,ok,231.30654551810585
99,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,45.0,auto,10.0,35.0,None,None,None,None,0.9688644688644689,ok,232.5073814331554
