,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,nnClassifier,identity,None,16.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,1.0,ok,10.088371035875753
11,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,40,auto,8,19,None,None,None,None,0.9947201689545935,ok,10.58716130699031
12,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,31.0,None,None,None,None,None,None,8.0,None,uniform,0.9947201689545935,ok,10.87528766086325
13,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,nnClassifier,tanh,None,25.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,11.43170090788044
14,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,10.0,None,distance,0.9957761351636748,ok,11.550405357033014
15,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,nnClassifier,identity,None,10.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,1.0,ok,16.16772055486217
16,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,70,sqrt,18,34,None,None,None,None,0.989440337909187,ok,16.65905975480564
17,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,67,sqrt,5,21,None,None,None,None,0.9947201689545935,ok,17.17102073994465
18,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,nnClassifier,logistic,None,25.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,1.0,ok,17.61010827193968
19,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,16,auto,9,16,None,None,None,None,0.9947201689545935,ok,18.11079230788164
20,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,nnClassifier,identity,None,8.0,None,None,constant,None,None,None,None,1.0,None,adam,None,1.0,ok,23.354039517929778
21,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,nnClassifier,logistic,None,20.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,1.0,ok,33.58874921896495
22,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,nnClassifier,logistic,None,32.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,34.02722865296528
23,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,nnClassifier,relu,None,31.0,None,None,constant,None,None,None,None,6.0,None,adam,None,1.0,ok,35.99908484285697
24,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,1.0,ok,43.747179141966626
25,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,nnClassifier,relu,None,31.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,1.0,ok,51.815035255858675
26,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,nnClassifier,tanh,None,26.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,52.356440890813246
27,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,nnClassifier,tanh,None,26.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,1.0,ok,65.28989779483527
28,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,nnClassifier,relu,None,29.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,65.63876688596793
29,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,65.99066252098419
30,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,nnClassifier,tanh,None,21.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,1.0,ok,80.34501351602376
31,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,1.0,ok,80.58215563884005
32,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,nnClassifier,identity,None,17.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,1.0,ok,83.66674059885554
33,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,nnClassifier,identity,None,16.0,None,None,constant,None,None,None,None,1.0,None,adam,None,1.0,ok,86.9583686219994
34,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,2.0,None,uniform,0.9947201689545935,ok,87.07632540492341
35,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,nnClassifier,logistic,None,22.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,1.0,ok,106.65344637283124
36,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,nnClassifier,logistic,None,22.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,107.08964976388961
37,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,92,log2,17,40,None,None,None,None,0.989440337909187,ok,107.65182432485744
38,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,10.0,None,uniform,0.9947201689545935,ok,107.87839856394567
39,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,nnClassifier,tanh,None,24.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,108.42004576302134
40,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.9957761351636748,ok,108.54806872596964
41,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,95,log2,14,11,None,None,None,None,0.9947201689545935,ok,109.16411900590174
42,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,nnClassifier,tanh,None,28.0,None,None,constant,None,None,None,None,1.0,None,adam,None,1.0,ok,115.79127593990415
43,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,nnClassifier,logistic,None,20.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,1.0,ok,127.21181501587853
44,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,39.0,None,None,None,None,None,None,2.0,None,uniform,0.9904963041182682,ok,127.36369876982644
45,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,nnClassifier,logistic,None,18.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,1.0,ok,149.6505801139865
46,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,61,sqrt,13,39,None,None,None,None,0.9947201689545935,ok,150.24557196092792
47,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,6.0,None,adam,None,1.0,ok,153.6137123478111
48,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,8.0,None,distance,0.9957761351636748,ok,153.8184419788886
49,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,80,sqrt,20,27,None,None,None,None,0.989440337909187,ok,154.35637150681578
50,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,nnClassifier,relu,None,13.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,1.0,ok,157.9315881128423
51,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,nnClassifier,relu,None,30.0,None,None,constant,None,None,None,None,3.0,None,adam,None,1.0,ok,160.1586423360277
52,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,kneighborsClassifier,None,auto,None,None,12.0,None,None,None,None,None,None,6.0,None,distance,0.9957761351636748,ok,160.28075702791102
53,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,nnClassifier,tanh,None,28.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,160.8340928920079
54,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,6,log2,3,11,None,None,None,None,0.9947201689545935,ok,161.50841389899142
55,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,nnClassifier,logistic,None,19.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,1.0,ok,181.9679970149882
56,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,nnClassifier,tanh,None,27.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,1.0,ok,194.29314418998547
57,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,nnClassifier,relu,None,30.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,194.60856032883748
58,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,50,log2,14,31,None,None,None,None,0.9947201689545935,ok,195.13779407483526
59,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,9.0,None,uniform,0.9947201689545935,ok,195.28042020089924
60,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,nnClassifier,relu,None,23.0,None,None,constant,None,None,None,None,6.0,None,adam,None,1.0,ok,197.6472042289097
61,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,nnClassifier,tanh,None,22.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,198.2756941698026
62,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,nnClassifier,tanh,None,24.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,198.82251258194447
63,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,5,auto,20,8,None,None,None,None,0.989440337909187,ok,199.36213090689853
64,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,nnClassifier,identity,None,11.0,None,None,constant,None,None,None,None,2.0,None,adam,None,1.0,ok,203.50302250380628
65,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,nnClassifier,identity,None,17.0,None,None,adaptive,None,None,None,None,8.0,None,sgd,None,1.0,ok,214.43113605398685
66,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,nnClassifier,relu,None,29.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,214.77298015682027
67,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.9989440337909187,ok,215.12909662700258
68,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,nnClassifier,logistic,None,10.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,1.0,ok,222.0747548060026
69,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,nnClassifier,logistic,None,8.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,1.0,ok,230.29702637088485
70,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,nnClassifier,tanh,None,25.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,1.0,ok,236.07418324798346
71,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,nnClassifier,identity,None,21.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.9989440337909187,ok,241.3369796569459
72,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,nnClassifier,relu,None,30.0,None,None,invscaling,None,None,None,None,5.0,None,sgd,None,1.0,ok,254.87940096482635
73,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,nnClassifier,identity,None,19.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,1.0,ok,255.13762076594867
74,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,22.0,None,None,None,None,None,None,3.0,None,distance,0.9957761351636748,ok,255.41116197383963
75,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,nnClassifier,tanh,None,27.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.9989440337909187,ok,268.0746460908558
76,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,1.0,ok,279.6703517169226
77,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,1.0,ok,290.43284739088267
78,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,nnClassifier,logistic,None,31.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,1.0,ok,301.1155483548064
79,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,100,sqrt,7,37,None,None,None,None,0.9947201689545935,ok,301.6805979798082
80,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,7.0,None,uniform,0.9947201689545935,ok,301.84562261984684
81,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,nnClassifier,relu,None,26.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,302.33734326600097
82,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,302.6901819240302
83,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,nnClassifier,relu,None,23.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,303.0689442048315
84,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,nnClassifier,identity,None,17.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,303.33386788493954
85,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,83,sqrt,12,25,None,None,None,None,0.9947201689545935,ok,303.8785971198231
86,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,40.0,None,None,None,None,None,None,1.0,None,distance,0.9947201689545935,ok,303.99687202391215
87,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,nnClassifier,tanh,None,20.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,1.0,ok,310.5150755979121
88,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,nnClassifier,logistic,None,24.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,310.96694485098124
89,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,nnClassifier,logistic,None,29.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,311.4193073348142
90,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,49,auto,16,17,None,None,None,None,0.989440337909187,ok,312.01512797991745
91,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,5.0,None,uniform,0.9947201689545935,ok,312.14940000884235
92,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,nnClassifier,identity,None,18.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,315.3118268100079
93,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,nnClassifier,identity,None,9.0,None,None,constant,None,None,None,None,1.0,None,adam,None,1.0,ok,320.23797278502025
94,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,nnClassifier,tanh,None,25.0,None,None,invscaling,None,None,None,None,5.0,None,adam,None,1.0,ok,324.7347549498081
95,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,nnClassifier,identity,None,12.0,None,None,constant,None,None,None,None,6.0,None,adam,None,1.0,ok,328.33424034900963
