activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,13,gini,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,17,adaptive,1,auto,7,21,nnClassifier,6,4,sgd,distance,0.08727272727272728
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9890909090909091
relu,ball_tree,10,gini,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,adaptive,74,log2,15,5,randomForestClassifier,8,8,adam,distance,0.9218181818181819
identity,brute,18,gini,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,32,adaptive,90,sqrt,17,28,nnClassifier,9,9,adam,uniform,0.08727272727272728
identity,brute,27,entropy,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,6,invscaling,15,auto,8,8,randomForestClassifier,7,5,lbfgs,distance,0.94
relu,kd_tree,23,gini,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,100,sqrt,11,23,kneighborsClassifier,8,7,sgd,distance,0.9709090909090909
tanh,kd_tree,18,entropy,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,4,constant,74,auto,5,19,nnClassifier,3,5,adam,distance,0.08727272727272728
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,6,invscaling,69,sqrt,6,28,randomForestClassifier,9,4,lbfgs,uniform,0.9363636363636364
identity,kd_tree,20,gini,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,23,constant,64,sqrt,11,22,randomForestClassifier,5,10,lbfgs,distance,0.9254545454545454
logistic,auto,28,entropy,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,3,invscaling,16,sqrt,7,21,kneighborsClassifier,8,2,lbfgs,uniform,0.9418181818181818
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9927272727272727
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9890909090909091
tanh,auto,10,entropy,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,5,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9818181818181818
relu,kd_tree,23,gini,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,100,sqrt,11,23,kneighborsClassifier,8,7,sgd,distance,0.9709090909090909
logistic,brute,27,gini,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,17,invscaling,93,log2,18,33,kneighborsClassifier,4,2,sgd,uniform,0.9672727272727273
identity,auto,18,entropy,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,28,constant,87,log2,20,39,kneighborsClassifier,2,10,sgd,distance,0.9654545454545455
tanh,brute,18,gini,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,25,constant,49,log2,5,16,randomForestClassifier,9,2,sgd,distance,0.9454545454545454
logistic,auto,28,entropy,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,3,invscaling,16,sqrt,7,21,kneighborsClassifier,8,2,lbfgs,uniform,0.9418181818181818
identity,brute,27,entropy,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,6,invscaling,15,auto,8,8,randomForestClassifier,7,5,lbfgs,distance,0.94
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,6,invscaling,69,sqrt,6,28,randomForestClassifier,9,4,lbfgs,uniform,0.9363636363636364
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,5,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9781818181818182
tanh,auto,20,entropy,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,100,sqrt,11,23,kneighborsClassifier,8,7,sgd,distance,0.9690909090909091
relu,kd_tree,23,gini,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,17,invscaling,93,log2,18,33,kneighborsClassifier,4,2,sgd,uniform,0.9836363636363636
logistic,brute,27,gini,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,28,constant,87,log2,20,39,kneighborsClassifier,2,10,sgd,distance,0.9690909090909091
identity,auto,18,entropy,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,25,constant,49,log2,5,16,randomForestClassifier,9,2,sgd,distance,0.9563636363636364
tanh,brute,18,gini,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,3,adaptive,16,sqrt,7,21,kneighborsClassifier,8,2,lbfgs,uniform,0.9563636363636364
logistic,auto,28,entropy,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,6,invscaling,15,auto,8,8,randomForestClassifier,7,5,lbfgs,distance,0.9290909090909091
identity,brute,27,entropy,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,6,invscaling,69,sqrt,6,28,randomForestClassifier,9,4,lbfgs,uniform,0.94
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9872727272727273
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9927272727272727
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9890909090909091
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9872727272727273
relu,kd_tree,23,gini,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,17,invscaling,93,log2,18,33,kneighborsClassifier,4,2,sgd,uniform,0.9836363636363636
tanh,auto,10,entropy,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,5,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9818181818181818
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,5,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9781818181818182
relu,kd_tree,23,gini,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,100,sqrt,11,23,kneighborsClassifier,8,7,sgd,distance,0.9709090909090909
tanh,auto,20,entropy,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,100,sqrt,11,23,kneighborsClassifier,8,7,sgd,distance,0.9690909090909091
logistic,brute,27,gini,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,28,constant,87,log2,20,39,kneighborsClassifier,2,10,sgd,distance,0.9690909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,auto,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9836363636363636
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,17,invscaling,93,log2,18,33,kneighborsClassifier,4,2,sgd,uniform,0.9727272727272728
relu,kd_tree,23,gini,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,13,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9836363636363636
tanh,ball_tree,10,entropy,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,5,2,kneighborsClassifier,10,6,lbfgs,uniform,0.98
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,73,log2,11,23,kneighborsClassifier,8,7,sgd,distance,0.9690909090909091
relu,kd_tree,23,gini,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,18,invscaling,100,sqrt,11,23,kneighborsClassifier,8,7,sgd,distance,0.9709090909090909
tanh,auto,20,entropy,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,28,constant,3,log2,20,39,kneighborsClassifier,2,10,sgd,distance,0.9618181818181818
logistic,brute,27,gini,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9890909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9927272727272727
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,auto,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9890909090909091
logistic,brute,27,gini,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9890909090909091
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9872727272727273
relu,kd_tree,23,gini,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,17,invscaling,93,log2,18,33,kneighborsClassifier,4,2,sgd,uniform,0.9836363636363636
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9836363636363636
relu,kd_tree,23,gini,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,13,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9836363636363636
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,7,adam,distance,0.98
identity,ball_tree,10,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,auto,9,23,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9927272727272727
identity,ball_tree,10,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
logistic,brute,19,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9836363636363636
logistic,brute,27,gini,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,29,adaptive,21,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9890909090909091
logistic,auto,31,entropy,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,17,invscaling,93,log2,18,33,kneighborsClassifier,4,2,sgd,uniform,0.9690909090909091
relu,kd_tree,23,gini,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,randomForestClassifier,4,3,adam,uniform,0.9363636363636364
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,11,adaptive,35,sqrt,13,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9818181818181818
relu,kd_tree,23,gini,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9854545454545455
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9927272727272727
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9927272727272727
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,auto,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,auto,9,23,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
logistic,brute,9,gini,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9890909090909091
logistic,brute,27,gini,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,29,adaptive,94,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9890909090909091
logistic,brute,27,gini,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,29,adaptive,21,log2,13,34,kneighborsClassifier,4,3,adam,uniform,0.9890909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.9945454545454545
identity,ball_tree,10,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,28,kneighborsClassifier,3,1,adam,distance,0.9890909090909091
identity,ball_tree,10,gini,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,100,log2,9,24,kneighborsClassifier,3,1,sgd,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,5,auto,9,23,kneighborsClassifier,3,1,adam,distance,0.9945454545454545
identity,ball_tree,30,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
identity,ball_tree,10,gini,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,13,constant,81,log2,9,24,kneighborsClassifier,3,1,adam,distance,0.990909090909091
