feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,nnClassifier,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5490566037735849,282.02817821502686
0,1,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.5490566037735849,290.54352712631226
1,0,nnClassifier,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.5528301886792453,304.7649531364441
1,0,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.5528301886792453,314.90251326560974
1,0,nnClassifier,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5509433962264151,321.87461590766907
1,0,nnClassifier,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5509433962264151,329.919625043869
1,0,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.5528301886792453,339.814284324646
1,0,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5547169811320755,349.2662057876587
0,1,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5490566037735849,353.793301820755
0,1,nnClassifier,logistic,NA,14,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.48867924528301887,361.13381123542786
1,0,nnClassifier,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5509433962264151,367.0053813457489
1,0,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5490566037735849,372.2338263988495
1,0,nnClassifier,logistic,NA,8,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.5528301886792453,385.39557218551636
1,0,nnClassifier,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5490566037735849,390.1740789413452
0,1,nnClassifier,identity,NA,19,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.5207547169811321,397.3130476474762
0,1,nnClassifier,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.5245283018867924,404.57172179222107
1,0,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.5490566037735849,417.345219373703
1,0,nnClassifier,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.5547169811320755,427.5617444515228
0,1,nnClassifier,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5245283018867924,433.29523491859436
0,1,nnClassifier,identity,NA,24,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.5509433962264151,439.02712845802307
1,0,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.41509433962264153,444.78723788261414
1,0,nnClassifier,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.5471698113207547,454.53999280929565
1,0,nnClassifier,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5547169811320755,462.7607798576355
0,1,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.5433962264150943,469.1995677947998
1,0,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5509433962264151,473.70478343963623
0,1,nnClassifier,identity,NA,31,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5490566037735849,478.00275683403015
1,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.5528301886792453,487.97853350639343
0,1,nnClassifier,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.469811320754717,493.0683469772339
0,1,nnClassifier,identity,NA,20,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5490566037735849,498.17773962020874
0,1,nnClassifier,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.5358490566037736,511.29687881469727
0,1,nnClassifier,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5490566037735849,516.2779729366302
1,0,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5490566037735849,521.2072606086731
0,1,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.5509433962264151,533.1304023265839
1,0,nnClassifier,relu,NA,30,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.5509433962264151,540.9389090538025
0,1,nnClassifier,identity,NA,27,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5490566037735849,545.2171885967255
0,1,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.5490566037735849,561.0269696712494
1,0,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.5528301886792453,571.7019474506378
1,0,nnClassifier,relu,NA,31,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.5509433962264151,580.6819138526917
0,1,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.5037735849056604,594.2547137737274
1,0,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5094339622641509,600.8582561016083
0,1,nnClassifier,identity,NA,29,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5490566037735849,604.7343986034393
1,0,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.5528301886792453,618.7378125190735
0,1,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.5528301886792453,627.9963657855988
0,1,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5490566037735849,631.8962631225586
0,1,nnClassifier,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.5490566037735849,635.8818783760071
1,0,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.5490566037735849,639.8770017623901
0,1,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5490566037735849,643.9497675895691
0,1,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5037735849056604,650.4121913909912
1,0,nnClassifier,logistic,NA,21,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5528301886792453,654.6445963382721
1,0,nnClassifier,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.5339622641509434,659.015097618103
0,1,nnClassifier,identity,NA,28,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.5490566037735849,662.6965506076813
0,1,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.6,666.5084810256958
1,0,nnClassifier,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5528301886792453,670.6595647335052
1,0,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5528301886792453,686.5158591270447
1,0,nnClassifier,logistic,NA,31,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.5528301886792453,696.111430644989
1,0,nnClassifier,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.5547169811320755,703.5310299396515
0,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6358490566037736,707.2190041542053
0,1,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,6,NA,distance,0.6264150943396226,710.8475794792175
0,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6377358490566037,714.3650805950165
0,1,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,8,NA,distance,0.630188679245283,717.9384548664093
0,0,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,10,NA,distance,0.0,721.4542541503906
0,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.6320754716981132,725.138391494751
0,0,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,5,NA,distance,0.0,728.9315795898438
0,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,7,NA,distance,0.0,732.5323615074158
0,1,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,10,NA,distance,0.6339622641509434,736.1258759498596
0,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.6735849056603773,739.8610525131226
0,0,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,9,NA,distance,0.0,743.3493359088898
0,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.6735849056603773,746.8669226169586
0,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.6773584905660377,750.4556102752686
1,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8735849056603774,754.1487522125244
