feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8886792452830189,134.7279450893402
0,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,4,NA,distance,0.6452830188679245,139.4217188358307
1,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8905660377358491,143.66471767425537
1,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8886792452830189,148.13076972961426
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8867924528301887,152.64562153816223
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.879245283018868,157.2940604686737
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8754716981132076,161.79573917388916
1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8886792452830189,166.47325706481934
1,1,kneighborsClassifier,NA,auto,nan,NA,33,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8867924528301887,171.39804983139038
1,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.879245283018868,175.9882082939148
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8754716981132076,180.55913662910461
1,1,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8905660377358491,185.0004017353058
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8905660377358491,189.380389213562
1,1,kneighborsClassifier,NA,brute,nan,NA,36,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.879245283018868,193.81369137763977
1,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8905660377358491,198.8535861968994
1,1,kneighborsClassifier,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.879245283018868,203.51989126205444
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,208.5569396018982
1,1,nnClassifier,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5490566037735849,216.88086414337158
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,auto,12,13,nan,nan,NA,NA,0.8849056603773585,222.12005352973938
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,57,log2,17,34,nan,nan,NA,NA,0.8905660377358491,228.05823397636414
1,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.5528301886792453,243.95318150520325
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,sqrt,20,33,nan,nan,NA,NA,0.8886792452830189,249.27175641059875
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,log2,9,28,nan,nan,NA,NA,0.8886792452830189,254.66414880752563
1,1,nnClassifier,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.539622641509434,265.48210048675537
1,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8679245283018868,270.2972297668457
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,17,32,nan,nan,NA,NA,0.8905660377358491,275.9096417427063
1,1,nnClassifier,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.4962264150943396,281.25884103775024
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,log2,7,37,nan,nan,NA,NA,0.8905660377358491,286.37116718292236
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,290.74601578712463
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,295.49088644981384
1,1,kneighborsClassifier,NA,auto,nan,NA,32,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,299.96863770484924
1,1,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8867924528301887,304.65251874923706
1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,309.2566123008728
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,9,5,nan,nan,NA,NA,0.8811320754716981,314.11451482772827
1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,318.9585032463074
1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8811320754716981,323.3533020019531
1,1,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.539622641509434,327.7482023239136
1,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,332.4512720108032
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,log2,9,40,nan,nan,NA,NA,0.8811320754716981,337.5530605316162
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,341.79600858688354
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,log2,8,25,nan,nan,NA,NA,0.8830188679245283,346.433842420578
1,1,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,351.06279397010803
1,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8867924528301887,355.47759342193604
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,5,35,nan,nan,NA,NA,0.8867924528301887,360.1269369125366
1,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.879245283018868,364.66758155822754
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8811320754716981,369.61831164360046
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,5,30,nan,nan,NA,NA,0.8849056603773585,374.844607591629
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,379.62909746170044
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,log2,7,28,nan,nan,NA,NA,0.8867924528301887,384.8805179595947
1,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,389.3192722797394
1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.6018867924528302,394.14808106422424
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,auto,14,28,nan,nan,NA,NA,0.8830188679245283,399.480655670166
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,17,31,nan,nan,NA,NA,0.8867924528301887,404.0894145965576
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,408.6215660572052
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,log2,19,38,nan,nan,NA,NA,0.8867924528301887,413.73135113716125
1,1,kneighborsClassifier,NA,brute,nan,NA,23,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,418.3378870487213
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,422.4382736682892
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.8509433962264151,427.0701868534088
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8811320754716981,431.3855483531952
1,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,436.17966508865356
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,11,37,nan,nan,NA,NA,0.8849056603773585,441.3198974132538
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,auto,7,37,nan,nan,NA,NA,0.8905660377358491,446.3408122062683
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,450.8100938796997
1,1,nnClassifier,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5037735849056604,456.45986461639404
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,5,40,nan,nan,NA,NA,0.8886792452830189,461.4843912124634
1,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8886792452830189,466.1323664188385
1,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,470.4825949668884
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8849056603773585,474.9300000667572
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.879245283018868,480.0210540294647
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,sqrt,7,40,nan,nan,NA,NA,0.8849056603773585,485.2403304576874
1,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8943396226415095,489.60012221336365
1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,auto,20,38,nan,nan,NA,NA,0.6396226415094339,494.34150075912476
