activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,28,gini,1,0,0,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
tanh,brute,10,gini,0,0,1,0,0,1,7,invscaling,25,sqrt,18,29,kneighborsClassifier,5,7,adam,uniform,0.983005366726297
logistic,brute,25,gini,0,0,1,1,0,0,32,constant,31,sqrt,9,37,kneighborsClassifier,7,10,lbfgs,distance,0.9722719141323792
logistic,auto,13,entropy,0,0,1,0,0,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,22,adaptive,66,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,kd_tree,10,gini,1,1,1,0,1,0,33,constant,78,auto,14,21,nnClassifier,2,10,adam,uniform,1.0
relu,brute,30,entropy,0,0,1,0,1,0,33,constant,100,sqrt,16,38,nnClassifier,10,8,adam,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
relu,brute,12,gini,0,1,0,0,0,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,auto,12,gini,0,1,0,0,0,1,17,adaptive,5,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,30,constant,1,auto,7,24,nnClassifier,6,1,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
logistic,auto,13,entropy,0,0,1,0,0,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,33,constant,78,auto,14,21,nnClassifier,2,10,adam,uniform,1.0
identity,kd_tree,10,gini,1,1,1,0,1,0,33,constant,100,sqrt,16,38,nnClassifier,10,8,adam,distance,1.0
relu,brute,30,entropy,0,0,1,0,1,1,6,constant,30,sqrt,8,40,nnClassifier,9,2,adam,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,1,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,brute,12,gini,0,1,0,0,0,1,17,adaptive,5,log2,6,13,nnClassifier,10,7,adam,uniform,1.0
relu,auto,12,gini,0,1,0,0,0,0,30,constant,1,auto,7,24,nnClassifier,6,1,lbfgs,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,auto,13,gini,0,0,1,0,0,0,20,constant,6,log2,15,6,nnClassifier,6,5,lbfgs,distance,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,22,adaptive,25,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,22,adaptive,66,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,kd_tree,10,gini,1,1,1,0,1,0,33,constant,78,auto,14,21,nnClassifier,2,10,adam,uniform,1.0
relu,brute,30,entropy,0,0,1,0,1,0,33,constant,100,sqrt,16,38,nnClassifier,10,8,adam,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
relu,brute,12,gini,0,1,0,0,0,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,auto,12,gini,0,1,0,0,0,1,17,adaptive,5,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,30,constant,1,auto,7,24,nnClassifier,6,1,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
logistic,auto,13,entropy,0,0,1,0,0,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,26,constant,78,auto,10,21,nnClassifier,2,10,adam,uniform,1.0
identity,kd_tree,10,gini,1,1,1,0,1,0,33,constant,100,sqrt,16,38,randomForestClassifier,10,8,adam,distance,0.9847942754919499
relu,brute,16,entropy,0,0,1,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,0,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
identity,brute,12,gini,0,0,0,0,0,1,17,adaptive,5,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,auto,12,gini,0,1,0,0,0,0,30,constant,1,auto,7,24,nnClassifier,6,1,adam,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,1,26,adaptive,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,auto,13,entropy,0,0,1,0,0,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,22,adaptive,66,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,22,adaptive,66,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,kd_tree,10,gini,1,1,1,0,1,0,33,constant,78,auto,14,21,nnClassifier,2,10,adam,uniform,1.0
relu,brute,30,entropy,0,0,1,0,1,0,33,constant,100,sqrt,16,38,nnClassifier,10,8,adam,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
relu,brute,12,gini,0,1,0,0,0,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,auto,12,gini,0,1,0,0,0,1,17,adaptive,5,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,30,constant,1,auto,7,24,nnClassifier,6,1,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
logistic,auto,13,entropy,0,0,1,0,0,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,33,constant,79,auto,14,18,nnClassifier,2,10,adam,uniform,1.0
identity,kd_tree,10,gini,1,1,1,1,1,0,33,constant,100,sqrt,16,38,nnClassifier,10,8,adam,distance,1.0
relu,brute,11,entropy,0,0,1,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
identity,auto,32,entropy,1,1,0,0,1,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,brute,12,gini,0,0,0,0,0,1,17,adaptive,41,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,auto,12,gini,0,1,0,0,0,0,30,constant,1,auto,7,24,kneighborsClassifier,6,1,lbfgs,uniform,0.9516994633273703
relu,ball_tree,20,gini,0,1,1,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,auto,13,gini,0,0,1,0,0,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
logistic,kd_tree,10,entropy,1,0,1,0,1,0,22,adaptive,65,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,22,adaptive,66,auto,19,27,nnClassifier,10,3,adam,distance,1.0
identity,kd_tree,10,gini,1,1,1,0,1,0,33,constant,78,auto,14,21,nnClassifier,2,10,adam,uniform,1.0
relu,brute,30,entropy,0,0,1,0,1,0,33,constant,100,sqrt,16,38,nnClassifier,10,8,adam,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
relu,brute,12,gini,0,1,0,0,0,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,auto,12,gini,0,1,0,0,0,1,17,adaptive,5,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,30,constant,1,auto,7,24,nnClassifier,6,1,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
logistic,auto,13,entropy,0,0,1,0,0,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,kd_tree,10,gini,1,0,1,0,1,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
identity,brute,29,entropy,0,0,1,1,1,0,33,constant,78,auto,14,21,nnClassifier,2,10,adam,uniform,1.0
relu,kd_tree,10,gini,1,1,1,0,1,0,33,constant,100,log2,16,38,nnClassifier,10,8,adam,distance,1.0
relu,brute,30,entropy,1,0,1,0,1,1,6,constant,30,sqrt,15,40,nnClassifier,9,2,lbfgs,distance,1.0
identity,kd_tree,32,entropy,1,1,0,0,1,0,15,constant,94,sqrt,15,31,nnClassifier,2,5,lbfgs,distance,1.0
relu,brute,12,gini,0,1,0,0,0,1,17,adaptive,5,log2,6,5,nnClassifier,10,7,adam,uniform,1.0
relu,auto,12,gini,0,1,0,0,0,0,30,adaptive,1,auto,7,24,nnClassifier,6,1,lbfgs,uniform,1.0
relu,ball_tree,20,gini,0,1,1,0,1,0,4,adaptive,38,auto,3,30,nnClassifier,6,8,lbfgs,uniform,1.0
tanh,auto,28,gini,1,0,0,0,1,1,26,constant,39,log2,19,26,nnClassifier,3,5,lbfgs,uniform,1.0
logistic,auto,13,entropy,0,0,1,0,0,0,20,constant,65,log2,15,6,nnClassifier,9,5,lbfgs,distance,1.0
logistic,kd_tree,10,gini,1,0,1,1,1,0,22,adaptive,66,auto,19,27,nnClassifier,10,3,adam,distance,1.0
