activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,21,entropy,1,1,1,0,1,1,0,32,constant,60,log2,4,28,kneighborsClassifier,8,9,adam,uniform,0.589041095890411
tanh,kd_tree,28,gini,1,1,0,0,1,0,0,16,adaptive,37,log2,15,40,randomForestClassifier,7,10,lbfgs,distance,0.4931506849315068
logistic,brute,16,gini,0,1,1,1,0,0,1,37,invscaling,49,auto,5,30,randomForestClassifier,10,1,sgd,uniform,0.5459882583170255
logistic,kd_tree,15,entropy,1,1,1,1,0,1,1,21,constant,58,sqrt,11,20,randomForestClassifier,9,8,adam,uniform,0.6741682974559687
logistic,brute,10,entropy,1,0,0,0,1,0,0,5,adaptive,92,sqrt,7,28,kneighborsClassifier,10,3,lbfgs,distance,0.35714285714285715
tanh,auto,25,gini,0,1,0,0,1,0,0,28,constant,16,sqrt,14,37,randomForestClassifier,8,5,lbfgs,distance,0.3405088062622309
logistic,ball_tree,17,entropy,0,0,0,0,0,0,1,35,constant,40,sqrt,5,14,randomForestClassifier,2,3,sgd,uniform,0.6379647749510763
relu,ball_tree,30,entropy,1,0,1,1,0,1,1,40,adaptive,16,log2,14,29,nnClassifier,6,3,adam,distance,0.04500978473581213
tanh,kd_tree,19,gini,1,1,1,0,0,0,0,37,constant,68,sqrt,4,26,randomForestClassifier,4,2,lbfgs,uniform,0.4794520547945205
relu,brute,22,entropy,1,1,1,0,0,1,1,14,adaptive,57,log2,18,31,nnClassifier,4,1,sgd,distance,0.0410958904109589
relu,brute,11,gini,1,0,0,0,1,1,1,3,adaptive,92,log2,18,5,randomForestClassifier,5,1,adam,uniform,0.5753424657534246
tanh,brute,16,entropy,0,1,0,1,1,0,0,13,invscaling,98,sqrt,16,9,randomForestClassifier,3,3,adam,uniform,0.4246575342465753
tanh,auto,12,entropy,0,1,1,0,0,0,1,26,constant,98,auto,2,6,nnClassifier,2,9,lbfgs,uniform,0.005870841487279843
tanh,ball_tree,23,entropy,1,0,1,1,1,1,0,13,constant,23,log2,10,4,nnClassifier,1,5,adam,distance,0.0136986301369863
tanh,kd_tree,26,entropy,1,0,1,1,1,1,0,17,invscaling,100,sqrt,19,31,nnClassifier,8,6,lbfgs,distance,0.03913894324853229
relu,brute,19,entropy,1,0,0,1,0,1,1,16,constant,69,sqrt,16,33,randomForestClassifier,8,5,sgd,distance,0.5352250489236791
relu,ball_tree,32,entropy,0,1,1,1,0,0,0,20,constant,39,auto,13,23,nnClassifier,1,4,sgd,uniform,0.0
relu,ball_tree,31,entropy,0,0,1,1,0,0,0,8,constant,56,log2,17,23,kneighborsClassifier,1,5,lbfgs,uniform,0.2759295499021526
tanh,brute,24,gini,0,1,0,0,1,1,0,29,invscaling,61,auto,13,34,randomForestClassifier,4,3,lbfgs,uniform,0.45401174168297453
logistic,brute,15,gini,0,1,0,1,1,0,1,24,invscaling,43,sqrt,18,20,kneighborsClassifier,4,1,lbfgs,distance,0.8747553816046967
logistic,brute,29,gini,0,1,1,1,1,0,0,25,constant,59,auto,6,18,kneighborsClassifier,2,3,sgd,uniform,0.5880626223091977
logistic,kd_tree,14,gini,1,0,1,0,0,0,0,34,invscaling,40,log2,13,18,nnClassifier,8,6,sgd,distance,0.0
identity,ball_tree,9,gini,1,1,1,0,0,1,0,31,invscaling,78,auto,11,9,kneighborsClassifier,2,1,adam,distance,0.7661448140900196
relu,ball_tree,31,gini,0,1,0,1,1,0,1,22,adaptive,44,auto,14,8,nnClassifier,10,10,adam,distance,0.036203522504892366
identity,brute,11,gini,1,0,0,1,1,0,1,38,invscaling,51,auto,5,7,randomForestClassifier,9,5,sgd,distance,0.6927592954990215
logistic,auto,13,gini,1,0,1,1,0,1,0,21,invscaling,73,log2,9,19,kneighborsClassifier,8,9,lbfgs,distance,0.7651663405088063
relu,kd_tree,9,entropy,1,0,1,1,1,1,1,20,constant,12,auto,14,27,kneighborsClassifier,6,3,adam,uniform,0.6007827788649707
logistic,auto,27,entropy,0,0,0,1,0,0,1,3,invscaling,10,log2,15,25,randomForestClassifier,2,7,sgd,uniform,0.3786692759295499
tanh,brute,12,gini,1,0,1,1,1,1,0,33,invscaling,63,auto,18,28,nnClassifier,9,2,lbfgs,uniform,0.043052837573385516
tanh,brute,15,gini,0,0,0,1,1,1,1,27,constant,52,sqrt,13,26,kneighborsClassifier,3,3,sgd,distance,0.8698630136986302
relu,auto,29,entropy,0,1,0,1,0,0,1,25,adaptive,41,auto,15,10,nnClassifier,10,3,lbfgs,uniform,0.009784735812133072
relu,brute,17,gini,0,0,1,1,1,0,0,17,adaptive,37,auto,9,17,kneighborsClassifier,6,5,adam,distance,0.6927592954990215
logistic,ball_tree,16,entropy,1,1,0,1,1,0,1,19,constant,17,auto,20,3,kneighborsClassifier,8,9,lbfgs,distance,0.8874755381604696
identity,ball_tree,21,gini,1,0,1,1,0,0,1,18,adaptive,77,auto,16,14,randomForestClassifier,5,10,lbfgs,uniform,0.5587084148727984
identity,kd_tree,12,gini,0,1,1,0,0,1,1,19,constant,22,log2,20,28,nnClassifier,4,4,lbfgs,distance,0.0
logistic,ball_tree,28,entropy,0,0,0,0,1,0,0,19,adaptive,78,auto,3,39,nnClassifier,3,8,lbfgs,uniform,0.0
logistic,ball_tree,20,entropy,1,0,1,0,0,0,0,38,constant,58,auto,8,5,nnClassifier,3,4,sgd,uniform,0.0
logistic,ball_tree,13,gini,1,1,1,1,1,1,1,6,invscaling,8,log2,14,35,nnClassifier,9,2,lbfgs,uniform,0.0410958904109589
identity,ball_tree,9,entropy,1,0,0,1,0,1,0,39,adaptive,68,sqrt,13,17,kneighborsClassifier,5,1,lbfgs,uniform,0.6164383561643836
logistic,ball_tree,16,entropy,0,1,1,0,1,0,0,16,constant,40,log2,12,7,nnClassifier,7,10,adam,distance,0.022504892367906065
tanh,ball_tree,8,entropy,0,1,0,0,1,1,0,12,constant,96,log2,10,31,nnClassifier,5,9,adam,distance,0.007827788649706457
identity,brute,23,entropy,1,1,0,0,0,0,1,13,constant,99,auto,4,16,nnClassifier,6,2,sgd,distance,0.004892367906066536
relu,brute,15,entropy,0,1,1,1,0,1,1,26,constant,11,auto,20,37,nnClassifier,3,7,sgd,distance,0.0273972602739726
tanh,brute,26,gini,0,1,1,1,1,1,1,17,adaptive,16,sqrt,9,11,nnClassifier,5,4,sgd,distance,0.040117416829745595
relu,auto,16,entropy,0,0,0,0,1,1,1,29,adaptive,2,sqrt,11,21,kneighborsClassifier,7,3,adam,uniform,0.4295499021526419
tanh,kd_tree,22,gini,1,1,1,0,1,1,1,21,constant,44,sqrt,10,37,randomForestClassifier,9,2,sgd,uniform,0.6692759295499021
identity,ball_tree,22,gini,0,1,0,1,1,1,0,38,constant,21,log2,14,25,kneighborsClassifier,4,10,sgd,distance,0.7377690802348337
relu,ball_tree,25,gini,0,1,0,1,0,0,0,7,adaptive,67,log2,9,7,nnClassifier,5,10,lbfgs,distance,0.0
identity,ball_tree,8,gini,1,1,0,1,1,0,0,34,adaptive,66,log2,4,24,randomForestClassifier,8,3,sgd,uniform,0.6056751467710372
tanh,brute,8,gini,0,0,1,1,1,1,0,33,invscaling,39,sqrt,13,25,kneighborsClassifier,6,8,adam,distance,0.7632093933463796
identity,auto,25,entropy,1,0,1,0,0,1,0,5,invscaling,1,log2,6,7,randomForestClassifier,7,10,lbfgs,distance,0.5636007827788649
identity,ball_tree,14,gini,1,1,1,0,1,1,0,27,invscaling,37,auto,8,12,randomForestClassifier,4,5,sgd,uniform,0.649706457925636
tanh,auto,10,gini,0,0,1,0,1,0,0,14,invscaling,74,log2,13,20,kneighborsClassifier,2,1,adam,distance,0.48140900195694714
tanh,ball_tree,11,gini,0,0,1,1,1,1,1,19,invscaling,27,sqrt,5,5,nnClassifier,4,3,adam,distance,0.04500978473581213
logistic,auto,24,entropy,0,0,0,1,1,0,1,37,invscaling,37,auto,3,6,randomForestClassifier,9,5,sgd,uniform,0.6741682974559687
logistic,kd_tree,25,entropy,1,1,1,0,1,0,0,32,adaptive,96,auto,8,18,nnClassifier,5,6,sgd,uniform,0.0
tanh,auto,19,gini,1,0,0,1,1,1,1,5,constant,60,sqrt,15,13,nnClassifier,6,5,adam,uniform,0.046966731898238745
relu,ball_tree,29,gini,0,0,0,0,1,0,0,6,constant,75,log2,8,12,kneighborsClassifier,9,3,adam,distance,0.17906066536203522
identity,brute,8,gini,1,0,1,1,0,0,0,8,constant,77,sqrt,9,15,nnClassifier,4,9,sgd,uniform,0.003913894324853229
logistic,kd_tree,25,entropy,1,1,1,1,0,0,0,22,invscaling,21,sqrt,14,24,randomForestClassifier,3,8,adam,uniform,0.5518590998043053
tanh,ball_tree,24,entropy,0,0,1,1,0,0,0,8,constant,37,log2,10,3,randomForestClassifier,5,5,adam,distance,0.2925636007827789
relu,brute,14,entropy,0,0,0,0,0,0,0,15,adaptive,39,sqrt,13,39,kneighborsClassifier,7,8,sgd,uniform,0
tanh,auto,31,gini,0,0,0,0,1,0,1,2,invscaling,68,log2,15,15,kneighborsClassifier,8,5,sgd,distance,0.7485322896281801
tanh,auto,29,gini,0,0,1,0,1,1,0,34,invscaling,16,log2,19,26,nnClassifier,9,1,adam,distance,0.03718199608610567
relu,brute,26,gini,1,1,1,0,0,1,1,13,constant,98,sqrt,3,29,kneighborsClassifier,1,10,sgd,uniform,0.5225048923679061
identity,auto,26,entropy,1,0,1,1,0,0,0,33,invscaling,26,log2,13,11,nnClassifier,8,7,adam,distance,0.0029354207436399216
relu,kd_tree,9,entropy,1,1,1,1,1,1,0,20,constant,88,auto,11,14,kneighborsClassifier,8,9,adam,distance,0.7798434442270059
identity,ball_tree,19,entropy,1,1,0,0,1,0,0,34,adaptive,68,sqrt,8,5,kneighborsClassifier,2,8,lbfgs,uniform,0.48140900195694714
tanh,auto,21,gini,1,1,1,1,0,1,0,32,adaptive,48,auto,15,27,randomForestClassifier,2,10,lbfgs,uniform,0.6291585127201565
identity,brute,27,entropy,1,1,1,1,0,1,1,36,invscaling,77,sqrt,16,28,nnClassifier,5,9,sgd,distance,0.0009784735812133072
identity,brute,16,entropy,0,1,1,0,0,0,0,27,adaptive,23,sqrt,16,34,randomForestClassifier,8,2,sgd,distance,0.27984344422700586
logistic,kd_tree,26,entropy,0,1,0,1,1,0,1,32,constant,55,auto,18,39,kneighborsClassifier,8,1,adam,distance,0.8688845401174168
tanh,kd_tree,10,entropy,1,1,1,0,1,0,0,22,constant,1,sqrt,16,40,randomForestClassifier,4,7,sgd,uniform,0.5782778864970646
identity,brute,31,entropy,0,1,0,1,1,0,0,18,adaptive,56,log2,18,23,nnClassifier,2,1,adam,uniform,0.0009784735812133072
logistic,brute,25,gini,1,0,1,1,1,0,0,11,adaptive,80,sqrt,16,33,randomForestClassifier,7,9,sgd,uniform,0.5919765166340509
relu,kd_tree,19,gini,0,1,0,0,0,0,0,12,constant,94,log2,4,20,kneighborsClassifier,5,10,lbfgs,distance,0.2045009784735812
relu,ball_tree,14,gini,0,0,0,1,1,1,0,34,constant,93,auto,14,8,nnClassifier,2,10,lbfgs,distance,0.008806262230919765
identity,brute,28,gini,0,1,0,0,1,1,1,9,invscaling,76,sqrt,8,16,kneighborsClassifier,3,4,lbfgs,uniform,0.48043052837573386
identity,brute,18,entropy,0,1,0,0,1,0,1,22,adaptive,90,sqrt,17,30,nnClassifier,4,3,adam,distance,0.0019569471624266144
identity,ball_tree,19,gini,1,0,1,0,0,1,1,7,adaptive,74,sqrt,19,25,nnClassifier,7,9,sgd,distance,0.004892367906066536
logistic,auto,10,gini,1,1,0,0,0,0,1,32,invscaling,56,auto,20,7,randomForestClassifier,1,8,sgd,uniform,0.45792563600782776
identity,auto,11,gini,1,0,1,0,0,1,1,4,invscaling,14,auto,7,39,randomForestClassifier,6,5,sgd,distance,0.5929549902152642
tanh,kd_tree,11,entropy,0,1,1,0,0,0,1,15,adaptive,47,sqrt,12,28,randomForestClassifier,10,6,lbfgs,distance,0.4735812133072407
relu,auto,15,entropy,1,1,1,1,0,1,1,13,adaptive,91,log2,6,21,nnClassifier,5,4,adam,distance,0.053816046966731895
