activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,ball_tree,22,entropy,1,0,0,0,0,0,1,22,adaptive,43,auto,3,39,randomForestClassifier,3,1,adam,distance,0.3082191780821918
tanh,auto,17,gini,1,0,1,0,1,1,0,2,invscaling,81,auto,14,19,randomForestClassifier,8,6,sgd,distance,0.5567514677103719
identity,auto,15,gini,1,0,1,1,0,1,1,19,constant,76,auto,15,25,randomForestClassifier,2,7,adam,distance,0.6105675146771037
relu,auto,11,gini,0,1,1,1,1,1,1,11,adaptive,62,auto,7,33,randomForestClassifier,7,10,lbfgs,distance,0.6330724070450098
logistic,brute,18,gini,0,0,1,1,0,1,0,15,constant,56,auto,17,26,randomForestClassifier,5,5,adam,uniform,0.41682974559686886
identity,brute,15,gini,1,0,1,0,0,0,0,6,adaptive,85,auto,12,22,kneighborsClassifier,5,4,sgd,distance,0.3405088062622309
relu,brute,18,gini,1,0,0,1,1,1,1,40,invscaling,65,sqrt,9,22,randomForestClassifier,2,1,adam,distance,0.6555772994129159
logistic,kd_tree,21,gini,0,0,1,0,0,1,1,30,invscaling,58,log2,18,5,randomForestClassifier,2,7,sgd,distance,0.45499021526418787
tanh,auto,22,gini,1,0,1,0,1,0,0,30,adaptive,55,auto,2,2,nnClassifier,2,1,adam,distance,0.025440313111545987
logistic,auto,29,entropy,1,0,1,0,1,0,1,11,constant,86,sqrt,13,32,randomForestClassifier,1,2,lbfgs,distance,0.62426614481409
logistic,ball_tree,26,entropy,0,1,0,0,1,1,0,39,invscaling,91,log2,6,33,kneighborsClassifier,3,10,lbfgs,distance,0.738747553816047
logistic,auto,25,gini,1,1,1,0,0,1,1,8,adaptive,7,log2,10,13,randomForestClassifier,5,4,lbfgs,distance,0.5391389432485323
identity,auto,22,gini,1,1,1,0,0,1,0,5,invscaling,81,sqrt,20,22,kneighborsClassifier,5,8,lbfgs,distance,0.773972602739726
tanh,kd_tree,10,entropy,1,0,0,0,1,0,1,22,invscaling,82,sqrt,11,16,kneighborsClassifier,2,4,lbfgs,distance,0.8493150684931506
logistic,kd_tree,19,gini,1,1,0,1,0,0,1,26,constant,22,auto,6,22,kneighborsClassifier,9,5,sgd,uniform,0.49412915851272016
tanh,auto,24,entropy,1,1,0,1,1,1,1,7,invscaling,30,sqrt,6,11,kneighborsClassifier,9,2,sgd,distance,0.9021526418786693
tanh,kd_tree,17,gini,0,1,0,1,1,0,0,14,adaptive,42,auto,7,9,nnClassifier,6,6,adam,uniform,0.005870841487279843
tanh,auto,17,gini,1,1,0,0,0,1,0,36,constant,59,auto,2,29,nnClassifier,7,2,adam,uniform,0.014677103718199608
identity,brute,25,entropy,1,1,0,1,0,1,0,33,constant,12,sqrt,4,40,nnClassifier,3,4,adam,uniform,0.0029354207436399216
logistic,ball_tree,26,entropy,1,0,0,0,0,0,0,31,constant,71,log2,14,16,randomForestClassifier,3,10,lbfgs,distance,0.11154598825831702
logistic,ball_tree,30,entropy,0,0,0,0,1,1,0,10,constant,29,sqrt,16,11,nnClassifier,3,3,sgd,distance,0.0
logistic,kd_tree,22,gini,1,0,1,1,1,0,1,25,invscaling,96,sqrt,18,4,nnClassifier,5,8,adam,uniform,0.04207436399217221
logistic,ball_tree,26,entropy,1,0,1,0,0,0,0,11,invscaling,65,log2,13,40,randomForestClassifier,2,1,sgd,uniform,0.363013698630137
tanh,kd_tree,9,entropy,0,1,1,0,0,0,0,19,constant,91,log2,2,5,nnClassifier,10,2,sgd,distance,0.004892367906066536
identity,ball_tree,29,gini,1,0,1,0,1,0,0,33,adaptive,49,log2,6,32,nnClassifier,9,3,lbfgs,distance,0.0029354207436399216
tanh,ball_tree,8,entropy,0,1,1,1,1,0,0,5,constant,93,auto,9,14,randomForestClassifier,3,5,lbfgs,distance,0.5724070450097848
relu,kd_tree,29,gini,1,1,0,1,0,0,1,36,constant,47,log2,8,23,randomForestClassifier,6,4,sgd,distance,0.5645792563600783
tanh,ball_tree,19,gini,1,0,0,0,0,1,1,3,constant,72,sqrt,17,40,kneighborsClassifier,2,6,sgd,uniform,0.3904109589041096
tanh,kd_tree,32,gini,1,1,0,0,0,1,1,30,adaptive,91,log2,6,9,kneighborsClassifier,2,4,sgd,uniform,0.44129158512720157
logistic,kd_tree,24,gini,1,0,1,0,0,0,1,24,adaptive,64,auto,2,38,nnClassifier,2,1,sgd,distance,0.0
identity,brute,13,gini,0,0,1,1,0,1,1,2,constant,24,sqrt,16,19,nnClassifier,3,10,lbfgs,distance,0.004892367906066536
identity,brute,23,gini,1,1,1,1,1,1,0,28,invscaling,92,sqrt,6,31,kneighborsClassifier,7,8,sgd,distance,0.7925636007827789
logistic,auto,31,gini,1,1,1,0,0,1,1,22,constant,25,sqrt,5,18,randomForestClassifier,4,8,lbfgs,distance,0.675146771037182
relu,kd_tree,13,entropy,1,1,0,0,0,0,1,3,constant,80,sqrt,8,9,randomForestClassifier,10,5,adam,uniform,0.4755381604696673
identity,kd_tree,12,entropy,1,0,1,1,1,0,1,29,invscaling,97,sqrt,17,9,nnClassifier,10,8,sgd,distance,0.007827788649706457
identity,ball_tree,11,gini,0,0,0,1,1,1,1,7,constant,93,auto,10,7,randomForestClassifier,1,9,sgd,uniform,0.5949119373776908
identity,ball_tree,15,gini,0,0,1,0,1,0,0,9,adaptive,23,auto,11,10,nnClassifier,3,7,lbfgs,distance,0.0019569471624266144
relu,auto,11,gini,0,1,0,0,0,1,0,17,invscaling,94,sqrt,3,16,randomForestClassifier,7,9,lbfgs,distance,0.36203522504892366
tanh,kd_tree,30,gini,1,1,0,0,1,0,0,22,adaptive,37,sqrt,2,3,nnClassifier,2,4,lbfgs,distance,0.005870841487279843
logistic,brute,16,entropy,0,1,1,0,1,1,0,23,constant,80,log2,13,27,kneighborsClassifier,4,5,adam,uniform,0.5626223091976517
relu,kd_tree,30,gini,0,1,0,0,0,1,0,14,adaptive,54,log2,13,27,nnClassifier,3,2,sgd,uniform,0.0
relu,kd_tree,16,entropy,0,0,0,0,1,1,0,9,adaptive,14,log2,5,7,kneighborsClassifier,4,9,lbfgs,uniform,0.3913894324853229
logistic,ball_tree,31,gini,1,1,0,1,0,0,0,27,constant,48,auto,7,17,randomForestClassifier,6,5,adam,uniform,0.4657534246575342
relu,ball_tree,24,entropy,0,0,1,1,1,0,1,38,adaptive,49,sqrt,3,27,randomForestClassifier,6,2,adam,distance,0.6076320939334638
relu,auto,26,entropy,1,0,0,1,0,0,0,17,adaptive,65,auto,3,12,nnClassifier,7,8,lbfgs,uniform,0.005870841487279843
identity,ball_tree,19,gini,0,0,0,0,1,0,1,11,constant,70,auto,17,27,nnClassifier,2,1,sgd,distance,0.0019569471624266144
relu,auto,16,gini,1,1,0,0,0,1,0,14,invscaling,46,auto,16,16,kneighborsClassifier,9,10,lbfgs,distance,0.5919765166340509
relu,kd_tree,26,gini,1,1,0,1,0,1,0,10,adaptive,86,sqrt,4,19,nnClassifier,2,5,sgd,uniform,0.0
identity,auto,9,entropy,1,0,1,1,1,1,1,3,invscaling,76,auto,15,23,kneighborsClassifier,7,7,adam,distance,0.901174168297456
logistic,auto,23,gini,0,0,1,1,1,0,0,31,invscaling,19,auto,18,22,randomForestClassifier,3,9,lbfgs,distance,0.4774951076320939
logistic,kd_tree,28,entropy,0,0,0,1,1,1,1,15,adaptive,61,log2,10,22,randomForestClassifier,1,7,lbfgs,distance,0.5665362035225049
logistic,auto,24,gini,0,1,1,0,1,0,0,6,invscaling,30,sqrt,9,17,kneighborsClassifier,1,6,adam,uniform,0.50293542074364
tanh,kd_tree,8,entropy,1,0,1,0,0,1,1,15,constant,52,sqrt,9,12,randomForestClassifier,1,5,sgd,uniform,0.5919765166340509
identity,brute,8,gini,0,0,0,1,1,0,0,9,invscaling,19,log2,11,3,randomForestClassifier,9,2,adam,distance,0.3659491193737769
logistic,ball_tree,10,entropy,1,0,0,1,1,1,0,12,constant,1,sqrt,18,40,nnClassifier,3,3,adam,distance,0.040117416829745595
tanh,auto,12,gini,1,1,0,1,1,1,0,30,invscaling,84,sqrt,18,26,kneighborsClassifier,8,5,sgd,distance,0.7788649706457925
logistic,auto,30,entropy,0,0,1,1,1,0,0,5,constant,41,sqrt,5,17,nnClassifier,7,7,lbfgs,uniform,0.02054794520547945
relu,brute,18,gini,1,1,1,1,0,1,1,25,constant,32,sqrt,8,38,kneighborsClassifier,9,3,adam,distance,0.8904109589041096
identity,ball_tree,10,entropy,1,0,0,0,1,0,0,39,invscaling,95,log2,3,13,nnClassifier,5,8,sgd,uniform,0.0
logistic,brute,15,gini,1,1,0,1,0,0,0,3,constant,94,auto,15,29,nnClassifier,3,8,adam,distance,0.0019569471624266144
relu,ball_tree,14,entropy,0,0,0,0,1,1,1,14,invscaling,99,auto,13,9,nnClassifier,9,2,sgd,distance,0.0
tanh,brute,14,entropy,1,0,1,0,0,0,0,40,invscaling,5,auto,3,10,nnClassifier,6,4,lbfgs,uniform,0.009784735812133072
relu,ball_tree,26,entropy,1,0,1,1,0,1,1,37,invscaling,43,auto,3,9,nnClassifier,1,1,lbfgs,uniform,0.0
relu,kd_tree,18,entropy,0,1,0,0,1,0,0,6,invscaling,19,sqrt,4,24,nnClassifier,2,4,adam,uniform,0.0
identity,brute,9,entropy,1,0,1,1,1,0,1,14,constant,25,auto,4,4,randomForestClassifier,8,10,sgd,distance,0.761252446183953
tanh,brute,22,entropy,0,1,0,1,0,1,1,11,constant,61,log2,16,36,randomForestClassifier,1,8,lbfgs,uniform,0.45107632093933464
tanh,kd_tree,15,entropy,0,0,1,1,0,0,1,35,invscaling,69,auto,18,4,randomForestClassifier,5,1,lbfgs,distance,0.42563600782778865
logistic,auto,13,entropy,1,1,1,1,0,0,0,34,constant,97,sqrt,6,27,nnClassifier,6,5,adam,distance,0.03913894324853229
logistic,kd_tree,26,gini,1,0,1,1,0,0,1,6,adaptive,9,log2,5,10,kneighborsClassifier,3,3,adam,distance,0.8258317025440313
tanh,brute,22,gini,1,1,1,0,0,1,1,25,constant,74,auto,4,24,nnClassifier,5,10,sgd,uniform,0.029354207436399216
