activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,15,entropy,1,1,1,1,19,invscaling,84,sqrt,15,7,nnClassifier,2,1,sgd,distance,0.47685185185185186,147.93331878399476
relu,kd_tree,27,gini,1,0,1,1,9,invscaling,83,sqrt,6,29,kneighborsClassifier,2,6,sgd,distance,0.9814814814814815,147.933350474108
relu,kd_tree,19,entropy,1,1,0,1,35,invscaling,83,log2,15,21,nnClassifier,1,7,sgd,distance,0.5567129629629629,147.93338213302195
relu,kd_tree,27,entropy,1,1,1,1,24,invscaling,97,log2,12,36,kneighborsClassifier,1,6,adam,distance,1.0,147.9334137730766
relu,auto,19,gini,1,1,1,1,10,constant,58,auto,11,25,nnClassifier,2,8,adam,distance,0.5324074074074074,387.6025694801938
relu,auto,20,gini,1,1,1,1,8,constant,90,auto,12,25,nnClassifier,1,6,adam,distance,0.5347222222222222,387.6026172291022
relu,auto,18,gini,1,1,1,1,10,constant,20,auto,15,25,nnClassifier,1,9,adam,distance,1.0,387.60265122912824
relu,auto,18,gini,1,1,1,1,11,constant,85,auto,11,22,nnClassifier,1,7,adam,distance,1.0,387.6026844091248
relu,auto,20,gini,1,1,1,1,7,constant,22,auto,15,25,nnClassifier,2,7,adam,distance,1.0,387.6027161781676
relu,auto,24,gini,1,1,1,1,32,constant,27,auto,13,21,nnClassifier,1,8,adam,distance,0.9756944444444444,387.60274817817844
relu,auto,21,gini,1,1,1,1,26,constant,82,auto,8,22,nnClassifier,7,10,adam,distance,0.5185185185185185,387.6027807770297
relu,auto,25,gini,1,1,1,1,3,constant,51,auto,11,21,nnClassifier,3,4,adam,distance,0.9803240740740741,387.6028130771592
relu,auto,18,gini,1,1,1,1,9,constant,35,auto,14,24,nnClassifier,3,8,adam,distance,0.5243055555555556,387.6028451169841
relu,auto,16,gini,1,1,1,1,20,constant,22,auto,12,21,nnClassifier,5,8,adam,distance,0.5289351851851852,387.6028769661207
relu,auto,18,gini,1,1,1,1,9,constant,83,auto,13,24,nnClassifier,2,7,adam,distance,1.0,387.60290863597766
relu,auto,17,gini,1,1,1,1,8,constant,47,auto,14,8,nnClassifier,1,7,adam,distance,1.0,387.60294001502916
relu,auto,18,gini,1,1,1,1,8,constant,67,auto,10,33,nnClassifier,6,5,adam,distance,0.9803240740740741,387.6029714150354
relu,auto,18,gini,1,1,1,1,19,constant,7,auto,11,13,nnClassifier,3,9,adam,distance,0.9756944444444444,387.60300321504474
relu,auto,16,gini,1,1,1,1,9,constant,85,auto,15,25,nnClassifier,3,8,adam,distance,1.0,387.6030353240203
relu,auto,19,gini,1,1,1,1,20,constant,18,auto,12,19,nnClassifier,7,6,adam,distance,0.3506944444444444,387.60306653403677
relu,auto,19,gini,1,1,1,1,15,constant,83,auto,16,11,nnClassifier,1,5,adam,distance,0.5266203703703703,387.6030988530256
relu,auto,23,gini,1,1,1,1,10,constant,80,auto,10,25,nnClassifier,2,6,adam,distance,0.9803240740740741,387.6031307631638
relu,auto,21,gini,1,1,1,1,31,constant,83,auto,16,20,nnClassifier,2,7,adam,distance,0.5567129629629629,387.60316242300905
relu,auto,23,gini,1,1,1,1,20,constant,95,auto,9,32,nnClassifier,3,7,adam,distance,0.9756944444444444,387.60319429216906
relu,auto,23,gini,1,1,1,1,8,constant,62,auto,15,25,nnClassifier,2,7,adam,distance,0.5243055555555556,752.4033114460763
relu,auto,18,gini,1,1,1,1,10,constant,86,auto,10,24,nnClassifier,1,6,adam,distance,0.5243055555555556,752.4033614960499
relu,auto,18,gini,1,1,1,1,10,constant,24,auto,11,23,nnClassifier,4,7,adam,distance,0.5243055555555556,752.4033955151681
relu,auto,18,gini,1,1,1,1,8,constant,85,auto,15,20,nnClassifier,5,7,adam,distance,0.5243055555555556,752.4034280350897
relu,auto,19,gini,1,1,1,1,11,constant,26,auto,12,25,nnClassifier,2,7,adam,distance,0.5243055555555556,752.4034609340597
relu,auto,20,gini,1,1,1,1,28,constant,31,auto,15,23,nnClassifier,4,6,adam,distance,0.5243055555555556,752.4034933140501
relu,auto,23,gini,1,1,1,1,22,constant,78,auto,10,26,nnClassifier,3,7,adam,distance,0.5243055555555556,752.4035260831006
relu,auto,21,gini,1,1,1,1,6,constant,55,auto,9,17,nnClassifier,3,6,adam,distance,0.5243055555555556,752.40355813317
relu,auto,21,gini,1,1,1,1,9,constant,39,auto,13,27,nnClassifier,7,4,adam,distance,0.5243055555555556,752.4035906521603
relu,auto,18,gini,1,1,1,1,16,constant,26,auto,16,23,nnClassifier,4,8,adam,distance,0.5243055555555556,752.4036229620688
relu,auto,18,gini,1,1,1,1,9,constant,83,auto,13,24,nnClassifier,2,7,adam,distance,0.5243055555555556,752.4036554810591
relu,auto,16,gini,1,1,1,1,12,constant,51,auto,10,12,nnClassifier,1,4,adam,distance,0.5243055555555556,752.40368773113
relu,auto,15,gini,1,1,1,1,5,constant,71,auto,6,31,nnClassifier,5,4,adam,distance,0.5243055555555556,752.4037202701438
relu,auto,18,gini,1,1,1,1,18,constant,11,auto,15,11,nnClassifier,3,5,adam,distance,0.5243055555555556,752.4037523199804
relu,auto,19,gini,1,1,1,1,9,constant,82,auto,12,21,nnClassifier,3,5,adam,distance,0.5243055555555556,752.4037846589927
relu,auto,15,gini,1,1,1,1,16,constant,22,auto,13,18,nnClassifier,3,6,adam,distance,0.5243055555555556,752.403816749109
relu,auto,15,gini,1,1,1,1,11,constant,84,auto,12,15,nnClassifier,1,9,adam,distance,0.5243055555555556,752.4038490380626
relu,auto,23,gini,1,1,1,1,9,constant,83,auto,6,27,nnClassifier,2,7,adam,distance,0.5243055555555556,752.4038811281789
relu,auto,19,gini,1,1,1,1,35,constant,83,auto,18,24,nnClassifier,1,7,adam,distance,0.5243055555555556,752.4039136881474
relu,auto,27,gini,1,1,1,1,16,constant,91,auto,8,28,nnClassifier,2,3,adam,distance,0.5243055555555556,752.4039457170293
relu,auto,19,gini,1,1,1,1,8,constant,66,auto,13,28,nnClassifier,2,6,adam,distance,0.5243055555555556,1113.9725016201846
relu,auto,22,gini,1,1,1,1,10,constant,87,auto,10,23,nnClassifier,2,7,adam,distance,0.5243055555555556,1113.9725495090242
relu,auto,16,gini,1,1,1,1,7,constant,28,auto,12,22,nnClassifier,1,6,adam,distance,0.5243055555555556,1113.972584128147
relu,auto,16,gini,1,1,1,1,7,constant,84,auto,13,23,nnClassifier,6,7,adam,distance,0.5243055555555556,1113.9726171381772
relu,auto,18,gini,1,1,1,1,13,constant,30,auto,11,21,nnClassifier,2,7,adam,distance,0.5243055555555556,1113.9726501379628
relu,auto,20,gini,1,1,1,1,24,constant,35,auto,13,19,nnClassifier,5,6,adam,distance,0.5243055555555556,1113.9726826471742
relu,auto,27,gini,1,1,1,1,24,constant,79,auto,12,30,nnClassifier,7,10,adam,distance,0.5243055555555556,1113.9727242661174
relu,auto,25,gini,1,1,1,1,9,constant,59,auto,11,14,nnClassifier,6,6,adam,distance,0.5243055555555556,1113.9727570360992
relu,auto,25,gini,1,1,1,1,9,constant,43,auto,14,24,nnClassifier,10,6,adam,distance,0.5243055555555556,1113.9727894561365
relu,auto,18,gini,1,1,1,1,12,constant,30,auto,14,19,nnClassifier,5,7,adam,distance,0.5243055555555556,1113.9728220649995
relu,auto,18,gini,1,1,1,1,9,constant,83,auto,13,24,nnClassifier,2,7,adam,distance,0.5243055555555556,1113.9728543050587
relu,auto,16,gini,1,1,1,1,9,constant,55,auto,13,8,nnClassifier,1,4,adam,distance,0.5243055555555556,1113.972887444077
relu,auto,16,gini,1,1,1,1,6,constant,67,auto,6,31,nnClassifier,1,8,adam,distance,0.5243055555555556,1113.9729200040456
relu,auto,14,gini,1,1,1,1,14,constant,15,auto,14,15,nnClassifier,2,5,adam,distance,0.5243055555555556,1113.9729526629671
relu,auto,17,gini,1,1,1,1,9,constant,82,auto,16,21,nnClassifier,5,6,adam,distance,0.5243055555555556,1113.9729850431904
relu,auto,19,gini,1,1,1,1,17,constant,26,auto,12,16,nnClassifier,7,10,adam,distance,0.5243055555555556,1113.973017772194
relu,auto,15,gini,1,1,1,1,13,constant,84,auto,16,14,nnClassifier,4,9,adam,distance,0.5243055555555556,1113.9730503221508
relu,auto,19,gini,1,1,1,1,10,constant,83,auto,10,23,nnClassifier,2,6,adam,distance,0.5243055555555556,1113.973082822049
relu,auto,17,gini,1,1,1,1,31,constant,83,auto,17,20,nnClassifier,1,7,adam,distance,0.5243055555555556,1113.9731151510496
relu,auto,29,gini,1,1,1,1,12,constant,95,auto,12,32,nnClassifier,1,1,adam,distance,0.5243055555555556,1113.9731475110166
relu,auto,17,gini,1,1,1,1,9,constant,70,auto,12,28,nnClassifier,2,10,adam,distance,0.5243055555555556,1457.3217628351413
relu,auto,19,gini,1,1,1,1,10,constant,88,auto,9,23,nnClassifier,3,7,adam,distance,0.5243055555555556,1457.3218103849795
relu,auto,17,gini,1,1,1,1,8,constant,32,auto,14,25,nnClassifier,1,7,adam,distance,0.5243055555555556,1457.3218441640493
relu,auto,16,gini,1,1,1,1,10,constant,83,auto,12,19,nnClassifier,2,7,adam,distance,0.5243055555555556,1457.3218769840896
relu,auto,19,gini,1,1,1,1,9,constant,34,auto,15,23,nnClassifier,2,7,adam,distance,0.5243055555555556,1457.321909683058
relu,auto,24,gini,1,1,1,1,20,constant,39,auto,10,19,nnClassifier,1,7,adam,distance,0.5243055555555556,1457.321942192968
relu,auto,27,gini,1,1,1,1,20,constant,82,auto,8,29,nnClassifier,9,10,adam,distance,0.5243055555555556,1457.321974541992
relu,auto,26,gini,1,1,1,1,5,constant,63,auto,9,18,nnClassifier,2,5,adam,distance,0.5243055555555556,1457.32200664212
relu,auto,26,gini,1,1,1,1,9,constant,39,auto,14,23,nnClassifier,6,8,adam,distance,0.5243055555555556,1457.322038881015
relu,auto,18,gini,1,1,1,1,16,constant,34,auto,16,19,nnClassifier,2,3,adam,distance,0.5243055555555556,1457.3220711811446
relu,auto,18,gini,1,1,1,1,9,constant,83,auto,13,24,nnClassifier,2,7,adam,distance,0.5243055555555556,1457.3221034510061
relu,auto,12,gini,1,1,1,1,8,constant,59,auto,13,5,nnClassifier,2,6,adam,distance,0.5243055555555556,1457.3221356701106
relu,auto,18,gini,1,1,1,1,6,constant,71,auto,2,35,nnClassifier,1,5,adam,distance,0.5243055555555556,1457.3221676300745
relu,auto,18,gini,1,1,1,1,18,constant,19,auto,12,19,nnClassifier,2,9,adam,distance,0.5243055555555556,1457.3221995490603
relu,auto,18,gini,1,1,1,1,9,constant,83,auto,15,23,nnClassifier,5,8,adam,distance,0.5243055555555556,1457.3222431091126
relu,auto,17,gini,1,1,1,1,13,constant,30,auto,11,20,nnClassifier,5,7,adam,distance,0.5243055555555556,1457.3222752881702
relu,auto,17,gini,1,1,1,1,11,constant,83,auto,15,10,nnClassifier,3,5,adam,distance,0.5243055555555556,1457.3223073380068
relu,auto,17,gini,1,1,1,1,9,constant,82,auto,6,27,nnClassifier,2,4,adam,distance,0.5243055555555556,1457.3223393370863
relu,auto,20,gini,1,1,1,1,27,constant,83,auto,15,18,nnClassifier,2,7,adam,distance,0.5243055555555556,1457.3223714171909
relu,auto,25,gini,1,1,1,1,16,constant,98,auto,12,33,nnClassifier,1,2,adam,distance,0.5243055555555556,1457.3224034660961
