activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,gini,1,1,1,1,23,constant,79,auto,11,22,nnClassifier,5,2,adam,distance,0.5335648148148148,125.28807297185995
relu,auto,21,gini,1,1,1,1,25,constant,9,auto,15,19,nnClassifier,4,2,adam,distance,1.0,125.28810535091907
relu,auto,22,gini,1,1,1,1,11,constant,20,auto,14,20,nnClassifier,5,1,adam,distance,1.0,125.28815088095143
relu,auto,19,gini,1,1,1,1,23,constant,71,auto,11,19,nnClassifier,7,4,adam,distance,1.0,125.28818253101781
relu,auto,24,gini,1,1,1,1,19,constant,51,auto,13,18,nnClassifier,5,1,adam,distance,0.5335648148148148,125.28821380995214
relu,auto,25,gini,1,1,1,1,32,constant,54,auto,14,18,nnClassifier,4,2,adam,distance,0.5335648148148148,125.2882455799263
relu,auto,21,gini,1,1,1,1,27,constant,66,auto,14,17,nnClassifier,3,4,adam,distance,0.5335648148148148,125.28827746002935
relu,auto,22,gini,1,1,1,1,26,constant,14,auto,13,18,nnClassifier,3,2,adam,distance,1.0,125.28830911894329
relu,auto,23,gini,1,1,1,1,27,constant,73,auto,11,32,nnClassifier,4,3,adam,distance,1.0,125.28834028891288
relu,auto,28,gini,1,1,1,1,35,constant,51,auto,13,12,nnClassifier,2,5,adam,distance,0.9768518518518519,125.28837137902156
relu,auto,14,gini,1,1,1,1,26,constant,13,auto,13,18,nnClassifier,4,2,adam,distance,0.5335648148148148,125.28840330801904
relu,auto,25,gini,1,1,1,1,13,constant,38,auto,10,28,nnClassifier,4,3,adam,distance,1.0,125.28843540791422
relu,auto,22,gini,1,1,1,1,29,constant,75,auto,13,13,nnClassifier,3,3,adam,distance,0.9722222222222222,125.28846639790572
relu,auto,21,gini,1,1,1,1,28,constant,21,auto,18,25,nnClassifier,4,2,adam,distance,0.9768518518518519,125.2884980479721
relu,auto,22,gini,1,1,1,1,25,constant,47,auto,13,19,nnClassifier,4,2,adam,distance,0.5335648148148148,438.80106293503195
relu,auto,22,gini,1,1,1,1,23,constant,24,auto,15,19,nnClassifier,4,4,adam,distance,0.5335648148148148,438.80111254402436
relu,auto,24,gini,1,1,1,1,24,constant,88,auto,9,22,nnClassifier,6,5,adam,distance,0.5335648148148148,438.8011606140062
relu,auto,24,gini,1,1,1,1,25,constant,51,auto,9,14,nnClassifier,7,3,adam,distance,0.5335648148148148,438.8011940228753
relu,auto,21,gini,1,1,1,1,26,constant,45,auto,15,26,nnClassifier,4,2,adam,distance,0.5335648148148148,438.8012265029829
relu,auto,16,gini,1,1,1,1,25,constant,33,auto,12,20,nnClassifier,5,5,adam,distance,0.5335648148148148,438.80125895305537
relu,auto,24,gini,1,1,1,1,26,constant,75,auto,15,21,nnClassifier,3,2,adam,distance,0.5335648148148148,438.8012913928833
relu,auto,19,gini,1,1,1,1,25,constant,13,auto,11,17,nnClassifier,3,2,adam,distance,0.5335648148148148,438.8013235919643
relu,auto,26,gini,1,1,1,1,8,constant,24,auto,10,24,nnClassifier,4,5,adam,distance,0.5335648148148148,438.8013557519298
relu,auto,23,gini,1,1,1,1,27,constant,67,auto,15,23,nnClassifier,6,3,adam,distance,0.5335648148148148,438.80138808186166
relu,auto,21,gini,1,1,1,1,23,constant,47,auto,12,22,nnClassifier,5,3,adam,distance,0.5335648148148148,438.8014205209911
relu,auto,22,gini,1,1,1,1,28,constant,50,auto,13,17,nnClassifier,4,6,adam,distance,0.5335648148148148,438.80145769100636
relu,auto,22,gini,1,1,1,1,26,constant,62,auto,11,18,nnClassifier,7,3,adam,distance,0.5335648148148148,438.8014899608679
relu,auto,21,gini,1,1,1,1,27,constant,18,auto,15,20,nnClassifier,2,2,adam,distance,0.5335648148148148,438.8015220698435
relu,auto,19,gini,1,1,1,1,23,constant,69,auto,15,34,nnClassifier,1,5,adam,distance,0.5335648148148148,438.80155421001837
relu,auto,24,gini,1,1,1,1,37,constant,50,auto,9,14,nnClassifier,2,1,adam,distance,0.5335648148148148,438.80158643005416
relu,auto,13,gini,1,1,1,1,30,constant,17,auto,14,20,nnClassifier,4,2,adam,distance,0.5335648148148148,438.801618788857
relu,auto,24,gini,1,1,1,1,17,constant,42,auto,6,24,nnClassifier,8,3,adam,distance,0.5335648148148148,438.80165089899674
relu,auto,23,gini,1,1,1,1,26,constant,71,auto,9,14,nnClassifier,4,4,adam,distance,0.5335648148148148,438.80168313905597
relu,auto,22,gini,1,1,1,1,24,constant,25,auto,15,21,nnClassifier,4,2,adam,distance,0.5335648148148148,438.801715307869
relu,auto,22,gini,1,1,1,1,25,constant,47,auto,13,19,nnClassifier,4,2,adam,distance,0.5335648148148148,754.8431637608446
relu,auto,23,gini,1,1,1,1,26,constant,28,auto,11,20,nnClassifier,8,5,adam,distance,0.5335648148148148,754.843213589862
relu,auto,23,gini,1,1,1,1,20,constant,84,auto,13,26,nnClassifier,7,2,adam,distance,0.5335648148148148,754.8432472499553
relu,auto,22,gini,1,1,1,1,29,constant,49,auto,5,13,nnClassifier,7,1,adam,distance,0.5335648148148148,754.8432798299473
relu,auto,21,gini,1,1,1,1,22,constant,45,auto,13,23,nnClassifier,4,2,adam,distance,0.5335648148148148,754.8433124788571
relu,auto,16,gini,1,1,1,1,27,constant,37,auto,11,24,nnClassifier,9,2,adam,distance,0.5335648148148148,754.8433447189163
relu,auto,22,gini,1,1,1,1,27,constant,71,auto,13,21,nnClassifier,3,2,adam,distance,0.5335648148148148,754.843386438908
relu,auto,21,gini,1,1,1,1,24,constant,17,auto,10,16,nnClassifier,2,2,adam,distance,0.5335648148148148,754.8434189278632
relu,auto,22,gini,1,1,1,1,12,constant,28,auto,13,27,nnClassifier,2,3,adam,distance,0.5335648148148148,754.8434510780498
relu,auto,21,gini,1,1,1,1,23,constant,63,auto,12,24,nnClassifier,4,3,adam,distance,0.5335648148148148,754.8434831378981
relu,auto,25,gini,1,1,1,1,22,constant,51,auto,11,24,nnClassifier,1,1,adam,distance,0.5335648148148148,754.8435151078738
relu,auto,21,gini,1,1,1,1,32,constant,49,auto,13,13,nnClassifier,4,6,adam,distance,0.5335648148148148,754.8435478569008
relu,auto,18,gini,1,1,1,1,28,constant,66,auto,15,16,nnClassifier,6,4,adam,distance,0.5335648148148148,754.8435805570334
relu,auto,20,gini,1,1,1,1,31,constant,22,auto,13,20,nnClassifier,1,2,adam,distance,0.5335648148148148,754.843612826895
relu,auto,19,gini,1,1,1,1,21,constant,73,auto,14,30,nnClassifier,1,3,adam,distance,0.5335648148148148,754.8436447959393
relu,auto,28,gini,1,1,1,1,33,constant,48,auto,9,11,nnClassifier,5,5,adam,distance,0.5324074074074074,754.8436773559079
relu,auto,17,gini,1,1,1,1,26,constant,21,auto,10,20,nnClassifier,4,2,adam,distance,0.5335648148148148,754.8437099559233
relu,auto,24,gini,1,1,1,1,13,constant,46,auto,10,27,nnClassifier,10,6,adam,distance,0.5335648148148148,754.8437421559356
relu,auto,23,gini,1,1,1,1,26,constant,67,auto,10,18,nnClassifier,3,5,adam,distance,0.5335648148148148,754.8437745049596
relu,auto,23,gini,1,1,1,1,23,constant,29,auto,16,22,nnClassifier,4,2,adam,distance,0.5335648148148148,754.843806414865
relu,auto,22,gini,1,1,1,1,25,constant,47,auto,13,19,nnClassifier,4,2,adam,distance,0.5335648148148148,1045.463082341943
relu,auto,24,gini,1,1,1,1,25,constant,24,auto,12,20,nnClassifier,9,4,adam,distance,0.5335648148148148,1045.4631448709406
relu,auto,25,gini,1,1,1,1,24,constant,80,auto,12,28,nnClassifier,5,6,adam,distance,0.5335648148148148,1045.4631818309426
relu,auto,24,gini,1,1,1,1,29,constant,53,auto,9,16,nnClassifier,4,1,adam,distance,0.5335648148148148,1045.4632152810227
relu,auto,24,gini,1,1,1,1,24,constant,41,auto,11,27,nnClassifier,7,1,adam,distance,0.5335648148148148,1045.4632482898887
relu,auto,12,gini,1,1,1,1,27,constant,33,auto,9,26,nnClassifier,5,5,adam,distance,0.5335648148148148,1045.463280859869
relu,auto,25,gini,1,1,1,1,25,constant,67,auto,12,21,nnClassifier,3,2,adam,distance,0.5335648148148148,1045.4633133099414
relu,auto,18,gini,1,1,1,1,22,constant,21,auto,14,20,nnClassifier,5,2,adam,distance,0.5335648148148148,1045.4633454990108
relu,auto,26,gini,1,1,1,1,16,constant,24,auto,12,23,nnClassifier,4,1,adam,distance,0.5335648148148148,1045.4633775888942
relu,auto,20,gini,1,1,1,1,19,constant,59,auto,12,20,nnClassifier,5,3,adam,distance,0.5335648148148148,1045.4634096489754
relu,auto,26,gini,1,1,1,1,24,constant,54,auto,11,20,nnClassifier,5,1,adam,distance,0.5335648148148148,1045.463441689033
relu,auto,25,gini,1,1,1,1,33,constant,53,auto,14,17,nnClassifier,4,2,adam,distance,0.5335648148148148,1045.4634738778695
relu,auto,18,gini,1,1,1,1,29,constant,62,auto,15,17,nnClassifier,5,2,adam,distance,0.5335648148148148,1045.4635062478483
relu,auto,23,gini,1,1,1,1,30,constant,26,auto,16,20,nnClassifier,5,3,adam,distance,0.5335648148148148,1045.4635383679997
relu,auto,23,gini,1,1,1,1,25,constant,69,auto,14,34,nnClassifier,3,2,adam,distance,0.5335648148148148,1045.463570566848
relu,auto,28,gini,1,1,1,1,36,constant,47,auto,6,15,nnClassifier,1,2,adam,distance,0.5335648148148148,1045.4636029768735
relu,auto,13,gini,1,1,1,1,24,constant,25,auto,11,20,nnClassifier,4,2,adam,distance,0.5335648148148148,1045.4636352369562
relu,auto,24,gini,1,1,1,1,17,constant,42,auto,6,23,nnClassifier,7,7,adam,distance,0.5335648148148148,1045.4636673568748
relu,auto,22,gini,1,1,1,1,30,constant,71,auto,14,20,nnClassifier,3,1,adam,distance,0.5335648148148148,1045.4636995359324
relu,auto,22,gini,1,1,1,1,27,constant,33,auto,12,26,nnClassifier,4,2,adam,distance,0.5335648148148148,1045.463731545955
