activation,algorithm,batchSize,criterion,feature_0,feature_1,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,18,gini,1,1,34,constant,46,sqrt,16,35,nnClassifier,7,8,adam,distance,0.5377358490566038,101.25929126795381
relu,brute,26,gini,1,1,20,constant,72,sqrt,14,31,randomForestClassifier,8,4,adam,distance,0.6075471698113207,101.25932087795809
tanh,kd_tree,16,gini,1,1,22,constant,84,sqrt,7,14,kneighborsClassifier,6,8,adam,distance,0,101.25935092801228
relu,auto,21,gini,1,1,28,constant,61,auto,2,25,nnClassifier,9,8,adam,distance,0.5641509433962264,273.8967379129026
relu,auto,25,gini,1,1,20,constant,26,auto,5,7,nnClassifier,9,4,adam,distance,0.5490566037735849,273.8967819320969
relu,auto,26,gini,1,1,19,constant,33,auto,5,13,nnClassifier,7,4,adam,distance,0.9018867924528302,273.89681326202117
relu,auto,22,gini,1,1,28,constant,9,auto,11,15,nnClassifier,8,9,adam,distance,0.9018867924528302,273.89684404199943
relu,auto,23,gini,1,1,20,constant,50,auto,3,26,nnClassifier,8,5,adam,distance,0.9150943396226415,273.8968742310535
relu,auto,18,gini,1,1,17,constant,13,auto,2,20,nnClassifier,8,6,adam,distance,0.9132075471698113,273.89690486108884
relu,auto,19,gini,1,1,20,constant,60,auto,4,16,nnClassifier,10,10,adam,distance,0.9018867924528302,273.89693523105234
relu,auto,21,gini,1,1,20,constant,49,auto,3,18,nnClassifier,10,8,adam,distance,0.9169811320754717,273.8969651700463
relu,auto,13,gini,1,1,19,constant,70,auto,12,31,nnClassifier,9,5,adam,distance,0.5415094339622641,273.8969950999599
relu,auto,24,gini,1,1,25,constant,90,auto,3,20,nnClassifier,9,6,adam,distance,0.9075471698113208,273.8970253500156
relu,auto,21,gini,1,1,28,constant,81,auto,11,12,nnClassifier,8,9,adam,distance,0.9018867924528302,273.8970554990228
relu,auto,16,gini,1,1,20,constant,50,auto,3,18,nnClassifier,8,7,adam,distance,0.5415094339622641,273.89708556910045
relu,auto,20,gini,1,1,19,constant,49,auto,4,20,nnClassifier,9,6,adam,distance,0.9075471698113208,273.8971154789906
relu,auto,23,gini,1,1,18,constant,43,auto,8,11,nnClassifier,10,6,adam,distance,0.9056603773584906,273.8971452889964
relu,auto,23,gini,1,1,27,constant,48,auto,4,13,nnClassifier,9,8,adam,distance,0.5528301886792453,273.897175128106
relu,auto,23,gini,1,1,15,constant,39,auto,9,31,nnClassifier,5,2,adam,distance,0.5509433962264151,273.8972056179773
relu,auto,17,gini,1,1,22,constant,56,auto,2,25,nnClassifier,8,8,adam,distance,0.909433962264151,273.8972356780432
relu,auto,22,gini,1,1,30,constant,50,auto,12,31,nnClassifier,9,8,adam,distance,0.5622641509433962,273.8972657970153
relu,auto,22,gini,1,1,20,constant,68,auto,10,27,nnClassifier,8,5,adam,distance,0.9018867924528302,273.8972958170343
relu,auto,20,gini,1,1,18,constant,80,auto,3,18,nnClassifier,9,7,adam,distance,0.9018867924528302,273.8973256871104
relu,auto,23,gini,1,1,26,constant,57,auto,2,26,nnClassifier,5,4,adam,distance,0.5490566037735849,549.883942410117
relu,auto,26,gini,1,1,20,constant,30,auto,6,5,nnClassifier,5,4,adam,distance,0.5471698113207547,549.8839857301209
relu,auto,26,gini,1,1,20,constant,30,auto,3,17,nnClassifier,5,3,adam,distance,0.530188679245283,549.8840172300115
relu,auto,24,gini,1,1,26,constant,13,auto,7,19,nnClassifier,8,8,adam,distance,0.5566037735849056,549.8840473990422
relu,auto,25,gini,1,1,20,constant,53,auto,3,25,nnClassifier,8,6,adam,distance,0.5528301886792453,549.884077538969
relu,auto,22,gini,1,1,20,constant,17,auto,4,18,nnClassifier,9,5,adam,distance,0.539622641509434,549.884107488906
relu,auto,22,gini,1,1,20,constant,58,auto,4,20,nnClassifier,6,6,adam,distance,0.5320754716981132,549.884137788089
relu,auto,22,gini,1,1,20,constant,50,auto,4,18,nnClassifier,7,6,adam,distance,0.5415094339622641,549.8841676879674
relu,auto,17,gini,1,1,21,constant,66,auto,9,27,nnClassifier,10,5,adam,distance,0.5566037735849056,549.8841975179967
relu,auto,25,gini,1,1,21,constant,86,auto,4,18,nnClassifier,9,6,adam,distance,0.5433962264150943,549.8842276870273
relu,auto,23,gini,1,1,24,constant,77,auto,9,16,nnClassifier,8,7,adam,distance,0.5283018867924528,549.8842576970346
relu,auto,20,gini,1,1,23,constant,52,auto,3,18,nnClassifier,6,5,adam,distance,0.539622641509434,549.8842878569849
relu,auto,24,gini,1,1,23,constant,50,auto,4,17,nnClassifier,5,7,adam,distance,0.5452830188679245,549.8843178059906
relu,auto,20,gini,1,1,18,constant,45,auto,5,12,nnClassifier,6,7,adam,distance,0.5415094339622641,549.8843476159964
relu,auto,22,gini,1,1,25,constant,49,auto,4,17,nnClassifier,8,4,adam,distance,0.5490566037735849,549.8843774760608
relu,auto,27,gini,1,1,19,constant,43,auto,7,27,nnClassifier,7,6,adam,distance,0.5320754716981132,549.8844074949156
relu,auto,21,gini,1,1,18,constant,52,auto,4,22,nnClassifier,8,6,adam,distance,0.5339622641509434,549.8844374949113
relu,auto,23,gini,1,1,30,constant,48,auto,8,27,nnClassifier,7,5,adam,distance,0.5509433962264151,549.8844673850108
relu,auto,24,gini,1,1,20,constant,64,auto,6,23,nnClassifier,8,5,adam,distance,0.5566037735849056,549.8844973740634
relu,auto,16,gini,1,1,19,constant,76,auto,7,16,nnClassifier,5,7,adam,distance,0.5452830188679245,549.8845273440238
relu,auto,20,gini,1,1,23,constant,55,auto,3,22,nnClassifier,6,7,adam,distance,0.5320754716981132,821.5356956811156
relu,auto,24,gini,1,1,20,constant,28,auto,6,9,nnClassifier,1,5,adam,distance,0.5415094339622641,821.5357396099716
relu,auto,30,gini,1,1,24,constant,29,auto,5,13,nnClassifier,4,5,adam,distance,0.5415094339622641,821.5357706600334
relu,auto,23,gini,1,1,30,constant,17,auto,11,15,nnClassifier,8,4,adam,distance,0.539622641509434,821.5358011799399
relu,auto,21,gini,1,1,20,constant,50,auto,4,24,nnClassifier,8,9,adam,distance,0.5528301886792453,821.5358314791229
relu,auto,18,gini,1,1,20,constant,21,auto,5,17,nnClassifier,9,5,adam,distance,0.5509433962264151,821.5358613589779
relu,auto,24,gini,1,1,20,constant,54,auto,3,16,nnClassifier,10,9,adam,distance,0.5471698113207547,821.5358911990188
relu,auto,26,gini,1,1,20,constant,52,auto,5,18,nnClassifier,8,5,adam,distance,0.5264150943396226,821.535921057919
relu,auto,17,gini,1,1,19,constant,62,auto,9,28,nnClassifier,9,6,adam,distance,0.5509433962264151,821.5359509279951
relu,auto,27,gini,1,1,21,constant,82,auto,3,17,nnClassifier,7,6,adam,distance,0.5471698113207547,821.5359900279436
relu,auto,19,gini,1,1,21,constant,73,auto,13,12,nnClassifier,8,5,adam,distance,0.5528301886792453,821.5360201271251
relu,auto,24,gini,1,1,24,constant,53,auto,4,18,nnClassifier,7,5,adam,distance,0.5452830188679245,821.5360501969699
relu,auto,20,gini,1,1,20,constant,51,auto,4,17,nnClassifier,9,9,adam,distance,0.5377358490566038,821.5360802470241
relu,auto,18,gini,1,1,16,constant,49,auto,9,16,nnClassifier,10,6,adam,distance,0.5452830188679245,821.5361098959111
relu,auto,22,gini,1,1,21,constant,52,auto,4,21,nnClassifier,7,5,adam,distance,0.5566037735849056,821.5361401459668
relu,auto,29,gini,1,1,19,constant,47,auto,11,23,nnClassifier,6,6,adam,distance,0.5283018867924528,821.5361701759975
relu,auto,19,gini,1,1,18,constant,52,auto,5,25,nnClassifier,8,5,adam,distance,0.5283018867924528,821.5362001650501
relu,auto,19,gini,1,1,26,constant,46,auto,12,26,nnClassifier,8,5,adam,distance,0.5433962264150943,821.536229864927
relu,auto,24,gini,1,1,20,constant,68,auto,10,22,nnClassifier,8,6,adam,distance,0.539622641509434,821.5362604549155
relu,auto,20,gini,1,1,23,constant,78,auto,4,14,nnClassifier,4,6,adam,distance,0.5358490566037736,821.5362901240587
relu,auto,17,gini,1,1,27,constant,57,auto,5,26,nnClassifier,8,6,adam,distance,0.5452830188679245,1070.1650448590517
relu,auto,22,gini,1,1,20,constant,32,auto,4,11,nnClassifier,3,6,adam,distance,0.5679245283018868,1070.16508694808
relu,auto,26,gini,1,1,26,constant,33,auto,4,15,nnClassifier,4,5,adam,distance,0.5433962264150943,1070.16511773807
relu,auto,19,gini,1,1,26,constant,21,auto,13,14,nnClassifier,8,8,adam,distance,0.5528301886792453,1070.1651475680992
relu,auto,17,gini,1,1,20,constant,47,auto,3,28,nnClassifier,8,5,adam,distance,0.5283018867924528,1070.1651777569205
relu,auto,15,gini,1,1,16,constant,17,auto,3,18,nnClassifier,8,6,adam,distance,0.5509433962264151,1070.1652076570317
relu,auto,20,gini,1,1,20,constant,52,auto,3,12,nnClassifier,10,6,adam,distance,0.5509433962264151,1070.1652377469
relu,auto,25,gini,1,1,20,constant,50,auto,3,18,nnClassifier,9,7,adam,distance,0.5509433962264151,1070.1652673759963
relu,auto,21,gini,1,1,19,constant,61,auto,13,24,nnClassifier,9,5,adam,distance,0.5528301886792453,1070.1652967960108
relu,auto,24,gini,1,1,20,constant,86,auto,4,18,nnClassifier,8,6,adam,distance,0.5283018867924528,1070.1653266460635
relu,auto,23,gini,1,1,25,constant,69,auto,14,8,nnClassifier,8,9,adam,distance,0.5283018867924528,1070.1653561349958
relu,auto,23,gini,1,1,20,constant,51,auto,4,18,nnClassifier,7,6,adam,distance,0.5339622641509434,1070.1653855249751
relu,auto,16,gini,1,1,22,constant,48,auto,3,19,nnClassifier,5,5,adam,distance,0.5452830188679245,1070.1654147650115
relu,auto,22,gini,1,1,15,constant,45,auto,8,13,nnClassifier,7,7,adam,distance,0.5471698113207547,1070.1654441840947
relu,auto,23,gini,1,1,24,constant,51,auto,4,20,nnClassifier,9,4,adam,distance,0.5264150943396226,1070.1654735340271
relu,auto,25,gini,1,1,15,constant,43,auto,8,27,nnClassifier,6,5,adam,distance,0.5509433962264151,1070.1655031139962
relu,auto,15,gini,1,1,21,constant,56,auto,4,21,nnClassifier,8,7,adam,distance,0.5283018867924528,1070.1655325929169
relu,auto,16,gini,1,1,22,constant,50,auto,8,30,nnClassifier,7,9,adam,distance,0.5283018867924528,1070.1655714730732
relu,auto,26,gini,1,1,20,constant,64,auto,11,26,nnClassifier,8,5,adam,distance,0.539622641509434,1070.1656008029822
relu,auto,21,gini,1,1,23,constant,74,auto,4,15,nnClassifier,8,9,adam,distance,0.5415094339622641,1070.165630232077
