activation,algorithm,batchSize,criterion,feature_0,feature_1,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,17,gini,1,1,16,constant,27,auto,7,33,nnClassifier,5,10,adam,distance,0.539622641509434,659.1941275510471
relu,auto,15,gini,1,1,20,constant,24,auto,2,29,nnClassifier,1,8,adam,distance,0.539622641509434,659.1941570499912
relu,auto,17,gini,1,1,19,constant,17,auto,6,26,nnClassifier,1,9,adam,distance,0.539622641509434,659.1941869400907
relu,auto,13,gini,1,1,20,constant,68,auto,2,31,nnClassifier,1,9,adam,distance,0.539622641509434,659.1942165291402
relu,auto,17,gini,1,1,23,constant,47,auto,2,19,nnClassifier,2,10,adam,distance,0.539622641509434,659.1942461491562
relu,auto,25,gini,1,1,19,constant,49,auto,5,17,nnClassifier,1,10,adam,distance,0.539622641509434,659.1942756481003
relu,auto,19,gini,1,1,20,constant,82,auto,2,33,nnClassifier,1,10,adam,distance,0.539622641509434,659.1943050669506
relu,auto,18,gini,1,1,15,constant,75,auto,7,23,nnClassifier,2,9,adam,distance,0.5377358490566038,659.194334447151
relu,auto,25,gini,1,1,25,constant,24,auto,6,18,nnClassifier,2,10,adam,distance,0.5339622641509434,659.1943641260732
relu,auto,16,gini,1,1,25,constant,38,auto,2,19,nnClassifier,1,10,adam,distance,0.539622641509434,659.1943935460877
relu,auto,17,gini,1,1,25,constant,71,auto,3,27,nnClassifier,2,7,adam,distance,0.5339622641509434,659.1944230149966
relu,auto,18,gini,1,1,23,constant,79,auto,2,29,nnClassifier,1,10,adam,distance,0.5452830188679245,659.194462394109
relu,auto,14,gini,1,1,10,constant,54,auto,11,32,nnClassifier,6,9,adam,distance,0.5452830188679245,659.1944922539406
