activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,26,gini,1,1,1,28,constant,28,auto,14,21,nnClassifier,7,2,adam,distance,0.9437314906219151,1460.7027381570078
relu,auto,25,gini,1,1,1,38,constant,31,auto,16,14,nnClassifier,6,3,adam,distance,0.945705824284304,1460.702769377036
relu,auto,19,gini,1,1,1,20,constant,36,auto,14,14,nnClassifier,9,4,adam,distance,0.9486673247778875,1460.702800306026
relu,auto,22,gini,1,1,1,38,constant,31,auto,14,27,nnClassifier,9,5,adam,distance,0.9427443237907206,1460.7028312461916
relu,auto,18,gini,1,1,1,38,constant,32,auto,14,27,nnClassifier,9,7,adam,distance,0.9427443237907206,1460.702872425085
relu,auto,26,gini,1,1,1,30,constant,36,auto,4,29,nnClassifier,9,4,adam,distance,0.9486673247778875,1460.7029035349842
relu,auto,24,gini,1,1,1,37,constant,35,auto,8,24,nnClassifier,6,5,adam,distance,0.9437314906219151,1460.7029347140342
relu,auto,23,gini,1,1,1,23,constant,78,auto,16,22,nnClassifier,7,3,adam,distance,0.9437314906219151,1460.7029660441913
relu,auto,24,gini,1,1,1,29,constant,39,auto,14,21,nnClassifier,9,9,adam,distance,0.9486673247778875,1460.7029969030991
relu,auto,24,gini,1,1,1,37,constant,38,auto,12,22,nnClassifier,9,9,adam,distance,0.9437314906219151,1460.7030279231258
relu,auto,19,gini,1,1,1,28,constant,84,auto,15,26,nnClassifier,9,5,adam,distance,0.9437314906219151,1460.703058553161
relu,auto,21,gini,1,1,1,30,constant,79,auto,14,24,nnClassifier,9,2,adam,distance,0.9427443237907206,1460.703103982145
relu,auto,31,gini,1,1,1,25,constant,21,auto,14,27,nnClassifier,8,1,adam,distance,0.9427443237907206,1460.7031347511802
relu,auto,24,gini,1,1,1,34,constant,24,auto,14,27,nnClassifier,10,7,adam,distance,0.945705824284304,1460.7031666610856
relu,auto,23,gini,1,1,1,36,constant,52,auto,12,15,nnClassifier,7,5,adam,distance,0.945705824284304,1460.7032012611162
relu,auto,22,gini,1,1,1,28,constant,30,auto,7,20,nnClassifier,9,4,adam,distance,0.9437314906219151,1460.7032321500592
relu,auto,15,gini,1,1,1,30,constant,75,auto,9,26,nnClassifier,7,5,adam,distance,0.9417571569595261,1460.7032627901062
relu,auto,17,gini,1,1,1,34,constant,45,auto,11,32,nnClassifier,8,6,adam,distance,0.9437314906219151,1460.7032935591415
relu,auto,18,gini,1,1,1,16,constant,71,auto,17,35,nnClassifier,10,3,adam,distance,0.9447186574531096,2071.7860250291415
relu,auto,28,gini,1,1,1,39,constant,14,auto,13,20,nnClassifier,5,5,adam,distance,0.9437314906219151,2071.7860853581224
relu,auto,22,gini,1,1,1,25,constant,32,auto,13,25,nnClassifier,9,6,adam,distance,0.9427443237907206,2071.7861185481306
relu,auto,24,gini,1,1,1,35,constant,33,auto,16,18,nnClassifier,9,6,adam,distance,0.945705824284304,2071.786150517175
relu,auto,19,gini,1,1,1,24,constant,40,auto,14,15,nnClassifier,9,5,adam,distance,0.9427443237907206,2071.786181927193
relu,auto,22,gini,1,1,1,38,constant,31,auto,14,27,nnClassifier,9,5,adam,distance,0.9427443237907206,2071.786213017069
relu,auto,22,gini,1,1,1,38,constant,31,auto,13,25,nnClassifier,9,3,adam,distance,0.9486673247778875,2071.786244006129
relu,auto,22,gini,1,1,1,34,constant,34,auto,8,25,nnClassifier,9,8,adam,distance,0.947680157946693,2071.7862747861072
relu,auto,20,gini,1,1,1,39,constant,31,auto,6,28,nnClassifier,10,5,adam,distance,0.9437314906219151,2071.7863058450166
relu,auto,27,gini,1,1,1,19,constant,74,auto,14,26,nnClassifier,8,7,adam,distance,0.9437314906219151,2071.786337065045
relu,auto,23,gini,1,1,1,33,constant,35,auto,10,17,nnClassifier,9,8,adam,distance,0.9486673247778875,2071.7863681141753
relu,auto,28,gini,1,1,1,33,constant,38,auto,12,24,nnClassifier,8,10,adam,distance,0.9486673247778875,2071.786399174016
relu,auto,15,gini,1,1,1,27,constant,80,auto,14,27,nnClassifier,9,5,adam,distance,0.9427443237907206,2071.786430214066
relu,auto,22,gini,1,1,1,28,constant,75,auto,12,28,nnClassifier,9,6,adam,distance,0.9427443237907206,2071.786461243173
relu,auto,28,gini,1,1,1,21,constant,17,auto,14,26,nnClassifier,7,5,adam,distance,0.945705824284304,2071.7864921230357
relu,auto,23,gini,1,1,1,34,constant,21,auto,16,26,nnClassifier,6,6,adam,distance,0.945705824284304,2071.786523182178
relu,auto,20,gini,1,1,1,33,constant,48,auto,14,19,nnClassifier,10,5,adam,distance,0.9437314906219151,2071.7865539821796
relu,auto,24,gini,1,1,1,24,constant,30,auto,9,24,nnClassifier,9,8,adam,distance,0.9427443237907206,2071.786585191032
relu,auto,19,gini,1,1,1,26,constant,71,auto,8,26,nnClassifier,6,1,adam,distance,0.9447186574531096,2071.7866160711274
relu,auto,13,gini,1,1,1,35,constant,49,auto,7,36,nnClassifier,4,7,adam,distance,0.9427443237907206,2071.786647160072
