,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,33,sqrt,2,23,None,None,None,None,0.9733096085409253,ok,19.80449788016267
11,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,89,sqrt,4,36,None,None,None,None,0.9537366548042705,ok,20.35296296211891
12,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,9.0,None,distance,0.9768683274021353,ok,20.526540314080194
13,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,nnClassifier,identity,None,18.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.8096085409252669,ok,22.855857616988942
14,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,9.0,None,distance,0.9768683274021353,ok,22.950885609025136
15,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,nnClassifier,logistic,None,14.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.8167259786476868,ok,24.227902590064332
16,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,nnClassifier,identity,None,12.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,0.8185053380782918,ok,29.33304023509845
17,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,nnClassifier,tanh,None,21.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.8167259786476868,ok,31.314244151115417
18,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,5,sqrt,18,14,None,None,None,None,0.9608540925266904,ok,31.79586889897473
19,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,nnClassifier,relu,None,27.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.8149466192170819,ok,42.27176712709479
20,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,uniform,0.994661921708185,ok,42.56336914002895
21,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,8.0,None,None,None,None,None,None,6.0,None,uniform,0.99644128113879,ok,42.83921677595936
22,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,5.0,None,uniform,0.99644128113879,ok,43.12661750195548
23,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,21.0,None,None,None,None,None,None,1.0,None,uniform,0.99644128113879,ok,43.337215539999306
24,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,1.0,None,uniform,0.9893238434163701,ok,43.460125108016655
25,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,4.0,None,uniform,0.9911032028469751,ok,43.67247658595443
26,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,2.0,None,uniform,0.998220640569395,ok,43.802339354064316
27,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,3.0,None,uniform,0.99644128113879,ok,44.016747334972024
28,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,3.0,None,uniform,0.998220640569395,ok,44.152930594049394
29,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,44.29141064197756
30,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,34.0,None,None,None,None,None,None,2.0,None,uniform,0.998220640569395,ok,44.425896710017696
31,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,6.0,None,uniform,0.998220640569395,ok,44.6591238649562
32,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,7.0,None,distance,0.9928825622775801,ok,44.800766909029335
33,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,44.939960855059326
34,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,26.0,None,None,None,None,None,None,4.0,None,uniform,0.998220640569395,ok,45.094985966105014
35,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,36.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,45.31912213913165
36,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,5,auto,20,3,None,None,None,None,0.9715302491103203,ok,45.88309300900437
37,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,5.0,None,distance,0.99644128113879,ok,46.02552016894333
38,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,25.0,None,None,None,None,None,None,2.0,None,uniform,0.994661921708185,ok,46.16179421613924
39,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,20,log2,9,3,None,None,None,None,0.9822064056939501,ok,46.7237039511092
40,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,3.0,None,uniform,0.998220640569395,ok,47.0496775880456
41,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,5.0,None,uniform,0.9911032028469751,ok,47.20434578601271
42,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,77,auto,15,11,None,None,None,None,0.9750889679715302,ok,47.7895454170648
43,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,32.0,None,None,None,None,None,None,2.0,None,distance,0.9911032028469751,ok,47.996006526984274
44,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,nnClassifier,logistic,None,22.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.8185053380782918,ok,59.76355235208757
45,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,96,log2,2,29,None,None,None,None,0.9786476868327402,ok,60.32820037007332
46,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,kneighborsClassifier,None,auto,None,None,25.0,None,None,None,None,None,None,4.0,None,uniform,0.994661921708185,ok,60.48763837502338
47,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,nnClassifier,logistic,None,17.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.8113879003558719,ok,74.06043717311695
48,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,7.0,None,uniform,0.9911032028469751,ok,74.31540124095045
49,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,25,auto,20,40,None,None,None,None,0.9786476868327402,ok,74.88541241595522
50,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,nnClassifier,relu,None,31.0,None,None,invscaling,None,None,None,None,8.0,None,sgd,None,0.8434163701067615,ok,84.7708512309473
51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,3.0,None,uniform,0.9875444839857651,ok,84.91265040216967
52,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,2.0,None,distance,0.9928825622775801,ok,85.20930534810759
53,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,nnClassifier,identity,None,25.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,0.8149466192170819,ok,85.5663883050438
54,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,36.0,None,None,None,None,None,None,10.0,None,uniform,0.9786476868327402,ok,85.79722957196645
55,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,72,sqrt,12,17,None,None,None,None,0.9822064056939501,ok,86.36043193400837
56,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,4.0,None,uniform,0.994661921708185,ok,86.51569247199222
57,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,nnClassifier,tanh,None,8.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.8167259786476868,ok,107.6816018789541
58,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,6.0,None,distance,0.994661921708185,ok,107.82916114013642
59,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,kneighborsClassifier,None,auto,None,None,11.0,None,None,None,None,None,None,1.0,None,uniform,0.9928825622775801,ok,107.96262715617195
60,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,44,log2,16,7,None,None,None,None,0.9715302491103203,ok,108.49806835013442
61,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,7.0,None,distance,0.998220640569395,ok,109.05420885514468
62,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,5.0,None,uniform,0.994661921708185,ok,109.21479104994796
63,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnClassifier,logistic,None,15.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.8149466192170819,ok,128.7804689190816
64,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,23.0,None,None,None,None,None,None,4.0,None,uniform,0.9893238434163701,ok,128.94414310110733
65,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,129.17603775905445
66,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,129.3235681510996
67,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,2.0,None,uniform,0.998220640569395,ok,129.4663479749579
