,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
11,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,31.0,auto,10.0,12.0,None,None,None,None,0.9857651245551602,ok,52.90093423682265
12,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,nnClassifier,tanh,None,14,None,None,invscaling,None,None,None,None,3,None,sgd,None,0.8469750889679716,ok,71.74402010790072
13,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,59.0,log2,9.0,17.0,None,None,None,None,0.9733096085409253,ok,72.38940570689738
14,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,nnClassifier,tanh,None,29,None,None,constant,None,None,None,None,5,None,adam,None,0.802491103202847,ok,81.5327542629093
15,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,nnClassifier,relu,None,15,None,None,adaptive,None,None,None,None,10,None,adam,None,0.8042704626334519,ok,88.12095498293638
16,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,34.0,None,None,None,None,None,None,5.0,None,uniform,0.9911032028469751,ok,88.31580873788334
17,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,36.0,None,None,None,None,None,None,7.0,None,distance,0.998220640569395,ok,88.42127570998855
18,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,7.0,None,distance,0.9911032028469751,ok,88.64646097482182
19,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,23.0,None,None,None,None,None,None,3.0,None,distance,0.9911032028469751,ok,88.83169674384408
20,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,10.0,None,uniform,0.9928825622775801,ok,88.99030769383535
21,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,7.0,None,uniform,0.994661921708185,ok,89.14998676488176
22,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,8.0,None,uniform,0.99644128113879,ok,89.30680476687849
23,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,9.0,None,distance,0.99644128113879,ok,89.64671517699026
24,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,6.0,None,None,None,None,None,None,9.0,None,distance,0.99644128113879,ok,89.88179628294893
25,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,10.0,None,distance,0.99644128113879,ok,90.09323033783585
26,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,5.0,None,distance,0.99644128113879,ok,90.29944157693535
27,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,5.0,None,distance,0.99644128113879,ok,90.629267598968
28,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,6.0,None,distance,0.998220640569395,ok,90.77775168186054
29,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,25.0,None,None,None,None,None,None,7.0,None,distance,0.99644128113879,ok,90.92623672494665
30,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,29.0,None,None,None,None,None,None,6.0,None,distance,0.9875444839857651,ok,91.07536484696902
31,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,3.0,None,distance,0.9893238434163701,ok,91.32438463089056
32,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,28.0,None,None,None,None,None,None,6.0,None,distance,0.998220640569395,ok,91.47153167892247
33,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,27.0,None,None,None,None,None,None,4.0,None,distance,0.9875444839857651,ok,91.6203319169581
34,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,nnClassifier,relu,None,30,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.895017793594306,ok,91.84714026283473
35,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,8.0,None,distance,0.9893238434163701,ok,91.99764213897288
36,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,36.0,None,None,None,None,None,None,8.0,None,distance,0.9893238434163701,ok,92.25301608885638
37,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,nnClassifier,logistic,None,25,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.802491103202847,ok,93.62480228790082
38,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,6.0,None,distance,0.9857651245551602,ok,93.77683620690368
39,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,1.0,sqrt,19.0,3.0,None,None,None,None,0.9786476868327402,ok,94.3570472788997
40,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,4.0,None,distance,0.998220640569395,ok,94.63345381780528
41,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,5.0,log2,3.0,2.0,None,None,None,None,0.9537366548042705,ok,95.1754830898717
42,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,nnClassifier,tanh,None,8,None,None,invscaling,None,None,None,None,8,None,lbfgs,None,0.8042704626334519,ok,96.52522480790503
43,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,20.0,sqrt,15.0,39.0,None,None,None,None,0.9768683274021353,ok,97.12092963978648
44,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,1.0,None,distance,0.9839857651245552,ok,97.36807552794926
45,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,nnClassifier,logistic,None,24,None,None,adaptive,None,None,None,None,3,None,adam,None,0.8113879003558719,ok,111.05740047479048
46,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,38.0,log2,17.0,40.0,None,None,None,None,0.9804270462633452,ok,111.64032495790161
47,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,2.0,None,uniform,0.9822064056939501,ok,111.78032349492423
48,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,4.0,None,distance,0.9893238434163701,ok,112.0613325398881
49,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,nnClassifier,relu,None,8,None,None,constant,None,None,None,None,6,None,lbfgs,None,0.8042704626334519,ok,112.63684517680667
50,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,15.0,sqrt,2.0,8.0,None,None,None,None,0.9893238434163701,ok,113.27238351781853
51,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,7.0,None,distance,0.9804270462633452,ok,113.50510829687119
52,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,6.0,None,distance,0.9928825622775801,ok,113.77483978588134
53,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,nnClassifier,tanh,None,32,None,None,adaptive,None,None,None,None,10,None,adam,None,0.806049822064057,ok,119.424857245991
54,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,18.0,None,None,None,None,None,None,4.0,None,uniform,0.9893238434163701,ok,119.63603790500201
55,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,13.0,None,None,None,None,None,None,1.0,None,distance,0.9911032028469751,ok,119.76313914498314
56,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,51.0,sqrt,13.0,22.0,None,None,None,None,0.9733096085409253,ok,120.3386974609457
57,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,24.0,None,None,None,None,None,None,6.0,None,uniform,0.9911032028469751,ok,120.63151528290473
58,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,5.0,None,distance,0.9875444839857651,ok,120.83671714994125
59,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,nnClassifier,identity,None,26,None,None,invscaling,None,None,None,None,2,None,sgd,None,0.800711743772242,ok,129.7595595419407
60,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,3.0,None,distance,0.9928825622775801,ok,129.89380364189856
61,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,100.0,log2,5.0,36.0,None,None,None,None,0.9733096085409253,ok,130.62179587990977
62,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,2.0,None,uniform,0.9822064056939501,ok,130.76717534987256
63,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,9.0,None,distance,0.9928825622775801,ok,130.92406685091555
64,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,34.0,None,None,None,None,None,None,7.0,None,uniform,0.9911032028469751,ok,131.0912863749545
65,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,4.0,None,distance,0.998220640569395,ok,131.36896956083365
66,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,5.0,None,distance,0.998220640569395,ok,131.5231311819516
