activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,16,auto,15,8,nnClassifier,5,5,adam,distance,0.8624497991967871,453.01224541594274
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,85,auto,8,15,nnClassifier,7,6,adam,distance,0.7309236947791165,453.0122887948528
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,59,auto,6,20,nnClassifier,2,5,adam,distance,0.7299196787148594,453.01233923388645
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,84,auto,9,18,nnClassifier,1,4,adam,distance,0.7339357429718876,1033.244660795899
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,80,auto,13,19,nnClassifier,1,6,adam,distance,0.7339357429718876,1033.244724084856
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,58,auto,16,28,nnClassifier,7,4,adam,distance,0.7319277108433735,1033.2447701839264
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,27,auto,7,28,nnClassifier,9,7,adam,distance,0.7329317269076305,1033.2448155938182
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,37,auto,10,26,nnClassifier,3,7,adam,distance,0.7279116465863453,1033.244860403007
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,constant,78,auto,13,22,nnClassifier,1,4,adam,distance,0.7329317269076305,1033.244904652005
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,81,auto,13,25,nnClassifier,3,3,adam,distance,0.7329317269076305,1033.2449490819126
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,45,auto,13,16,nnClassifier,1,6,adam,distance,0.7319277108433735,1033.2449928009883
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,39,auto,12,23,nnClassifier,1,6,adam,distance,0.7329317269076305,1033.245036640903
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,75,auto,9,23,nnClassifier,1,3,adam,distance,0.7329317269076305,1033.2450807199348
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,82,auto,14,9,nnClassifier,3,2,adam,distance,0.7329317269076305,1033.2451247889549
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,18,auto,14,23,nnClassifier,1,8,adam,distance,0.7339357429718876,1033.245168578811
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,33,auto,11,18,nnClassifier,3,5,adam,distance,0.7319277108433735,1033.245212647831
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,15,auto,14,21,nnClassifier,2,6,adam,distance,0.7339357429718876,1033.2452567368746
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,12,auto,13,20,nnClassifier,1,7,adam,distance,0.7319277108433735,1033.2453107568435
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,21,auto,13,19,nnClassifier,5,9,adam,distance,0.7279116465863453,1033.2453634559643
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,42,auto,13,24,nnClassifier,1,7,adam,distance,0.7329317269076305,1033.2454085547943
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,17,auto,13,12,nnClassifier,5,7,adam,distance,0.7339357429718876,1033.245452754898
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,81,auto,12,19,nnClassifier,3,6,adam,distance,0.7319277108433735,1033.2454970139079
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,55,auto,10,19,nnClassifier,1,7,adam,distance,0.7329317269076305,1033.2455412428826
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,80,auto,12,20,nnClassifier,1,2,adam,distance,0.7339357429718876,1609.6910802728962
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,76,auto,14,23,nnClassifier,2,6,adam,distance,0.7339357429718876,1609.6911455919035
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,54,auto,12,24,nnClassifier,5,2,adam,distance,0.7329317269076305,1609.691191070946
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,24,auto,8,32,nnClassifier,6,5,adam,distance,0.7329317269076305,1609.6912353809457
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,33,auto,12,24,nnClassifier,2,6,adam,distance,0.7319277108433735,1609.6912795398384
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,constant,78,auto,10,26,nnClassifier,1,5,adam,distance,0.7339357429718876,1609.69133472885
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,77,auto,13,22,nnClassifier,1,3,adam,distance,0.7329317269076305,1609.6913787089288
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,41,auto,14,12,nnClassifier,3,5,adam,distance,0.7309236947791165,1609.6914222578052
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,36,auto,12,19,nnClassifier,1,3,adam,distance,0.7309236947791165,1609.6914661179762
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,71,auto,13,23,nnClassifier,4,3,adam,distance,0.7319277108433735,1609.6915095469449
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,78,auto,18,13,nnClassifier,1,1,adam,distance,0.7329317269076305,1609.6915533058345
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,19,auto,13,20,nnClassifier,1,7,adam,distance,0.7339357429718876,1609.6915966258384
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,29,auto,15,19,nnClassifier,2,1,adam,distance,0.7319277108433735,1609.6916402149945
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,constant,19,auto,10,20,nnClassifier,2,3,adam,distance,0.7339357429718876,1609.6916836339515
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,16,auto,9,16,nnClassifier,1,7,adam,distance,0.7319277108433735,1609.6917267239187
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,23,auto,12,19,nnClassifier,3,5,adam,distance,0.7329317269076305,1609.6917701729108
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,38,auto,17,24,nnClassifier,2,3,adam,distance,0.7309236947791165,1609.6918135730084
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,19,auto,17,16,nnClassifier,1,3,adam,distance,0.7329317269076305,1609.691857231781
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,77,auto,14,23,nnClassifier,1,6,adam,distance,0.7339357429718876,1609.691900670994
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,51,auto,12,22,nnClassifier,1,5,adam,distance,0.7319277108433735,1609.6919439709745
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,76,auto,10,16,nnClassifier,1,1,adam,distance,0.7339357429718876,2204.1812014109455
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,72,auto,13,24,nnClassifier,4,5,adam,distance,0.7339357429718876,2204.1812633099034
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,50,auto,14,26,nnClassifier,1,4,adam,distance,0.7339357429718876,2204.181317339884
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,28,auto,12,29,nnClassifier,2,4,adam,distance,0.7339357429718876,2204.1813614289276
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,34,auto,10,21,nnClassifier,6,5,adam,distance,0.7329317269076305,2204.181405487936
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,74,auto,14,22,nnClassifier,1,1,adam,distance,0.7319277108433735,2204.1814488579985
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,73,auto,9,26,nnClassifier,1,1,adam,distance,0.7309236947791165,2204.1814923468046
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,37,auto,13,16,nnClassifier,1,5,adam,distance,0.7279116465863453,2204.1815355569124
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,32,auto,13,23,nnClassifier,1,5,adam,distance,0.7309236947791165,2204.1815788659733
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,67,auto,9,24,nnClassifier,7,7,adam,distance,0.7339357429718876,2204.1816222348716
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,74,auto,14,14,nnClassifier,3,2,adam,distance,0.7339357429718876,2204.1816651148256
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,23,auto,12,21,nnClassifier,1,4,adam,distance,0.7339357429718876,2204.181708033895
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,28,auto,16,16,nnClassifier,3,1,adam,distance,0.7339357429718876,2204.1817509639077
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,constant,21,auto,8,24,nnClassifier,1,2,adam,distance,0.7329317269076305,2204.181793962838
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,12,auto,5,12,nnClassifier,1,3,adam,distance,0.7319277108433735,2204.181837051874
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,25,auto,13,17,nnClassifier,7,6,adam,distance,0.7319277108433735,2204.181879821932
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,34,auto,20,24,nnClassifier,6,7,adam,distance,0.7339357429718876,2204.1819229708053
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,15,auto,20,12,nnClassifier,1,6,adam,distance,0.7319277108433735,2204.1819663108326
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,73,auto,12,19,nnClassifier,1,6,adam,distance,0.7339357429718876,2204.182009559823
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,47,auto,14,22,nnClassifier,1,5,adam,distance,0.7339357429718876,2204.182052438846
