activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,77,auto,5,19,nnClassifier,5,5,adam,distance,0.714859437751004,951.9265142329969
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,80,auto,5,34,nnClassifier,6,4,adam,distance,0.7168674698795181,951.9265752921347
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,44,auto,3,28,nnClassifier,5,5,adam,distance,0.7128514056224899,951.9266206610482
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,58,auto,5,24,nnClassifier,6,4,adam,distance,0.7188755020080321,951.9266644811723
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,17,auto,7,39,nnClassifier,3,5,adam,distance,0.713855421686747,951.9267081501894
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,77,auto,3,22,nnClassifier,6,2,adam,distance,0.7158634538152611,951.926751740044
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,82,auto,7,22,nnClassifier,6,6,adam,distance,0.713855421686747,951.9267949790228
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,53,auto,4,31,nnClassifier,8,4,adam,distance,0.7158634538152611,951.9268383681774
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,48,auto,7,34,nnClassifier,5,6,adam,distance,0.7158634538152611,951.9268816481344
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,77,auto,6,17,nnClassifier,6,4,adam,distance,0.7168674698795181,951.9269248570781
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,70,auto,7,19,nnClassifier,8,4,adam,distance,0.7128514056224899,951.9269791061524
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,21,auto,5,25,nnClassifier,5,2,adam,distance,0.713855421686747,951.9270227360539
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,35,auto,5,23,nnClassifier,5,4,adam,distance,0.7158634538152611,951.9270661349874
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,38,auto,11,35,nnClassifier,5,8,adam,distance,0.7118473895582329,951.9271092540585
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,53,auto,5,14,nnClassifier,7,4,adam,distance,0.714859437751004,951.9271526541561
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,19,auto,5,26,nnClassifier,6,4,adam,distance,0.7128514056224899,951.9272052131128
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,55,auto,5,9,nnClassifier,10,2,adam,distance,0.7168674698795181,951.9272489720024
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,83,auto,14,39,nnClassifier,5,4,adam,distance,0.7168674698795181,951.9272925420664
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,40,auto,7,22,nnClassifier,9,4,adam,distance,0.7158634538152611,951.927336481167
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,82,auto,4,19,nnClassifier,7,4,adam,distance,0.713855421686747,951.9273798100185
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,73,auto,5,23,nnClassifier,6,4,adam,distance,0.713855421686747,1490.805995178176
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,81,auto,5,33,nnClassifier,6,5,adam,distance,0.7168674698795181,1490.8060543171596
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,48,auto,6,31,nnClassifier,4,6,adam,distance,0.713855421686747,1490.8060984960757
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,62,auto,5,23,nnClassifier,6,4,adam,distance,0.7168674698795181,1490.8061418861616
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,21,auto,6,35,nnClassifier,5,4,adam,distance,0.7158634538152611,1490.8061856250279
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,77,auto,2,26,nnClassifier,5,3,adam,distance,0.7168674698795181,1490.8062289140653
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,86,auto,7,26,nnClassifier,6,6,adam,distance,0.713855421686747,1490.8062720440794
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,51,auto,8,28,nnClassifier,7,4,adam,distance,0.7118473895582329,1490.8063147331122
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,52,auto,6,34,nnClassifier,5,4,adam,distance,0.714859437751004,1490.8063573529944
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,81,auto,6,19,nnClassifier,6,4,adam,distance,0.7158634538152611,1490.8063999221195
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,74,auto,6,23,nnClassifier,6,6,adam,distance,0.7178714859437751,1490.806442412082
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,25,auto,6,29,nnClassifier,1,5,adam,distance,0.7158634538152611,1490.8064853709657
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,39,auto,6,27,nnClassifier,7,4,adam,distance,0.714859437751004,1490.806528000161
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,42,auto,15,31,nnClassifier,6,5,adam,distance,0.7128514056224899,1490.8065706000198
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,57,auto,5,18,nnClassifier,5,4,adam,distance,0.7168674698795181,1490.806613529101
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,23,auto,5,25,nnClassifier,6,4,adam,distance,0.713855421686747,1490.8066563191824
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,59,auto,5,13,nnClassifier,6,4,adam,distance,0.7158634538152611,1490.806699458044
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,84,auto,10,40,nnClassifier,5,4,adam,distance,0.714859437751004,1490.8067421270534
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,44,auto,4,26,nnClassifier,7,4,adam,distance,0.713855421686747,1490.8067849271465
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,80,auto,8,18,nnClassifier,7,3,adam,distance,0.7158634538152611,1490.8068274459802
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,73,auto,5,19,nnClassifier,8,4,adam,distance,0.7188755020080321,2056.24952177098
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,79,auto,5,33,nnClassifier,6,4,adam,distance,0.7168674698795181,2056.2495809900574
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,52,auto,7,27,nnClassifier,8,3,adam,distance,0.7108433734939759,2056.249625519151
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,66,auto,5,27,nnClassifier,6,4,adam,distance,0.7188755020080321,2056.249669009121
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,25,auto,4,31,nnClassifier,6,5,adam,distance,0.713855421686747,2056.249711888144
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,81,auto,3,30,nnClassifier,7,3,adam,distance,0.713855421686747,2056.249755018158
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,89,auto,4,30,nnClassifier,6,2,adam,distance,0.713855421686747,2056.2497977970634
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,55,auto,12,29,nnClassifier,6,4,adam,distance,0.713855421686747,2056.2498402369674
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,51,auto,9,34,nnClassifier,7,3,adam,distance,0.714859437751004,2056.2498829860706
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,82,auto,5,23,nnClassifier,6,4,adam,distance,0.713855421686747,2056.249925295124
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,70,auto,6,23,nnClassifier,5,4,adam,distance,0.7168674698795181,2056.2499799050856
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,29,auto,7,25,nnClassifier,5,6,adam,distance,0.7158634538152611,2056.2500229240395
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,43,auto,5,23,nnClassifier,5,4,adam,distance,0.7168674698795181,2056.2500652831513
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,46,auto,11,31,nnClassifier,6,2,adam,distance,0.714859437751004,2056.250107703032
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,61,auto,2,22,nnClassifier,6,4,adam,distance,0.7158634538152611,2056.2501502621453
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,19,auto,5,26,nnClassifier,6,6,adam,distance,0.713855421686747,2056.250192431966
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,56,auto,4,17,nnClassifier,5,1,adam,distance,0.7188755020080321,2056.2502346211113
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,80,auto,10,37,nnClassifier,6,4,adam,distance,0.714859437751004,2056.2502770610154
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,40,auto,3,22,nnClassifier,7,6,adam,distance,0.714859437751004,2056.2503200999927
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,76,auto,6,19,nnClassifier,9,3,adam,distance,0.713855421686747,2056.250362729188
