activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,23,gini,1,0,0,1,1,1,1,1,1,0,1,0,1,1,30,constant,82,sqrt,10,10,nnClassifier,7,2,adam,distance,0.7329317269076305,161.89463498606347
identity,brute,14,gini,1,0,0,1,1,1,1,0,1,1,1,0,1,0,13,constant,68,log2,4,25,kneighborsClassifier,6,3,adam,distance,0.9377510040160643,161.89467988489196
logistic,brute,21,gini,1,0,0,0,1,1,1,0,1,0,1,0,1,0,8,constant,86,log2,2,25,kneighborsClassifier,6,1,adam,uniform,0.9879518072289156,161.89472570386715
logistic,auto,11,gini,1,0,0,0,1,1,1,1,1,0,1,0,1,0,28,constant,12,auto,16,36,kneighborsClassifier,6,5,adam,distance,0.9789156626506024,161.89477077289484
relu,ball_tree,23,gini,1,1,0,1,1,1,1,1,1,1,1,1,1,1,33,constant,47,log2,13,25,kneighborsClassifier,4,5,adam,distance,0.9668674698795181,161.89481571200304
identity,auto,21,gini,1,1,1,0,1,1,1,0,1,0,1,0,1,0,8,constant,12,log2,10,25,kneighborsClassifier,5,1,adam,uniform,0.9618473895582329,161.89486049092375
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,92,auto,10,13,nnClassifier,10,2,adam,distance,0.9869477911646586,305.57136099692434
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,88,auto,9,14,nnClassifier,5,2,adam,distance,0.8875502008032129,305.57141995592974
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,65,auto,2,20,nnClassifier,9,1,adam,distance,0.9839357429718876,305.57146427500993
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,63,auto,5,14,nnClassifier,8,1,adam,distance,0.7339357429718876,305.5715074739419
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,68,auto,10,27,nnClassifier,10,3,adam,distance,0.7309236947791165,305.57155126403086
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,92,auto,4,25,nnClassifier,10,3,adam,distance,0.9708835341365462,305.57159480289556
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,91,auto,3,12,nnClassifier,8,1,adam,distance,0.9949799196787149,305.5716377720237
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,45,auto,8,6,nnClassifier,9,1,adam,distance,0.8815261044176707,305.5716805309057
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,25,auto,12,31,nnClassifier,10,1,adam,distance,0.8825301204819277,305.5717231899034
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,37,auto,3,24,nnClassifier,10,2,adam,distance,0.7299196787148594,305.57176586892456
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,93,auto,12,12,nnClassifier,10,1,adam,distance,0.7329317269076305,305.5718087279238
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,21,auto,4,21,nnClassifier,10,2,adam,distance,0.8654618473895582,305.571851558052
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,87,auto,3,28,nnClassifier,10,6,adam,distance,0.9809236947791165,305.57189480704255
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,92,auto,2,14,nnClassifier,10,1,adam,distance,0.998995983935743,305.5719376159832
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,86,auto,7,9,nnClassifier,5,4,adam,distance,0.7319277108433735,305.5719916848466
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,72,auto,2,21,nnClassifier,6,1,adam,distance,0.9919678714859438,305.57203450403176
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,90,auto,3,21,nnClassifier,10,1,adam,distance,0.9879518072289156,305.57207748293877
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,16,auto,12,32,nnClassifier,10,1,adam,distance,0.9899598393574297,305.57212018198334
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,51,auto,9,21,nnClassifier,8,1,adam,distance,0.9066265060240963,305.5721626810264
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,16,auto,11,21,nnClassifier,9,1,adam,distance,0.8624497991967871,305.57220530998893
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,94,auto,6,12,nnClassifier,10,1,adam,distance,0.7309236947791165,776.852213379927
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,85,auto,7,10,nnClassifier,9,6,adam,distance,0.7329317269076305,776.8522771890275
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,69,auto,4,16,nnClassifier,10,1,adam,distance,0.7329317269076305,776.8523230480496
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,67,auto,9,10,nnClassifier,8,2,adam,distance,0.7329317269076305,776.8523677869234
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,72,auto,9,23,nnClassifier,9,7,adam,distance,0.7309236947791165,776.8524122959934
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,96,auto,2,21,nnClassifier,7,1,adam,distance,0.7299196787148594,776.8524564548861
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,94,auto,2,10,nnClassifier,9,1,adam,distance,0.7309236947791165,776.8525015439373
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,49,auto,11,8,nnClassifier,10,1,adam,distance,0.7319277108433735,776.8525464029517
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,29,auto,8,27,nnClassifier,6,1,adam,distance,0.7329317269076305,776.8525910319295
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,41,auto,4,23,nnClassifier,8,1,adam,distance,0.7309236947791165,776.8526355619542
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,93,auto,8,13,nnClassifier,10,1,adam,distance,0.7339357429718876,776.8526796009392
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,25,auto,7,17,nnClassifier,6,4,adam,distance,0.7309236947791165,776.8527241300326
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,91,auto,2,24,nnClassifier,10,2,adam,distance,0.7319277108433735,776.8527682889253
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,95,auto,2,10,nnClassifier,10,1,adam,distance,0.7309236947791165,776.8528124678414
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,82,auto,11,12,nnClassifier,9,1,adam,distance,0.7329317269076305,776.8528564570006
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,76,auto,3,17,nnClassifier,10,2,adam,distance,0.7329317269076305,776.8529113559052
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,94,auto,3,18,nnClassifier,10,1,adam,distance,0.7309236947791165,776.8529560950119
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,20,auto,8,28,nnClassifier,6,1,adam,distance,0.7309236947791165,776.8530176938511
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,55,auto,6,17,nnClassifier,4,1,adam,distance,0.7299196787148594,776.8530620930251
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,12,auto,14,18,nnClassifier,6,5,adam,distance,0.7299196787148594,776.8531062919647
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,92,auto,10,16,nnClassifier,8,2,adam,distance,0.7299196787148594,1259.0088914239313
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,88,auto,8,13,nnClassifier,6,6,adam,distance,0.7309236947791165,1259.0089556628373
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,73,auto,4,20,nnClassifier,6,5,adam,distance,0.7299196787148594,1259.0090123319533
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,63,auto,6,14,nnClassifier,6,3,adam,distance,0.7299196787148594,1259.0090559609234
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,68,auto,6,27,nnClassifier,6,5,adam,distance,0.7309236947791165,1259.0090994900092
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,92,auto,2,17,nnClassifier,10,5,adam,distance,0.7299196787148594,1259.0091424488928
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,95,auto,2,12,nnClassifier,10,1,adam,distance,0.7299196787148594,1259.0091853688937
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,53,auto,15,12,nnClassifier,10,4,adam,distance,0.7299196787148594,1259.0092288979795
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,33,auto,12,31,nnClassifier,5,1,adam,distance,0.7319277108433735,1259.0092723169364
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,42,auto,5,23,nnClassifier,4,1,adam,distance,0.7309236947791165,1259.0093154858332
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,94,auto,8,12,nnClassifier,10,1,adam,distance,0.7309236947791165,1259.0093585848808
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,29,auto,9,21,nnClassifier,7,2,adam,distance,0.7329317269076305,1259.0094017840456
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,88,auto,3,28,nnClassifier,9,2,adam,distance,0.7309236947791165,1259.0094453429338
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,95,auto,4,13,nnClassifier,10,1,adam,distance,0.7309236947791165,1259.0094887029845
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,83,auto,7,8,nnClassifier,8,1,adam,distance,0.7309236947791165,1259.0095318718813
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,75,auto,6,20,nnClassifier,6,1,adam,distance,0.7329317269076305,1259.0095750610344
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,91,auto,2,14,nnClassifier,8,1,adam,distance,0.7309236947791165,1259.0096180299297
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,24,auto,12,32,nnClassifier,10,5,adam,distance,0.7299196787148594,1259.0096612088382
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,51,auto,10,13,nnClassifier,8,5,adam,distance,0.7309236947791165,1259.009705107892
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,16,auto,10,22,nnClassifier,4,5,adam,distance,0.7309236947791165,1259.0097487268504
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,92,auto,7,12,nnClassifier,6,1,adam,distance,0.7309236947791165,1804.7020454190206
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,84,auto,6,15,nnClassifier,9,6,adam,distance,0.7329317269076305,1804.702119926922
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,77,auto,2,16,nnClassifier,10,4,adam,distance,0.7319277108433735,1804.702167866053
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,67,auto,9,12,nnClassifier,8,1,adam,distance,0.7319277108433735,1804.7022141648922
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,72,auto,10,25,nnClassifier,10,1,adam,distance,0.7319277108433735,1804.7022604639642
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,94,auto,4,21,nnClassifier,8,3,adam,distance,0.7329317269076305,1804.7023064340465
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,94,auto,3,10,nnClassifier,10,2,adam,distance,0.7339357429718876,1804.7023531629238
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,49,auto,15,8,nnClassifier,10,1,adam,distance,0.7309236947791165,1804.7024000119418
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,37,auto,12,27,nnClassifier,8,1,adam,distance,0.7309236947791165,1804.7024466108996
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,38,auto,2,27,nnClassifier,4,3,adam,distance,0.7309236947791165,1804.702492129989
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,94,auto,12,11,nnClassifier,10,1,adam,distance,0.7299196787148594,1804.702538098907
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,33,auto,10,25,nnClassifier,6,2,adam,distance,0.7299196787148594,1804.7025842079893
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,84,auto,3,24,nnClassifier,9,2,adam,distance,0.7299196787148594,1804.7026307568885
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,94,auto,4,12,nnClassifier,10,1,adam,distance,0.7309236947791165,1804.7026758159045
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,83,auto,5,6,nnClassifier,4,5,adam,distance,0.7319277108433735,1804.7027219049633
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,75,auto,5,24,nnClassifier,7,4,adam,distance,0.7329317269076305,1804.7027674638666
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,89,auto,3,18,nnClassifier,8,1,adam,distance,0.7299196787148594,1804.702814952936
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,28,auto,16,33,nnClassifier,7,5,adam,distance,0.7339357429718876,1804.7028609020635
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,55,auto,14,11,nnClassifier,4,8,adam,distance,0.7299196787148594,1804.7029062609654
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,20,auto,6,18,nnClassifier,5,4,adam,distance,0.7299196787148594,1804.7029510599095
