feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,log2,14,10,nan,nan,NA,NA,0.9816849816849816,129.81936597824097
0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,nnClassifier,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.0,144.76671600341797
1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,auto,6,7,nan,nan,NA,NA,0.9743589743589743,151.10338640213013
0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,sqrt,14,3,nan,nan,NA,NA,0.9725274725274725,157.22068691253662
1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,auto,15,32,nan,nan,NA,NA,0.9542124542124543,163.701411485672
0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8809523809523809,168.43650102615356
0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,log2,11,6,nan,nan,NA,NA,0.9084249084249084,175.6182985305786
0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,sqrt,7,23,nan,nan,NA,NA,0.9725274725274725,181.68814945220947
0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,log2,18,7,nan,nan,NA,NA,0.9633699633699634,188.11657977104187
0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,auto,3,6,nan,nan,NA,NA,0.967032967032967,194.15036368370056
0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,nnClassifier,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.3131868131868132,201.9781699180603
0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,nnClassifier,relu,NA,28,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.315018315018315,217.87004041671753
1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8791208791208791,222.63343214988708
0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,auto,20,26,nan,nan,NA,NA,0.9578754578754579,229.19245314598083
0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,6,NA,distance,0.891941391941392,234.57769584655762
1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,sqrt,9,15,nan,nan,NA,NA,0.9688644688644689,240.84185409545898
0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,sqrt,12,6,nan,nan,NA,NA,0.9652014652014652,247.1608476638794
1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,log2,8,3,nan,nan,NA,NA,0.9633699633699634,253.13770198822021
1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,auto,1,20,nan,nan,NA,NA,0.924908424908425,259.71722984313965
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,1,27,nan,nan,NA,NA,0.967032967032967,265.61818170547485
1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,log2,3,34,nan,nan,NA,NA,0.9816849816849816,272.3757150173187
1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,log2,2,10,nan,nan,NA,NA,0.9505494505494505,278.1108329296112
0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,auto,6,17,nan,nan,NA,NA,0.989010989010989,284.240003824234
0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,nnClassifier,logistic,NA,11,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.31684981684981683,313.1529564857483
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,log2,3,17,nan,nan,NA,NA,0.9706959706959707,319.10387539863586
0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,6,4,nan,nan,NA,NA,0.9853479853479854,325.1523358821869
1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,auto,9,5,nan,nan,NA,NA,0.9908424908424909,331.6489427089691
1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,sqrt,4,15,nan,nan,NA,NA,0.9908424908424909,337.42915511131287
1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,sqrt,10,32,nan,nan,NA,NA,0.9798534798534798,344.26463556289673
1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,auto,1,9,nan,nan,NA,NA,0.989010989010989,350.5540838241577
0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,log2,7,12,nan,nan,NA,NA,0.9835164835164835,356.54417419433594
1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8644688644688645,362.0938205718994
1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,log2,1,26,nan,nan,NA,NA,0.989010989010989,368.5347812175751
0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,sqrt,1,11,nan,nan,NA,NA,0.978021978021978,375.40674090385437
0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,1,13,nan,nan,NA,NA,0.8864468864468864,381.56348633766174
0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,11,40,nan,nan,NA,NA,0.8571428571428571,387.911292552948
1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,2,18,nan,nan,NA,NA,0.9798534798534798,394.69783091545105
1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,3,22,nan,nan,NA,NA,0.9835164835164835,400.80660796165466
1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,sqrt,1,37,nan,nan,NA,NA,0.9358974358974359,406.7563626766205
0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,log2,9,20,nan,nan,NA,NA,0.9816849816849816,413.2746322154999
0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,auto,1,38,nan,nan,NA,NA,0.9816849816849816,418.76490664482117
0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,auto,12,39,nan,nan,NA,NA,0.989010989010989,424.7808356285095
1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,auto,6,25,nan,nan,NA,NA,0.9871794871794872,430.60777139663696
1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,sqrt,9,15,nan,nan,NA,NA,0.9816849816849816,436.3784191608429
0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,auto,7,5,nan,nan,NA,NA,0.9871794871794872,442.4564096927643
1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,log2,8,18,nan,nan,NA,NA,0.9487179487179487,449.22882747650146
0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,12,15,nan,nan,NA,NA,0.9230769230769231,454.9543790817261
0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,auto,4,28,nan,nan,NA,NA,0.9743589743589743,461.29959297180176
1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,auto,20,9,nan,nan,NA,NA,0.978021978021978,468.6496124267578
1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,auto,9,3,nan,nan,NA,NA,0.9468864468864469,475.11263060569763
1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,log2,16,4,nan,nan,NA,NA,0.9615384615384616,481.97822737693787
1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,8,31,nan,nan,NA,NA,0.9743589743589743,488.14842200279236
1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,sqrt,2,11,nan,nan,NA,NA,0.9816849816849816,495.00925636291504
1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,log2,6,3,nan,nan,NA,NA,0.9945054945054945,500.7855887413025
0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,4,10,nan,nan,NA,NA,0.9816849816849816,506.64711332321167
0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,auto,9,36,nan,nan,NA,NA,0.9798534798534798,513.2299807071686
0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,auto,1,4,nan,nan,NA,NA,0.9816849816849816,519.5576391220093
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,auto,14,15,nan,nan,NA,NA,0.978021978021978,525.3791708946228
0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,1,10,nan,nan,NA,NA,0.9761904761904762,531.5931513309479
1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,1,2,nan,nan,NA,NA,0.8809523809523809,537.4857983589172
1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,auto,10,2,nan,nan,NA,NA,0.9652014652014652,543.5731058120728
1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,log2,12,2,nan,nan,NA,NA,0.9706959706959707,549.398558139801
1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,sqrt,3,2,nan,nan,NA,NA,0.9835164835164835,555.3296911716461
1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,6,28,nan,nan,NA,NA,0.9047619047619048,560.7280809879303
0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,log2,3,24,nan,nan,NA,NA,0.9633699633699634,565.8998656272888
1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,auto,18,2,nan,nan,NA,NA,0.9853479853479854,572.6498355865479
1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,log2,9,6,nan,nan,NA,NA,0.9761904761904762,578.5729808807373
0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,sqrt,17,9,nan,nan,NA,NA,0.9523809523809523,584.5760164260864
0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,4,2,nan,nan,NA,NA,0.9798534798534798,590.5114510059357
1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,19,36,nan,nan,NA,NA,0.9487179487179487,595.9685890674591
1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,auto,4,17,nan,nan,NA,NA,0.9706959706959707,602.5448985099792
1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,26,log2,2,19,nan,nan,NA,NA,0.967032967032967,609.3829574584961
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,4,6,nan,nan,NA,NA,0.9835164835164835,614.9831254482269
0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,auto,7,3,nan,nan,NA,NA,0.9853479853479854,620.6578092575073
1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,1,3,nan,nan,NA,NA,0.978021978021978,626.1586501598358
1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,auto,13,6,nan,nan,NA,NA,0.9798534798534798,631.3203234672546
1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,3,34,nan,nan,NA,NA,0.9633699633699634,637.185320854187
1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,auto,19,17,nan,nan,NA,NA,0.989010989010989,643.730459690094
1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,sqrt,16,35,nan,nan,NA,NA,0.9761904761904762,649.7506260871887
0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,13,27,nan,nan,NA,NA,0.9725274725274725,655.4759609699249
0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,auto,11,31,nan,nan,NA,NA,0.9377289377289377,660.0893180370331
1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,log2,1,29,nan,nan,NA,NA,0.9633699633699634,665.5762858390808
