activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,29,entropy,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,15,invscaling,59,sqrt,8,9,randomForestClassifier,7,5,sgd,distance,0.96
relu,brute,11,gini,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,38,constant,36,sqrt,6,6,randomForestClassifier,6,9,adam,uniform,0.9654545454545455
relu,brute,17,gini,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,14,invscaling,49,log2,19,21,kneighborsClassifier,7,8,lbfgs,distance,0.9872727272727273
identity,kd_tree,15,entropy,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,23,invscaling,81,sqrt,2,26,kneighborsClassifier,6,7,sgd,distance,0.9763636363636363
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,invscaling,33,auto,18,7,nnClassifier,1,10,sgd,uniform,0.0
logistic,brute,16,gini,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,5,invscaling,44,sqrt,17,7,randomForestClassifier,9,5,sgd,distance,0.92
relu,kd_tree,10,gini,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,32,invscaling,52,sqrt,12,9,randomForestClassifier,4,6,lbfgs,distance,0.94
tanh,kd_tree,22,gini,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,15,adaptive,16,auto,13,14,nnClassifier,2,8,sgd,distance,0.016363636363636365
identity,ball_tree,21,gini,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,30,constant,4,log2,4,22,randomForestClassifier,10,2,lbfgs,distance,0.8018181818181818
tanh,kd_tree,24,gini,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,4,invscaling,57,sqrt,8,34,randomForestClassifier,7,9,sgd,uniform,0.9345454545454546
tanh,brute,16,entropy,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,10,invscaling,54,sqrt,11,38,kneighborsClassifier,5,10,sgd,distance,0.9781818181818182
identity,brute,32,gini,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,8,constant,53,log2,14,36,randomForestClassifier,1,9,sgd,distance,0.9381818181818182
logistic,brute,14,gini,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,21,constant,26,auto,5,31,nnClassifier,7,3,adam,uniform,0.09454545454545454
logistic,auto,31,gini,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,28,constant,53,auto,12,11,nnClassifier,3,9,adam,distance,0.016363636363636365
logistic,auto,26,entropy,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,23,adaptive,24,sqrt,15,37,randomForestClassifier,5,9,lbfgs,uniform,0.9127272727272727
identity,brute,32,gini,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,27,adaptive,58,auto,5,40,randomForestClassifier,1,1,sgd,distance,0.9345454545454546
logistic,auto,9,gini,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,10,adaptive,36,auto,14,32,nnClassifier,7,6,lbfgs,uniform,0.0890909090909091
relu,auto,19,gini,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,14,adaptive,75,auto,14,28,kneighborsClassifier,8,5,sgd,distance,0.9872727272727273
relu,brute,12,gini,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,27,adaptive,66,log2,19,2,randomForestClassifier,7,9,adam,distance,0.9163636363636364
logistic,ball_tree,25,entropy,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,2,invscaling,80,sqrt,3,10,randomForestClassifier,8,5,adam,distance,0.9490909090909091
tanh,brute,20,gini,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,38,constant,60,log2,4,39,kneighborsClassifier,2,10,lbfgs,uniform,0.9636363636363636
identity,ball_tree,22,entropy,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,20,constant,93,auto,11,37,nnClassifier,3,1,sgd,uniform,0.04363636363636364
logistic,auto,14,gini,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,8,invscaling,53,sqrt,14,5,nnClassifier,10,6,lbfgs,uniform,0.09454545454545454
logistic,kd_tree,11,entropy,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,27,invscaling,67,log2,18,14,nnClassifier,8,1,adam,uniform,0.0890909090909091
logistic,auto,27,entropy,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,4,constant,29,auto,12,15,kneighborsClassifier,4,1,sgd,uniform,0.9836363636363636
relu,brute,22,gini,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,15,invscaling,53,sqrt,19,16,nnClassifier,8,4,adam,uniform,0.09090909090909091
logistic,ball_tree,25,entropy,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,20,invscaling,72,sqrt,13,34,kneighborsClassifier,8,8,adam,uniform,0.9709090909090909
logistic,brute,30,entropy,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,36,adaptive,28,log2,19,21,randomForestClassifier,9,3,lbfgs,distance,0.9236363636363636
identity,ball_tree,15,gini,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,4,adaptive,48,sqrt,3,22,randomForestClassifier,9,5,lbfgs,distance,0.9454545454545454
logistic,kd_tree,11,entropy,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,24,constant,31,log2,16,6,randomForestClassifier,1,3,adam,uniform,0.9381818181818182
