activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,17,gini,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,11,invscaling,51,log2,13,16,randomForestClassifier,9,1,adam,uniform,0.9527272727272728
identity,brute,29,gini,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,16,adaptive,38,sqrt,18,12,nnClassifier,2,7,lbfgs,uniform,0.04181818181818182
relu,brute,8,gini,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,18,invscaling,92,sqrt,20,34,randomForestClassifier,4,1,lbfgs,distance,0.9090909090909091
relu,brute,18,gini,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,9,invscaling,28,log2,12,34,randomForestClassifier,6,3,adam,uniform,0.9636363636363636
logistic,auto,14,gini,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,23,invscaling,63,sqrt,11,28,kneighborsClassifier,7,1,lbfgs,uniform,0.9872727272727273
identity,kd_tree,23,entropy,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,34,adaptive,92,sqrt,9,7,nnClassifier,7,7,sgd,uniform,0.09090909090909091
identity,auto,30,entropy,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,28,constant,6,sqrt,12,12,nnClassifier,8,8,sgd,uniform,0.09636363636363636
identity,auto,25,gini,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,2,invscaling,52,auto,2,11,nnClassifier,3,7,adam,uniform,0.05272727272727273
identity,auto,13,gini,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,22,constant,80,auto,17,32,nnClassifier,9,9,adam,uniform,0.09454545454545454
tanh,kd_tree,13,gini,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,31,adaptive,40,auto,13,33,randomForestClassifier,1,3,adam,distance,0.9363636363636364
relu,brute,25,entropy,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,14,invscaling,97,log2,19,25,kneighborsClassifier,2,4,sgd,uniform,0.9854545454545455
relu,brute,30,entropy,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,26,adaptive,85,sqrt,14,31,randomForestClassifier,4,8,sgd,uniform,0.9290909090909091
logistic,auto,23,gini,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,22,invscaling,13,log2,10,23,nnClassifier,10,2,sgd,distance,0.0
identity,brute,26,gini,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,33,constant,37,auto,4,12,nnClassifier,7,1,adam,uniform,0.08363636363636363
relu,auto,31,entropy,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,5,invscaling,30,log2,7,9,randomForestClassifier,9,5,adam,distance,0.9709090909090909
identity,kd_tree,25,gini,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,13,invscaling,39,log2,7,27,nnClassifier,8,3,adam,distance,0.08
logistic,auto,10,entropy,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,34,invscaling,39,sqrt,3,17,nnClassifier,7,9,sgd,uniform,0.0
relu,kd_tree,19,entropy,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,31,adaptive,87,sqrt,11,27,randomForestClassifier,6,5,adam,distance,0.9509090909090909
identity,kd_tree,10,gini,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,29,constant,83,log2,9,27,kneighborsClassifier,7,1,sgd,uniform,0.9818181818181818
logistic,kd_tree,27,gini,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,28,constant,66,sqrt,12,6,randomForestClassifier,6,2,adam,uniform,0.9418181818181818
logistic,ball_tree,26,entropy,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,31,constant,52,log2,14,38,kneighborsClassifier,9,10,sgd,uniform,0.9854545454545455
relu,auto,28,gini,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,36,adaptive,71,auto,9,34,nnClassifier,8,9,sgd,uniform,0.09818181818181818
tanh,auto,30,entropy,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,30,adaptive,69,sqrt,19,24,nnClassifier,3,8,adam,uniform,0.08181818181818182
relu,kd_tree,29,gini,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,21,adaptive,67,sqrt,17,22,kneighborsClassifier,8,9,adam,uniform,0.9836363636363636
relu,auto,10,entropy,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,33,constant,92,sqrt,4,2,kneighborsClassifier,1,10,adam,distance,0.9818181818181818
relu,kd_tree,26,gini,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,36,invscaling,47,auto,19,40,nnClassifier,8,5,adam,distance,0.09636363636363636
logistic,ball_tree,30,entropy,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,5,constant,57,auto,5,29,kneighborsClassifier,5,1,sgd,distance,0.9781818181818182
tanh,ball_tree,24,entropy,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,2,constant,19,log2,3,19,randomForestClassifier,2,7,sgd,distance,0.9490909090909091
logistic,kd_tree,13,entropy,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,35,constant,28,sqrt,17,12,nnClassifier,1,2,sgd,distance,0.0
logistic,brute,29,gini,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,18,constant,31,sqrt,19,18,kneighborsClassifier,8,9,sgd,distance,0.9818181818181818
tanh,brute,8,entropy,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,36,invscaling,67,auto,15,35,kneighborsClassifier,4,2,adam,distance,0.9836363636363636
relu,ball_tree,13,entropy,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,15,constant,61,log2,8,35,nnClassifier,5,8,lbfgs,uniform,0.09818181818181818
logistic,kd_tree,9,gini,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,23,invscaling,43,log2,16,35,nnClassifier,8,10,sgd,uniform,0.0
relu,ball_tree,25,gini,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,27,adaptive,22,sqrt,13,7,nnClassifier,1,5,adam,uniform,0.014545454545454545
relu,auto,24,entropy,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,18,invscaling,91,log2,18,16,nnClassifier,3,5,lbfgs,distance,0.056363636363636366
relu,ball_tree,13,entropy,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,17,invscaling,41,auto,20,34,nnClassifier,2,10,lbfgs,distance,0.0036363636363636364
tanh,auto,26,gini,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,25,adaptive,98,log2,20,20,nnClassifier,3,3,sgd,distance,0.06181818181818182
logistic,auto,26,entropy,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,3,constant,86,log2,12,32,randomForestClassifier,2,10,adam,uniform,0.9509090909090909
relu,ball_tree,23,entropy,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,10,constant,71,sqrt,20,26,randomForestClassifier,1,5,lbfgs,uniform,0.9163636363636364
identity,kd_tree,14,entropy,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,3,invscaling,10,sqrt,14,24,kneighborsClassifier,6,6,lbfgs,distance,0.9836363636363636
logistic,brute,13,entropy,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,4,adaptive,32,log2,2,10,randomForestClassifier,3,7,lbfgs,distance,0.9763636363636363
relu,auto,29,gini,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,13,invscaling,54,auto,16,8,kneighborsClassifier,10,3,adam,distance,0.9818181818181818
logistic,kd_tree,13,gini,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,29,constant,16,auto,3,7,randomForestClassifier,10,5,sgd,uniform,0.9672727272727273
tanh,kd_tree,22,gini,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,26,constant,91,auto,20,28,nnClassifier,1,3,sgd,distance,0.0
tanh,kd_tree,9,entropy,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,13,invscaling,6,auto,18,34,randomForestClassifier,10,10,lbfgs,uniform,0.8981818181818182
identity,ball_tree,14,entropy,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,21,invscaling,68,auto,8,30,nnClassifier,4,2,sgd,uniform,0.02181818181818182
relu,ball_tree,10,gini,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,10,constant,65,log2,15,11,nnClassifier,5,10,adam,uniform,0.09818181818181818
logistic,ball_tree,9,entropy,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,8,constant,45,auto,18,20,nnClassifier,3,1,adam,uniform,0.06545454545454546
tanh,auto,17,entropy,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,35,adaptive,49,sqrt,19,27,kneighborsClassifier,9,9,lbfgs,uniform,0.9763636363636363
identity,kd_tree,15,entropy,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,36,invscaling,67,sqrt,12,38,kneighborsClassifier,9,6,adam,distance,0.9818181818181818
relu,brute,18,gini,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,23,invscaling,55,auto,9,16,randomForestClassifier,8,1,lbfgs,uniform,0.94
identity,kd_tree,13,entropy,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,38,invscaling,22,auto,8,15,nnClassifier,4,3,sgd,distance,0.02909090909090909
relu,kd_tree,11,gini,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,25,adaptive,44,log2,20,26,nnClassifier,4,4,adam,distance,0.09818181818181818
relu,brute,14,entropy,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,22,adaptive,71,auto,10,36,nnClassifier,3,6,lbfgs,distance,0.056363636363636366
identity,auto,12,gini,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,constant,27,auto,18,5,randomForestClassifier,10,1,lbfgs,uniform,0.92
logistic,brute,28,entropy,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,25,adaptive,29,sqrt,9,24,nnClassifier,6,3,lbfgs,uniform,0.07090909090909091
logistic,kd_tree,17,gini,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,25,constant,32,auto,15,28,kneighborsClassifier,6,8,adam,distance,0.9854545454545455
identity,auto,26,gini,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,20,invscaling,98,log2,6,12,nnClassifier,1,3,adam,uniform,0.01818181818181818
logistic,brute,16,gini,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,38,adaptive,27,log2,11,28,nnClassifier,2,3,lbfgs,distance,0.0
tanh,brute,27,entropy,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,25,constant,36,sqrt,6,28,randomForestClassifier,3,6,sgd,uniform,0.9290909090909091
logistic,ball_tree,23,entropy,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,28,constant,45,log2,9,24,nnClassifier,7,1,sgd,distance,0.014545454545454545
relu,ball_tree,17,gini,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,31,invscaling,11,log2,16,25,randomForestClassifier,4,7,lbfgs,distance,0.9509090909090909
tanh,kd_tree,25,gini,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,29,invscaling,73,sqrt,8,21,randomForestClassifier,7,1,adam,distance,0.9709090909090909
relu,brute,27,gini,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,27,constant,63,log2,7,34,nnClassifier,1,5,lbfgs,uniform,0.0
logistic,ball_tree,23,gini,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,12,constant,43,auto,20,15,kneighborsClassifier,10,8,sgd,distance,0.9818181818181818
relu,ball_tree,31,entropy,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,23,adaptive,43,sqrt,14,2,nnClassifier,3,3,adam,uniform,0.09818181818181818
tanh,auto,25,gini,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,invscaling,100,auto,5,28,kneighborsClassifier,4,5,lbfgs,distance,0.9890909090909091
relu,brute,28,entropy,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,25,constant,60,auto,9,30,nnClassifier,1,7,sgd,uniform,0.00909090909090909
logistic,ball_tree,28,gini,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,adaptive,19,auto,11,13,randomForestClassifier,6,2,adam,uniform,0.9381818181818182
relu,auto,18,gini,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,3,adaptive,26,auto,3,11,nnClassifier,2,6,lbfgs,distance,0.06
identity,kd_tree,17,gini,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,8,adaptive,89,auto,7,30,randomForestClassifier,2,4,sgd,uniform,0.9563636363636364
logistic,ball_tree,22,entropy,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,8,adaptive,12,auto,11,7,randomForestClassifier,5,5,sgd,uniform,0.9454545454545454
relu,kd_tree,21,gini,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,28,adaptive,27,log2,20,17,kneighborsClassifier,4,8,adam,uniform,0.9854545454545455
logistic,ball_tree,17,gini,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,9,adaptive,11,log2,12,27,kneighborsClassifier,9,3,lbfgs,distance,0.9745454545454545
relu,brute,17,gini,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,7,adaptive,81,auto,10,40,randomForestClassifier,1,1,adam,uniform,0.9218181818181819
tanh,auto,8,entropy,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,7,invscaling,96,auto,8,11,randomForestClassifier,9,6,lbfgs,distance,0.9509090909090909
logistic,kd_tree,13,entropy,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,28,adaptive,41,auto,15,25,nnClassifier,2,5,adam,distance,0.034545454545454546
identity,ball_tree,22,entropy,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,4,invscaling,77,sqrt,18,19,randomForestClassifier,8,7,adam,distance,0.9345454545454546
logistic,kd_tree,21,gini,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,34,adaptive,74,log2,19,39,kneighborsClassifier,4,7,sgd,uniform,0.9890909090909091
identity,ball_tree,12,entropy,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,13,invscaling,81,sqrt,8,2,randomForestClassifier,4,1,sgd,distance,0.9563636363636364
relu,kd_tree,27,gini,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,10,constant,71,log2,14,28,nnClassifier,5,5,adam,distance,0.09818181818181818
relu,ball_tree,32,entropy,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17,adaptive,32,auto,2,16,kneighborsClassifier,4,4,adam,uniform,0.9618181818181818
logistic,auto,14,entropy,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,23,invscaling,74,log2,15,9,kneighborsClassifier,4,10,lbfgs,uniform,0.9854545454545455
logistic,ball_tree,17,gini,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2,constant,73,sqrt,17,37,kneighborsClassifier,8,8,sgd,uniform,0.98
logistic,ball_tree,17,entropy,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,34,invscaling,58,sqrt,10,10,nnClassifier,5,7,sgd,distance,0.0
tanh,ball_tree,12,gini,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,30,invscaling,68,log2,14,22,nnClassifier,8,4,lbfgs,uniform,0.09818181818181818
relu,ball_tree,13,gini,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,37,invscaling,82,sqrt,2,33,nnClassifier,7,9,sgd,uniform,0.038181818181818185
