feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.4076782449725777,154.16224598884583
1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,8,NA,distance,0.5146252285191956,159.52253890037537
1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,5,NA,distance,0.5319926873857403,165.10748481750488
1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.4744058500914077,170.3750970363617
1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,log2,15,31,nan,nan,NA,NA,0.5987202925045704,177.5359284877777
0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,log2,2,27,nan,nan,NA,NA,0.6361974405850092,185.014897108078
1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,4,30,nan,nan,NA,NA,0.5712979890310786,192.27649593353271
1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,sqrt,6,23,nan,nan,NA,NA,0.6179159049360147,199.6249189376831
1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,sqrt,20,11,nan,nan,NA,NA,0.5173674588665448,205.7718152999878
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,log2,8,20,nan,nan,NA,NA,0.6243144424131627,212.30965280532837
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,auto,14,21,nan,nan,NA,NA,0.5895795246800731,220.22199130058289
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,auto,6,33,nan,nan,NA,NA,0.6608775137111518,227.09230995178223
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,log2,1,11,nan,nan,NA,NA,0.6270566727605119,234.26813745498657
0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,sqrt,6,34,nan,nan,NA,NA,0.6115173674588665,241.90765500068665
0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,10,17,nan,nan,NA,NA,0.5639853747714808,248.60668277740479
0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,log2,13,30,nan,nan,NA,NA,0.4926873857404022,256.07124614715576
0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,sqrt,9,6,nan,nan,NA,NA,0.5411334552102377,264.34552574157715
1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,auto,7,29,nan,nan,NA,NA,0.6142595978062158,271.7452392578125
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,log2,3,18,nan,nan,NA,NA,0.593235831809872,278.4889988899231
1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,auto,3,29,nan,nan,NA,NA,0.573126142595978,286.53334879875183
0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,sqrt,3,8,nan,nan,NA,NA,0.6727605118829981,293.4441843032837
1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,auto,6,3,nan,nan,NA,NA,0.5502742230347349,300.9703919887543
0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,sqrt,18,7,nan,nan,NA,NA,0.5712979890310786,308.922566652298
1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,32,sqrt,9,8,nan,nan,NA,NA,0.6188299817184644,315.8505582809448
1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,sqrt,12,5,nan,nan,NA,NA,0.613345521023766,323.007342338562
1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,1,8,nan,nan,NA,NA,0.6279707495429616,329.9883270263672
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,sqrt,7,32,nan,nan,NA,NA,0.603290676416819,336.25638818740845
0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,auto,10,14,nan,nan,NA,NA,0.5493601462522852,343.22810554504395
1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,log2,4,12,nan,nan,NA,NA,0.5859232175502742,351.4299952983856
0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,sqrt,13,17,nan,nan,NA,NA,0.5941499085923218,358.2274122238159
0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,auto,2,38,nan,nan,NA,NA,0.6352833638025595,364.68044900894165
0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,auto,12,31,nan,nan,NA,NA,0.6069469835466179,372.6013147830963
0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,log2,1,10,nan,nan,NA,NA,0.6983546617915904,379.41693449020386
0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,auto,3,34,nan,nan,NA,NA,0.6983546617915904,387.70878505706787
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,92,auto,1,24,nan,nan,NA,NA,0.6343692870201096,397.2170054912567
1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,log2,1,17,nan,nan,NA,NA,0.6809872029250457,404.2820625305176
0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,auto,5,17,nan,nan,NA,NA,0.6572212065813529,411.3909776210785
1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,log2,5,38,nan,nan,NA,NA,0.5493601462522852,418.6117670536041
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,auto,6,38,nan,nan,NA,NA,0.5694698354661791,425.12539505958557
1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,log2,3,10,nan,nan,NA,NA,0.6170018281535649,431.6923885345459
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,log2,1,4,nan,nan,NA,NA,0.7138939670932358,438.51541566848755
1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,1,21,nan,nan,NA,NA,0.5383912248628885,445.3531594276428
1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,log2,3,8,nan,nan,NA,NA,0.5795246800731262,452.9906601905823
1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,log2,2,31,nan,nan,NA,NA,0.670018281535649,461.26406741142273
0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,auto,3,9,nan,nan,NA,NA,0.6252285191956124,469.11373138427734
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,sqrt,1,40,nan,nan,NA,NA,0.5685557586837294,477.3548266887665
1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,auto,2,5,nan,nan,NA,NA,0.7029250457038391,485.32578802108765
0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,2,7,nan,nan,NA,NA,0.5539305301645339,492.4532241821289
1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,auto,2,6,nan,nan,NA,NA,0.7257769652650823,498.98298048973083
0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,auto,2,7,nan,nan,NA,NA,0.5594149908592322,507.0925488471985
1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,auto,2,5,nan,nan,NA,NA,0.7029250457038391,514.3020141124725
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,sqrt,1,5,nan,nan,NA,NA,0.7367458866544789,522.0421388149261
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.4524680073126143,527.4584319591522
1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,log2,5,4,nan,nan,NA,NA,0.7056672760511883,536.7628228664398
1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,sqrt,1,12,nan,nan,NA,NA,0.6837294332723949,544.3708381652832
0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,1,3,nan,nan,NA,NA,0.7038391224862889,551.6376347541809
1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,auto,2,6,nan,nan,NA,NA,0.6014625228519196,558.7971048355103
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,sqrt,1,8,nan,nan,NA,NA,0.6352833638025595,568.4724278450012
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,sqrt,6,6,nan,nan,NA,NA,0.7010968921389397,575.2026369571686
1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,sqrt,3,4,nan,nan,NA,NA,0.6517367458866545,583.3499839305878
1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,sqrt,8,4,nan,nan,NA,NA,0.6288848263254113,591.0540244579315
0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,sqrt,1,2,nan,nan,NA,NA,0.613345521023766,599.8458940982819
1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,auto,2,6,nan,nan,NA,NA,0.6782449725776966,606.7925870418549
1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,4,3,nan,nan,NA,NA,0.5840950639853748,614.5836985111237
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,log2,6,13,nan,nan,NA,NA,0.6316270566727605,620.1309633255005
1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,auto,4,25,nan,nan,NA,NA,0.6736745886654479,627.5850307941437
1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,auto,6,2,nan,nan,NA,NA,0.7111517367458866,636.181093454361
0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,74,log2,1,5,nan,nan,NA,NA,0.583180987202925,643.8961567878723
0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,auto,4,6,nan,nan,NA,NA,0.6691042047531993,650.7503409385681
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,auto,2,4,nan,nan,NA,NA,0.6471663619744058,659.283478975296
0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,auto,6,11,nan,nan,NA,NA,0.6755027422303473,665.885913848877
0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,sqrt,6,11,nan,nan,NA,NA,0.6398537477148081,673.0623881816864
0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,sqrt,1,3,nan,nan,NA,NA,0.6736745886654479,681.5583572387695
1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,6,5,nan,nan,NA,NA,0.6325411334552102,687.9709899425507
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,auto,5,24,nan,nan,NA,NA,0.613345521023766,693.6039481163025
1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,auto,1,32,nan,nan,NA,NA,0.670018281535649,700.0178823471069
0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,log2,1,10,nan,nan,NA,NA,0.6197440585009141,707.0132467746735
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,auto,11,5,nan,nan,NA,NA,0.6563071297989032,714.0880918502808
0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,sqrt,15,34,nan,nan,NA,NA,0.6471663619744058,720.8585071563721
0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,10,9,nan,nan,NA,NA,0.6096892138939671,726.6038358211517
1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,sqrt,5,12,nan,nan,NA,NA,0.7029250457038391,735.2229163646698
1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,sqrt,13,6,nan,nan,NA,NA,0.6517367458866545,741.8080897331238
0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,sqrt,3,29,nan,nan,NA,NA,0.5996343692870201,749.0207521915436
1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,auto,6,38,nan,nan,NA,NA,0.6252285191956124,756.952232837677
0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,log2,1,4,nan,nan,NA,NA,0.6956124314442413,763.8497278690338
1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,5,3,nan,nan,NA,NA,0.5923217550274223,771.5593881607056
1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,log2,5,10,nan,nan,NA,NA,0.7212065813528337,779.9598925113678
0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,sqrt,5,7,nan,nan,NA,NA,0.6727605118829981,787.4485499858856
0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,log2,2,4,nan,nan,NA,NA,0.5987202925045704,794.3604669570923
1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,log2,2,2,nan,nan,NA,NA,0.7056672760511883,801.3447079658508
