,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,2.0,None,uniform,0.9013574660633484,ok,77.12477478594519
11,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,60,log2,20,37,None,None,None,None,0.8959276018099548,ok,77.68301502498798
12,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,nnClassifier,tanh,None,11.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.5067873303167421,ok,119.8704796929378
13,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,24,sqrt,17,16,None,None,None,None,0.8796380090497737,ok,120.42771772877313
14,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.5040723981900452,ok,126.52402492589317
15,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,40,sqrt,13,21,None,None,None,None,0.8959276018099548,ok,127.06398946186528
16,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,kneighborsClassifier,None,auto,None,None,34.0,None,None,None,None,None,None,8.0,None,distance,0.7592760180995475,ok,127.2250600089319
17,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,6.0,None,distance,0.9475113122171945,ok,127.50204166490585
18,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,nnClassifier,identity,None,16.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.5040723981900452,ok,131.49892385094427
19,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,72,log2,18,9,None,None,None,None,0.9031674208144796,ok,132.04072467493825
20,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,4.0,None,distance,0.951131221719457,ok,132.32041108398698
21,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,5.0,None,distance,0.9493212669683257,ok,132.62316746381111
22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,4.0,None,uniform,0.930316742081448,ok,132.9004621647764
23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,5.0,None,distance,0.9493212669683257,ok,133.29261071397923
24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,30.0,None,None,None,None,None,None,6.0,None,distance,0.9502262443438914,ok,133.53946302295662
25,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,27.0,None,None,None,None,None,None,6.0,None,distance,0.9529411764705882,ok,133.78276313398965
26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,10.0,None,None,None,None,None,None,4.0,None,uniform,0.934841628959276,ok,134.05465081892908
27,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,10.0,None,distance,0.9529411764705882,ok,134.29930376587436
28,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,10.0,None,distance,0.9484162895927601,ok,134.54584143985994
29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,9.0,None,uniform,0.9194570135746606,ok,134.81817400781438
30,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,7.0,None,distance,0.9493212669683257,ok,135.13477460690774
31,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,10,auto,4,26,None,None,None,None,0.9438914027149321,ok,135.8485703379847
32,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,10.0,None,distance,0.9484162895927601,ok,136.0970905679278
33,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,26.0,None,None,None,None,None,None,9.0,None,distance,0.9484162895927601,ok,136.34627252677456
34,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,36.0,None,None,None,None,None,None,7.0,None,uniform,0.9176470588235294,ok,136.62122717895545
35,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,97,auto,7,3,None,None,None,None,0.9466063348416289,ok,137.25917434482835
36,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,nnClassifier,logistic,None,30.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.49321266968325794,ok,159.37484206189401
37,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,1.0,None,distance,0.9049773755656109,ok,159.62887654593214
38,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,28.0,None,None,None,None,None,None,9.0,None,distance,0.9502262443438914,ok,159.87979081482626
39,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,nnClassifier,tanh,None,26.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.49411764705882355,ok,186.2431794309523
40,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,7.0,None,distance,0.9457013574660633,ok,186.485229448881
41,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,2.0,None,distance,0.9076923076923077,ok,186.63314208993688
42,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,96,auto,8,30,None,None,None,None,0.9194570135746606,ok,187.25531137897633
43,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,nnClassifier,identity,None,24.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,0.5049773755656108,ok,187.67917640693486
44,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,10.0,None,uniform,0.832579185520362,ok,187.94686967786402
45,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,23.0,None,None,None,None,None,None,6.0,None,distance,0.930316742081448,ok,188.18736522388645
46,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,6,log2,15,3,None,None,None,None,0.885972850678733,ok,188.70846626581624
47,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.4968325791855204,ok,208.5121699948795
48,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,3.0,None,distance,0.9040723981900453,ok,208.67777526681311
49,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,3.0,None,distance,0.9085972850678733,ok,208.95223251078278
50,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,88,sqrt,9,40,None,None,None,None,0.9402714932126697,ok,209.55240329378285
51,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,nnClassifier,tanh,None,15.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,0.5004524886877828,ok,217.34241007384844
52,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,9.0,None,uniform,0.8787330316742081,ok,217.6102744329255
53,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,5.0,None,distance,0.9393665158371041,ok,217.85750803095289
54,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9556561085972851,ok,218.10324916499667
55,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,25,auto,3,18,None,None,None,None,0.9176470588235294,ok,218.71016214997508
56,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,nnClassifier,tanh,None,8.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.4841628959276018,ok,283.87686585099436
57,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9647058823529412,ok,284.16281499387696
58,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9656108597285068,ok,284.45664552995004
59,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,7.0,None,distance,0.9402714932126697,ok,284.7589995157905
60,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,77,auto,20,30,None,None,None,None,0.8669683257918552,ok,285.28935105679557
61,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,8.0,None,uniform,0.930316742081448,ok,285.59434076794423
62,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,nnClassifier,logistic,None,22.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.4995475113122172,ok,291.6733511388302
63,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.9665158371040724,ok,292.05267149279825
64,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,9.0,None,distance,0.92579185520362,ok,292.34908301383257
65,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9665158371040724,ok,292.6437607649714
66,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,7.0,None,distance,0.9647058823529412,ok,292.9364098007791
67,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.9665158371040724,ok,293.2300990289077
68,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,9.0,None,distance,0.9638009049773756,ok,293.5254332679324
69,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,8.0,None,distance,0.9665158371040724,ok,293.83670784998685
70,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,13.0,None,None,None,None,None,None,7.0,None,distance,0.9638009049773756,ok,294.14519329881296
71,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,6.0,None,distance,0.9638009049773756,ok,294.4519790688064
72,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,21.0,None,None,None,None,None,None,5.0,None,distance,0.9619909502262444,ok,294.8250456128735
73,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,7.0,None,None,None,None,None,None,10.0,None,distance,0.9647058823529412,ok,295.22833603899926
74,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,8.0,None,distance,0.9665158371040724,ok,295.53973407880403
75,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,6.0,None,uniform,0.9429864253393665,ok,295.8963303989731
76,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,32,sqrt,6,9,None,None,None,None,0.9583710407239819,ok,296.521403987892
77,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,9.0,None,distance,0.9493212669683257,ok,296.8833420057781
78,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,nnClassifier,identity,None,15.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.5076923076923077,ok,309.35306200478226
79,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,18.0,None,None,None,None,None,None,8.0,None,distance,0.9212669683257918,ok,309.60369298397563
80,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,13.0,None,None,None,None,None,None,7.0,None,distance,0.9692307692307692,ok,309.9348117588088
81,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,7.0,None,uniform,0.9104072398190045,ok,310.2044288269244
82,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,13,log2,10,23,None,None,None,None,0.9239819004524887,ok,310.7424932029098
83,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,31.0,None,None,None,None,None,None,6.0,None,distance,0.9040723981900453,ok,310.9661944617983
84,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.49411764705882355,ok,328.95245749293827
85,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,4.0,None,distance,0.9366515837104072,ok,329.20587057294324
86,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,5.0,None,None,None,None,None,None,7.0,None,distance,0.9447963800904977,ok,329.4518843628466
87,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,79,sqrt,14,14,None,None,None,None,0.8633484162895928,ok,329.99782771081664
88,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,5.0,None,distance,0.9665158371040724,ok,330.24286282784306
89,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnClassifier,relu,None,19.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.48687782805429863,ok,334.8828183268197
90,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,12.0,None,None,None,None,None,None,10.0,None,uniform,0.9058823529411765,ok,335.1545198888052
91,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,6.0,None,distance,0.9085972850678733,ok,335.37787185399793
92,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,5.0,None,distance,0.9294117647058824,ok,335.6320204308722
93,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,64,log2,16,31,None,None,None,None,0.9493212669683257,ok,336.2425136337988
94,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,20.0,None,None,None,None,None,None,9.0,None,distance,0.9393665158371041,ok,336.4914249428548
95,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,nnClassifier,identity,None,26.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.5049773755656108,ok,347.97453018883243
96,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,7.0,None,uniform,0.8470588235294118,ok,348.2033071089536
97,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,8.0,None,distance,0.9638009049773756,ok,348.4562091578264
98,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,9.0,None,distance,0.96289592760181,ok,348.8489696579054
99,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,2,auto,11,26,None,None,None,None,0.902262443438914,ok,349.3040961008519
