,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
22,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,38,None,None,None,None,None,None,5,None,distance,0.9366515837104072,ok,95.60440860991366
23,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,4,None,distance,0.9339366515837104,ok,95.84204414789565
24,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,25,None,None,None,None,None,None,6,None,uniform,0.9122171945701357,ok,96.16235143900849
25,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,34,None,None,None,None,None,None,5,None,distance,0.9438914027149321,ok,96.45883488585241
26,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,35,None,None,None,None,None,None,4,None,distance,0.9312217194570136,ok,96.68268549395725
27,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,40,None,None,None,None,None,None,5,None,distance,0.9556561085972851,ok,96.90627756388858
28,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,2,None,distance,0.9266968325791856,ok,97.12002159887925
29,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,40,None,None,None,None,None,None,4,None,uniform,0.9230769230769231,ok,97.37266287696548
30,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,3,None,None,None,None,None,None,3,None,distance,0.9393665158371041,ok,97.79344027698971
31,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,nnClassifier,tanh,None,18.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.5095022624434389,ok,105.70847924193367
32,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,nnClassifier,tanh,None,9.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.5149321266968325,ok,113.65859417291358
33,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,34,None,None,None,None,None,None,5,None,distance,0.9484162895927601,ok,114.03748326585628
34,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,nnClassifier,logistic,None,31.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.5140271493212669,ok,135.25449689803645
35,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,29,None,None,None,None,None,None,1,None,distance,0.9013574660633484,ok,135.46615412388928
36,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,7,None,uniform,0.8877828054298642,ok,135.76608543191105
37,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,nnClassifier,logistic,None,22.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,0.5095022624434389,ok,158.85651982482523
38,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,40,None,None,None,None,None,None,6,None,distance,0.9049773755656109,ok,159.13424500683323
39,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,34,None,None,None,None,None,None,3,None,distance,0.9502262443438914,ok,159.4262659610249
40,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,12,None,None,None,None,None,None,1,None,distance,0.7719457013574661,ok,159.70563034596853
41,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,93.0,log2,15.0,3.0,None,None,None,None,0.9248868778280543,ok,160.2590980278328
42,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,nnClassifier,relu,None,8.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.5095022624434389,ok,164.73193425801583
43,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,3,None,uniform,0.7963800904977375,ok,165.0424529640004
44,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,2,None,distance,0.902262443438914,ok,165.18958885082975
45,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,66.0,log2,2.0,15.0,None,None,None,None,0.9484162895927601,ok,165.8114443649538
46,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,2,None,None,None,None,None,None,4,None,distance,0.7647058823529411,ok,166.1325353598222
47,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,nnClassifier,identity,None,18.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.5158371040723982,ok,181.51272944989614
48,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,2.0,sqrt,7.0,39.0,None,None,None,None,0.9266968325791856,ok,181.9463343839161
49,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,22,None,None,None,None,None,None,3,None,distance,0.7737556561085973,ok,182.15498715895228
50,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,2,None,uniform,0.9176470588235294,ok,182.53283413802274
51,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,1.0,log2,14.0,40.0,None,None,None,None,0.930316742081448,ok,183.09714883496054
52,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,18,None,None,None,None,None,None,8,None,distance,0.9049773755656109,ok,183.40078263287432
53,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,37,None,None,None,None,None,None,1,None,distance,0.9040723981900453,ok,183.5306321629323
54,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,nnClassifier,tanh,None,31.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.5194570135746607,ok,199.87012184690684
55,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,27,None,None,None,None,None,None,4,None,distance,0.9149321266968325,ok,200.05340434191748
56,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,60.0,auto,18.0,16.0,None,None,None,None,0.8959276018099548,ok,200.64995984686539
57,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,6,None,None,None,None,None,None,6,None,distance,0.9266968325791856,ok,200.89209637488239
58,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,19,None,None,None,None,None,None,10,None,distance,0.9429864253393665,ok,201.26895409589633
59,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,14,None,None,None,None,None,None,7,None,uniform,0.9248868778280543,ok,201.58327476889826
60,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,nnClassifier,identity,None,25.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.5067873303167421,ok,204.21566644799896
61,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,5.0,30.0,None,None,None,None,0.934841628959276,ok,204.85035059601068
62,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,3,None,distance,0.9176470588235294,ok,205.0611077658832
63,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,9,None,distance,0.951131221719457,ok,205.31904593203217
64,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,26,None,None,None,None,None,None,9,None,distance,0.9420814479638009,ok,205.57292563701048
65,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,9,None,distance,0.951131221719457,ok,205.82868118397892
66,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,9,None,distance,0.951131221719457,ok,206.0873167028185
67,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,30,None,None,None,None,None,None,10,None,distance,0.9520361990950226,ok,206.41314234491438
68,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,10,None,distance,0.9520361990950226,ok,206.67151754698716
69,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,10,None,distance,0.9520361990950226,ok,206.93006167700514
70,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,8,None,distance,0.951131221719457,ok,207.18746051797643
71,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,10,None,distance,0.9520361990950226,ok,207.44770394195803
72,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,8,None,distance,0.951131221719457,ok,207.70615698304027
73,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,7,None,uniform,0.9285067873303168,ok,207.98966424283572
74,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,19,None,None,None,None,None,None,10,None,distance,0.9502262443438914,ok,208.2477538168896
75,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,nnClassifier,tanh,None,12.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.5149321266968325,ok,216.18515846692026
76,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,14,None,None,None,None,None,None,5,None,distance,0.9565610859728507,ok,216.64779137191363
77,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,33.0,auto,12.0,3.0,None,None,None,None,0.9013574660633484,ok,217.26354988082312
78,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,5,None,distance,0.9556561085972851,ok,217.64504812797531
79,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,7,None,None,None,None,None,None,5,None,distance,0.9357466063348416,ok,218.01490178587846
80,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,nnClassifier,relu,None,16.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.5113122171945701,ok,234.06770083098672
81,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,6,None,uniform,0.9384615384615385,ok,234.47482448001392
82,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,15,None,None,None,None,None,None,5,None,distance,0.9230769230769231,ok,234.79166754893959
83,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,70.0,log2,17.0,11.0,None,None,None,None,0.92579185520362,ok,235.4080002529081
84,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,9,None,None,None,None,None,None,4,None,distance,0.9375565610859729,ok,235.80193085991777
85,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,nnClassifier,logistic,None,24.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.5140271493212669,ok,261.1380939120427
86,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,5,None,None,None,None,None,None,6,None,distance,0.9140271493212669,ok,261.53327211993746
87,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,13,None,None,None,None,None,None,5,None,uniform,0.9447963800904977,ok,261.94047734397464
88,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,10.0,auto,9.0,19.0,None,None,None,None,0.9212669683257918,ok,262.5661339899525
89,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,7,None,distance,0.9457013574660633,ok,262.87287875195034
90,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,17,None,None,None,None,None,None,4,None,distance,0.9457013574660633,ok,263.23855313495733
91,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,nnClassifier,logistic,None,10.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.5067873303167421,ok,268.81032834295183
92,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,15,None,None,None,None,None,None,5,None,distance,0.9466063348416289,ok,269.14041308895685
93,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,6,None,distance,0.9375565610859729,ok,269.4611387460027
94,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,56.0,log2,4.0,36.0,None,None,None,None,0.9411764705882353,ok,270.14349917601794
95,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,4,None,None,None,None,None,None,4,None,uniform,0.8778280542986425,ok,270.59196673100814
96,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,12,None,None,None,None,None,None,5,None,distance,0.9547511312217195,ok,270.97055630991235
97,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,nnClassifier,tanh,None,32.0,None,None,invscaling,None,None,None,None,5.0,None,sgd,None,0.5076923076923077,ok,289.58254591189325
98,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,19,None,None,None,None,None,None,7,None,distance,0.9502262443438914,ok,289.83360686991364
99,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,16,None,None,None,None,None,None,4,None,distance,0.9194570135746606,ok,290.1162164648995
