,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
16,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,64.0,log2,11.0,14.0,None,None,None,None,0.8153846153846154,ok,15.757547450019047
17,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,71.0,auto,17.0,35.0,None,None,None,None,0.9212669683257918,ok,16.261319069890305
18,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,nnClassifier,tanh,None,12,None,None,adaptive,None,None,None,None,9,None,adam,None,0.5294117647058824,ok,46.89307763194665
19,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,nnClassifier,tanh,None,22,None,None,adaptive,None,None,None,None,9,None,sgd,None,0.5402714932126697,ok,72.48445011302829
20,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,6.0,None,distance,0.9357466063348416,ok,72.66468217386864
21,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,6.0,None,distance,0.9457013574660633,ok,72.85735248099081
22,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,6.0,None,distance,0.9357466063348416,ok,73.03873732802458
23,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,9.0,None,distance,0.9438914027149321,ok,73.23652626480907
24,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,34.0,None,None,None,None,None,None,10.0,None,distance,0.9457013574660633,ok,73.5350306648761
25,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,9.0,None,distance,0.9466063348416289,ok,73.77123481687158
26,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,9.0,None,distance,0.9466063348416289,ok,74.0014678479638
27,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,10.0,None,distance,0.9457013574660633,ok,74.23442467697896
28,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,nnClassifier,identity,None,10,None,None,invscaling,None,None,None,None,2,None,adam,None,0.5330316742081448,ok,81.33451367192902
29,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9466063348416289,ok,81.54209906584583
30,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,nnClassifier,identity,None,31,None,None,invscaling,None,None,None,None,5,None,sgd,None,0.5294117647058824,ok,83.62411055085249
31,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,9.0,None,distance,0.9466063348416289,ok,83.85565362684429
32,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,19.0,None,None,None,None,None,None,8.0,None,distance,0.9429864253393665,ok,84.16178014781326
33,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,8.0,None,distance,0.930316742081448,ok,84.42804271099158
34,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,36.0,None,None,None,None,None,None,9.0,None,distance,0.9140271493212669,ok,84.62396621983498
35,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,7.0,None,distance,0.9475113122171945,ok,84.85978655703366
36,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,nnClassifier,logistic,None,16,None,None,constant,None,None,None,None,5,None,sgd,None,0.5294117647058824,ok,114.34510415699333
37,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,16.0,None,None,None,None,None,None,5.0,None,distance,0.9312217194570136,ok,114.56545266299509
38,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,7.0,None,distance,0.9176470588235294,ok,114.8617335089948
39,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,kneighborsClassifier,None,auto,None,None,23.0,None,None,None,None,None,None,7.0,None,distance,0.9402714932126697,ok,115.07630193093792
40,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,5.0,None,distance,0.9447963800904977,ok,115.53426562203094
41,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,17.0,None,None,None,None,None,None,7.0,None,distance,0.9375565610859729,ok,115.77566818380728
42,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,2.0,sqrt,4.0,3.0,None,None,None,None,0.8524886877828054,ok,116.20816696994007
43,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,nnClassifier,relu,None,27,None,None,invscaling,None,None,None,None,1,None,lbfgs,None,0.5339366515837104,ok,119.98436555592343
44,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,24.0,None,None,None,None,None,None,10.0,None,distance,0.9484162895927601,ok,120.21913017495535
45,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,1.0,auto,6.0,2.0,None,None,None,None,0.8624434389140272,ok,120.8824705448933
46,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,4.0,None,distance,0.8895927601809954,ok,121.12711050990038
47,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,18.0,sqrt,20.0,10.0,None,None,None,None,0.92579185520362,ok,121.72081469697878
48,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,nnClassifier,relu,None,26,None,None,adaptive,None,None,None,None,7,None,adam,None,0.5321266968325792,ok,145.2163630698342
49,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,1.0,None,uniform,0.9285067873303168,ok,145.37405345286243
50,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,10.0,None,distance,0.9366515837104072,ok,145.6189908948727
51,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,94.0,log2,7.0,8.0,None,None,None,None,0.8868778280542986,ok,146.24086823896505
52,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,4.0,None,uniform,0.9357466063348416,ok,146.52115855086595
53,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,nnClassifier,logistic,None,16,None,None,adaptive,None,None,None,None,3,None,adam,None,0.5321266968325792,ok,182.01623906800523
54,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,5.0,None,distance,0.9248868778280543,ok,182.27137848199345
55,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,20.0,log2,3.0,24.0,None,None,None,None,0.9140271493212669,ok,182.92377521190792
56,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,30.0,None,None,None,None,None,None,2.0,None,uniform,0.9357466063348416,ok,183.10010702884756
57,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,28.0,None,None,None,None,None,None,10.0,None,distance,0.9393665158371041,ok,183.40509294485673
58,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,nnClassifier,identity,None,8,None,None,constant,None,None,None,None,10,None,sgd,None,0.5357466063348416,ok,194.15453866799362
59,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,8.0,None,uniform,0.8678733031674208,ok,194.4705259159673
60,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,auto,10.0,20.0,None,None,None,None,0.9321266968325792,ok,195.12120294687338
61,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,2.0,None,distance,0.9203619909502262,ok,195.40127318096347
62,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,4.0,None,uniform,0.9420814479638009,ok,195.66706894082017
63,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,nnClassifier,tanh,None,16,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.5312217194570136,ok,202.8829903488513
64,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,21.0,None,None,None,None,None,None,6.0,None,distance,0.8914027149321267,ok,203.11999977286905
65,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,25.0,None,None,None,None,None,None,9.0,None,distance,0.9466063348416289,ok,203.42536538094282
66,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,25.0,None,None,None,None,None,None,10.0,None,distance,0.9457013574660633,ok,203.66103508789092
67,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,7.0,None,distance,0.9429864253393665,ok,203.89644296793267
68,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,31.0,None,None,None,None,None,None,8.0,None,distance,0.9475113122171945,ok,204.13212083582766
69,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,8.0,None,distance,0.9475113122171945,ok,204.3675252359826
70,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,6.0,None,distance,0.9438914027149321,ok,204.60455221892335
71,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,31.0,None,None,None,None,None,None,7.0,None,distance,0.9429864253393665,ok,204.8406160029117
72,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,28.0,None,None,None,None,None,None,9.0,None,distance,0.9466063348416289,ok,205.0773350589443
73,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,29.0,None,None,None,None,None,None,8.0,None,distance,0.9466063348416289,ok,205.37468944001012
74,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,23.0,None,None,None,None,None,None,6.0,None,uniform,0.9384615384615385,ok,205.6359643829055
75,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,38.0,None,None,None,None,None,None,7.0,None,distance,0.9393665158371041,ok,205.92037459695712
76,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,21.0,sqrt,20.0,8.0,None,None,None,None,0.9176470588235294,ok,206.51700665894896
77,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,34.0,None,None,None,None,None,None,10.0,None,distance,0.9466063348416289,ok,206.73192741093226
78,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,31.0,None,None,None,None,None,None,9.0,None,distance,0.9294117647058824,ok,206.97147534787655
79,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,nnClassifier,relu,None,26,None,None,constant,None,None,None,None,7,None,sgd,None,0.530316742081448,ok,227.14519798685797
80,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,8.0,None,distance,0.9529411764705882,ok,227.3802994999569
81,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,9.0,None,distance,0.9194570135746606,ok,227.60897266981192
82,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,81.0,log2,17.0,15.0,None,None,None,None,0.9167420814479638,ok,228.29056344390847
83,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,kneighborsClassifier,None,auto,None,None,22.0,None,None,None,None,None,None,6.0,None,uniform,0.902262443438914,ok,228.5575878978707
84,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,nnClassifier,logistic,None,12,None,None,invscaling,None,None,None,None,8,None,lbfgs,None,0.5266968325791855,ok,234.4320077628363
85,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,9.0,None,None,None,None,None,None,7.0,None,distance,0.9266968325791856,ok,234.76208347594365
86,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,19.0,None,None,None,None,None,None,5.0,None,distance,0.9366515837104072,ok,234.9920553918928
87,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,8.0,None,distance,0.9357466063348416,ok,235.22869243985042
88,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,6.0,25.0,None,None,None,None,0.9113122171945701,ok,235.8255401989445
89,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,10.0,None,distance,0.9466063348416289,ok,236.06730551389046
90,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,nnClassifier,tanh,None,19,None,None,adaptive,None,None,None,None,6,None,adam,None,0.5312217194570136,ok,269.4801273669582
91,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,9.0,None,distance,0.9339366515837104,ok,269.7087218980305
92,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,kneighborsClassifier,None,brute,None,None,25.0,None,None,None,None,None,None,8.0,None,uniform,0.9013574660633484,ok,269.97699346998706
93,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,30.0,auto,8.0,34.0,None,None,None,None,0.9203619909502262,ok,270.59375032782555
94,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,2.0,None,None,None,None,None,None,10.0,None,distance,0.92579185520362,ok,270.8263329088222
95,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,38.0,None,None,None,None,None,None,3.0,None,distance,0.9321266968325792,ok,271.131555148866
96,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,nnClassifier,identity,None,28,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.5384615384615384,ok,271.4946135189384
97,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,kneighborsClassifier,None,auto,None,None,36.0,None,None,None,None,None,None,8.0,None,distance,0.9167420814479638,ok,271.7020441319328
98,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,39.0,None,None,None,None,None,None,10.0,None,distance,0.9484162895927601,ok,271.9337314919103
99,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,11.0,log2,12.0,30.0,None,None,None,None,0.8995475113122172,ok,272.6139122720342
