activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,28,gini,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,18,invscaling,61,auto,12,32,kneighborsClassifier,2,5,sgd,uniform,0.94,139.93927348195575
logistic,auto,18,gini,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,28,invscaling,88,auto,10,11,kneighborsClassifier,5,4,sgd,distance,0.9363636363636364,139.93934578099288
relu,auto,18,gini,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,31,invscaling,65,auto,12,36,nnClassifier,1,7,lbfgs,distance,0.0,139.93941791984253
tanh,kd_tree,15,entropy,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,26,constant,17,auto,13,10,kneighborsClassifier,1,2,adam,distance,0.9763636363636363,139.93948993994854
relu,auto,16,entropy,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,33,constant,57,auto,13,11,kneighborsClassifier,1,4,adam,distance,0.9781818181818182,139.939562628977
relu,brute,26,entropy,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,25,constant,31,auto,9,17,kneighborsClassifier,7,7,lbfgs,uniform,0.9654545454545455,139.93963525793515
tanh,kd_tree,18,gini,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,22,constant,62,auto,13,24,nnClassifier,4,1,adam,uniform,0.06909090909090909,139.93970742705278
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,55,auto,4,13,nnClassifier,9,1,adam,distance,0.0,280.9848093718756
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,89,auto,9,29,nnClassifier,5,1,adam,distance,0.016363636363636365,280.9849028310273
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,40,auto,8,16,nnClassifier,5,1,adam,distance,0.9781818181818182,280.98498166003264
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,36,auto,8,12,nnClassifier,3,1,adam,distance,0.9836363636363636,280.98505745898
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,24,auto,8,15,nnClassifier,5,1,adam,distance,0.9745454545454545,280.9851327179931
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,77,auto,7,14,nnClassifier,5,6,adam,distance,0.06909090909090909,280.9852182469331
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,11,auto,6,13,nnClassifier,6,1,adam,distance,0.0,280.98529352690093
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,57,auto,9,23,nnClassifier,5,1,adam,distance,0.05818181818181818,280.98536675586365
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,59,auto,8,13,nnClassifier,7,1,adam,distance,0.9763636363636363,280.9854415250011
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,68,auto,9,12,nnClassifier,4,1,adam,distance,0.9854545454545455,280.98551503382623
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,20,auto,11,19,nnClassifier,4,1,adam,distance,0.005454545454545455,280.9855897228699
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,10,auto,6,14,nnClassifier,4,1,adam,distance,0.98,280.98566395184025
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,88,auto,9,10,nnClassifier,4,1,adam,distance,0.98,280.98573745205067
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,65,auto,8,28,nnClassifier,6,1,adam,distance,0.9818181818181818,280.98581017088145
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,84,auto,10,13,nnClassifier,5,1,adam,distance,0.98,280.98588343989104
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,67,auto,8,32,nnClassifier,2,5,adam,distance,0.016363636363636365,280.9859563789796
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,21,auto,9,14,nnClassifier,5,1,adam,distance,0.9836363636363636,280.98603054787964
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,58,auto,9,14,nnClassifier,5,1,adam,distance,0.9818181818181818,280.986103837844
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,35,auto,8,13,nnClassifier,6,3,adam,distance,0.9745454545454545,280.98618589690886
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,66,auto,9,26,nnClassifier,7,2,adam,distance,0.06909090909090909,280.9862666858826
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,59,auto,5,9,nnClassifier,8,5,adam,distance,0.06909090909090909,749.975406514015
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,85,auto,6,25,nnClassifier,7,1,adam,distance,0.06909090909090909,749.9755004530307
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,44,auto,9,14,nnClassifier,5,1,adam,distance,0.06909090909090909,749.9755787020549
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,40,auto,6,12,nnClassifier,2,1,adam,distance,0.06727272727272728,749.9756540108938
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,28,auto,7,14,nnClassifier,6,1,adam,distance,0.06909090909090909,749.9757299800403
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,75,auto,7,12,nnClassifier,9,6,adam,distance,0.06909090909090909,749.9758051689714
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,15,auto,7,12,nnClassifier,8,1,adam,distance,0.06909090909090909,749.9758856690023
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,61,auto,7,19,nnClassifier,6,1,adam,distance,0.06909090909090909,749.9759600078687
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,61,auto,8,11,nnClassifier,4,3,adam,distance,0.06909090909090909,749.9760355970357
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,71,auto,8,12,nnClassifier,5,1,adam,distance,0.06909090909090909,749.9761099759489
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,24,auto,7,15,nnClassifier,6,1,adam,distance,0.06909090909090909,749.9761961449403
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,14,auto,2,13,nnClassifier,8,1,adam,distance,0.06909090909090909,749.9762700540014
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,87,auto,9,14,nnClassifier,4,3,adam,distance,0.06909090909090909,749.9763445230201
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,69,auto,11,26,nnClassifier,3,1,adam,distance,0.06909090909090909,749.9764189228881
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,80,auto,6,10,nnClassifier,7,3,adam,distance,0.06909090909090909,749.9764929120429
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,70,auto,5,28,nnClassifier,6,1,adam,distance,0.04909090909090909,749.9765668208711
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,25,auto,6,12,nnClassifier,7,1,adam,distance,0.06909090909090909,749.9766413599718
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,62,auto,8,11,nnClassifier,7,2,adam,distance,0.06909090909090909,749.9767156888265
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,39,auto,6,12,nnClassifier,7,4,adam,distance,0.06909090909090909,749.9767901478335
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,70,auto,5,22,nnClassifier,9,1,adam,distance,0.06909090909090909,749.976868896978
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,63,auto,8,5,nnClassifier,5,1,adam,distance,0.06727272727272728,1188.0273970540147
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,81,auto,10,24,nnClassifier,7,1,adam,distance,0.06909090909090909,1188.0274857629556
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,48,auto,12,15,nnClassifier,3,2,adam,distance,0.06909090909090909,1188.0275618720334
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,constant,44,auto,10,12,nnClassifier,2,1,adam,distance,0.005454545454545455,1188.0276358509436
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,32,auto,11,15,nnClassifier,7,4,adam,distance,0.06909090909090909,1188.0277095208876
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,76,auto,7,16,nnClassifier,10,3,adam,distance,0.06909090909090909,1188.0277831798885
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,19,auto,6,13,nnClassifier,4,1,adam,distance,0.06909090909090909,1188.0278567888308
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,59,auto,9,18,nnClassifier,6,1,adam,distance,0.06909090909090909,1188.0279300678521
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,65,auto,7,13,nnClassifier,7,3,adam,distance,0.06909090909090909,1188.0280034870375
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,71,auto,5,12,nnClassifier,8,1,adam,distance,0.06909090909090909,1188.0280769658275
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,28,auto,11,18,nnClassifier,7,1,adam,distance,0.06909090909090909,1188.028149775928
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,18,auto,6,13,nnClassifier,10,3,adam,distance,0.06727272727272728,1188.028232704848
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,83,auto,5,16,nnClassifier,3,3,adam,distance,0.06909090909090909,1188.0283063040115
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,68,auto,7,22,nnClassifier,4,5,adam,distance,0.06727272727272728,1188.028378922958
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,76,auto,10,11,nnClassifier,6,1,adam,distance,0.06909090909090909,1188.0284517318942
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,71,auto,6,24,nnClassifier,8,1,adam,distance,0.06909090909090909,1188.0285253010225
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,29,auto,10,10,nnClassifier,4,2,adam,distance,0.06909090909090909,1188.028598180972
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,66,auto,11,10,nnClassifier,3,3,adam,distance,0.06909090909090909,1188.0286709798966
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,43,auto,10,15,nnClassifier,6,7,adam,distance,0.06909090909090909,1188.0287441490218
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,66,auto,9,19,nnClassifier,6,2,adam,distance,0.06909090909090909,1188.0288169179112
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,60,auto,9,4,nnClassifier,5,5,adam,distance,0.06909090909090909,1673.98254936398
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,77,auto,10,20,nnClassifier,4,1,adam,distance,0.06909090909090909,1673.9826354929246
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,52,auto,8,14,nnClassifier,3,4,adam,distance,0.06727272727272728,1673.9827162020374
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,48,auto,9,12,nnClassifier,6,1,adam,distance,0.005454545454545455,1673.982790280832
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,36,auto,8,12,nnClassifier,7,4,adam,distance,0.06909090909090909,1673.9828641300555
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,75,auto,9,12,nnClassifier,6,1,adam,distance,0.06909090909090909,1673.982936898945
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,23,auto,6,11,nnClassifier,8,1,adam,distance,0.06909090909090909,1673.9830099388491
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,63,auto,6,18,nnClassifier,4,1,adam,distance,0.06909090909090909,1673.9830828378908
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,69,auto,6,13,nnClassifier,9,1,adam,distance,0.06909090909090909,1673.9831557269208
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,68,auto,6,12,nnClassifier,5,1,adam,distance,0.06909090909090909,1673.9832354160026
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,32,auto,9,15,nnClassifier,5,1,adam,distance,0.06909090909090909,1673.983308764873
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,22,auto,5,12,nnClassifier,6,6,adam,distance,0.06909090909090909,1673.9833815239836
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,87,auto,9,12,nnClassifier,5,1,adam,distance,0.06727272727272728,1673.9834538029972
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,64,auto,11,20,nnClassifier,4,1,adam,distance,0.06727272727272728,1673.9835271229967
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,80,auto,8,12,nnClassifier,4,1,adam,distance,0.06909090909090909,1673.983600041829
