activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,29,entropy,1,1,1,1,17,constant,25,auto,15,30,nnClassifier,2,2,sgd,uniform,0.5069444444444444
relu,ball_tree,17,entropy,0,1,1,0,23,invscaling,71,auto,20,27,randomForestClassifier,7,6,sgd,distance,0.7800925925925926
identity,kd_tree,11,entropy,1,0,0,0,10,invscaling,28,log2,10,28,randomForestClassifier,9,8,adam,distance,0.9479166666666666
logistic,ball_tree,32,entropy,0,0,1,0,22,constant,6,auto,5,7,kneighborsClassifier,3,5,lbfgs,distance,0.5798611111111112
logistic,kd_tree,22,gini,0,0,1,0,37,invscaling,23,sqrt,12,22,kneighborsClassifier,5,5,lbfgs,distance,0.5798611111111112
tanh,ball_tree,15,gini,0,1,1,1,16,invscaling,20,auto,13,20,nnClassifier,4,7,adam,distance,0.48148148148148145
relu,brute,22,gini,0,0,0,1,40,constant,49,log2,19,19,kneighborsClassifier,2,10,adam,uniform,0.6666666666666666
identity,kd_tree,26,entropy,1,0,0,1,10,constant,98,auto,19,36,kneighborsClassifier,2,8,lbfgs,uniform,1.0
identity,ball_tree,11,entropy,0,1,1,0,32,adaptive,3,sqrt,5,6,randomForestClassifier,9,9,sgd,distance,0.7025462962962963
tanh,brute,9,gini,0,1,0,1,4,invscaling,47,auto,4,17,nnClassifier,10,10,sgd,distance,0.47453703703703703
tanh,brute,24,gini,0,1,0,0,3,invscaling,59,sqrt,20,8,randomForestClassifier,2,5,lbfgs,uniform,0.6006944444444444
logistic,kd_tree,9,gini,1,0,1,1,29,adaptive,51,log2,17,10,nnClassifier,10,10,sgd,uniform,0.5046296296296297
relu,ball_tree,29,gini,0,0,1,0,17,invscaling,65,sqrt,20,38,nnClassifier,6,6,adam,distance,0.4756944444444444
identity,auto,32,entropy,0,0,0,1,10,invscaling,70,log2,7,6,randomForestClassifier,5,6,lbfgs,uniform,0.6666666666666666
relu,auto,14,gini,0,1,1,1,2,adaptive,40,sqrt,13,2,nnClassifier,4,4,sgd,uniform,0.48032407407407407
logistic,ball_tree,16,entropy,1,0,1,1,8,constant,92,log2,3,7,nnClassifier,5,5,adam,distance,0.5057870370370371
identity,brute,12,gini,0,0,1,0,24,constant,95,log2,2,36,nnClassifier,10,3,lbfgs,uniform,0.5358796296296297
identity,brute,8,entropy,1,0,0,1,3,constant,97,log2,19,24,nnClassifier,8,10,adam,uniform,0.5
identity,auto,25,entropy,1,1,0,1,9,adaptive,78,sqrt,18,11,randomForestClassifier,2,5,adam,distance,1.0
logistic,ball_tree,9,gini,0,0,1,1,18,adaptive,24,sqrt,18,33,randomForestClassifier,2,5,adam,uniform,0.7511574074074074
identity,brute,10,gini,0,1,0,1,4,constant,37,auto,7,18,randomForestClassifier,8,5,sgd,uniform,0.6076388888888888
relu,auto,32,entropy,0,1,1,0,27,invscaling,36,sqrt,8,35,kneighborsClassifier,4,5,lbfgs,distance,0.6828703703703703
identity,auto,28,entropy,1,0,0,1,33,invscaling,68,auto,6,40,nnClassifier,4,7,sgd,distance,0.49189814814814814
identity,kd_tree,27,entropy,1,0,1,1,2,constant,94,sqrt,12,37,nnClassifier,2,10,lbfgs,distance,0.5069444444444444
relu,brute,32,entropy,0,1,0,0,4,invscaling,38,log2,12,40,randomForestClassifier,5,7,lbfgs,uniform,0.5925925925925926
logistic,auto,30,entropy,0,1,1,1,3,invscaling,26,log2,8,31,nnClassifier,3,8,lbfgs,distance,0.47453703703703703
identity,kd_tree,8,entropy,0,1,0,0,28,adaptive,6,auto,4,28,kneighborsClassifier,5,8,sgd,uniform,0.6180555555555556
relu,brute,30,entropy,0,0,0,1,20,adaptive,79,auto,11,11,randomForestClassifier,1,1,lbfgs,uniform,0.6666666666666666
identity,auto,18,entropy,1,1,1,0,21,invscaling,44,sqrt,15,25,randomForestClassifier,9,4,sgd,distance,0.9803240740740741
logistic,brute,11,entropy,1,0,0,0,32,adaptive,21,auto,6,26,nnClassifier,9,8,adam,uniform,0.5057870370370371
tanh,kd_tree,9,gini,1,1,0,1,11,constant,33,log2,14,13,nnClassifier,8,7,lbfgs,uniform,0.5069444444444444
tanh,brute,9,gini,0,1,0,0,7,adaptive,17,log2,16,15,randomForestClassifier,4,7,sgd,uniform,0.5972222222222222
identity,auto,27,gini,0,0,0,1,4,adaptive,100,auto,11,9,nnClassifier,4,6,sgd,uniform,0.47453703703703703
identity,brute,29,entropy,1,0,0,1,4,adaptive,4,sqrt,3,13,randomForestClassifier,9,1,sgd,uniform,1.0
tanh,ball_tree,25,gini,0,0,1,0,8,invscaling,71,sqrt,11,4,kneighborsClassifier,7,3,lbfgs,distance,0.5706018518518519
relu,ball_tree,14,gini,0,0,0,1,9,invscaling,79,auto,19,33,nnClassifier,1,8,adam,uniform,0.47453703703703703
logistic,ball_tree,8,entropy,0,0,1,0,22,invscaling,33,log2,15,10,nnClassifier,2,2,lbfgs,uniform,0.5358796296296297
tanh,kd_tree,24,entropy,1,1,0,0,32,adaptive,56,auto,4,24,kneighborsClassifier,7,1,sgd,distance,0.9699074074074074
relu,ball_tree,22,entropy,1,0,0,0,22,constant,7,log2,7,8,randomForestClassifier,2,7,lbfgs,distance,0.9085648148148148
logistic,brute,9,gini,0,0,1,1,14,invscaling,5,auto,10,19,nnClassifier,7,8,sgd,uniform,0.5358796296296297
relu,auto,8,gini,0,1,1,0,10,adaptive,35,log2,2,37,randomForestClassifier,6,6,sgd,distance,0.7754629629629629
logistic,auto,13,entropy,0,1,0,0,15,constant,15,auto,18,26,randomForestClassifier,7,3,sgd,distance,0.6041666666666666
logistic,ball_tree,29,gini,1,0,1,1,22,constant,60,log2,15,16,kneighborsClassifier,3,4,adam,uniform,0.9780092592592593
identity,brute,28,gini,1,1,1,0,25,invscaling,83,auto,13,26,randomForestClassifier,6,10,lbfgs,uniform,0.9768518518518519
relu,kd_tree,18,gini,1,1,0,0,37,adaptive,94,sqrt,6,31,randomForestClassifier,5,9,sgd,distance,0.9814814814814815
relu,brute,9,gini,0,0,1,0,31,constant,52,auto,17,11,nnClassifier,4,4,adam,uniform,0.4861111111111111
relu,ball_tree,14,gini,1,1,1,0,26,invscaling,61,sqrt,11,12,kneighborsClassifier,4,1,adam,uniform,0.8460648148148148
tanh,ball_tree,11,gini,0,0,1,1,22,invscaling,32,sqrt,16,10,nnClassifier,4,8,adam,distance,0.47453703703703703
relu,auto,19,entropy,0,1,1,1,23,invscaling,74,auto,20,17,kneighborsClassifier,2,4,adam,distance,0.7546296296296297
tanh,auto,26,entropy,1,1,0,1,37,constant,79,sqrt,14,19,randomForestClassifier,8,1,adam,distance,1.0
tanh,auto,25,gini,1,0,0,1,7,constant,50,auto,5,19,kneighborsClassifier,4,9,lbfgs,distance,1.0
tanh,ball_tree,12,entropy,1,0,1,0,25,constant,17,sqrt,10,19,nnClassifier,4,10,sgd,distance,0.5057870370370371
identity,ball_tree,27,gini,0,1,0,0,34,constant,72,auto,19,4,kneighborsClassifier,4,5,sgd,uniform,0.5810185185185185
identity,brute,27,entropy,1,1,0,1,18,adaptive,47,log2,13,3,kneighborsClassifier,4,3,lbfgs,uniform,1.0
relu,brute,29,entropy,1,0,0,1,10,invscaling,34,sqrt,10,12,kneighborsClassifier,8,10,sgd,uniform,1.0
logistic,kd_tree,21,gini,0,1,0,1,30,adaptive,20,log2,17,10,kneighborsClassifier,8,9,sgd,uniform,0.6157407407407407
tanh,kd_tree,18,entropy,0,1,0,0,17,invscaling,73,auto,10,27,nnClassifier,9,10,adam,uniform,0.5173611111111112
logistic,auto,12,entropy,0,1,0,1,35,constant,62,auto,7,31,nnClassifier,2,6,sgd,distance,0.47453703703703703
tanh,ball_tree,21,gini,1,1,0,1,39,invscaling,9,auto,14,11,nnClassifier,4,7,adam,distance,0.5069444444444444
identity,auto,21,gini,1,0,0,1,33,invscaling,97,log2,7,21,nnClassifier,4,7,sgd,uniform,0.49189814814814814
tanh,kd_tree,32,entropy,0,1,1,0,23,adaptive,10,auto,15,20,kneighborsClassifier,1,9,sgd,uniform,0.6863425925925926
relu,brute,32,entropy,1,1,1,0,31,constant,18,log2,17,6,nnClassifier,8,9,adam,distance,0.5034722222222222
relu,kd_tree,15,gini,1,1,0,0,26,invscaling,50,sqrt,9,26,kneighborsClassifier,10,4,adam,distance,0.96875
identity,auto,14,gini,0,0,1,1,4,adaptive,83,sqrt,7,31,nnClassifier,9,8,lbfgs,distance,0.47453703703703703
tanh,brute,12,gini,1,0,1,0,21,invscaling,52,sqrt,3,8,randomForestClassifier,7,3,sgd,uniform,0.9375
tanh,brute,19,entropy,0,1,1,1,40,invscaling,11,log2,18,23,nnClassifier,10,9,sgd,distance,0.47453703703703703
relu,auto,24,entropy,1,1,0,1,22,constant,61,log2,2,23,nnClassifier,8,6,lbfgs,uniform,0.5069444444444444
identity,ball_tree,12,gini,0,0,1,0,17,adaptive,22,auto,5,17,randomForestClassifier,7,6,lbfgs,uniform,0.6215277777777778
tanh,brute,12,entropy,1,1,1,0,32,constant,18,log2,11,2,nnClassifier,4,3,adam,uniform,0.5069444444444444
tanh,kd_tree,19,gini,1,1,0,0,36,invscaling,35,sqrt,2,24,randomForestClassifier,3,10,adam,distance,0.9837962962962963
logistic,kd_tree,27,gini,1,1,0,0,14,invscaling,8,auto,18,9,kneighborsClassifier,3,4,lbfgs,uniform,0.9583333333333334
identity,kd_tree,29,gini,0,0,0,1,27,constant,90,log2,14,26,nnClassifier,4,2,sgd,uniform,0.47453703703703703
relu,auto,11,gini,1,0,1,0,21,invscaling,55,sqrt,16,16,nnClassifier,9,4,lbfgs,uniform,0.5046296296296297
identity,kd_tree,8,entropy,1,1,1,0,35,constant,34,auto,5,25,randomForestClassifier,6,3,lbfgs,distance,0.9861111111111112
