activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,28,entropy,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,11,constant,79,sqrt,14,14,kneighborsClassifier,10,3,sgd,distance,0.9926082365364308
logistic,kd_tree,8,entropy,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,28,constant,85,sqrt,16,38,randomForestClassifier,5,7,lbfgs,distance,0.9926082365364308
logistic,auto,24,gini,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,27,adaptive,7,auto,8,22,randomForestClassifier,7,2,adam,distance,0.9926082365364308
tanh,brute,30,gini,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,37,adaptive,35,log2,16,14,randomForestClassifier,3,5,sgd,uniform,0.9926082365364308
relu,brute,22,gini,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,20,invscaling,13,auto,9,6,kneighborsClassifier,7,7,sgd,distance,0.9926082365364308
identity,kd_tree,16,entropy,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,8,adaptive,81,sqrt,10,17,nnClassifier,7,9,sgd,uniform,1.0
tanh,ball_tree,17,gini,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,20,invscaling,63,log2,16,33,nnClassifier,5,10,lbfgs,distance,1.0
identity,auto,14,entropy,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,28,constant,45,auto,6,2,kneighborsClassifier,4,3,lbfgs,distance,0.9926082365364308
tanh,auto,15,gini,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,22,constant,54,auto,10,3,nnClassifier,10,1,lbfgs,uniform,1.0
logistic,kd_tree,18,entropy,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,35,adaptive,88,auto,20,22,randomForestClassifier,7,5,lbfgs,distance,0.9926082365364308
identity,kd_tree,11,gini,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,4,adaptive,100,sqrt,5,29,nnClassifier,5,9,adam,distance,1.0
tanh,kd_tree,13,gini,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,24,adaptive,87,auto,16,30,kneighborsClassifier,1,10,sgd,distance,0.9926082365364308
relu,ball_tree,10,gini,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,37,adaptive,39,sqrt,17,38,nnClassifier,4,9,lbfgs,uniform,1.0
relu,auto,15,entropy,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,40,adaptive,58,log2,12,31,nnClassifier,10,10,adam,distance,1.0
relu,auto,25,entropy,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,constant,17,log2,14,4,randomForestClassifier,3,10,adam,uniform,0.9926082365364308
logistic,brute,29,gini,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,31,constant,25,log2,11,27,randomForestClassifier,2,8,sgd,uniform,0.9926082365364308
tanh,auto,30,gini,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,9,invscaling,98,log2,14,30,kneighborsClassifier,8,5,sgd,distance,0.9926082365364308
relu,auto,10,gini,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,36,invscaling,1,log2,18,5,kneighborsClassifier,2,8,adam,uniform,0.9915522703273495
relu,ball_tree,24,gini,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,3,adaptive,56,sqrt,13,35,kneighborsClassifier,8,2,lbfgs,uniform,0.9926082365364308
tanh,kd_tree,29,gini,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,7,invscaling,4,log2,19,8,randomForestClassifier,6,5,adam,distance,0.9915522703273495
identity,ball_tree,27,gini,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,40,adaptive,62,log2,15,37,nnClassifier,3,3,sgd,uniform,1.0
identity,brute,15,gini,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,9,invscaling,49,auto,12,19,randomForestClassifier,5,5,lbfgs,uniform,0.9926082365364308
tanh,ball_tree,10,gini,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,34,adaptive,36,sqrt,18,2,randomForestClassifier,6,3,lbfgs,uniform,0.9926082365364308
identity,ball_tree,31,entropy,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,36,invscaling,44,log2,2,25,randomForestClassifier,9,7,lbfgs,uniform,0.9926082365364308
logistic,auto,12,entropy,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,14,invscaling,12,auto,16,30,nnClassifier,7,4,sgd,uniform,1.0
identity,auto,31,gini,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,9,invscaling,55,log2,11,4,kneighborsClassifier,4,9,adam,distance,0.9926082365364308
relu,ball_tree,26,entropy,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,32,constant,2,log2,5,3,kneighborsClassifier,9,7,sgd,distance,0.9936642027455121
logistic,brute,8,gini,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,28,invscaling,88,auto,19,33,randomForestClassifier,5,8,adam,distance,0.9926082365364308
logistic,kd_tree,10,gini,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,40,constant,38,sqrt,3,27,nnClassifier,8,8,lbfgs,distance,1.0
tanh,ball_tree,19,entropy,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,35,constant,31,log2,15,34,nnClassifier,3,1,adam,distance,1.0
identity,auto,32,entropy,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,adaptive,76,sqrt,20,7,kneighborsClassifier,5,3,lbfgs,uniform,0.9926082365364308
tanh,kd_tree,12,entropy,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,24,constant,86,auto,13,8,randomForestClassifier,10,10,adam,uniform,0.9926082365364308
identity,kd_tree,26,entropy,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,13,adaptive,99,auto,2,35,randomForestClassifier,2,8,adam,uniform,0.9926082365364308
identity,brute,16,entropy,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,18,invscaling,37,log2,12,3,nnClassifier,2,5,sgd,distance,1.0
logistic,brute,25,entropy,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,24,invscaling,29,sqrt,14,17,kneighborsClassifier,4,1,adam,distance,0.9904963041182682
relu,auto,14,gini,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,29,invscaling,17,sqrt,10,25,kneighborsClassifier,10,6,adam,uniform,0.9926082365364308
tanh,brute,21,entropy,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,3,invscaling,97,auto,8,22,randomForestClassifier,6,10,lbfgs,uniform,0.9926082365364308
identity,ball_tree,17,gini,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,20,adaptive,52,sqrt,4,35,nnClassifier,6,4,sgd,uniform,1.0
identity,ball_tree,30,gini,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,10,adaptive,37,sqrt,16,27,randomForestClassifier,5,4,adam,distance,0.9926082365364308
relu,ball_tree,21,gini,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,26,constant,73,sqrt,4,40,kneighborsClassifier,2,1,adam,uniform,0.9904963041182682
logistic,kd_tree,12,gini,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,23,adaptive,35,auto,5,40,kneighborsClassifier,1,10,sgd,uniform,0.9915522703273495
tanh,auto,15,entropy,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,12,adaptive,56,sqrt,2,36,nnClassifier,4,6,lbfgs,uniform,1.0
identity,brute,13,entropy,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,30,adaptive,9,log2,17,30,kneighborsClassifier,3,8,lbfgs,uniform,0.9915522703273495
tanh,kd_tree,32,gini,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,13,constant,14,auto,3,9,kneighborsClassifier,2,3,lbfgs,uniform,0.9926082365364308
logistic,brute,10,entropy,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,29,adaptive,72,sqrt,10,33,randomForestClassifier,9,6,adam,uniform,0.9926082365364308
tanh,ball_tree,16,gini,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,19,constant,67,sqrt,12,8,randomForestClassifier,2,4,sgd,uniform,0.9926082365364308
identity,kd_tree,20,entropy,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,34,invscaling,68,log2,12,27,randomForestClassifier,8,2,adam,uniform,0.9926082365364308
logistic,ball_tree,25,entropy,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,27,adaptive,64,log2,9,15,nnClassifier,10,1,lbfgs,distance,1.0
identity,kd_tree,19,gini,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,15,adaptive,51,auto,17,25,nnClassifier,3,9,adam,distance,1.0
logistic,auto,30,gini,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,4,invscaling,27,sqrt,19,37,randomForestClassifier,1,10,lbfgs,distance,0.9926082365364308
tanh,brute,15,entropy,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,18,invscaling,13,auto,4,3,randomForestClassifier,10,10,adam,uniform,0.9926082365364308
relu,brute,15,entropy,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,17,constant,87,auto,14,10,nnClassifier,9,8,sgd,distance,1.0
relu,kd_tree,17,entropy,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,8,adaptive,28,sqrt,9,27,nnClassifier,9,10,adam,distance,1.0
logistic,brute,19,gini,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,30,constant,80,sqrt,11,38,kneighborsClassifier,1,8,lbfgs,distance,0.9926082365364308
relu,kd_tree,10,entropy,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,39,constant,39,sqrt,16,38,kneighborsClassifier,6,9,lbfgs,uniform,0.9915522703273495
relu,brute,29,entropy,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27,invscaling,79,sqrt,15,5,randomForestClassifier,7,8,adam,uniform,0.9926082365364308
logistic,brute,20,entropy,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,40,constant,44,auto,15,18,randomForestClassifier,10,2,adam,distance,0.9926082365364308
tanh,ball_tree,27,gini,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,33,adaptive,32,log2,10,14,kneighborsClassifier,2,8,sgd,distance,0.9926082365364308
logistic,kd_tree,18,gini,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,17,adaptive,2,sqrt,6,26,nnClassifier,7,5,lbfgs,uniform,1.0
identity,ball_tree,21,entropy,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,26,constant,77,sqrt,12,7,kneighborsClassifier,4,6,sgd,uniform,0.9926082365364308
tanh,auto,9,entropy,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6,constant,52,log2,19,7,randomForestClassifier,6,8,lbfgs,distance,0.9915522703273495
relu,ball_tree,17,gini,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,4,adaptive,9,sqrt,19,9,nnClassifier,10,8,lbfgs,uniform,1.0
tanh,auto,9,entropy,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,33,constant,45,log2,13,21,nnClassifier,4,1,lbfgs,uniform,1.0
logistic,brute,11,gini,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,4,constant,67,auto,5,23,nnClassifier,8,3,lbfgs,uniform,1.0
tanh,auto,17,entropy,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,24,constant,90,sqrt,6,7,nnClassifier,7,9,sgd,uniform,1.0
tanh,brute,18,entropy,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,17,invscaling,42,sqrt,8,8,nnClassifier,2,10,sgd,uniform,1.0
identity,ball_tree,31,entropy,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,20,adaptive,41,log2,12,35,kneighborsClassifier,10,8,sgd,distance,0.9926082365364308
tanh,ball_tree,22,entropy,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,22,adaptive,48,log2,4,19,kneighborsClassifier,10,4,lbfgs,distance,0.9915522703273495
logistic,brute,24,gini,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,12,invscaling,75,log2,6,5,randomForestClassifier,2,1,adam,distance,0.9926082365364308
logistic,brute,23,gini,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,31,invscaling,96,sqrt,12,19,randomForestClassifier,9,4,lbfgs,distance,0.9926082365364308
logistic,ball_tree,31,entropy,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,8,adaptive,56,sqrt,17,12,nnClassifier,7,1,sgd,uniform,1.0
identity,kd_tree,8,gini,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,11,invscaling,41,auto,12,38,randomForestClassifier,6,8,lbfgs,distance,0.9926082365364308
identity,kd_tree,15,entropy,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,27,adaptive,25,sqrt,15,5,nnClassifier,1,8,adam,uniform,1.0
logistic,auto,29,gini,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,15,invscaling,39,log2,20,38,kneighborsClassifier,2,6,lbfgs,uniform,0.9926082365364308
identity,kd_tree,16,gini,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,20,adaptive,88,sqrt,12,34,kneighborsClassifier,6,3,sgd,uniform,0.9915522703273495
relu,auto,29,entropy,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,21,invscaling,72,log2,17,19,randomForestClassifier,2,8,lbfgs,uniform,0.9926082365364308
identity,brute,11,gini,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,27,constant,84,auto,5,26,kneighborsClassifier,1,6,lbfgs,uniform,0.9926082365364308
