activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,17,gini,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,9,adaptive,18,sqrt,6,29,nnClassifier,5,2,adam,distance,1.0
tanh,brute,28,gini,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,11,adaptive,87,auto,14,32,nnClassifier,5,8,adam,uniform,1.0
logistic,auto,10,gini,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,36,invscaling,96,auto,11,35,kneighborsClassifier,5,9,sgd,uniform,0.9936642027455121
tanh,ball_tree,9,gini,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,9,invscaling,65,log2,2,39,randomForestClassifier,4,2,adam,uniform,0.9936642027455121
tanh,kd_tree,13,gini,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,32,invscaling,22,auto,17,32,kneighborsClassifier,4,9,lbfgs,uniform,0.9936642027455121
tanh,kd_tree,18,gini,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,5,adaptive,97,log2,20,3,nnClassifier,4,1,sgd,distance,1.0
tanh,ball_tree,17,entropy,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,17,adaptive,64,sqrt,13,6,kneighborsClassifier,6,3,adam,distance,0.9947201689545935
identity,auto,29,gini,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,12,constant,45,sqrt,20,35,randomForestClassifier,10,2,adam,uniform,0.9936642027455121
logistic,brute,8,gini,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,34,constant,59,log2,14,24,nnClassifier,4,2,adam,distance,1.0
tanh,kd_tree,20,entropy,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,26,constant,13,log2,2,28,nnClassifier,8,10,lbfgs,uniform,1.0
identity,auto,16,gini,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,24,adaptive,41,log2,16,17,randomForestClassifier,6,3,lbfgs,uniform,0.9936642027455121
relu,brute,13,gini,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,24,constant,46,auto,11,37,kneighborsClassifier,7,1,sgd,distance,0.9936642027455121
logistic,auto,27,entropy,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,3,constant,45,sqrt,11,22,kneighborsClassifier,2,8,lbfgs,uniform,0.9936642027455121
identity,kd_tree,17,entropy,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,22,invscaling,23,auto,20,2,nnClassifier,1,1,sgd,distance,1.0
relu,ball_tree,27,entropy,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,28,invscaling,87,sqrt,10,7,kneighborsClassifier,5,3,sgd,uniform,0.9926082365364308
relu,ball_tree,21,gini,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,13,constant,85,auto,7,6,randomForestClassifier,8,6,adam,distance,0.9936642027455121
logistic,auto,27,gini,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,7,invscaling,10,auto,17,39,kneighborsClassifier,9,6,lbfgs,uniform,0.9936642027455121
logistic,brute,9,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,25,constant,39,log2,7,40,kneighborsClassifier,6,5,sgd,distance,0.9947201689545935
relu,ball_tree,30,gini,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,28,constant,45,sqrt,5,30,nnClassifier,6,1,adam,distance,1.0
relu,brute,26,gini,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,35,adaptive,8,auto,10,15,nnClassifier,5,9,adam,uniform,1.0
relu,ball_tree,14,gini,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,14,adaptive,81,auto,14,25,kneighborsClassifier,9,7,sgd,distance,0.9947201689545935
identity,auto,23,entropy,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,25,invscaling,71,sqrt,18,19,randomForestClassifier,10,1,adam,distance,0.9936642027455121
identity,brute,28,gini,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,38,adaptive,54,auto,12,11,randomForestClassifier,1,7,adam,distance,0.9936642027455121
relu,auto,19,gini,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,7,constant,91,auto,19,16,kneighborsClassifier,9,3,sgd,uniform,0.9936642027455121
identity,kd_tree,22,entropy,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,14,invscaling,25,auto,18,9,kneighborsClassifier,6,7,sgd,distance,0.9936642027455121
relu,brute,9,gini,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,30,adaptive,35,sqrt,9,6,nnClassifier,8,5,sgd,distance,1.0
identity,brute,31,gini,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,30,adaptive,75,log2,15,17,randomForestClassifier,3,5,lbfgs,uniform,0.9936642027455121
tanh,kd_tree,16,entropy,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,28,invscaling,20,auto,2,14,randomForestClassifier,2,4,sgd,uniform,0.9936642027455121
tanh,ball_tree,15,gini,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,21,constant,47,auto,2,25,randomForestClassifier,6,9,lbfgs,uniform,0.9936642027455121
tanh,ball_tree,20,gini,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,28,adaptive,51,sqrt,15,4,kneighborsClassifier,5,5,lbfgs,distance,0.9936642027455121
identity,ball_tree,16,entropy,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,4,invscaling,86,sqrt,14,37,nnClassifier,7,3,adam,distance,1.0
tanh,kd_tree,11,entropy,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,28,invscaling,47,auto,6,28,nnClassifier,5,5,adam,uniform,1.0
tanh,auto,19,entropy,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10,constant,67,auto,8,36,randomForestClassifier,1,7,lbfgs,uniform,0.9936642027455121
identity,ball_tree,32,entropy,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,32,adaptive,55,log2,14,35,kneighborsClassifier,8,10,lbfgs,uniform,0.9936642027455121
tanh,kd_tree,28,entropy,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,16,constant,51,log2,6,34,kneighborsClassifier,6,3,adam,uniform,0.989440337909187
logistic,auto,20,entropy,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,36,adaptive,53,log2,20,33,nnClassifier,9,8,sgd,uniform,1.0
relu,kd_tree,20,gini,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,24,constant,10,auto,2,13,kneighborsClassifier,9,8,lbfgs,uniform,0.9936642027455121
identity,ball_tree,21,entropy,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,7,invscaling,94,auto,15,36,nnClassifier,7,8,lbfgs,uniform,1.0
identity,brute,23,gini,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,39,constant,41,log2,15,6,nnClassifier,3,2,adam,distance,1.0
logistic,brute,29,gini,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16,invscaling,1,sqrt,9,23,kneighborsClassifier,1,5,adam,distance,0.9947201689545935
logistic,kd_tree,24,entropy,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,8,adaptive,88,auto,11,21,randomForestClassifier,7,1,sgd,distance,0.9936642027455121
relu,brute,23,gini,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,16,invscaling,79,auto,8,9,nnClassifier,8,3,lbfgs,distance,1.0
tanh,auto,27,gini,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,25,constant,76,sqrt,14,29,kneighborsClassifier,6,10,adam,distance,0.9936642027455121
relu,kd_tree,9,gini,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,21,constant,38,log2,9,2,randomForestClassifier,10,10,adam,distance,0.9936642027455121
logistic,ball_tree,23,gini,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,32,adaptive,65,sqrt,4,36,nnClassifier,1,8,sgd,distance,1.0
identity,kd_tree,28,gini,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,3,adaptive,36,auto,2,18,nnClassifier,6,7,lbfgs,distance,1.0
relu,ball_tree,22,gini,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,11,constant,32,sqrt,6,28,nnClassifier,2,7,adam,distance,1.0
relu,ball_tree,29,entropy,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,20,constant,77,log2,10,9,kneighborsClassifier,10,5,sgd,uniform,0.9936642027455121
identity,kd_tree,26,entropy,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,5,constant,48,auto,9,17,nnClassifier,9,10,adam,uniform,1.0
tanh,kd_tree,20,entropy,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,30,invscaling,52,auto,9,6,kneighborsClassifier,3,4,lbfgs,uniform,0.9936642027455121
identity,brute,30,entropy,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,17,adaptive,27,auto,17,25,kneighborsClassifier,4,5,sgd,distance,0.9936642027455121
relu,ball_tree,8,gini,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,22,invscaling,55,auto,13,38,kneighborsClassifier,4,10,sgd,distance,0.9947201689545935
identity,brute,13,gini,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,25,invscaling,98,log2,16,12,randomForestClassifier,7,2,sgd,distance,0.9936642027455121
logistic,brute,9,gini,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,37,adaptive,4,auto,5,39,kneighborsClassifier,1,5,lbfgs,uniform,0.9936642027455121
identity,ball_tree,10,gini,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,34,adaptive,7,log2,11,32,randomForestClassifier,4,8,adam,uniform,0.9936642027455121
identity,brute,12,gini,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,17,constant,8,log2,20,27,kneighborsClassifier,7,4,adam,uniform,0.9936642027455121
relu,auto,24,gini,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,18,constant,10,auto,14,40,kneighborsClassifier,4,9,lbfgs,uniform,0.9936642027455121
relu,ball_tree,25,entropy,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,26,constant,51,auto,5,25,nnClassifier,7,9,lbfgs,uniform,1.0
tanh,auto,26,gini,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,35,adaptive,47,log2,12,36,kneighborsClassifier,8,4,sgd,distance,0.9947201689545935
relu,brute,10,entropy,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,25,invscaling,68,sqrt,20,29,nnClassifier,6,4,sgd,uniform,1.0
relu,brute,23,entropy,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,38,adaptive,8,auto,16,19,nnClassifier,10,8,lbfgs,distance,1.0
tanh,brute,14,entropy,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,39,adaptive,33,sqrt,18,16,randomForestClassifier,5,10,adam,distance,0.9936642027455121
logistic,auto,16,entropy,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,4,constant,5,auto,7,13,randomForestClassifier,2,3,adam,distance,0.9936642027455121
identity,auto,32,gini,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,22,adaptive,21,log2,4,15,randomForestClassifier,1,10,adam,distance,0.9936642027455121
identity,auto,11,entropy,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,26,adaptive,9,sqrt,15,23,kneighborsClassifier,10,3,adam,uniform,0.9926082365364308
identity,brute,22,entropy,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,15,invscaling,47,log2,5,31,randomForestClassifier,9,10,adam,distance,0.9936642027455121
logistic,auto,11,gini,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,24,invscaling,58,log2,15,21,nnClassifier,5,4,adam,uniform,1.0
relu,kd_tree,12,entropy,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,33,invscaling,22,auto,7,23,randomForestClassifier,9,5,lbfgs,distance,0.9936642027455121
tanh,auto,8,entropy,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,35,constant,11,sqrt,9,8,kneighborsClassifier,5,9,sgd,distance,0.9936642027455121
identity,auto,21,entropy,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,3,adaptive,77,sqrt,19,24,randomForestClassifier,10,8,lbfgs,distance,0.9936642027455121
identity,brute,12,gini,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,21,constant,53,sqrt,6,4,nnClassifier,2,8,adam,distance,1.0
logistic,ball_tree,10,entropy,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,11,invscaling,62,auto,8,33,randomForestClassifier,1,5,adam,distance,0.9936642027455121
identity,kd_tree,25,gini,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,34,adaptive,53,sqrt,18,33,nnClassifier,7,9,adam,uniform,1.0
tanh,ball_tree,24,entropy,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,2,constant,2,log2,15,32,randomForestClassifier,4,1,lbfgs,uniform,0.9936642027455121
relu,ball_tree,27,gini,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,34,invscaling,34,auto,2,38,kneighborsClassifier,10,6,sgd,uniform,0.9936642027455121
tanh,brute,21,entropy,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,40,adaptive,30,sqrt,6,11,kneighborsClassifier,5,2,sgd,uniform,0.9936642027455121
identity,kd_tree,12,entropy,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,35,invscaling,51,sqrt,14,3,nnClassifier,2,1,adam,uniform,1.0
logistic,brute,21,entropy,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,18,adaptive,35,auto,2,35,kneighborsClassifier,3,4,sgd,distance,0.9947201689545935
logistic,auto,11,entropy,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,31,constant,29,sqrt,11,10,randomForestClassifier,1,6,adam,uniform,0.9936642027455121
logistic,brute,12,gini,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,36,invscaling,8,log2,6,23,kneighborsClassifier,5,9,lbfgs,uniform,0.9936642027455121
