activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,23,gini,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.986328125
identity,ball_tree,28,entropy,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,3,constant,44,log2,12,29,nnClassifier,7,5,lbfgs,uniform,0.986328125
identity,ball_tree,9,gini,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,22,adaptive,2,auto,6,22,randomForestClassifier,10,5,adam,distance,0.1015625
tanh,ball_tree,8,gini,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,16,invscaling,100,log2,8,30,randomForestClassifier,7,6,lbfgs,distance,0.560546875
relu,brute,19,gini,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,36,adaptive,47,log2,13,14,randomForestClassifier,4,8,lbfgs,distance,0.583984375
identity,kd_tree,9,entropy,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,2,adaptive,47,log2,13,4,randomForestClassifier,2,4,sgd,uniform,0.54296875
relu,brute,23,entropy,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,14,constant,68,log2,17,24,randomForestClassifier,7,7,sgd,uniform,0.43359375
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.98828125
tanh,brute,23,entropy,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,13,invscaling,67,auto,5,36,nnClassifier,10,5,adam,distance,0.986328125
tanh,brute,23,gini,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.986328125
identity,ball_tree,28,entropy,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,3,constant,44,log2,12,29,nnClassifier,7,5,lbfgs,uniform,0.986328125
identity,ball_tree,28,entropy,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.984375
identity,ball_tree,9,gini,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,3,constant,44,log2,12,29,nnClassifier,7,5,lbfgs,uniform,0.984375
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,13,invscaling,67,auto,5,36,nnClassifier,10,5,adam,distance,0.982421875
identity,auto,21,gini,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,lbfgs,uniform,0.984375
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,uniform,0.98828125
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,13,invscaling,67,auto,5,36,nnClassifier,10,5,adam,distance,0.982421875
tanh,brute,23,entropy,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.984375
tanh,brute,23,gini,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,3,invscaling,44,log2,12,29,nnClassifier,7,5,lbfgs,uniform,0.98828125
identity,ball_tree,28,entropy,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.984375
identity,ball_tree,28,entropy,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,3,constant,44,log2,12,29,nnClassifier,8,5,lbfgs,uniform,0.984375
identity,ball_tree,9,gini,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,13,invscaling,67,auto,5,36,nnClassifier,10,5,adam,distance,0.982421875
identity,brute,27,entropy,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,brute,27,entropy,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.98828125
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,uniform,0.98828125
tanh,brute,23,gini,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,3,invscaling,44,log2,12,29,nnClassifier,7,5,lbfgs,uniform,0.98828125
tanh,brute,23,entropy,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,13,invscaling,67,auto,5,36,nnClassifier,10,5,adam,distance,0.986328125
tanh,brute,23,gini,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.986328125
identity,auto,21,gini,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,16,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,37,nnClassifier,9,6,sgd,uniform,0.9921875
identity,brute,27,entropy,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.98828125
logistic,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.986328125
logistic,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.986328125
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,uniform,0.98828125
identity,auto,28,gini,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,3,invscaling,44,sqrt,12,29,randomForestClassifier,7,6,lbfgs,uniform,0.501953125
tanh,brute,23,gini,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,13,invscaling,67,auto,5,36,nnClassifier,10,5,adam,distance,0.984375
tanh,brute,29,entropy,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,4,adaptive,13,log2,16,8,nnClassifier,8,8,sgd,uniform,0.984375
tanh,brute,23,gini,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,39,invscaling,27,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,brute,27,entropy,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,16,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,37,nnClassifier,9,6,sgd,uniform,0.9921875
tanh,brute,23,gini,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,39,invscaling,27,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.98828125
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,uniform,0.98828125
identity,auto,21,gini,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
identity,brute,27,entropy,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,4,6,sgd,uniform,0.9921875
identity,auto,21,gini,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,37,nnClassifier,9,6,sgd,uniform,0.9921875
logistic,auto,16,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,39,invscaling,27,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
tanh,brute,23,gini,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,constant,20,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,auto,21,gini,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,brute,27,entropy,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,15,constant,51,auto,17,4,nnClassifier,3,9,lbfgs,uniform,0.98828125
logistic,auto,28,gini,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,28,invscaling,16,auto,3,31,nnClassifier,9,6,sgd,uniform,0.9921875
