activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,14,gini,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,35,adaptive,28,sqrt,19,20,randomForestClassifier,1,4,lbfgs,distance,0.455078125
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,39,constant,30,auto,11,30,randomForestClassifier,9,9,lbfgs,distance,0.150390625
logistic,ball_tree,17,entropy,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,29,invscaling,58,sqrt,14,32,randomForestClassifier,3,10,adam,uniform,0.158203125
tanh,auto,27,gini,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,35,invscaling,56,sqrt,6,23,randomForestClassifier,7,3,adam,distance,0.083984375
identity,kd_tree,8,entropy,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.98828125
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.994140625
identity,auto,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,35,adaptive,91,sqrt,12,38,nnClassifier,9,7,adam,distance,0.9921875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,27,constant,59,log2,18,39,nnClassifier,5,3,adam,distance,0.990234375
identity,kd_tree,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,27,adaptive,59,log2,18,39,nnClassifier,5,10,adam,distance,0.990234375
logistic,brute,32,gini,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,2,adaptive,76,sqrt,12,38,nnClassifier,9,7,adam,distance,0.98828125
identity,kd_tree,8,entropy,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.98828125
logistic,auto,18,gini,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,7,invscaling,82,auto,10,7,nnClassifier,7,3,adam,uniform,0.986328125
logistic,kd_tree,14,gini,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,21,constant,22,log2,18,6,nnClassifier,7,4,lbfgs,distance,0.986328125
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
identity,auto,30,entropy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,35,adaptive,91,sqrt,12,38,nnClassifier,9,7,adam,distance,0.982421875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,27,constant,59,log2,18,39,nnClassifier,5,3,adam,distance,0.990234375
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,27,adaptive,59,log2,18,39,nnClassifier,5,10,adam,distance,0.990234375
identity,kd_tree,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,2,adaptive,76,sqrt,12,38,nnClassifier,9,7,adam,distance,0.990234375
logistic,brute,32,gini,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
identity,kd_tree,8,entropy,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,7,invscaling,82,auto,10,7,nnClassifier,7,3,lbfgs,uniform,0.984375
logistic,auto,18,gini,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,23,constant,22,log2,18,6,nnClassifier,7,4,lbfgs,distance,0.982421875
logistic,kd_tree,14,gini,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.994140625
identity,auto,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,35,adaptive,91,sqrt,12,38,nnClassifier,9,7,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
identity,auto,30,entropy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
logistic,brute,32,gini,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
logistic,kd_tree,14,gini,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,27,constant,59,log2,18,39,nnClassifier,5,3,adam,distance,0.990234375
identity,kd_tree,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,27,adaptive,59,log2,18,39,nnClassifier,5,10,adam,distance,0.990234375
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
identity,auto,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,35,adaptive,91,sqrt,12,38,nnClassifier,9,7,adam,distance,0.990234375
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,29,adaptive,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.990234375
identity,auto,30,entropy,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,29,constant,49,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.990234375
logistic,brute,32,gini,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
logistic,kd_tree,14,gini,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,21,constant,59,log2,18,39,nnClassifier,5,3,adam,uniform,0.98046875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,27,adaptive,59,log2,18,39,nnClassifier,5,9,adam,distance,0.990234375
identity,kd_tree,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,15,37,nnClassifier,1,4,sgd,distance,0.98828125
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.994140625
identity,auto,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
relu,ball_tree,22,gini,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,35,adaptive,91,sqrt,12,38,nnClassifier,9,7,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
identity,auto,30,entropy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
logistic,brute,32,gini,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
logistic,kd_tree,14,gini,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
identity,auto,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,29,adaptive,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
identity,auto,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,64,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,35,adaptive,91,sqrt,12,38,nnClassifier,9,7,adam,distance,0.990234375
relu,ball_tree,22,gini,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.990234375
tanh,brute,8,gini,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,29,constant,93,auto,11,33,nnClassifier,5,8,adam,distance,0.98828125
identity,brute,30,entropy,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,1,4,sgd,distance,0.98828125
logistic,brute,32,gini,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,29,constant,47,sqrt,6,37,nnClassifier,6,4,sgd,uniform,0.9921875
logistic,kd_tree,14,gini,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,5,8,adam,distance,0.9921875
tanh,brute,8,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,29,constant,93,sqrt,11,33,nnClassifier,10,8,adam,distance,0.9921875
identity,auto,30,gini,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,29,constant,14,sqrt,6,37,nnClassifier,1,7,sgd,distance,0.984375
