activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,20,entropy,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,6,constant,45,log2,7,27,nnClassifier,4,7,adam,uniform,0.98828125
relu,auto,16,entropy,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,2,invscaling,17,sqrt,6,29,nnClassifier,8,2,lbfgs,uniform,0.98828125
tanh,auto,30,gini,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,9,adaptive,36,sqrt,11,17,nnClassifier,5,5,adam,distance,0.986328125
identity,kd_tree,24,entropy,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,18,invscaling,20,auto,16,26,nnClassifier,4,3,adam,uniform,0.98828125
relu,auto,8,gini,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,30,invscaling,74,auto,15,12,nnClassifier,3,7,lbfgs,distance,0.986328125
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,12,invscaling,83,sqrt,4,23,nnClassifier,10,8,adam,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.990234375
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
tanh,brute,28,gini,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,36,invscaling,63,auto,14,26,nnClassifier,10,4,adam,distance,0.98828125
relu,brute,20,entropy,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,37,constant,55,sqrt,15,5,nnClassifier,7,3,lbfgs,uniform,0.98828125
relu,auto,16,entropy,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,6,constant,45,log2,7,27,nnClassifier,4,7,adam,uniform,0.98828125
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,12,invscaling,83,auto,4,7,nnClassifier,10,8,adam,uniform,0.98828125
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,36,invscaling,63,auto,14,26,nnClassifier,10,4,adam,distance,0.98828125
tanh,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,12,invscaling,83,sqrt,4,23,nnClassifier,10,8,adam,uniform,0.986328125
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,14,10,nnClassifier,1,6,sgd,distance,0.990234375
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,36,invscaling,63,auto,14,26,nnClassifier,10,4,adam,distance,0.984375
tanh,brute,28,gini,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,37,constant,55,sqrt,15,5,nnClassifier,7,3,lbfgs,uniform,0.98828125
relu,brute,20,entropy,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,6,constant,45,log2,7,27,nnClassifier,4,7,adam,uniform,0.98828125
relu,auto,16,entropy,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,12,adaptive,83,auto,4,7,nnClassifier,10,8,adam,uniform,0.98828125
identity,kd_tree,22,entropy,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,36,invscaling,63,auto,14,26,nnClassifier,10,4,adam,distance,0.98828125
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,12,invscaling,83,sqrt,4,23,nnClassifier,10,8,adam,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.990234375
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,14,10,nnClassifier,1,6,sgd,distance,0.990234375
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
tanh,brute,28,gini,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,36,invscaling,63,auto,14,26,nnClassifier,10,4,adam,distance,0.98828125
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,12,invscaling,83,sqrt,4,23,randomForestClassifier,10,8,adam,uniform,0.134765625
identity,ball_tree,12,entropy,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,adaptive,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.990234375
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.986328125
tanh,auto,21,entropy,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,3,6,sgd,distance,0.98828125
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,14,10,nnClassifier,1,6,sgd,distance,0.990234375
tanh,auto,21,entropy,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,8,nnClassifier,1,6,sgd,distance,0.98828125
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,36,invscaling,90,auto,14,26,nnClassifier,10,4,adam,distance,0.98828125
tanh,brute,28,gini,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.9921875
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,12,invscaling,83,sqrt,4,23,nnClassifier,10,8,adam,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,adaptive,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
tanh,brute,28,gini,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.9921875
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.990234375
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
relu,kd_tree,22,entropy,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12,invscaling,83,sqrt,4,23,nnClassifier,10,8,adam,uniform,0.98828125
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,lbfgs,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,4,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,13,adaptive,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
identity,ball_tree,12,entropy,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,4,constant,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
tanh,brute,28,gini,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,13,constant,60,sqrt,8,11,nnClassifier,3,1,sgd,uniform,0.9921875
tanh,auto,21,entropy,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4,adaptive,15,sqrt,2,10,nnClassifier,1,6,sgd,distance,0.990234375
identity,auto,18,gini,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,adaptive,67,sqrt,13,10,nnClassifier,1,6,sgd,distance,0.990234375
