activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,20,gini,1,1,1,1,0,2,invscaling,98,log2,8,2,nnClassifier,2,9,lbfgs,uniform,0.6055555555555555
identity,brute,19,entropy,0,0,0,0,0,6,invscaling,46,auto,2,17,kneighborsClassifier,2,2,adam,distance,0
relu,ball_tree,8,entropy,0,0,1,1,0,14,invscaling,41,sqrt,18,19,nnClassifier,6,2,adam,distance,0.5796296296296296
relu,brute,15,entropy,0,1,1,0,1,34,constant,8,log2,12,17,randomForestClassifier,9,3,adam,distance,0.7944444444444444
identity,brute,17,gini,1,0,0,0,1,9,constant,61,auto,20,37,kneighborsClassifier,6,5,adam,uniform,0.7870370370370371
logistic,kd_tree,13,gini,1,0,1,0,1,37,constant,3,sqrt,18,17,nnClassifier,1,4,adam,distance,0.6981481481481482
identity,ball_tree,21,gini,0,0,0,0,0,25,invscaling,44,auto,2,4,nnClassifier,1,4,sgd,distance,0
logistic,ball_tree,24,gini,0,0,1,0,0,35,constant,81,sqrt,17,10,randomForestClassifier,5,8,adam,distance,0.6925925925925925
logistic,brute,20,entropy,0,0,0,1,1,15,adaptive,28,sqrt,5,25,randomForestClassifier,5,6,sgd,distance,0.7925925925925926
logistic,auto,8,gini,0,1,0,1,1,35,invscaling,100,log2,19,40,kneighborsClassifier,5,8,adam,uniform,0.8074074074074075
identity,ball_tree,16,gini,1,0,1,0,1,12,invscaling,5,log2,6,32,kneighborsClassifier,3,5,lbfgs,distance,0.8518518518518519
logistic,brute,24,gini,0,1,1,0,1,35,adaptive,82,auto,20,34,nnClassifier,1,10,sgd,uniform,0.6981481481481482
relu,kd_tree,9,gini,1,0,1,1,0,9,constant,33,auto,2,7,nnClassifier,4,3,adam,uniform,0.587037037037037
relu,kd_tree,21,gini,1,0,1,1,0,28,constant,53,log2,10,20,kneighborsClassifier,4,1,adam,uniform,0.8555555555555555
identity,ball_tree,27,entropy,0,0,0,0,0,11,adaptive,99,log2,3,8,randomForestClassifier,8,4,lbfgs,distance,0
relu,brute,31,entropy,0,1,1,0,0,7,adaptive,62,auto,20,4,nnClassifier,5,1,lbfgs,distance,0.6018518518518519
tanh,kd_tree,19,gini,0,1,0,0,0,8,invscaling,19,log2,19,4,randomForestClassifier,3,10,adam,uniform,0.7351851851851852
identity,ball_tree,32,gini,1,0,0,1,0,19,constant,24,log2,7,33,nnClassifier,3,3,sgd,uniform,0.6185185185185185
tanh,brute,10,entropy,0,0,1,0,0,34,adaptive,75,log2,15,37,nnClassifier,10,3,adam,distance,0.6981481481481482
relu,ball_tree,27,entropy,1,0,0,0,1,8,invscaling,93,auto,19,16,nnClassifier,6,9,sgd,distance,0.674074074074074
logistic,brute,9,gini,1,0,1,0,0,13,adaptive,76,sqrt,14,35,kneighborsClassifier,8,5,lbfgs,distance,0.8018518518518518
tanh,ball_tree,26,gini,1,1,1,1,1,28,constant,39,log2,20,13,nnClassifier,1,7,adam,uniform,0.5981481481481481
logistic,auto,23,gini,0,0,0,1,0,24,invscaling,16,sqrt,7,12,kneighborsClassifier,6,4,sgd,distance,0.7574074074074074
identity,kd_tree,18,gini,0,0,1,0,0,17,constant,17,log2,9,2,randomForestClassifier,7,1,adam,distance,0.6907407407407408
tanh,brute,28,gini,1,1,0,0,1,12,adaptive,70,sqrt,18,9,randomForestClassifier,10,6,sgd,distance,0.8277777777777777
relu,ball_tree,10,entropy,1,1,0,1,0,15,invscaling,71,sqrt,15,30,kneighborsClassifier,7,4,sgd,distance,0.8574074074074074
logistic,kd_tree,13,gini,1,0,0,1,0,12,constant,14,auto,15,30,kneighborsClassifier,10,5,lbfgs,distance,0.8055555555555556
identity,brute,20,gini,1,1,0,0,0,17,adaptive,22,sqrt,9,13,kneighborsClassifier,4,8,adam,uniform,0.8037037037037037
relu,auto,32,gini,0,0,0,0,1,5,constant,78,auto,3,32,randomForestClassifier,10,4,lbfgs,distance,0.7351851851851852
identity,brute,16,entropy,1,1,1,1,1,12,constant,25,sqrt,2,26,nnClassifier,4,7,lbfgs,uniform,0.6185185185185185
relu,kd_tree,15,entropy,0,0,0,1,1,32,invscaling,65,sqrt,20,30,kneighborsClassifier,4,3,lbfgs,uniform,0.7925925925925926
relu,auto,13,gini,1,0,1,1,1,17,adaptive,64,auto,2,8,kneighborsClassifier,9,10,adam,distance,0.8962962962962963
tanh,kd_tree,18,entropy,0,0,0,1,1,2,adaptive,88,auto,8,10,nnClassifier,3,6,adam,distance,0.5740740740740741
relu,kd_tree,32,gini,1,0,0,1,1,38,invscaling,70,log2,15,25,randomForestClassifier,5,7,sgd,uniform,0.8481481481481481
logistic,auto,21,entropy,1,0,1,0,1,37,adaptive,1,log2,16,28,randomForestClassifier,8,9,adam,uniform,0.8388888888888889
logistic,kd_tree,16,entropy,0,1,1,1,1,18,adaptive,63,log2,10,14,kneighborsClassifier,6,8,adam,uniform,0.8462962962962963
identity,brute,25,gini,0,0,0,1,0,28,constant,45,log2,19,4,nnClassifier,6,1,lbfgs,uniform,0.6425925925925926
relu,auto,15,entropy,0,1,0,1,0,27,adaptive,78,log2,16,24,nnClassifier,5,10,adam,distance,0.6092592592592593
logistic,brute,23,entropy,0,0,1,1,1,18,adaptive,10,sqrt,10,24,kneighborsClassifier,2,7,lbfgs,distance,0.8666666666666667
logistic,ball_tree,28,entropy,1,0,1,1,0,34,invscaling,35,log2,20,8,nnClassifier,7,10,lbfgs,uniform,0.5907407407407408
tanh,kd_tree,23,gini,0,0,0,0,1,9,constant,73,log2,3,11,nnClassifier,6,2,adam,uniform,0.6296296296296297
logistic,brute,9,gini,1,0,0,1,1,36,constant,68,auto,20,18,nnClassifier,7,5,adam,distance,0.587037037037037
logistic,ball_tree,12,gini,0,0,0,1,1,13,adaptive,91,auto,12,38,kneighborsClassifier,4,10,adam,distance,0.8055555555555556
identity,auto,16,entropy,0,0,0,1,1,38,invscaling,68,sqrt,19,11,nnClassifier,5,6,sgd,distance,0.6537037037037037
identity,brute,32,entropy,1,1,1,0,0,37,invscaling,6,auto,7,6,kneighborsClassifier,8,4,lbfgs,distance,0.8777777777777778
identity,kd_tree,13,gini,0,1,1,1,1,39,adaptive,25,sqrt,19,21,kneighborsClassifier,1,3,lbfgs,uniform,0.8611111111111112
identity,auto,16,gini,0,0,0,1,0,18,invscaling,83,auto,13,32,kneighborsClassifier,10,9,lbfgs,uniform,0.75
identity,ball_tree,30,entropy,1,1,1,0,1,22,invscaling,52,sqrt,12,35,nnClassifier,6,8,adam,uniform,0.6240740740740741
logistic,auto,13,entropy,0,0,0,1,0,35,invscaling,90,log2,9,10,nnClassifier,7,10,adam,distance,0.5722222222222222
relu,brute,30,entropy,1,1,1,1,1,2,constant,55,auto,14,23,randomForestClassifier,8,10,sgd,distance,0.8851851851851852
tanh,brute,15,entropy,1,1,0,1,0,5,constant,56,sqrt,3,22,kneighborsClassifier,7,3,sgd,uniform,0.8592592592592593
tanh,brute,10,entropy,1,1,1,1,0,34,invscaling,72,log2,18,5,nnClassifier,9,8,lbfgs,distance,0.6203703703703703
