activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,26,gini,0,0,0,1,1,3,constant,96,log2,19,22,kneighborsClassifier,6,10,lbfgs,distance,0.7870370370370371
identity,brute,25,entropy,1,0,0,0,1,33,adaptive,73,sqrt,8,34,kneighborsClassifier,10,9,sgd,distance,0.7518518518518519
identity,auto,28,entropy,1,1,1,0,0,7,adaptive,97,log2,6,27,nnClassifier,9,6,sgd,uniform,0.65
identity,ball_tree,22,gini,0,0,1,0,1,27,adaptive,44,sqrt,7,27,nnClassifier,10,4,adam,uniform,0.6518518518518519
tanh,kd_tree,22,entropy,1,0,0,1,0,9,constant,87,sqrt,9,26,kneighborsClassifier,5,8,lbfgs,distance,0.7796296296296297
identity,auto,14,entropy,0,0,0,0,0,15,adaptive,51,sqrt,14,35,nnClassifier,1,3,sgd,uniform,0
relu,brute,29,gini,1,1,0,0,0,19,adaptive,41,auto,11,37,randomForestClassifier,8,2,adam,uniform,0.7833333333333333
relu,auto,29,gini,0,0,1,0,0,10,constant,62,log2,20,5,randomForestClassifier,7,2,sgd,distance,0.6981481481481482
relu,ball_tree,10,entropy,0,0,1,1,1,12,adaptive,80,log2,6,27,nnClassifier,4,10,sgd,distance,0.6129629629629629
logistic,brute,28,gini,0,1,0,1,0,15,adaptive,85,auto,9,26,kneighborsClassifier,10,7,lbfgs,uniform,0.8074074074074075
tanh,kd_tree,19,gini,0,0,0,1,1,23,invscaling,71,sqrt,9,8,nnClassifier,3,7,adam,distance,0.5777777777777777
logistic,auto,28,gini,1,1,0,0,0,11,constant,92,auto,13,16,nnClassifier,3,9,lbfgs,uniform,0.5962962962962963
identity,auto,26,entropy,1,1,0,0,1,5,adaptive,28,auto,5,13,kneighborsClassifier,5,8,sgd,uniform,0.8074074074074075
tanh,ball_tree,29,entropy,1,1,1,0,1,18,constant,38,sqrt,18,34,randomForestClassifier,3,4,lbfgs,uniform,0.8444444444444444
logistic,kd_tree,29,gini,0,0,0,1,1,40,adaptive,83,auto,2,11,nnClassifier,7,9,lbfgs,distance,0.5907407407407408
relu,ball_tree,13,entropy,0,1,1,1,0,23,adaptive,28,auto,15,29,nnClassifier,5,8,adam,distance,0.5851851851851851
relu,brute,22,entropy,0,0,1,0,0,14,adaptive,32,log2,8,27,randomForestClassifier,7,8,sgd,distance,0.6796296296296296
tanh,kd_tree,27,gini,1,1,1,0,0,38,invscaling,48,auto,6,27,randomForestClassifier,8,8,adam,distance,0.8277777777777777
relu,kd_tree,10,gini,1,0,1,0,1,29,invscaling,95,auto,2,36,randomForestClassifier,5,8,sgd,distance,0.825925925925926
tanh,brute,26,gini,1,0,1,0,0,37,invscaling,41,log2,17,19,nnClassifier,1,7,sgd,uniform,0.6981481481481482
logistic,ball_tree,32,gini,0,0,0,0,0,34,constant,11,auto,16,39,randomForestClassifier,3,6,lbfgs,uniform,0
logistic,ball_tree,28,entropy,0,0,1,1,1,23,invscaling,13,sqrt,6,17,kneighborsClassifier,10,9,adam,distance,0.8351851851851851
relu,brute,19,entropy,0,1,0,1,1,22,invscaling,86,auto,10,26,randomForestClassifier,8,5,sgd,uniform,0.8203703703703704
tanh,ball_tree,30,entropy,0,0,1,1,0,31,invscaling,25,log2,7,22,nnClassifier,7,9,sgd,distance,0.6296296296296297
relu,auto,24,gini,0,1,1,0,1,35,invscaling,46,log2,2,4,randomForestClassifier,1,6,sgd,uniform,0.8277777777777777
logistic,ball_tree,9,entropy,0,0,1,0,0,38,constant,76,auto,15,23,kneighborsClassifier,9,1,adam,uniform,0.6796296296296296
relu,brute,30,entropy,0,1,1,0,1,19,invscaling,61,log2,9,36,kneighborsClassifier,9,2,lbfgs,uniform,0.8148148148148148
tanh,brute,9,gini,1,1,1,1,1,15,invscaling,88,auto,3,9,randomForestClassifier,7,1,sgd,distance,0.8907407407407407
relu,kd_tree,15,gini,1,0,1,0,0,37,adaptive,81,log2,5,6,kneighborsClassifier,4,1,adam,uniform,0.7537037037037037
tanh,brute,14,gini,1,0,1,1,0,8,invscaling,31,sqrt,8,25,kneighborsClassifier,4,1,lbfgs,uniform,0.8148148148148148
tanh,brute,11,entropy,0,0,1,1,1,12,constant,46,log2,4,28,nnClassifier,4,7,sgd,distance,0.6092592592592593
tanh,kd_tree,18,entropy,1,0,0,1,1,4,invscaling,67,auto,4,25,kneighborsClassifier,4,4,sgd,distance,0.8222222222222222
identity,kd_tree,14,gini,1,0,1,0,1,9,invscaling,79,auto,3,29,kneighborsClassifier,8,1,sgd,uniform,0.8296296296296296
identity,kd_tree,17,gini,1,1,0,1,0,18,invscaling,34,log2,6,27,kneighborsClassifier,5,4,sgd,uniform,0.8296296296296296
relu,kd_tree,27,gini,1,0,0,1,0,8,adaptive,31,auto,3,16,kneighborsClassifier,9,1,lbfgs,distance,0.7703703703703704
identity,kd_tree,31,entropy,0,1,1,1,1,40,adaptive,41,auto,12,2,kneighborsClassifier,3,5,lbfgs,distance,0.8629629629629629
identity,kd_tree,15,entropy,1,0,0,0,0,26,adaptive,37,auto,13,33,nnClassifier,8,9,lbfgs,uniform,0.6925925925925925
tanh,kd_tree,23,gini,0,1,1,1,0,34,constant,55,sqrt,6,8,kneighborsClassifier,4,7,lbfgs,uniform,0.8203703703703704
tanh,brute,11,gini,0,1,0,1,0,32,constant,59,auto,18,19,nnClassifier,2,1,lbfgs,distance,0.5962962962962963
tanh,kd_tree,16,entropy,1,0,1,0,0,24,adaptive,87,sqrt,13,5,kneighborsClassifier,2,1,sgd,distance,0.7537037037037037
logistic,ball_tree,25,gini,1,1,0,0,1,13,invscaling,60,auto,9,10,nnClassifier,9,7,lbfgs,distance,0.6185185185185185
identity,kd_tree,13,gini,1,0,0,1,0,5,adaptive,91,log2,14,4,randomForestClassifier,7,8,lbfgs,distance,0.7777777777777778
relu,kd_tree,17,entropy,1,1,0,0,0,4,adaptive,40,auto,19,19,randomForestClassifier,2,3,sgd,distance,0.7666666666666667
identity,ball_tree,20,gini,1,0,1,1,0,21,constant,96,auto,19,13,randomForestClassifier,3,7,adam,uniform,0.812962962962963
logistic,ball_tree,22,entropy,1,0,1,0,0,4,invscaling,85,auto,13,33,kneighborsClassifier,2,3,sgd,distance,0.7796296296296297
identity,auto,12,entropy,1,1,1,0,0,25,adaptive,8,log2,15,38,randomForestClassifier,7,3,sgd,uniform,0.812962962962963
relu,kd_tree,26,entropy,1,0,1,0,1,16,adaptive,57,sqrt,19,9,kneighborsClassifier,6,8,sgd,distance,0.8444444444444444
tanh,auto,32,entropy,0,0,1,1,0,27,adaptive,8,auto,2,38,nnClassifier,6,5,lbfgs,uniform,0.6222222222222222
tanh,kd_tree,21,entropy,1,1,1,1,0,4,invscaling,68,log2,20,39,kneighborsClassifier,5,1,adam,uniform,0.8759259259259259
relu,auto,13,gini,1,1,0,0,0,38,invscaling,27,log2,11,12,nnClassifier,6,5,sgd,uniform,0.7055555555555556
logistic,kd_tree,24,gini,0,0,1,1,1,13,adaptive,41,log2,4,37,kneighborsClassifier,3,1,lbfgs,uniform,0.8314814814814815
identity,ball_tree,22,gini,0,0,0,1,0,29,constant,28,auto,19,3,nnClassifier,10,4,lbfgs,distance,0.6759259259259259
logistic,brute,20,gini,1,0,0,1,1,13,adaptive,49,sqrt,3,13,randomForestClassifier,4,8,lbfgs,uniform,0.8222222222222222
identity,ball_tree,23,entropy,0,0,1,0,0,20,constant,51,auto,13,10,nnClassifier,4,5,lbfgs,uniform,0.674074074074074
relu,brute,26,entropy,0,1,1,0,0,34,adaptive,35,sqrt,17,20,nnClassifier,2,7,adam,uniform,0.7055555555555556
identity,ball_tree,25,entropy,0,1,0,1,0,34,invscaling,32,log2,19,16,kneighborsClassifier,1,9,lbfgs,uniform,0.7870370370370371
relu,brute,20,entropy,0,0,0,1,0,10,constant,78,auto,8,16,nnClassifier,9,4,lbfgs,distance,0.5851851851851851
relu,ball_tree,19,entropy,0,0,1,0,0,35,constant,48,auto,17,30,nnClassifier,4,7,sgd,distance,0.7037037037037037
identity,ball_tree,27,entropy,1,1,0,0,1,5,adaptive,89,sqrt,8,33,randomForestClassifier,2,7,sgd,distance,0.8203703703703704
relu,auto,22,gini,1,0,1,0,1,16,adaptive,60,sqrt,20,25,kneighborsClassifier,9,6,adam,uniform,0.8222222222222222
logistic,brute,17,entropy,1,1,1,1,0,5,invscaling,39,log2,8,39,randomForestClassifier,2,8,adam,uniform,0.8351851851851851
