activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,16,gini,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,32,adaptive,27,auto,8,8,nnClassifier,7,3,lbfgs,uniform,0.984375
identity,kd_tree,13,gini,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,32,adaptive,34,auto,6,32,kneighborsClassifier,6,6,sgd,uniform,0.005859375
identity,ball_tree,9,gini,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,38,invscaling,37,auto,6,19,randomForestClassifier,3,7,lbfgs,uniform,0.18359375
identity,brute,24,entropy,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,36,adaptive,54,sqrt,19,34,kneighborsClassifier,9,10,lbfgs,uniform,0.0078125
identity,brute,18,gini,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,38,constant,36,log2,13,2,kneighborsClassifier,5,4,lbfgs,uniform,0.01171875
relu,kd_tree,14,gini,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,24,adaptive,43,sqrt,3,35,randomForestClassifier,7,6,sgd,uniform,0.69140625
identity,auto,27,gini,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,12,invscaling,72,auto,6,33,nnClassifier,10,1,sgd,uniform,0.9921875
logistic,brute,21,gini,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,8,adaptive,65,log2,2,17,nnClassifier,2,1,adam,distance,0.9921875
identity,brute,13,entropy,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,10,invscaling,58,sqrt,9,12,nnClassifier,6,8,adam,distance,0.982421875
relu,ball_tree,23,gini,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,19,adaptive,92,auto,5,32,randomForestClassifier,4,2,adam,distance,0.123046875
tanh,kd_tree,9,entropy,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,17,invscaling,32,sqrt,11,13,randomForestClassifier,4,9,lbfgs,uniform,0.42578125
logistic,brute,22,gini,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,10,invscaling,26,auto,4,32,randomForestClassifier,10,2,lbfgs,uniform,0.111328125
logistic,kd_tree,26,entropy,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,38,adaptive,33,auto,13,13,randomForestClassifier,5,7,sgd,distance,0.416015625
tanh,brute,27,gini,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,32,invscaling,79,log2,13,30,nnClassifier,1,9,sgd,uniform,0.9921875
relu,kd_tree,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,9,invscaling,80,log2,19,33,nnClassifier,9,2,sgd,uniform,0.9921875
logistic,ball_tree,14,entropy,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,21,adaptive,80,sqrt,10,26,nnClassifier,4,9,adam,uniform,0.984375
identity,brute,17,entropy,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,17,adaptive,34,auto,10,20,nnClassifier,5,6,sgd,distance,0.986328125
tanh,auto,10,gini,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,17,invscaling,27,log2,17,35,kneighborsClassifier,1,9,sgd,uniform,0.009765625
tanh,auto,24,gini,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,13,adaptive,23,log2,17,28,kneighborsClassifier,8,7,sgd,uniform,0.00390625
tanh,brute,32,entropy,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,13,constant,79,log2,4,15,nnClassifier,1,8,adam,uniform,0.984375
relu,ball_tree,25,gini,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,15,adaptive,19,sqrt,10,37,nnClassifier,7,6,sgd,distance,0.986328125
tanh,brute,28,entropy,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,17,invscaling,94,auto,4,40,nnClassifier,8,9,adam,uniform,0.98046875
logistic,brute,17,gini,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,39,invscaling,28,log2,4,4,randomForestClassifier,7,10,sgd,uniform,0.244140625
logistic,ball_tree,23,gini,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,invscaling,51,sqrt,20,25,kneighborsClassifier,8,2,lbfgs,distance,0.00390625
relu,brute,15,gini,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,28,adaptive,35,log2,19,10,randomForestClassifier,10,4,sgd,distance,0.4296875
tanh,ball_tree,22,entropy,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,17,adaptive,15,log2,18,4,kneighborsClassifier,8,8,lbfgs,distance,0.021484375
tanh,auto,12,gini,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,10,constant,65,log2,4,9,randomForestClassifier,9,5,adam,distance,0.19140625
identity,ball_tree,24,entropy,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,10,adaptive,39,auto,9,23,nnClassifier,2,7,sgd,uniform,0.986328125
tanh,ball_tree,29,entropy,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,28,adaptive,7,log2,7,2,randomForestClassifier,8,4,sgd,distance,0.451171875
relu,ball_tree,27,entropy,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,15,invscaling,50,log2,13,35,kneighborsClassifier,6,1,adam,distance,0.017578125
relu,ball_tree,25,gini,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,6,adaptive,94,sqrt,2,27,randomForestClassifier,4,4,lbfgs,uniform,0.697265625
logistic,ball_tree,16,gini,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,9,constant,67,log2,19,17,nnClassifier,10,9,sgd,distance,0.9921875
tanh,ball_tree,13,entropy,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,20,invscaling,8,sqrt,9,26,kneighborsClassifier,8,2,adam,distance,0.009765625
relu,brute,10,gini,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,32,adaptive,40,sqrt,5,30,nnClassifier,9,3,lbfgs,uniform,0.98828125
tanh,ball_tree,25,entropy,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,21,adaptive,60,auto,20,8,nnClassifier,8,3,sgd,uniform,0.986328125
identity,ball_tree,10,gini,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,7,constant,85,log2,7,27,randomForestClassifier,1,10,adam,distance,0.201171875
relu,auto,9,entropy,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,12,constant,56,log2,16,22,randomForestClassifier,8,5,adam,distance,0.310546875
relu,auto,23,gini,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,9,invscaling,6,auto,16,32,randomForestClassifier,10,1,adam,distance,0.28515625
relu,brute,10,gini,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,24,adaptive,82,sqrt,6,23,randomForestClassifier,10,9,lbfgs,uniform,0.671875
identity,auto,32,gini,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,17,constant,25,auto,17,13,nnClassifier,10,3,sgd,distance,0.9921875
logistic,kd_tree,26,entropy,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,30,invscaling,12,log2,5,8,randomForestClassifier,1,6,adam,uniform,0.12109375
logistic,brute,21,gini,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,29,constant,27,sqrt,12,34,kneighborsClassifier,5,10,lbfgs,distance,0.01171875
identity,brute,17,entropy,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,39,invscaling,30,log2,14,14,kneighborsClassifier,5,7,sgd,distance,0.009765625
logistic,kd_tree,27,entropy,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,4,invscaling,18,sqrt,12,4,nnClassifier,5,10,sgd,uniform,0.9921875
tanh,brute,32,gini,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,28,constant,16,log2,11,12,randomForestClassifier,9,8,sgd,uniform,0.634765625
relu,auto,20,entropy,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,adaptive,53,sqrt,8,14,randomForestClassifier,7,6,adam,uniform,0.390625
tanh,brute,22,entropy,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,27,invscaling,88,sqrt,4,8,nnClassifier,9,6,sgd,uniform,0.9921875
relu,auto,25,gini,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,16,constant,84,sqrt,12,21,kneighborsClassifier,10,7,adam,uniform,0.0078125
identity,ball_tree,29,entropy,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,22,constant,92,log2,5,37,randomForestClassifier,4,8,adam,distance,0.12109375
