activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,24,entropy,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,23,invscaling,26,auto,15,22,kneighborsClassifier,7,3,lbfgs,uniform,0.013671875
tanh,kd_tree,15,entropy,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,5,constant,62,auto,5,30,randomForestClassifier,5,3,adam,uniform,0.37109375
logistic,ball_tree,20,gini,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,20,adaptive,80,auto,6,4,nnClassifier,5,1,adam,distance,0.9921875
tanh,brute,18,entropy,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,39,invscaling,10,auto,10,38,randomForestClassifier,3,4,lbfgs,uniform,0.513671875
relu,auto,22,entropy,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,30,invscaling,73,auto,3,23,nnClassifier,7,10,adam,uniform,0.9921875
tanh,kd_tree,18,entropy,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,19,invscaling,71,log2,17,18,randomForestClassifier,9,5,adam,uniform,0.05078125
identity,auto,21,entropy,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,7,invscaling,13,auto,3,38,nnClassifier,4,4,adam,uniform,0.986328125
relu,brute,8,gini,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,40,constant,42,auto,2,13,randomForestClassifier,10,8,adam,uniform,0.15234375
relu,brute,10,entropy,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,7,adaptive,33,sqrt,15,35,nnClassifier,2,8,sgd,uniform,0.9921875
logistic,kd_tree,18,gini,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,39,invscaling,70,auto,18,10,nnClassifier,9,10,lbfgs,distance,0.986328125
logistic,auto,28,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,26,invscaling,50,sqrt,11,27,randomForestClassifier,7,8,sgd,uniform,0.3984375
relu,ball_tree,27,gini,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,9,constant,78,auto,11,10,randomForestClassifier,9,4,adam,distance,0.626953125
tanh,brute,15,entropy,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,39,constant,32,log2,5,5,randomForestClassifier,1,9,sgd,distance,0.525390625
relu,ball_tree,12,entropy,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,29,invscaling,77,log2,12,27,kneighborsClassifier,2,3,sgd,distance,0.01171875
logistic,brute,16,entropy,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,36,adaptive,42,log2,12,12,kneighborsClassifier,1,9,lbfgs,uniform,0.013671875
tanh,auto,13,gini,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,9,constant,8,log2,6,30,nnClassifier,4,1,sgd,uniform,0.990234375
tanh,ball_tree,29,entropy,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,13,adaptive,52,auto,16,5,randomForestClassifier,6,2,sgd,distance,0.47265625
identity,kd_tree,12,gini,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,11,adaptive,63,sqrt,18,24,nnClassifier,3,3,adam,uniform,0.986328125
logistic,ball_tree,26,entropy,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,7,invscaling,38,sqrt,8,14,kneighborsClassifier,3,2,sgd,distance,0.017578125
tanh,auto,11,entropy,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,11,constant,100,auto,20,37,kneighborsClassifier,6,1,sgd,uniform,0.021484375
relu,auto,11,entropy,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,4,constant,53,log2,16,24,randomForestClassifier,3,8,lbfgs,uniform,0.158203125
relu,kd_tree,31,gini,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,24,invscaling,100,sqrt,12,32,randomForestClassifier,6,9,adam,distance,0.115234375
tanh,ball_tree,30,gini,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,19,invscaling,35,sqrt,5,25,kneighborsClassifier,2,8,sgd,uniform,0.015625
identity,ball_tree,24,entropy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,invscaling,5,auto,5,17,kneighborsClassifier,6,5,adam,uniform,0.0078125
tanh,ball_tree,19,gini,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,36,adaptive,32,log2,3,6,nnClassifier,2,3,lbfgs,uniform,0.98828125
identity,auto,17,entropy,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,36,invscaling,46,sqrt,13,29,randomForestClassifier,9,10,adam,uniform,0.33984375
identity,ball_tree,32,entropy,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,13,adaptive,35,sqrt,12,32,nnClassifier,8,5,sgd,distance,0.990234375
logistic,brute,18,gini,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,23,constant,59,auto,14,12,kneighborsClassifier,3,5,adam,uniform,0.005859375
tanh,ball_tree,12,entropy,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,3,invscaling,24,sqrt,8,17,randomForestClassifier,10,6,sgd,distance,0.15625
relu,brute,16,entropy,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,20,invscaling,92,auto,7,22,kneighborsClassifier,8,2,adam,distance,0.021484375
tanh,auto,12,entropy,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,9,constant,86,log2,9,31,nnClassifier,8,2,adam,distance,0.994140625
relu,ball_tree,32,entropy,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,5,adaptive,47,auto,8,6,kneighborsClassifier,5,5,adam,distance,0.052734375
logistic,ball_tree,15,gini,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,5,invscaling,12,sqrt,11,11,randomForestClassifier,2,1,sgd,distance,0.0546875
logistic,kd_tree,17,entropy,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,15,adaptive,80,auto,13,3,kneighborsClassifier,10,3,sgd,uniform,0.0078125
tanh,ball_tree,19,gini,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,constant,9,auto,6,7,nnClassifier,2,9,sgd,distance,0.994140625
relu,ball_tree,23,gini,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,25,constant,51,auto,17,16,nnClassifier,10,1,lbfgs,uniform,0.984375
relu,brute,14,entropy,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,25,invscaling,22,log2,14,29,randomForestClassifier,4,3,sgd,uniform,0.525390625
relu,auto,11,entropy,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,6,adaptive,22,log2,14,23,nnClassifier,7,5,sgd,uniform,0.98828125
relu,ball_tree,10,entropy,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,12,invscaling,40,sqrt,12,20,randomForestClassifier,2,5,sgd,uniform,0.46875
relu,kd_tree,23,gini,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,11,adaptive,9,sqrt,8,7,nnClassifier,8,10,sgd,distance,0.994140625
relu,brute,31,entropy,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,30,invscaling,25,sqrt,5,24,randomForestClassifier,3,6,lbfgs,distance,0.306640625
identity,kd_tree,22,gini,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,10,constant,62,sqrt,12,23,randomForestClassifier,8,6,adam,uniform,0.462890625
identity,ball_tree,13,entropy,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,16,constant,58,auto,12,15,nnClassifier,9,6,adam,uniform,0.986328125
relu,kd_tree,16,gini,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,8,invscaling,80,auto,11,38,kneighborsClassifier,3,6,sgd,uniform,0.013671875
tanh,auto,9,entropy,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,25,adaptive,38,sqrt,3,15,kneighborsClassifier,8,5,adam,distance,0.013671875
tanh,kd_tree,23,gini,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,35,adaptive,80,log2,17,36,nnClassifier,4,5,lbfgs,uniform,0.98828125
tanh,brute,8,entropy,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,10,invscaling,41,log2,16,11,nnClassifier,4,1,adam,uniform,0.9921875
relu,kd_tree,12,entropy,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,32,adaptive,3,sqrt,11,10,nnClassifier,4,3,adam,uniform,0.98828125
logistic,brute,31,gini,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,17,constant,69,sqrt,8,37,kneighborsClassifier,5,4,lbfgs,uniform,0.005859375
tanh,brute,13,entropy,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,34,invscaling,72,sqrt,20,10,randomForestClassifier,2,2,adam,distance,0.279296875
identity,brute,17,gini,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,25,constant,89,sqrt,5,30,kneighborsClassifier,9,3,adam,distance,0.00390625
relu,ball_tree,22,entropy,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,18,adaptive,61,auto,14,35,randomForestClassifier,3,2,lbfgs,distance,0.3046875
logistic,brute,10,entropy,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,23,adaptive,60,auto,8,22,randomForestClassifier,5,6,adam,uniform,0.529296875
relu,auto,22,gini,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,38,constant,96,sqrt,14,10,kneighborsClassifier,3,1,sgd,distance,0.0234375
logistic,ball_tree,12,gini,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,26,invscaling,31,log2,13,8,nnClassifier,6,4,adam,distance,0.994140625
logistic,auto,16,entropy,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,33,constant,2,auto,10,37,nnClassifier,3,9,lbfgs,distance,0.990234375
identity,auto,22,entropy,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,35,constant,11,sqrt,15,28,randomForestClassifier,5,5,adam,distance,0.017578125
identity,kd_tree,21,entropy,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,29,adaptive,85,log2,20,36,kneighborsClassifier,10,7,lbfgs,uniform,0.0078125
identity,kd_tree,23,entropy,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5,adaptive,71,auto,15,33,randomForestClassifier,9,5,sgd,distance,0.419921875
tanh,auto,28,gini,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,37,constant,64,auto,12,8,kneighborsClassifier,4,3,adam,distance,0.013671875
tanh,brute,26,entropy,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,27,invscaling,98,auto,15,34,kneighborsClassifier,4,1,sgd,uniform,0.0234375
identity,auto,29,gini,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,20,adaptive,60,log2,14,12,randomForestClassifier,5,2,sgd,distance,0.08984375
relu,ball_tree,15,gini,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,24,constant,10,sqrt,9,39,randomForestClassifier,8,1,adam,uniform,0.615234375
identity,kd_tree,13,gini,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,40,constant,23,auto,16,33,randomForestClassifier,8,3,lbfgs,uniform,0.138671875
identity,ball_tree,27,entropy,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,35,adaptive,100,log2,8,35,randomForestClassifier,2,3,lbfgs,uniform,0.1015625
identity,ball_tree,14,gini,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,20,constant,72,auto,15,15,kneighborsClassifier,4,3,lbfgs,uniform,0.01171875
relu,brute,23,gini,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,2,constant,57,log2,15,2,kneighborsClassifier,9,9,lbfgs,uniform,0.00390625
identity,auto,30,gini,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,28,adaptive,61,auto,3,17,nnClassifier,4,2,adam,uniform,0.98828125
logistic,kd_tree,20,gini,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,20,constant,33,log2,18,15,randomForestClassifier,2,7,lbfgs,distance,0.5703125
relu,brute,10,gini,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,33,adaptive,7,sqrt,8,40,randomForestClassifier,3,2,sgd,uniform,0.40625
identity,kd_tree,14,gini,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,2,constant,33,auto,18,24,randomForestClassifier,3,8,sgd,distance,0.4296875
logistic,brute,20,entropy,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,invscaling,20,log2,3,33,kneighborsClassifier,7,1,adam,distance,0.01953125
tanh,ball_tree,28,gini,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,5,adaptive,62,auto,18,21,nnClassifier,9,8,lbfgs,uniform,0.990234375
relu,brute,25,entropy,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,33,constant,84,log2,11,36,nnClassifier,10,7,lbfgs,uniform,0.98828125
tanh,auto,23,gini,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,36,adaptive,4,log2,7,31,nnClassifier,9,1,adam,uniform,0.990234375
tanh,brute,23,entropy,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,38,constant,74,sqrt,13,5,nnClassifier,3,7,lbfgs,distance,0.986328125
logistic,auto,31,gini,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,13,adaptive,45,log2,10,39,nnClassifier,8,6,sgd,uniform,0.994140625
