activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,25,entropy,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,24,invscaling,11,auto,14,18,nnClassifier,7,2,lbfgs,distance,0.986328125
identity,kd_tree,20,gini,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7,invscaling,7,sqrt,2,35,randomForestClassifier,4,8,lbfgs,distance,0.068359375
logistic,auto,13,entropy,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,13,invscaling,20,log2,10,9,nnClassifier,10,4,lbfgs,uniform,0.990234375
identity,ball_tree,11,entropy,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,24,adaptive,72,auto,20,16,nnClassifier,1,3,sgd,uniform,0.986328125
logistic,ball_tree,32,entropy,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,16,constant,64,sqrt,9,8,nnClassifier,2,8,adam,uniform,0.986328125
logistic,auto,15,entropy,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,15,invscaling,63,auto,5,7,randomForestClassifier,1,8,lbfgs,uniform,0.15625
relu,kd_tree,31,gini,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,15,invscaling,84,auto,11,8,randomForestClassifier,3,6,adam,distance,0.54296875
tanh,auto,15,gini,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,15,invscaling,96,log2,3,6,kneighborsClassifier,9,3,sgd,distance,0.017578125
tanh,brute,13,gini,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,34,invscaling,98,sqrt,17,14,randomForestClassifier,9,9,lbfgs,distance,0.060546875
relu,auto,26,entropy,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,30,constant,71,auto,11,23,nnClassifier,3,7,sgd,distance,0.99609375
identity,kd_tree,14,gini,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,19,adaptive,63,log2,17,26,kneighborsClassifier,7,9,lbfgs,distance,0.0078125
logistic,brute,18,entropy,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,27,invscaling,62,sqrt,10,34,randomForestClassifier,3,6,sgd,distance,0.458984375
tanh,ball_tree,20,entropy,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,24,adaptive,40,sqrt,18,38,kneighborsClassifier,5,2,lbfgs,uniform,0.03125
relu,auto,16,entropy,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,2,constant,96,log2,10,40,randomForestClassifier,8,9,lbfgs,distance,0.37109375
logistic,ball_tree,16,entropy,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,4,constant,29,log2,9,16,nnClassifier,4,4,lbfgs,uniform,0.994140625
relu,kd_tree,27,entropy,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,40,adaptive,96,sqrt,10,30,nnClassifier,3,2,sgd,uniform,0.99609375
tanh,kd_tree,19,entropy,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,10,constant,38,sqrt,18,5,nnClassifier,6,3,adam,distance,0.982421875
identity,ball_tree,12,gini,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,33,invscaling,26,sqrt,17,4,randomForestClassifier,5,9,sgd,uniform,0.513671875
relu,ball_tree,28,entropy,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,3,adaptive,44,log2,14,24,nnClassifier,2,8,sgd,distance,0.99609375
tanh,auto,23,gini,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,13,constant,64,auto,14,16,nnClassifier,5,4,lbfgs,uniform,0.986328125
relu,auto,17,entropy,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,2,adaptive,65,sqrt,18,3,randomForestClassifier,6,3,sgd,uniform,0.033203125
relu,ball_tree,20,gini,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,27,adaptive,12,auto,13,7,randomForestClassifier,3,1,adam,distance,0.443359375
logistic,auto,23,gini,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,constant,1,auto,14,11,nnClassifier,1,4,lbfgs,distance,0.99609375
identity,brute,26,entropy,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,8,constant,34,auto,8,34,nnClassifier,10,3,adam,uniform,0.984375
logistic,auto,12,gini,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,10,invscaling,13,log2,4,21,nnClassifier,6,8,sgd,uniform,0.99609375
logistic,ball_tree,24,entropy,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,3,constant,7,log2,12,39,kneighborsClassifier,10,9,sgd,distance,0.009765625
relu,ball_tree,19,entropy,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,6,adaptive,33,sqrt,18,11,randomForestClassifier,7,3,adam,distance,0.111328125
identity,kd_tree,28,entropy,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,33,adaptive,17,log2,10,36,kneighborsClassifier,9,1,adam,distance,0.01953125
relu,auto,12,gini,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,36,constant,17,log2,3,37,kneighborsClassifier,6,3,sgd,distance,0.00390625
logistic,kd_tree,9,entropy,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,18,constant,98,log2,11,16,nnClassifier,6,1,lbfgs,distance,0.986328125
relu,auto,28,gini,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,23,constant,27,sqrt,16,23,nnClassifier,2,1,adam,uniform,0.994140625
relu,kd_tree,17,entropy,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,22,constant,46,auto,9,3,nnClassifier,5,3,sgd,uniform,0.9921875
logistic,auto,19,gini,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,3,invscaling,65,auto,7,23,kneighborsClassifier,2,5,lbfgs,uniform,0.01171875
identity,auto,25,gini,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,29,invscaling,66,sqrt,13,7,kneighborsClassifier,2,3,adam,distance,0.009765625
tanh,auto,14,entropy,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,13,invscaling,60,log2,3,18,randomForestClassifier,5,3,sgd,distance,0.2421875
relu,brute,29,entropy,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,40,adaptive,20,sqrt,16,25,nnClassifier,2,2,lbfgs,distance,0.98828125
logistic,ball_tree,27,gini,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,31,constant,9,log2,15,16,nnClassifier,7,2,sgd,uniform,0.99609375
tanh,kd_tree,15,entropy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,30,adaptive,87,auto,8,13,randomForestClassifier,5,3,adam,distance,0.603515625
logistic,ball_tree,31,gini,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,14,invscaling,92,auto,5,9,nnClassifier,3,3,sgd,uniform,0.99609375
identity,auto,19,gini,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,10,invscaling,35,auto,15,29,nnClassifier,6,4,lbfgs,uniform,0.986328125
logistic,auto,11,entropy,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,29,constant,33,auto,2,17,kneighborsClassifier,5,3,lbfgs,distance,0.015625
identity,brute,9,gini,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,37,adaptive,69,log2,18,10,kneighborsClassifier,2,5,sgd,uniform,0.025390625
identity,brute,8,gini,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,14,constant,92,auto,12,2,kneighborsClassifier,4,7,adam,uniform,0.009765625
logistic,brute,22,gini,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,30,adaptive,70,auto,8,30,nnClassifier,3,6,sgd,distance,0.99609375
relu,auto,9,gini,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,27,adaptive,17,sqrt,12,2,randomForestClassifier,10,8,lbfgs,uniform,0.626953125
relu,ball_tree,32,gini,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,10,adaptive,86,log2,7,24,kneighborsClassifier,6,7,sgd,uniform,0.00390625
logistic,brute,26,gini,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,13,invscaling,34,sqrt,6,6,nnClassifier,6,7,sgd,distance,0.99609375
identity,ball_tree,10,gini,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,19,adaptive,15,log2,14,30,kneighborsClassifier,5,6,lbfgs,uniform,0.0078125
logistic,brute,19,gini,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,26,adaptive,42,auto,10,8,kneighborsClassifier,6,2,adam,uniform,0.01953125
logistic,ball_tree,26,entropy,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,18,adaptive,48,log2,19,4,nnClassifier,5,2,sgd,uniform,0.99609375
tanh,brute,14,entropy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,9,constant,12,auto,15,32,kneighborsClassifier,8,5,adam,distance,0.013671875
tanh,kd_tree,27,gini,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,15,adaptive,27,auto,5,40,randomForestClassifier,5,7,adam,uniform,0.5390625
tanh,auto,18,gini,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,27,constant,85,log2,11,11,nnClassifier,5,4,sgd,distance,0.990234375
identity,auto,27,gini,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,14,invscaling,18,auto,14,11,randomForestClassifier,7,8,adam,uniform,0.53515625
logistic,auto,20,gini,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,13,adaptive,64,log2,6,29,nnClassifier,3,3,sgd,uniform,0.99609375
tanh,brute,12,entropy,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,17,constant,80,auto,12,12,kneighborsClassifier,1,10,sgd,distance,0.015625
logistic,ball_tree,15,entropy,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,3,constant,54,auto,12,21,kneighborsClassifier,4,6,sgd,uniform,0.00390625
identity,ball_tree,11,gini,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,17,constant,5,sqrt,16,10,nnClassifier,5,6,adam,distance,0.98046875
tanh,auto,26,entropy,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,38,constant,33,sqrt,17,40,randomForestClassifier,4,4,adam,uniform,0.322265625
identity,auto,10,entropy,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,6,adaptive,81,sqrt,19,29,nnClassifier,8,7,sgd,distance,0.98828125
tanh,ball_tree,12,entropy,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,6,constant,66,log2,8,30,nnClassifier,5,10,sgd,uniform,0.984375
identity,brute,19,gini,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,30,invscaling,22,auto,5,32,nnClassifier,3,9,sgd,uniform,0.99609375
relu,ball_tree,14,entropy,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,3,adaptive,50,auto,8,35,kneighborsClassifier,1,4,lbfgs,distance,0.005859375
identity,auto,21,entropy,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,40,invscaling,61,sqrt,8,12,randomForestClassifier,1,10,lbfgs,uniform,0.103515625
identity,kd_tree,21,entropy,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,9,invscaling,94,sqrt,5,27,randomForestClassifier,10,9,sgd,distance,0.490234375
relu,ball_tree,27,entropy,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,10,invscaling,58,log2,8,16,kneighborsClassifier,7,1,lbfgs,uniform,0.013671875
identity,ball_tree,12,entropy,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,22,invscaling,96,sqrt,4,8,randomForestClassifier,2,6,adam,distance,0.466796875
logistic,auto,29,entropy,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,35,adaptive,52,log2,4,18,nnClassifier,1,7,sgd,distance,0.99609375
relu,ball_tree,21,entropy,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,33,constant,75,sqrt,5,4,kneighborsClassifier,3,8,lbfgs,distance,0.01171875
relu,ball_tree,24,gini,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,26,invscaling,44,auto,3,4,kneighborsClassifier,2,4,lbfgs,uniform,0.0078125
identity,brute,13,gini,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,15,constant,3,log2,6,21,randomForestClassifier,10,6,sgd,uniform,0.20703125
logistic,brute,15,gini,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,26,invscaling,23,auto,13,7,randomForestClassifier,3,2,lbfgs,uniform,0.0390625
identity,kd_tree,19,gini,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,15,adaptive,6,log2,10,14,kneighborsClassifier,5,8,adam,distance,0.013671875
tanh,ball_tree,10,entropy,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,17,invscaling,78,auto,10,38,kneighborsClassifier,4,10,lbfgs,distance,0.00390625
identity,kd_tree,11,entropy,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,29,constant,90,sqrt,9,9,kneighborsClassifier,7,8,lbfgs,uniform,0.025390625
logistic,brute,21,gini,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,35,adaptive,31,auto,2,26,kneighborsClassifier,9,9,sgd,distance,0.015625
tanh,brute,30,entropy,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,33,invscaling,61,auto,3,10,nnClassifier,2,7,adam,distance,0.986328125
logistic,brute,20,gini,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,27,adaptive,32,sqrt,14,35,kneighborsClassifier,7,8,lbfgs,uniform,0.029296875
tanh,auto,31,entropy,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,constant,14,auto,19,23,randomForestClassifier,3,6,adam,uniform,0.34375
logistic,kd_tree,31,entropy,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,22,adaptive,13,auto,14,3,nnClassifier,3,2,lbfgs,distance,0.99609375
tanh,auto,8,gini,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,21,invscaling,92,log2,4,10,kneighborsClassifier,9,2,lbfgs,uniform,0.00390625
identity,auto,9,gini,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,36,invscaling,99,log2,16,18,kneighborsClassifier,3,5,lbfgs,distance,0.013671875
identity,kd_tree,8,entropy,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,22,adaptive,97,sqrt,15,40,nnClassifier,4,8,lbfgs,uniform,0.98828125
identity,kd_tree,27,entropy,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,35,invscaling,8,sqrt,15,21,randomForestClassifier,2,8,adam,distance,0.16015625
identity,auto,29,gini,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,20,adaptive,41,sqrt,13,25,kneighborsClassifier,5,6,sgd,uniform,0.01171875
identity,kd_tree,11,entropy,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,12,invscaling,99,auto,20,38,nnClassifier,7,8,lbfgs,distance,0.99609375
logistic,kd_tree,31,entropy,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,2,adaptive,63,auto,14,20,kneighborsClassifier,5,9,sgd,distance,0.015625
tanh,ball_tree,10,entropy,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,30,invscaling,85,log2,2,29,randomForestClassifier,7,7,lbfgs,uniform,0.068359375
tanh,kd_tree,30,entropy,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,9,constant,7,log2,16,3,kneighborsClassifier,5,10,sgd,distance,0.015625
tanh,auto,24,entropy,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,36,invscaling,91,sqrt,14,17,nnClassifier,4,2,sgd,uniform,0.99609375
