activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,25,gini,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,25,invscaling,11,sqrt,6,40,nnClassifier,1,7,sgd,distance,0.2761437908496732
relu,ball_tree,15,entropy,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,16,invscaling,75,sqrt,6,31,nnClassifier,2,8,sgd,uniform,0.013071895424836602
relu,auto,29,entropy,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,34,adaptive,56,auto,4,2,nnClassifier,4,9,adam,distance,0.20098039215686275
identity,ball_tree,30,entropy,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,14,adaptive,4,log2,10,22,randomForestClassifier,9,7,lbfgs,distance,0.48856209150326796
logistic,ball_tree,29,gini,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,10,adaptive,89,auto,12,6,nnClassifier,10,3,adam,distance,0.22712418300653595
relu,ball_tree,14,gini,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,11,constant,45,auto,20,2,nnClassifier,10,8,adam,uniform,0.20751633986928106
logistic,brute,23,entropy,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,invscaling,11,sqrt,20,31,randomForestClassifier,1,3,lbfgs,uniform,0.5473856209150327
tanh,brute,20,gini,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,23,adaptive,92,auto,17,34,nnClassifier,10,4,lbfgs,uniform,0.21405228758169934
logistic,brute,22,entropy,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,13,adaptive,84,log2,15,14,kneighborsClassifier,9,10,lbfgs,uniform,0.5277777777777778
relu,brute,17,gini,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,35,constant,36,sqrt,7,27,nnClassifier,10,9,lbfgs,uniform,0.20261437908496732
identity,auto,21,entropy,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,13,invscaling,78,log2,5,30,kneighborsClassifier,9,1,adam,uniform,0.5816993464052288
tanh,auto,31,gini,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,32,invscaling,97,sqrt,2,38,kneighborsClassifier,4,6,sgd,distance,0.6045751633986928
tanh,auto,26,gini,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,4,invscaling,64,log2,18,29,kneighborsClassifier,2,6,lbfgs,distance,0.5833333333333334
tanh,brute,16,gini,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,23,invscaling,86,sqrt,7,26,kneighborsClassifier,6,6,adam,uniform,0.5261437908496732
logistic,brute,29,gini,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,23,constant,5,auto,16,10,kneighborsClassifier,10,6,adam,uniform,0.5130718954248366
tanh,auto,30,entropy,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,constant,84,sqrt,2,8,randomForestClassifier,7,9,sgd,uniform,0.5996732026143791
logistic,auto,29,entropy,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,27,constant,98,auto,8,28,kneighborsClassifier,2,4,adam,distance,0.5931372549019608
identity,auto,12,entropy,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,25,constant,82,sqrt,10,23,nnClassifier,8,5,adam,distance,0.1454248366013072
