activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,17,entropy,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,29,invscaling,35,sqrt,9,35,nnClassifier,7,5,lbfgs,uniform,0.19607843137254902
logistic,kd_tree,16,entropy,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,22,invscaling,10,auto,20,3,randomForestClassifier,7,1,sgd,uniform,0.5326797385620915
relu,auto,21,entropy,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,12,constant,90,sqrt,6,21,randomForestClassifier,5,2,lbfgs,uniform,0.5849673202614379
tanh,ball_tree,20,gini,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,26,constant,40,auto,4,4,kneighborsClassifier,4,2,lbfgs,distance,0.5816993464052288
relu,ball_tree,24,entropy,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,29,adaptive,19,sqrt,20,30,nnClassifier,3,8,adam,distance,0.17973856209150327
relu,kd_tree,30,entropy,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,15,constant,44,sqrt,12,5,randomForestClassifier,2,4,sgd,uniform,0.5555555555555556
identity,ball_tree,11,entropy,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,31,invscaling,100,log2,15,36,randomForestClassifier,5,6,sgd,distance,0.5473856209150327
logistic,brute,23,entropy,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,26,constant,47,log2,5,36,kneighborsClassifier,3,4,lbfgs,uniform,0.5424836601307189
logistic,ball_tree,29,entropy,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,38,constant,48,log2,16,13,nnClassifier,10,2,lbfgs,uniform,0.17647058823529413
identity,ball_tree,13,entropy,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,28,invscaling,55,sqrt,20,11,nnClassifier,2,6,lbfgs,uniform,0.10784313725490197
tanh,ball_tree,21,entropy,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,9,adaptive,36,auto,20,13,kneighborsClassifier,4,8,sgd,uniform,0.545751633986928
tanh,brute,9,entropy,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,30,adaptive,100,sqrt,7,13,nnClassifier,6,5,adam,uniform,0.20588235294117646
tanh,kd_tree,14,entropy,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,26,invscaling,60,sqrt,14,19,nnClassifier,6,2,sgd,distance,0.0718954248366013
logistic,auto,28,gini,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,4,constant,23,log2,15,19,randomForestClassifier,4,6,sgd,uniform,0.5490196078431373
relu,brute,18,gini,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,13,invscaling,87,sqrt,2,39,nnClassifier,2,9,sgd,uniform,0.0
relu,ball_tree,13,gini,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,15,adaptive,22,auto,16,5,randomForestClassifier,6,3,sgd,distance,0.565359477124183
logistic,auto,15,entropy,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,34,invscaling,53,log2,7,8,nnClassifier,5,2,sgd,uniform,0.0
