,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,55.0,sqrt,13.0,30.0,None,None,None,None,0.9436363636363636,ok,17.875148417195305
11,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,nnClassifier,tanh,None,16,None,None,invscaling,None,None,None,None,5,None,lbfgs,None,0.10181818181818182,ok,21.958315034164116
12,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,uniform,0.990909090909091,ok,22.111269509186968
13,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,75.0,sqrt,14.0,2.0,None,None,None,None,0.9636363636363636,ok,23.28464896301739
14,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,nnClassifier,tanh,None,27,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.11454545454545455,ok,34.91593478620052
15,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,13.0,39.0,None,None,None,None,0.9545454545454546,ok,36.03029083320871
16,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9581818181818181,ok,36.10527812317014
17,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,nnClassifier,identity,None,26,None,None,adaptive,None,None,None,None,9,None,sgd,None,0.10545454545454545,ok,45.00593607220799
18,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,3.0,log2,12.0,10.0,None,None,None,None,0.7054545454545454,ok,45.63054560404271
19,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,35.0,None,None,None,None,None,None,6.0,None,uniform,0.9836363636363636,ok,45.76963092200458
20,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,4.0,None,None,None,None,None,None,9.0,None,distance,0.9836363636363636,ok,45.874375462997705
21,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,11.0,None,None,None,None,None,None,4.0,None,distance,0.9709090909090909,ok,45.95785515406169
22,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,5.0,None,distance,0.9890909090909091,ok,46.061653406126425
23,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,9.0,None,distance,0.9927272727272727,ok,46.158405071124434
24,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,10.0,None,distance,0.9709090909090909,ok,46.247292678104714
25,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,30.0,None,None,None,None,None,None,10.0,None,distance,0.9945454545454545,ok,46.353694370016456
26,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,10.0,None,distance,0.9927272727272727,ok,46.524115291191265
27,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,10.0,None,distance,0.9945454545454545,ok,46.63255191920325
28,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,nnClassifier,relu,None,9,None,None,constant,None,None,None,None,8,None,adam,None,0.11454545454545455,ok,62.69354883302003
29,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,10.0,None,distance,0.9927272727272727,ok,62.80391278816387
30,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,9.0,None,distance,0.990909090909091,ok,62.91587913502008
31,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,nnClassifier,logistic,None,32,None,None,constant,None,None,None,None,2,None,adam,None,0.025454545454545455,ok,73.594501827145
32,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,27.0,None,None,None,None,None,None,8.0,None,distance,0.9927272727272727,ok,73.70500473608263
33,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,1.0,None,distance,0.990909090909091,ok,73.8598941899836
34,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,31.0,None,None,None,None,None,None,9.0,None,distance,0.9945454545454545,ok,73.97086586407386
35,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,nnClassifier,logistic,None,9,None,None,constant,None,None,None,None,7,None,adam,None,0.11454545454545455,ok,105.01295908819884
36,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,7.0,None,distance,0.9927272727272727,ok,105.12545497412793
37,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,97.0,auto,2.0,23.0,None,None,None,None,0.9763636363636363,ok,107.73534632008523
38,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,30.0,None,None,None,None,None,None,9.0,None,distance,0.990909090909091,ok,107.8533134420868
39,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,7.0,None,distance,0.990909090909091,ok,108.04263251810335
40,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,2.0,2.0,None,None,None,None,0.98,ok,110.72228301502764
41,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,35.0,None,None,None,None,None,None,8.0,None,distance,0.9945454545454545,ok,110.82263665110804
42,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,nnClassifier,relu,None,19,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,0.016363636363636365,ok,113.08341054408811
43,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,9.0,None,distance,0.9927272727272727,ok,113.19600079907104
44,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,90.0,log2,20.0,18.0,None,None,None,None,0.9636363636363636,ok,115.03957779798657
45,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,34.0,None,None,None,None,None,None,8.0,None,distance,0.990909090909091,ok,115.20956152817234
46,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,5.0,None,uniform,0.9927272727272727,ok,115.32043259218335
47,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,nnClassifier,identity,None,32,None,None,invscaling,None,None,None,None,6,None,lbfgs,None,0.1,ok,116.72818324412219
48,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,34.0,log2,7.0,30.0,None,None,None,None,0.9636363636363636,ok,118.784005102003
49,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,10.0,None,distance,0.9890909090909091,ok,118.89833632716909
50,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,4.0,None,uniform,0.9872727272727273,ok,119.0253546340391
51,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,24.0,auto,7.0,9.0,None,None,None,None,0.9690909090909091,ok,121.12518933298998
52,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,nnClassifier,relu,None,13,None,None,constant,None,None,None,None,4,None,adam,None,0.11454545454545455,ok,138.70197854517028
53,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,7.0,None,distance,0.9781818181818182,ok,138.7929900609888
54,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,10.0,None,distance,0.9872727272727273,ok,138.9093015731778
55,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,10.0,None,uniform,0.9836363636363636,ok,139.03583013708703
56,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,78.0,sqrt,20.0,33.0,None,None,None,None,0.9490909090909091,ok,140.3353258690331
57,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,36.0,None,None,None,None,None,None,6.0,None,distance,0.9890909090909091,ok,140.431111629121
58,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,nnClassifier,logistic,None,23,None,None,adaptive,None,None,None,None,3,None,sgd,None,0.0,ok,146.58986716601066
59,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,32.0,None,None,None,None,None,None,8.0,None,uniform,0.990909090909091,ok,146.76543553220108
60,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,6.0,None,None,None,None,None,None,7.0,None,distance,0.9890909090909091,ok,146.86188382399268
61,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,39.0,None,None,None,None,None,None,2.0,None,uniform,0.9872727272727273,ok,146.96937307808548
62,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,nnClassifier,logistic,None,30,None,None,constant,None,None,None,None,9,None,lbfgs,None,0.08727272727272728,ok,150.3253168121446
63,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,40.0,auto,4.0,21.0,None,None,None,None,0.9763636363636363,ok,152.46342349704355
64,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,8.0,None,distance,0.990909090909091,ok,152.5687600770034
65,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,9.0,None,distance,0.990909090909091,ok,152.75360781513155
66,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,29.0,None,None,None,None,None,None,9.0,None,distance,0.9945454545454545,ok,152.86813979805447
67,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,9.0,None,distance,0.9945454545454545,ok,152.9825353519991
68,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,9.0,None,distance,0.9945454545454545,ok,153.0979307051748
69,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,8.0,None,distance,0.9945454545454545,ok,153.19679508917034
70,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,7.0,None,distance,0.9945454545454545,ok,153.31083269813098
71,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,6.0,None,distance,0.9927272727272727,ok,153.49699158105068
72,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,5.0,None,distance,0.9945454545454545,ok,153.59561470802873
73,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,4.0,None,distance,0.9927272727272727,ok,153.69597321515903
74,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,14.0,None,None,None,None,None,None,7.0,None,distance,0.9945454545454545,ok,153.8117392640561
75,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,6.0,None,uniform,0.990909090909091,ok,153.9403839330189
76,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,25.0,None,None,None,None,None,None,5.0,None,distance,0.9927272727272727,ok,154.04355029808357
77,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,nnClassifier,tanh,None,21,None,None,invscaling,None,None,None,None,6,None,adam,None,0.11454545454545455,ok,169.92774227214977
78,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,7.0,None,distance,0.9890909090909091,ok,170.12194498209283
79,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,19.0,sqrt,16.0,15.0,None,None,None,None,0.9563636363636364,ok,171.340650111204
80,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,22.0,None,None,None,None,None,None,10.0,None,distance,0.990909090909091,ok,171.45786761213094
81,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,34.0,None,None,None,None,None,None,10.0,None,distance,0.990909090909091,ok,171.5698031152133
82,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,nnClassifier,relu,None,12,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.11454545454545455,ok,191.66245934506878
83,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,8.0,None,distance,0.9890909090909091,ok,191.75909938500263
84,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,70.0,log2,10.0,25.0,None,None,None,None,0.9690909090909091,ok,193.01486096414737
85,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,10.0,None,uniform,0.9854545454545455,ok,193.14470921014436
86,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,3.0,None,distance,0.9945454545454545,ok,193.2472236820031
87,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,1.0,None,distance,0.9890909090909091,ok,193.3401701550465
88,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.990909090909091,ok,193.44080914906226
89,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,nnClassifier,identity,None,29,None,None,constant,None,None,None,None,1,None,sgd,None,0.016363636363636365,ok,201.20563433109783
90,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,98.0,sqrt,4.0,4.0,None,None,None,None,0.9709090909090909,ok,203.41644758102484
