,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
13,0,1,0,0,0,0,1,0,0,1,0,0,0,1,nnClassifier,relu,None,10.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.7690763052208835,ok,91.71368889184669
14,1,0,1,0,1,1,0,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,16,log2,13,14,None,None,None,None,0.9698795180722891,ok,93.52193542383611
15,0,0,0,0,0,0,0,0,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,9.0,None,uniform,0.857429718875502,ok,93.5820869889576
16,0,1,0,0,0,0,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,17,log2,19,7,None,None,None,None,0.9036144578313253,ok,94.72082074498758
17,1,0,1,1,1,1,1,0,0,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,3,log2,3,7,None,None,None,None,0.8945783132530121,ok,95.58931008004583
18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,nnClassifier,tanh,None,25.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.7449799196787149,ok,101.98990218504332
19,1,1,0,0,1,0,1,0,0,0,0,0,0,1,nnClassifier,relu,None,25.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.7479919678714859,ok,105.72796367201954
20,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,auto,3,39,None,None,None,None,0.9819277108433735,ok,107.54309678287245
21,1,1,0,1,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,sqrt,3,40,None,None,None,None,0.9759036144578314,ok,109.40831532003358
22,1,1,0,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,98,sqrt,7,36,None,None,None,None,0.9718875502008032,ok,111.2161664639134
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,79,auto,7,34,None,None,None,None,0.9769076305220884,ok,113.02688795281574
24,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,86,auto,7,40,None,None,None,None,0.9799196787148594,ok,114.78353790193796
25,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,87,auto,7,39,None,None,None,None,0.9809236947791165,ok,116.5446399319917
26,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,auto,9,40,None,None,None,None,0.9799196787148594,ok,118.36665030289441
27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,88,auto,5,32,None,None,None,None,0.9809236947791165,ok,120.16430133697577
28,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,62,sqrt,5,30,None,None,None,None,0.9819277108433735,ok,121.95006401697174
29,0,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,61,sqrt,5,28,None,None,None,None,0.9759036144578314,ok,123.7705830000341
30,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,40,sqrt,10,18,None,None,None,None,0.9819277108433735,ok,125.52023513102904
31,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,39,sqrt,10,19,None,None,None,None,0.9819277108433735,ok,127.27464866894297
32,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,47,sqrt,16,19,None,None,None,None,0.9769076305220884,ok,128.72793563595042
33,1,1,1,1,1,1,0,1,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,4.0,None,None,None,None,None,None,7.0,None,distance,0.9016064257028112,ok,128.80455034784973
34,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,29,sqrt,17,14,None,None,None,None,0.9779116465863453,ok,130.5259360219352
35,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,65,sqrt,5,29,None,None,None,None,0.9809236947791165,ok,132.32902197982185
36,1,1,1,1,1,1,0,1,1,1,1,0,0,0,nnClassifier,identity,None,11.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.7590361445783133,ok,140.57573733502068
37,0,1,1,1,1,1,0,1,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,5.0,None,distance,0.964859437751004,ok,140.71771433087997
38,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,52,sqrt,9,2,None,None,None,None,0.9829317269076305,ok,142.45670601096936
39,1,1,1,1,1,1,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,56,sqrt,8,2,None,None,None,None,0.9799196787148594,ok,143.888214655919
40,1,1,1,1,0,1,0,1,1,1,1,0,0,1,nnClassifier,logistic,None,17.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.7479919678714859,ok,148.5471460078843
41,0,1,1,1,1,0,0,1,1,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,7.0,None,distance,0.9598393574297188,ok,148.73046549689025
42,1,0,1,1,0,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,76,auto,2,3,None,None,None,None,0.9859437751004017,ok,150.58482949784957
43,1,0,1,1,0,1,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,73,auto,2,4,None,None,None,None,0.9819277108433735,ok,152.02567513287067
44,0,0,0,1,0,0,0,0,1,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,31.0,None,None,None,None,None,None,1.0,None,distance,0.8895582329317269,ok,152.08287230296992
45,1,0,1,0,0,1,0,1,1,1,1,0,0,1,nnClassifier,relu,None,17.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.75,ok,181.14959050901234
46,1,0,1,1,0,0,1,0,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,71,sqrt,10,3,None,None,None,None,0.9718875502008032,ok,182.64910216000862
47,0,0,0,0,0,1,0,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,3.0,None,distance,0.9598393574297188,ok,182.71883227000944
48,1,0,1,1,0,1,0,1,0,0,1,1,0,0,nnClassifier,identity,None,8.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.7650602409638554,ok,210.64532187697478
49,1,0,1,0,0,0,1,0,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,51,auto,19,12,None,None,None,None,0.9467871485943775,ok,211.81282494287007
50,0,0,0,1,0,1,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,24,auto,12,6,None,None,None,None,0.9407630522088354,ok,213.2690899388399
51,1,0,1,0,0,1,1,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,45,sqrt,17,10,None,None,None,None,0.9628514056224899,ok,214.7643181688618
52,1,0,0,1,0,0,0,1,0,0,1,0,0,1,nnClassifier,logistic,None,32.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.7409638554216867,ok,231.162888744846
53,0,0,1,1,0,1,0,1,1,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,21.0,None,None,None,None,None,None,8.0,None,distance,0.9769076305220884,ok,231.2605301339645
54,1,0,1,0,0,1,1,0,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,58,log2,2,5,None,None,None,None,0.9347389558232931,ok,232.7247589228209
55,1,0,0,1,0,0,0,1,1,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,80,auto,14,24,None,None,None,None,0.9417670682730924,ok,233.97977524693124
56,1,0,1,1,0,1,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,92,log2,4,16,None,None,None,None,0.9748995983935743,ok,235.8750918440055
57,1,0,1,1,0,1,1,0,0,1,1,0,0,1,nnClassifier,tanh,None,20.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.7520080321285141,ok,242.68177622300573
58,0,0,1,0,0,1,0,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,73,auto,11,11,None,None,None,None,0.9608433734939759,ok,243.82259837700985
59,1,0,0,1,0,0,0,1,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,7.0,None,None,None,None,None,None,4.0,None,uniform,0.9688755020080321,ok,243.91284249699675
60,1,0,1,1,1,1,1,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,55,sqrt,6,2,None,None,None,None,0.9799196787148594,ok,245.76839074795134
61,1,1,1,0,0,1,0,0,0,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,67,log2,13,8,None,None,None,None,0.9196787148594378,ok,247.18327523302287
62,0,0,0,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,36,auto,9,13,None,None,None,None,0.963855421686747,ok,248.38683367986232
63,1,1,1,1,1,0,0,1,1,1,1,1,0,1,nnClassifier,identity,None,14.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.7580321285140562,ok,259.73826075997204
64,1,1,1,1,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,4,log2,14,22,None,None,None,None,0.9548192771084337,ok,261.08759448793717
65,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,61,sqrt,4,30,None,None,None,None,0.9809236947791165,ok,262.87561929482035
66,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,95,auto,3,36,None,None,None,None,0.9819277108433735,ok,264.65475309686735
67,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,94,auto,3,27,None,None,None,None,0.9819277108433735,ok,266.4494167298544
68,1,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,25,sqrt,10,24,None,None,None,None,0.9809236947791165,ok,268.19639387284406
69,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,83,auto,2,9,None,None,None,None,0.9849397590361446,ok,270.08512746798806
70,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,82,auto,6,9,None,None,None,None,0.9839357429718876,ok,271.8344630480278
71,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,81,auto,4,9,None,None,None,None,0.9829317269076305,ok,273.6080030549783
72,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,82,auto,2,15,None,None,None,None,0.9839357429718876,ok,275.3853142550215
73,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,75,auto,2,15,None,None,None,None,0.9839357429718876,ok,277.16060878382996
74,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,69,auto,2,17,None,None,None,None,0.9829317269076305,ok,278.94965111091733
75,1,1,1,1,1,1,0,1,1,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,10.0,None,distance,0.9036144578313253,ok,279.1282688488718
76,1,1,1,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,75,auto,6,7,None,None,None,None,0.9839357429718876,ok,280.8805210108403
77,1,1,1,1,1,1,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,86,auto,6,7,None,None,None,None,0.9849397590361446,ok,282.5607598768547
78,1,1,1,1,1,1,0,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,91,auto,8,5,None,None,None,None,0.9738955823293173,ok,283.6363816340454
79,0,1,1,0,1,1,0,0,1,1,0,0,0,0,nnClassifier,relu,None,21.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.7469879518072289,ok,287.2128990229685
80,1,0,0,1,1,1,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,87,auto,3,11,None,None,None,None,0.9789156626506024,ok,288.6654314850457
81,1,1,1,1,1,0,0,1,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,6.0,None,uniform,0.8965863453815262,ok,288.93190839490853
82,1,1,1,1,0,1,1,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,96,auto,4,6,None,None,None,None,0.9799196787148594,ok,290.66710968199186
83,0,0,1,1,1,1,0,0,0,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,89,auto,8,3,None,None,None,None,0.9538152610441767,ok,292.192598690046
84,1,1,0,0,0,1,0,1,1,1,0,0,0,0,nnClassifier,logistic,None,30.0,None,None,adaptive,None,None,None,None,8.0,None,sgd,None,0.7550200803212851,ok,307.7529711399693
85,1,0,1,1,1,0,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,85,auto,6,8,None,None,None,None,0.9809236947791165,ok,309.12928197789006
86,1,1,1,1,0,1,1,1,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,22.0,None,None,None,None,None,None,4.0,None,distance,0.8785140562248996,ok,309.19726329203695
87,1,0,1,1,1,1,0,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,99,auto,5,4,None,None,None,None,0.9789156626506024,ok,310.5694062698167
88,0,1,1,0,0,1,0,0,1,1,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,78,auto,7,20,None,None,None,None,0.9397590361445783,ok,311.6949537359178
89,1,0,0,1,1,1,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,85,log2,3,13,None,None,None,None,0.9779116465863453,ok,313.5309745129198
90,1,1,1,1,0,0,0,1,1,1,1,1,0,0,nnClassifier,tanh,None,13.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.7479919678714859,ok,319.7995275829453
91,1,0,1,1,1,1,1,1,0,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,1.0,None,uniform,0.9969879518072289,ok,319.88562544388697
92,0,0,1,0,1,1,1,0,0,0,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,1.0,None,uniform,0.8975903614457831,ok,319.9721917109564
93,1,0,0,1,0,1,1,1,0,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,2.0,None,uniform,0.9799196787148594,ok,320.0561924278736
94,1,0,1,1,1,0,1,1,0,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,3.0,None,uniform,0.9959839357429718,ok,320.142528366996
95,1,0,1,1,0,0,1,1,0,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,3.0,None,uniform,0.9919678714859438,ok,320.2945764688775
96,1,0,1,1,1,0,1,1,0,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,3.0,None,uniform,0.9959839357429718,ok,320.3808031580411
97,1,0,1,1,1,0,1,0,0,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,3.0,None,uniform,0.9899598393574297,ok,320.4647275158204
98,0,0,0,0,1,0,1,1,0,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,1.0,None,uniform,0.9518072289156626,ok,320.5630237190053
99,1,0,1,1,1,0,1,1,0,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,4.0,None,uniform,0.9869477911646586,ok,320.64889987092465
