activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,12,mae,1,1,0,0,0,0,0,0,0,1,0,0,0,1,24,invscaling,41,log2,7,27,randomForestRegressor,4,6,lbfgs,distance,0.6794307505946314
tanh,kd_tree,10,mae,1,0,0,1,0,1,1,1,0,1,1,1,0,1,21,invscaling,45,log2,8,23,kneighborsRegressor,8,7,sgd,distance,0.6802433981581452
tanh,brute,30,mae,0,0,0,0,0,1,1,0,0,1,0,0,1,1,27,invscaling,61,sqrt,10,33,randomForestRegressor,3,2,sgd,uniform,0.6877698264486686
identity,ball_tree,28,poisson,0,0,0,1,1,1,0,0,0,1,0,0,1,1,40,invscaling,73,log2,9,5,kneighborsRegressor,4,4,sgd,uniform,0.6785167568403564
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
logistic,auto,26,mse,1,0,1,0,0,0,0,0,0,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7097825538500713
relu,auto,31,poisson,1,0,0,1,0,1,1,1,0,1,1,0,1,0,39,constant,87,log2,5,40,nnRegressor,3,9,adam,uniform,0.7075539228174249
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7064547275286318
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7044376651689961
logistic,ball_tree,32,mae,0,1,0,0,1,0,1,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7040039977312736
relu,brute,22,poisson,1,1,1,0,0,0,1,0,0,1,0,1,1,0,29,invscaling,35,log2,8,15,kneighborsRegressor,9,7,sgd,uniform,0.6994713948353803
tanh,brute,30,mae,0,0,0,0,0,1,1,0,0,1,0,0,1,1,27,invscaling,61,sqrt,10,33,randomForestRegressor,3,2,sgd,uniform,0.6877698264486686
tanh,kd_tree,10,mae,1,0,0,1,0,1,1,1,0,1,1,1,0,1,21,invscaling,45,log2,8,23,kneighborsRegressor,8,7,sgd,distance,0.6802433981581452
relu,auto,12,mae,1,1,0,0,0,0,0,0,0,1,0,0,0,1,24,invscaling,41,log2,7,27,randomForestRegressor,4,6,lbfgs,distance,0.6794307505946314
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.718365361269836
logistic,auto,26,mse,1,0,1,0,0,0,0,0,0,1,1,0,1,0,39,constant,87,log2,5,40,nnRegressor,3,9,adam,uniform,0.6788256943103244
relu,auto,31,poisson,1,0,0,0,0,1,1,1,0,0,0,0,1,1,40,adaptive,1,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7054933457775447
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7044376651689961
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7064547275286318
logistic,ball_tree,32,mae,0,1,0,0,1,0,1,0,0,1,0,1,1,0,29,invscaling,35,log2,8,15,kneighborsRegressor,9,7,sgd,uniform,0.676600952633319
relu,brute,22,poisson,1,1,1,0,1,0,1,0,0,1,0,0,1,1,27,invscaling,61,sqrt,10,33,randomForestRegressor,3,2,lbfgs,uniform,0.6737045608964713
tanh,brute,30,mae,0,0,0,0,0,1,1,0,0,1,1,1,0,1,21,invscaling,45,log2,8,23,kneighborsRegressor,8,7,sgd,distance,0.6528707804575171
tanh,ball_tree,10,mae,1,0,0,1,0,1,1,1,0,1,0,0,0,1,24,invscaling,41,log2,7,27,randomForestRegressor,4,6,lbfgs,distance,0.6767181723812664
relu,auto,12,poisson,1,1,0,0,0,0,0,0,1,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.722567486109551
relu,auto,12,poisson,1,1,0,0,0,0,0,0,1,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.722567486109551
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.718365361269836
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
logistic,auto,26,mse,1,0,1,0,0,0,0,0,0,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7097825538500713
relu,auto,31,poisson,1,0,0,1,0,1,1,1,0,1,1,0,1,0,39,constant,87,log2,5,40,nnRegressor,3,9,adam,uniform,0.7075539228174249
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7064547275286318
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7064547275286318
relu,auto,31,poisson,1,0,0,0,0,1,1,1,0,0,0,0,1,1,40,adaptive,1,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7054933457775447
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7044376651689961
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7044376651689961
tanh,auto,12,poisson,1,1,0,0,0,0,0,0,1,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7048073216789384
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7129006155577919
logistic,auto,26,mse,1,0,1,0,0,0,0,0,0,1,1,0,1,0,39,constant,87,log2,5,40,nnRegressor,3,9,adam,uniform,0.6788256943103244
relu,auto,31,mae,1,0,0,1,0,1,1,1,0,0,1,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7153683249323672
logistic,ball_tree,13,mae,1,0,0,1,0,1,0,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.6955359610300742
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,0,0,0,1,1,40,adaptive,1,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7064547275286318
relu,auto,31,mae,1,0,0,0,0,1,1,1,0,1,0,1,1,1,33,constant,84,sqrt,15,13,kneighborsRegressor,6,4,sgd,distance,0.6855568761413169
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,31,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7044376651689961
relu,ball_tree,13,mae,1,1,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7318384701890945
relu,ball_tree,13,mae,1,1,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7318384701890945
relu,auto,12,poisson,1,1,0,0,0,0,0,0,1,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.722567486109551
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.718365361269836
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
relu,auto,31,mae,1,0,0,1,0,1,1,1,0,0,1,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7153683249323672
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7129006155577919
logistic,auto,26,mse,1,0,1,0,0,0,0,0,0,1,0,0,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7097825538500713
relu,auto,31,poisson,1,0,0,1,0,1,1,1,0,1,1,0,1,0,39,constant,87,log2,5,40,nnRegressor,3,9,adam,uniform,0.7075539228174249
relu,ball_tree,13,mae,1,0,0,1,1,1,0,0,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7064547275286318
relu,ball_tree,13,mae,1,1,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,40,kneighborsRegressor,6,8,sgd,distance,0.7318384701890945
relu,auto,12,poisson,1,1,0,0,0,0,0,0,1,1,0,0,1,1,25,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7048073216789384
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
logistic,auto,32,mse,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.7156301418316485
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,1,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7203228240359902
relu,auto,27,mae,1,0,0,1,0,1,1,1,0,1,0,1,1,1,26,invscaling,73,log2,9,5,randomForestRegressor,4,4,sgd,uniform,0.7129006155577919
logistic,auto,32,mae,1,0,0,1,0,1,1,1,0,1,0,0,1,1,26,invscaling,73,log2,9,24,randomForestRegressor,4,4,sgd,uniform,0.7148545332455778
logistic,auto,30,mse,1,0,1,0,0,0,0,0,0,1,1,0,1,0,39,constant,87,auto,5,40,kneighborsRegressor,3,9,adam,uniform,0.6799360907920156
relu,auto,31,poisson,1,0,0,1,0,1,1,1,0,0,0,0,1,1,40,adaptive,32,sqrt,2,2,nnRegressor,7,6,adam,distance,0.7058862224556741
relu,ball_tree,13,poisson,0,0,0,1,1,1,0,0,0,1,0,1,1,1,9,constant,84,sqrt,5,13,kneighborsRegressor,6,8,sgd,distance,0.6920168779102502
