activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,mse,1,1,1,1,1,1,1,1,28,constant,30,auto,7,23,nnRegressor,2,8,adam,distance,0.6319395014202946,1291.6190041459631
relu,auto,22,mse,1,1,1,1,1,1,1,1,27,constant,37,auto,12,23,nnRegressor,4,7,adam,distance,0.7171845005809748,1291.6190641750582
relu,auto,23,mse,1,1,1,1,1,1,1,1,21,constant,64,auto,10,18,nnRegressor,4,8,adam,distance,0.5263796172008404,1291.6191025639419
relu,auto,22,mse,1,1,1,1,1,1,1,1,26,constant,53,auto,8,21,nnRegressor,4,7,adam,distance,0.5647513962826728,1291.619139923947
relu,auto,15,mse,1,1,1,1,1,1,1,1,21,constant,30,auto,9,25,nnRegressor,4,7,adam,distance,0.44998586825123976,1291.6191764930263
relu,auto,22,mse,1,1,1,1,1,1,1,1,15,constant,29,auto,13,29,nnRegressor,4,7,adam,distance,0.5470686546208747,1291.6192131829448
relu,auto,17,mse,1,1,1,1,1,1,1,1,27,constant,85,auto,8,23,nnRegressor,2,7,adam,distance,0.4215190041261576,1291.6192492719274
relu,auto,22,mse,1,1,1,1,1,1,1,1,7,constant,30,auto,10,20,nnRegressor,5,8,adam,distance,0.5907006904548211,1291.619285512017
relu,auto,14,mse,1,1,1,1,1,1,1,1,29,constant,82,auto,9,15,nnRegressor,5,6,adam,distance,0.5738516913771446,1291.6193214310333
relu,auto,19,mse,1,1,1,1,1,1,1,1,22,constant,46,auto,9,23,nnRegressor,1,9,adam,distance,0.5170937517580626,1291.6193699799478
relu,auto,22,mse,1,1,1,1,1,1,1,1,27,constant,37,auto,9,31,nnRegressor,2,6,adam,distance,0.4636688839675286,1291.619406240061
relu,auto,16,mse,1,1,1,1,1,1,1,1,15,constant,92,auto,9,27,nnRegressor,1,9,adam,distance,0.4433187549892956,1291.619442129042
relu,auto,15,mse,1,1,1,1,1,1,1,1,29,constant,26,auto,14,22,nnRegressor,3,9,adam,distance,0.4767199539135826,1291.619477889035
relu,auto,16,mse,1,1,1,1,1,1,1,1,19,constant,79,auto,11,25,nnRegressor,4,5,adam,distance,0.5660275403633329,1291.6195143079385
relu,auto,20,mse,1,1,1,1,1,1,1,1,21,constant,59,auto,13,17,nnRegressor,3,5,adam,distance,0.6383697102919352,1291.6195502879564
relu,auto,15,mse,1,1,1,1,1,1,1,1,16,constant,60,auto,13,26,nnRegressor,2,10,adam,distance,0.42131211628518395,1291.6195863869507
relu,auto,20,mse,1,1,1,1,1,1,1,1,24,constant,92,auto,16,13,nnRegressor,5,6,adam,distance,0.38797856371629147,1291.619622346945
relu,auto,16,mse,1,1,1,1,1,1,1,1,28,constant,91,auto,4,30,nnRegressor,3,7,adam,distance,0.5776398956668092,1291.6196588859893
relu,auto,24,mse,1,1,1,1,1,1,1,1,32,constant,9,auto,12,29,nnRegressor,1,6,adam,distance,0.6386100904470013,1291.6196951558813
relu,auto,16,mse,1,1,1,1,1,1,1,1,30,constant,13,auto,12,31,nnRegressor,4,6,adam,distance,0.39386734816332647,1291.6197314348537
relu,auto,17,mse,1,1,1,1,1,1,1,1,31,constant,34,auto,9,23,nnRegressor,4,7,adam,distance,0.914142483091412,1475.4277535930742
relu,auto,18,mse,1,1,1,1,1,1,1,1,30,constant,41,auto,8,19,nnRegressor,4,6,adam,distance,0.9110226725646652,1475.4278125120327
relu,auto,19,mse,1,1,1,1,1,1,1,1,25,constant,68,auto,11,15,nnRegressor,5,8,adam,distance,0.9096882196973364,1475.4278511919547
relu,auto,18,mse,1,1,1,1,1,1,1,1,27,constant,57,auto,8,17,nnRegressor,5,6,adam,distance,0.9110226725646652,1475.427889331011
relu,auto,16,mse,1,1,1,1,1,1,1,1,25,constant,34,auto,11,21,nnRegressor,5,6,adam,distance,0.914432155483727,1475.4279266200028
relu,auto,18,mse,1,1,1,1,1,1,1,1,19,constant,33,auto,11,25,nnRegressor,5,6,adam,distance,0.9110226725646652,1475.4279641800094
relu,auto,15,mse,1,1,1,1,1,1,1,1,27,constant,81,auto,11,19,nnRegressor,1,7,adam,distance,0.9158236230948067,1475.4280014690012
relu,auto,18,mse,1,1,1,1,1,1,1,1,11,constant,34,auto,11,16,nnRegressor,5,9,adam,distance,0.9187838043695858,1475.428038368933
relu,auto,16,mse,1,1,1,1,1,1,1,1,27,constant,80,auto,11,17,nnRegressor,5,6,adam,distance,0.9252738485570092,1475.4280752979685
relu,auto,15,mse,1,1,1,1,1,1,1,1,26,constant,50,auto,8,19,nnRegressor,2,7,adam,distance,0.9152890540662627,1475.4281115778722
relu,auto,18,mse,1,1,1,1,1,1,1,1,27,constant,38,auto,11,27,nnRegressor,4,6,adam,distance,0.9136872782550857,1475.4281480668578
relu,auto,15,mse,1,1,1,1,1,1,1,1,19,constant,88,auto,11,23,nnRegressor,3,5,adam,distance,0.9075024804800014,1475.4281841369811
relu,auto,15,mse,1,1,1,1,1,1,1,1,27,constant,30,auto,11,18,nnRegressor,5,9,adam,distance,0.9030909305719991,1475.428220255999
relu,auto,17,mse,1,1,1,1,1,1,1,1,23,constant,81,auto,11,21,nnRegressor,5,5,adam,distance,0.9130785565424507,1475.4282565359026
relu,auto,16,mse,1,1,1,1,1,1,1,1,25,constant,63,auto,9,18,nnRegressor,5,7,adam,distance,0.901055443578179,1475.4282931550406
relu,auto,15,mse,1,1,1,1,1,1,1,1,20,constant,64,auto,11,22,nnRegressor,6,6,adam,distance,0.9061249308527272,1475.428329485003
relu,auto,16,mse,1,1,1,1,1,1,1,1,28,constant,88,auto,12,17,nnRegressor,4,5,adam,distance,0.9081347623431327,1475.4283772339113
relu,auto,16,mse,1,1,1,1,1,1,1,1,28,constant,89,auto,8,26,nnRegressor,3,7,adam,distance,0.9015553565864396,1475.4284136639908
relu,auto,26,mse,1,1,1,1,1,1,1,1,28,constant,13,auto,13,25,nnRegressor,1,5,adam,distance,0.9109273377944774,1475.4284510330763
relu,auto,15,mse,1,1,1,1,1,1,1,1,27,constant,17,auto,11,27,nnRegressor,4,8,adam,distance,0.9130785565424507,1475.4284877630416
relu,auto,17,mse,1,1,1,1,1,1,1,1,30,constant,38,auto,8,19,nnRegressor,4,6,adam,distance,0.9124841726103685,1660.8209427900147
relu,auto,14,mse,1,1,1,1,1,1,1,1,26,constant,45,auto,12,15,nnRegressor,5,8,adam,distance,0.9067856277691259,1660.8210140489973
relu,auto,15,mse,1,1,1,1,1,1,1,1,29,constant,72,auto,11,13,nnRegressor,5,6,adam,distance,0.9123425814150586,1660.8210529088974
relu,auto,15,mse,1,1,1,1,1,1,1,1,28,constant,61,auto,9,13,nnRegressor,5,5,adam,distance,0.9153410023788496,1660.8210898078978
relu,auto,16,mse,1,1,1,1,1,1,1,1,29,constant,38,auto,8,17,nnRegressor,5,5,adam,distance,0.9200354985158773,1660.8211273278575
relu,auto,14,mse,1,1,1,1,1,1,1,1,23,constant,37,auto,7,21,nnRegressor,6,6,adam,distance,0.9153410023788496,1660.8211642769165
relu,auto,15,mse,1,1,1,1,1,1,1,1,30,constant,85,auto,10,16,nnRegressor,5,6,adam,distance,0.911022337008375,1660.8212016669568
relu,auto,19,mse,1,1,1,1,1,1,1,1,14,constant,38,auto,8,17,nnRegressor,5,5,adam,distance,0.9153410023788496,1660.8212386360392
relu,auto,12,mse,1,1,1,1,1,1,1,1,30,constant,82,auto,8,14,nnRegressor,5,6,adam,distance,0.9200354985158773,1660.8212753760163
relu,auto,12,mse,1,1,1,1,1,1,1,1,22,constant,54,auto,10,15,nnRegressor,6,8,adam,distance,0.9061249308527272,1660.8213115648832
relu,auto,14,mse,1,1,1,1,1,1,1,1,30,constant,42,auto,11,23,nnRegressor,6,6,adam,distance,0.9067856277691259,1660.8213494149968
relu,auto,14,mse,1,1,1,1,1,1,1,1,22,constant,84,auto,7,19,nnRegressor,3,9,adam,distance,0.9030909305719991,1660.821398373926
relu,auto,14,mse,1,1,1,1,1,1,1,1,29,constant,34,auto,7,14,nnRegressor,6,5,adam,distance,0.9182486237720643,1660.8214352228679
relu,auto,15,mse,1,1,1,1,1,1,1,1,26,constant,80,auto,8,17,nnRegressor,4,5,adam,distance,0.9126352395781552,1660.821471703006
relu,auto,12,mse,1,1,1,1,1,1,1,1,28,constant,66,auto,7,16,nnRegressor,6,7,adam,distance,0.9200354985158773,1660.8215082620736
relu,auto,13,mse,1,1,1,1,1,1,1,1,24,constant,68,auto,7,19,nnRegressor,8,4,adam,distance,0.9105258495307584,1660.8215447319672
relu,auto,12,mse,1,1,1,1,1,1,1,1,30,constant,84,auto,8,16,nnRegressor,4,6,adam,distance,0.9130785565424507,1660.8215809310786
relu,auto,14,mse,1,1,1,1,1,1,1,1,30,constant,85,auto,7,22,nnRegressor,4,6,adam,distance,0.9015553565864396,1660.821617291076
relu,auto,22,mse,1,1,1,1,1,1,1,1,28,constant,17,auto,12,22,nnRegressor,5,5,adam,distance,0.9123945428459069,1660.8216540899593
relu,auto,13,mse,1,1,1,1,1,1,1,1,27,constant,21,auto,8,23,nnRegressor,6,8,adam,distance,0.914432155483727,1660.821690510027
relu,auto,20,mse,1,1,1,1,1,1,1,1,28,constant,42,auto,7,15,nnRegressor,2,8,adam,distance,0.9124841726103685,1874.914781294996
relu,auto,12,mse,1,1,1,1,1,1,1,1,28,constant,49,auto,13,13,nnRegressor,6,5,adam,distance,0.9252738485570092,1874.9148402339779
relu,auto,13,mse,1,1,1,1,1,1,1,1,31,constant,76,auto,8,13,nnRegressor,5,5,adam,distance,0.9182486237720643,1874.9148789539468
relu,auto,12,mse,1,1,1,1,1,1,1,1,30,constant,65,auto,9,13,nnRegressor,5,6,adam,distance,0.9182486237720643,1874.9149163430557
relu,auto,16,mse,1,1,1,1,1,1,1,1,28,constant,36,auto,12,14,nnRegressor,5,6,adam,distance,0.9200354985158773,1874.9149530129507
relu,auto,15,mse,1,1,1,1,1,1,1,1,26,constant,41,auto,9,17,nnRegressor,5,6,adam,distance,0.9120505382837069,1874.9149903419893
relu,auto,13,mse,1,1,1,1,1,1,1,1,30,constant,82,auto,8,13,nnRegressor,7,6,adam,distance,0.9182486237720643,1874.9150273620617
relu,auto,21,mse,1,1,1,1,1,1,1,1,18,constant,42,auto,10,18,nnRegressor,5,8,adam,distance,0.9123425814150586,1874.9150637008715
relu,auto,16,mse,1,1,1,1,1,1,1,1,30,constant,83,auto,9,14,nnRegressor,5,6,adam,distance,0.9229146684776275,1874.9151002608705
relu,auto,16,mse,1,1,1,1,1,1,1,1,23,constant,58,auto,9,13,nnRegressor,2,5,adam,distance,0.9104115414318327,1874.9151365200523
relu,auto,18,mse,1,1,1,1,1,1,1,1,28,constant,46,auto,7,25,nnRegressor,4,6,adam,distance,0.9120505382837069,1874.9151732299943
relu,auto,14,mse,1,1,1,1,1,1,1,1,26,constant,83,auto,9,23,nnRegressor,3,10,adam,distance,0.874677605205945,1874.9152094388846
relu,auto,15,mse,1,1,1,1,1,1,1,1,30,constant,38,auto,7,18,nnRegressor,4,9,adam,distance,0.9120505382837069,1874.9152460389305
relu,auto,14,mse,1,1,1,1,1,1,1,1,30,constant,82,auto,7,13,nnRegressor,4,5,adam,distance,0.914432155483727,1874.9152824080084
relu,auto,16,mse,1,1,1,1,1,1,1,1,29,constant,70,auto,11,16,nnRegressor,4,5,adam,distance,0.9104115414318327,1874.9153188180644
relu,auto,15,mse,1,1,1,1,1,1,1,1,27,constant,72,auto,11,15,nnRegressor,4,7,adam,distance,0.8954882063603838,1874.9153548269533
relu,auto,13,mse,1,1,1,1,1,1,1,1,29,constant,80,auto,7,15,nnRegressor,5,6,adam,distance,0.9140817100438444,1874.91540325596
relu,auto,13,mse,1,1,1,1,1,1,1,1,29,constant,81,auto,8,18,nnRegressor,6,5,adam,distance,0.911581034870948,1874.9154399558902
relu,auto,18,mse,1,1,1,1,1,1,1,1,29,constant,21,auto,8,18,nnRegressor,7,5,adam,distance,0.9187838043695858,1874.9154769650195
relu,auto,12,mse,1,1,1,1,1,1,1,1,27,constant,25,auto,8,19,nnRegressor,5,4,adam,distance,0.9151444611862876,1874.915513614891
