activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,10,gini,1,1,1,1,1,1,1,1,5,constant,78,auto,10,27,nnClassifier,8,4,adam,distance,0.5177045177045178,2729.820920682978
relu,auto,16,gini,1,1,1,1,1,1,1,1,6,constant,28,auto,10,22,nnClassifier,9,7,adam,distance,0.525030525030525,2729.820966913132
relu,auto,13,gini,1,1,1,1,1,1,1,1,17,constant,80,auto,13,5,nnClassifier,5,8,adam,distance,0.5311355311355311,2729.8210039520636
relu,auto,11,gini,1,1,1,1,1,1,1,1,15,constant,8,auto,14,22,nnClassifier,4,8,adam,distance,0.5238095238095238,2729.82104082196
relu,auto,13,gini,1,1,1,1,1,1,1,1,8,constant,23,auto,16,30,nnClassifier,9,4,adam,distance,0.5213675213675214,2729.821077740984
relu,auto,17,gini,1,1,1,1,1,1,1,1,8,constant,89,auto,7,22,nnClassifier,5,6,adam,distance,0.5225885225885226,2729.8211143810768
relu,auto,15,gini,1,1,1,1,1,1,1,1,5,constant,7,auto,15,6,nnClassifier,6,8,adam,distance,0.5164835164835165,2729.821151220938
relu,auto,11,gini,1,1,1,1,1,1,1,1,21,constant,39,auto,9,5,nnClassifier,9,7,adam,distance,0.5311355311355311,2729.8211877499707
relu,auto,15,gini,1,1,1,1,1,1,1,1,16,constant,30,auto,13,6,nnClassifier,10,6,adam,distance,0.525030525030525,2729.8212243600283
relu,auto,12,gini,1,1,1,1,1,1,1,1,6,constant,24,auto,10,22,nnClassifier,7,7,adam,distance,0.5164835164835165,2729.821260849014
relu,auto,11,gini,1,1,1,1,1,1,1,1,19,constant,86,auto,9,22,nnClassifier,6,2,adam,distance,0.5311355311355311,2729.8212974290363
relu,auto,19,gini,1,1,1,1,1,1,1,1,22,constant,63,auto,9,22,nnClassifier,4,5,adam,distance,0.525030525030525,2729.8213341590017
relu,auto,14,gini,1,1,1,1,1,1,1,1,12,constant,53,auto,6,12,nnClassifier,8,10,adam,distance,0.5299145299145299,3879.9825241661165
relu,auto,13,gini,1,1,1,1,1,1,1,1,7,constant,8,auto,10,7,nnClassifier,8,9,adam,distance,0.5286935286935287,3879.9825774850324
relu,auto,14,gini,1,1,1,1,1,1,1,1,15,constant,85,auto,13,9,nnClassifier,10,8,adam,distance,0.5262515262515263,3879.982615485089
relu,auto,16,gini,1,1,1,1,1,1,1,1,3,constant,20,auto,8,9,nnClassifier,5,6,adam,distance,0.5262515262515263,3879.982652683975
relu,auto,10,gini,1,1,1,1,1,1,1,1,6,constant,27,auto,8,9,nnClassifier,7,8,adam,distance,0.5262515262515263,3879.982689354103
relu,auto,22,gini,1,1,1,1,1,1,1,1,6,constant,57,auto,7,24,nnClassifier,8,9,adam,distance,0.5238095238095238,3879.982725322945
relu,auto,17,gini,1,1,1,1,1,1,1,1,4,constant,17,auto,12,20,nnClassifier,7,9,adam,distance,0.5299145299145299,3879.982761583058
relu,auto,23,gini,1,1,1,1,1,1,1,1,2,constant,66,auto,13,4,nnClassifier,4,6,adam,distance,0.5262515262515263,3879.9827976119705
relu,auto,14,gini,1,1,1,1,1,1,1,1,8,constant,74,auto,7,23,nnClassifier,7,8,adam,distance,0.5225885225885226,3879.9828336520586
relu,auto,20,gini,1,1,1,1,1,1,1,1,6,constant,29,auto,14,18,nnClassifier,9,9,adam,distance,0.5299145299145299,3879.982869640924
relu,auto,14,gini,1,1,1,1,1,1,1,1,13,constant,76,auto,14,3,nnClassifier,9,9,adam,distance,0.5238095238095238,3879.9829059510957
relu,auto,14,gini,1,1,1,1,1,1,1,1,19,constant,6,auto,13,18,nnClassifier,8,9,adam,distance,0.5311355311355311,3879.9829500811175
relu,auto,17,gini,1,1,1,1,1,1,1,1,12,constant,27,auto,12,32,nnClassifier,6,8,adam,distance,0.5262515262515263,3879.982986530056
relu,auto,21,gini,1,1,1,1,1,1,1,1,12,constant,93,auto,10,22,nnClassifier,6,9,adam,distance,0.5213675213675214,3879.983022629982
relu,auto,19,gini,1,1,1,1,1,1,1,1,2,constant,10,auto,11,6,nnClassifier,2,4,adam,distance,0.5213675213675214,3879.983058488928
relu,auto,12,gini,1,1,1,1,1,1,1,1,17,constant,35,auto,11,8,nnClassifier,10,3,adam,distance,0.5311355311355311,3879.983094189083
relu,auto,19,gini,1,1,1,1,1,1,1,1,20,constant,32,auto,9,6,nnClassifier,6,3,adam,distance,0.5311355311355311,3879.9831301779486
relu,auto,16,gini,1,1,1,1,1,1,1,1,6,constant,20,auto,14,18,nnClassifier,6,9,adam,distance,0.5238095238095238,3879.983166278107
relu,auto,15,gini,1,1,1,1,1,1,1,1,20,constant,82,auto,11,18,nnClassifier,9,2,adam,distance,0.5286935286935287,3879.9832023670897
relu,auto,15,gini,1,1,1,1,1,1,1,1,26,constant,59,auto,6,18,nnClassifier,4,9,adam,distance,0.5323565323565324,3879.9832382369787
