activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,27,entropy,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,6,invscaling,3,log2,4,22,randomForestClassifier,3,3,adam,distance,0.514041514041514
tanh,kd_tree,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.873015873015873
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8705738705738706
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8058608058608059
tanh,ball_tree,11,entropy,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,10,adaptive,4,log2,15,12,kneighborsClassifier,5,8,adam,uniform,0.6117216117216118
logistic,ball_tree,27,gini,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30,constant,44,auto,9,25,kneighborsClassifier,2,3,lbfgs,distance,0.5787545787545788
tanh,brute,24,gini,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,9,constant,76,auto,11,33,kneighborsClassifier,3,3,lbfgs,distance,0.5775335775335775
logistic,auto,19,gini,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,4,invscaling,10,sqrt,7,32,nnClassifier,1,1,lbfgs,uniform,0.5311355311355311
tanh,brute,24,gini,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,3,constant,48,log2,20,25,nnClassifier,7,3,adam,distance,0.5262515262515263
identity,brute,26,entropy,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,7,constant,47,sqrt,4,20,nnClassifier,4,4,lbfgs,distance,0.5225885225885226
logistic,brute,27,entropy,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,6,invscaling,3,log2,4,22,randomForestClassifier,3,3,adam,distance,0.514041514041514
tanh,kd_tree,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.5042735042735043
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7619047619047619
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,4,log2,15,38,kneighborsClassifier,5,8,adam,uniform,0.6214896214896215
tanh,ball_tree,11,entropy,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30,constant,44,auto,9,25,kneighborsClassifier,2,3,lbfgs,distance,0.568986568986569
logistic,ball_tree,27,gini,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,9,constant,76,auto,11,33,kneighborsClassifier,3,3,lbfgs,distance,0.5811965811965812
tanh,brute,24,gini,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,4,invscaling,10,sqrt,7,32,nnClassifier,1,1,lbfgs,distance,0.4981684981684982
logistic,auto,19,gini,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,3,constant,48,log2,20,35,nnClassifier,7,3,adam,distance,0.4993894993894994
tanh,brute,24,gini,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,7,constant,47,sqrt,4,20,nnClassifier,7,4,lbfgs,distance,0.47741147741147744
identity,brute,26,entropy,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,6,invscaling,3,log2,4,22,randomForestClassifier,3,3,adam,distance,0.5213675213675214
logistic,brute,27,entropy,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.5225885225885226
tanh,kd_tree,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.873015873015873
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8705738705738706
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8058608058608059
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7619047619047619
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,4,log2,15,38,kneighborsClassifier,5,8,adam,uniform,0.6214896214896215
tanh,ball_tree,11,entropy,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,10,adaptive,4,log2,15,12,kneighborsClassifier,5,8,adam,uniform,0.6117216117216118
logistic,ball_tree,27,gini,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,9,constant,76,auto,11,33,kneighborsClassifier,3,3,lbfgs,distance,0.5811965811965812
logistic,ball_tree,27,gini,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30,constant,44,auto,9,25,kneighborsClassifier,2,3,lbfgs,distance,0.5787545787545788
tanh,brute,24,gini,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,9,constant,76,auto,11,33,kneighborsClassifier,3,3,lbfgs,distance,0.5775335775335775
tanh,ball_tree,11,entropy,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30,constant,44,auto,9,25,kneighborsClassifier,2,3,lbfgs,distance,0.568986568986569
tanh,auto,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8717948717948718
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7863247863247863
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8095238095238095
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,4,log2,15,38,kneighborsClassifier,5,8,adam,uniform,0.6239316239316239
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,10,adaptive,4,log2,15,12,kneighborsClassifier,5,8,adam,uniform,0.6190476190476191
tanh,ball_tree,11,entropy,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,9,constant,76,auto,11,33,kneighborsClassifier,3,3,lbfgs,distance,0.5738705738705738
logistic,ball_tree,27,gini,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30,constant,44,auto,9,25,kneighborsClassifier,2,3,lbfgs,distance,0.5787545787545788
logistic,ball_tree,27,gini,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,9,constant,76,auto,11,33,kneighborsClassifier,3,3,lbfgs,distance,0.5787545787545788
tanh,brute,24,gini,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,30,constant,44,auto,11,25,kneighborsClassifier,2,3,lbfgs,distance,0.5641025641025641
tanh,ball_tree,11,entropy,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.6703296703296703
tanh,kd_tree,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.873015873015873
tanh,auto,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8717948717948718
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8705738705738706
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8095238095238095
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8058608058608059
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7863247863247863
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7619047619047619
tanh,ball_tree,11,entropy,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.6703296703296703
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,4,log2,15,38,kneighborsClassifier,5,8,adam,uniform,0.6239316239316239
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,4,log2,15,38,kneighborsClassifier,5,8,adam,uniform,0.6214896214896215
tanh,kd_tree,24,entropy,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,34,adaptive,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8669108669108669
tanh,auto,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8717948717948718
identity,brute,11,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7619047619047619
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,2,37,randomForestClassifier,1,2,adam,uniform,0.7973137973137974
identity,auto,16,gini,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8571428571428571
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.7619047619047619
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,3,9,sgd,uniform,0.8754578754578755
tanh,ball_tree,11,entropy,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,10,adaptive,4,log2,15,38,kneighborsClassifier,5,8,adam,uniform,0.6141636141636142
identity,brute,25,entropy,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,84,log2,15,38,randomForestClassifier,5,8,adam,uniform,0.8705738705738706
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.8717948717948718
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,3,9,sgd,uniform,0.8754578754578755
tanh,kd_tree,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.873015873015873
tanh,auto,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8717948717948718
tanh,auto,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8717948717948718
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.8717948717948718
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8705738705738706
identity,brute,25,entropy,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,84,log2,15,38,randomForestClassifier,5,8,adam,uniform,0.8705738705738706
tanh,kd_tree,24,entropy,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,34,adaptive,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8669108669108669
identity,auto,16,gini,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8571428571428571
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8095238095238095
identity,brute,25,entropy,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,distance,0.873015873015873
tanh,kd_tree,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,29,randomForestClassifier,9,8,lbfgs,uniform,0.8717948717948718
tanh,auto,24,entropy,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,auto,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.873015873015873
tanh,auto,24,gini,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,5,9,sgd,uniform,0.8705738705738706
identity,auto,16,gini,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,20,invscaling,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.873015873015873
identity,brute,25,gini,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,10,adaptive,84,log2,15,38,randomForestClassifier,5,8,adam,uniform,0.873015873015873
identity,brute,25,entropy,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,34,adaptive,15,sqrt,19,21,randomForestClassifier,9,8,lbfgs,uniform,0.8681318681318682
tanh,kd_tree,24,entropy,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,1,2,adam,uniform,0.8327228327228328
tanh,auto,16,gini,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,6,constant,7,sqrt,20,37,randomForestClassifier,10,2,adam,uniform,0.7814407814407814
identity,auto,22,gini,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,28,invscaling,93,auto,17,37,randomForestClassifier,3,9,sgd,uniform,0.8742368742368742
