,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
39,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,4.0,None,distance,0.8240740740740741,ok,72.87981441500597
40,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,8.0,None,distance,0.8833333333333333,ok,72.95751562691294
41,0,1,1,1,1,nnClassifier,tanh,None,25.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.5703703703703704,ok,83.66205194708891
42,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,25.0,None,None,None,None,None,None,2.0,None,uniform,0.6351851851851852,ok,83.73051775991917
43,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,37.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,83.7727527380921
44,1,0,0,1,1,nnClassifier,relu,None,16.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.5685185185185185,ok,85.548545881873
45,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,36.0,None,None,None,None,None,None,4.0,None,distance,0.75,ok,85.58915777690709
46,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,1.0,None,distance,0.8685185185185185,ok,85.62803012295626
47,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,50,auto,3,2,None,None,None,None,0.8296296296296296,ok,86.28917974699289
48,0,1,1,0,1,nnClassifier,relu,None,27.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.5851851851851851,ok,97.14647921803407
49,1,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,38.0,None,None,None,None,None,None,6.0,None,uniform,0.7555555555555555,ok,97.19550940790214
50,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,log2,6,30,None,None,None,None,0.8648148148148148,ok,98.30808785394765
51,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,9.0,None,distance,0.8796296296296297,ok,98.3546532059554
52,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
53,1,1,1,1,1,nnClassifier,logistic,None,21.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.5851851851851851,ok,101.32173627009615
54,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,9.0,None,None,None,None,None,None,3.0,None,distance,0.8722222222222222,ok,101.38018747698516
55,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,5.0,None,uniform,0.7925925925925926,ok,101.51027692109346
56,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,2,auto,20,3,None,None,None,None,0.7074074074074074,ok,101.87876024004072
57,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,18.0,None,None,None,None,None,None,6.0,None,distance,0.8685185185185185,ok,101.91920240898617
58,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,2.0,None,uniform,0.8611111111111112,ok,101.98788709798828
59,0,0,1,1,0,nnClassifier,tanh,None,12.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.6,ok,120.69575449288823
60,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,5.0,None,None,None,None,None,None,4.0,None,distance,0.8888888888888888,ok,120.74068656400777
61,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,41,sqrt,12,12,None,None,None,None,0.8351851851851851,ok,121.83444230607711
62,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,1.0,None,distance,0.8759259259259259,ok,121.89096336602233
63,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,39.0,None,None,None,None,None,None,1.0,None,uniform,0.8407407407407408,ok,121.9429682539776
64,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,3.0,None,distance,0.825925925925926,ok,122.00553524889983
65,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,2.0,None,distance,0.8962962962962963,ok,122.0652627130039
66,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,2.0,None,distance,0.8962962962962963,ok,122.11318004201166
67,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,23.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,122.15855229506269
68,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,122.20595256309025
69,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,122.25158226187341
70,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,28.0,None,None,None,None,None,None,3.0,None,distance,0.8722222222222222,ok,122.31854538992047
71,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,122.36031970591284
72,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,122.40236757695675
73,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,2.0,None,distance,0.8962962962962963,ok,122.44595130090602
74,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,6.0,None,None,None,None,None,None,3.0,None,distance,0.8722222222222222,ok,122.49043012992479
75,1,1,1,1,1,nnClassifier,logistic,None,20.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,0.5814814814814815,ok,136.1739367179107
76,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,2,log2,5,27,None,None,None,None,0.7481481481481481,ok,136.62642121105455
77,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,5.0,None,distance,0.8277777777777777,ok,136.7010788358748
78,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,4.0,None,distance,0.8888888888888888,ok,136.7786935500335
79,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,40.0,None,None,None,None,None,None,3.0,None,distance,0.8722222222222222,ok,136.8269893520046
80,0,1,1,1,1,nnClassifier,identity,None,29.0,None,None,adaptive,None,None,None,None,8.0,None,sgd,None,0.6407407407407407,ok,140.62928621307947
81,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,2.0,None,distance,0.8240740740740741,ok,140.67110189702362
82,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,57,sqrt,9,20,None,None,None,None,0.8111111111111111,ok,141.42415207787417
83,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,2.0,None,uniform,0.8611111111111112,ok,141.49393164808862
84,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,8.0,None,distance,0.8518518518518519,ok,141.53536676894873
85,1,0,1,1,0,nnClassifier,tanh,None,12.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.6018518518518519,ok,144.3639821850229
86,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,3.0,None,distance,0.8240740740740741,ok,144.42601655889302
87,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,82,auto,13,33,None,None,None,None,0.85,ok,145.21583422203548
88,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,1.0,None,distance,0.8407407407407408,ok,145.27041403506882
89,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,2.0,None,distance,0.8574074074074074,ok,145.32850852794945
90,1,1,0,0,0,nnClassifier,relu,None,23.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.6055555555555555,ok,147.07724734093063
91,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,7.0,None,uniform,0.8592592592592593,ok,147.1382394230459
92,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,26.0,None,None,None,None,None,None,4.0,None,distance,0.8462962962962963,ok,147.21542262495495
93,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,35,auto,7,39,None,None,None,None,0.8462962962962963,ok,148.32605503406376
94,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,5.0,None,distance,0.8703703703703703,ok,148.40331452409737
95,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,10.0,None,uniform,0.7981481481481482,ok,148.49169398099184
96,1,1,1,1,1,nnClassifier,logistic,None,13.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.5592592592592592,ok,168.2381438219454
97,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,6.0,None,distance,0.8481481481481481,ok,168.3186300690286
98,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,1.0,None,distance,0.8962962962962963,ok,168.36428585206158
99,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,9.0,None,distance,0.8555555555555555,ok,168.40689789899625
