activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5964052287581699
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5898692810457516
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5898692810457516
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5882352941176471
identity,ball_tree,16,entropy,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,8,1,adam,distance,0.5849673202614379
tanh,kd_tree,16,entropy,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5964052287581699
relu,kd_tree,16,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5931372549019608
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5915032679738562
identity,ball_tree,27,entropy,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.6013071895424836
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.6045751633986928
identity,kd_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,randomForestClassifier,5,2,lbfgs,distance,0.5637254901960784
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,27,randomForestClassifier,2,9,adam,distance,0.5751633986928104
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,14,kneighborsClassifier,3,9,adam,distance,0.5898692810457516
logistic,auto,30,entropy,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,10,constant,5,auto,9,40,kneighborsClassifier,8,1,adam,distance,0.576797385620915
identity,ball_tree,16,entropy,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,8,27,kneighborsClassifier,3,9,adam,distance,0.5849673202614379
