activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5996732026143791
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5980392156862745
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5964052287581699
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,sgd,distance,0.5964052287581699
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,21,adaptive,45,sqrt,4,22,kneighborsClassifier,5,8,adam,distance,0.5964052287581699
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,6,21,randomForestClassifier,4,6,adam,uniform,0.5931372549019608
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,5,14,kneighborsClassifier,3,7,adam,distance,0.5931372549019608
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5915032679738562
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.6013071895424836
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5898692810457516
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5866013071895425
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,37,adaptive,35,log2,7,19,kneighborsClassifier,9,8,lbfgs,distance,0.5898692810457516
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,22,invscaling,35,auto,7,30,nnClassifier,9,8,sgd,distance,0.0
logistic,kd_tree,22,entropy,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,21,adaptive,45,sqrt,4,22,kneighborsClassifier,5,8,adam,distance,0.5882352941176471
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,6,21,randomForestClassifier,4,6,adam,uniform,0.5931372549019608
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,12,adaptive,79,auto,5,14,kneighborsClassifier,3,1,adam,distance,0.5588235294117647
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5833333333333334
tanh,brute,28,entropy,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.6029411764705882
