activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,23,gini,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,constant,16,auto,3,16,nnClassifier,6,6,sgd,distance,1.0,125.92953138891608
tanh,ball_tree,16,gini,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,11,constant,38,sqrt,3,33,nnClassifier,6,8,sgd,distance,1.0,125.92960036802106
tanh,ball_tree,21,gini,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,14,constant,90,auto,5,26,nnClassifier,7,5,adam,distance,0.9936642027455121,125.92966933711432
tanh,ball_tree,19,gini,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,21,constant,34,log2,11,36,nnClassifier,7,7,adam,distance,1.0,125.92973894602619
tanh,ball_tree,22,gini,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,28,constant,75,log2,7,24,nnClassifier,4,9,sgd,distance,1.0,125.92980909510516
tanh,ball_tree,23,gini,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,33,constant,16,log2,8,30,nnClassifier,5,8,adam,distance,1.0,125.92987836408429
relu,ball_tree,28,gini,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,26,constant,66,sqrt,3,27,nnClassifier,7,8,adam,distance,0.9936642027455121,125.92994793294929
relu,auto,23,gini,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,31,constant,32,sqrt,3,23,nnClassifier,5,6,adam,distance,1.0,125.93002739199437
relu,ball_tree,19,gini,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,30,constant,66,auto,13,24,nnClassifier,7,9,sgd,distance,1.0,125.93009718111716
tanh,ball_tree,12,gini,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,22,constant,64,sqrt,2,12,nnClassifier,8,8,sgd,distance,0.9936642027455121,125.93016643007286
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,30,auto,10,20,nnClassifier,9,7,adam,distance,1.0,329.4250785699114
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,32,auto,3,26,nnClassifier,7,8,adam,distance,1.0,329.4251709689852
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,83,auto,7,21,nnClassifier,7,9,adam,distance,1.0,329.4252433879301
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,15,auto,4,14,nnClassifier,7,9,adam,distance,1.0,329.42531482712366
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,75,auto,9,29,nnClassifier,5,8,adam,distance,1.0,329.4253862251062
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,86,auto,3,20,nnClassifier,8,10,adam,distance,1.0,329.42545681400225
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,56,auto,5,29,nnClassifier,3,8,adam,distance,1.0,329.42552824295126
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,80,auto,10,27,nnClassifier,8,9,adam,distance,1.0,329.4255989319645
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,63,auto,8,18,nnClassifier,6,8,adam,distance,1.0,329.4256695709191
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,38,auto,11,16,nnClassifier,8,10,adam,distance,1.0,329.4257394000888
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,20,auto,3,20,nnClassifier,5,7,adam,distance,1.0,329.42580975894816
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,35,auto,4,33,nnClassifier,3,7,adam,distance,1.0,329.42588010802865
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,86,auto,3,25,nnClassifier,7,7,adam,distance,1.0,329.4259502470959
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,34,auto,10,32,nnClassifier,6,6,adam,distance,1.0,329.4260349459946
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,71,auto,5,20,nnClassifier,5,7,adam,distance,1.0,329.42610573396087
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,20,auto,7,30,nnClassifier,9,7,adam,distance,1.0,329.4261758630164
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,62,auto,4,28,nnClassifier,9,9,adam,distance,1.0,329.42624594201334
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,32,auto,5,26,nnClassifier,5,4,adam,distance,1.0,329.4263158310205
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,62,auto,9,25,nnClassifier,7,5,adam,distance,1.0,329.4263859700877
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,60,auto,2,15,nnClassifier,7,7,adam,distance,1.0,329.42645561904646
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,6,24,nnClassifier,8,8,adam,distance,1.0,434.6691155200824
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,32,auto,3,26,nnClassifier,7,8,adam,distance,1.0,434.66921101906337
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,79,auto,7,24,nnClassifier,7,9,adam,distance,1.0,434.66928286803886
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,19,auto,6,12,nnClassifier,7,10,adam,distance,1.0,434.6693653569091
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,71,auto,8,28,nnClassifier,4,4,adam,distance,1.0,434.6694360859692
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,82,auto,3,16,nnClassifier,4,9,adam,distance,1.0,434.6695063051302
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,52,auto,4,33,nnClassifier,4,8,adam,distance,1.0,434.66957632405683
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,76,auto,11,26,nnClassifier,6,8,adam,distance,1.0,434.66964595299214
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,59,auto,4,22,nnClassifier,8,8,adam,distance,1.0,434.6697161719203
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,34,auto,7,20,nnClassifier,4,6,adam,distance,1.0,434.66978569095954
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,24,auto,3,24,nnClassifier,6,7,adam,distance,1.0,434.66985591012053
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,38,auto,3,29,nnClassifier,5,7,adam,distance,1.0,434.66992530901916
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,89,auto,4,27,nnClassifier,7,5,adam,distance,1.0,434.66999545809813
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,35,auto,6,36,nnClassifier,6,10,adam,distance,1.0,434.67007717699744
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,67,auto,7,20,nnClassifier,6,7,adam,distance,1.0,434.6701468960382
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,24,auto,11,27,nnClassifier,5,3,adam,distance,1.0,434.6702165750321
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,58,auto,3,25,nnClassifier,5,8,adam,distance,1.0,434.670286254026
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,32,auto,6,22,nnClassifier,7,4,adam,distance,1.0,434.6703556929715
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,58,auto,8,22,nnClassifier,6,8,adam,distance,1.0,434.670425492106
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,56,auto,3,19,nnClassifier,8,8,adam,distance,1.0,434.6704947410617
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,36,auto,10,28,nnClassifier,7,9,adam,distance,1.0,540.9987276811153
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,32,auto,3,26,nnClassifier,7,8,adam,distance,1.0,540.9988220389932
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,75,auto,11,20,nnClassifier,8,6,adam,distance,1.0,540.9988954779692
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,21,auto,8,16,nnClassifier,6,6,adam,distance,1.0,540.9989684170578
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,67,auto,4,31,nnClassifier,7,3,adam,distance,1.0,540.9990520060528
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,78,auto,3,20,nnClassifier,2,5,adam,distance,1.0,540.9991235849448
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,48,auto,8,37,nnClassifier,5,7,adam,distance,1.0,540.9991950539406
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,72,auto,7,25,nnClassifier,7,9,adam,distance,1.0,540.9992663830053
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,55,auto,2,22,nnClassifier,6,5,adam,distance,1.0,540.9993378319778
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,31,auto,6,16,nnClassifier,4,5,adam,distance,1.0,540.9994095400907
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,21,auto,3,28,nnClassifier,10,8,adam,distance,1.0,540.9994810989592
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,34,auto,5,29,nnClassifier,6,9,adam,distance,1.0,540.9995528080035
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,85,auto,5,26,nnClassifier,7,9,adam,distance,1.0,540.9996242469642
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,37,auto,4,40,nnClassifier,7,6,adam,distance,1.0,540.9996955059469
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,63,auto,11,24,nnClassifier,3,10,adam,distance,1.0,540.9997670450248
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,27,auto,8,31,nnClassifier,4,7,adam,distance,1.0,540.9998392639682
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,54,auto,2,27,nnClassifier,7,7,adam,distance,1.0,540.9999107629992
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,32,auto,3,18,nnClassifier,5,6,adam,distance,1.0,540.9999821919482
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,62,auto,10,25,nnClassifier,7,4,adam,distance,1.0,541.0000622910447
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,52,auto,2,23,nnClassifier,7,9,adam,distance,1.0,541.0001389000099
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,33,auto,14,24,nnClassifier,7,8,adam,distance,1.0,660.3690007440746
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,32,auto,3,26,nnClassifier,7,8,adam,distance,1.0,660.3690982419066
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,79,auto,7,24,nnClassifier,7,7,adam,distance,1.0,660.369169510901
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,17,auto,4,20,nnClassifier,6,6,adam,distance,1.0,660.3692400499713
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,63,auto,6,29,nnClassifier,8,7,adam,distance,1.0,660.3693097289652
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,74,auto,3,24,nnClassifier,6,6,adam,distance,1.0,660.3693798279855
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,44,auto,4,33,nnClassifier,7,3,adam,distance,1.0,660.3694499970879
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,76,auto,7,26,nnClassifier,7,8,adam,distance,1.0,660.3695200560614
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,59,auto,6,18,nnClassifier,6,8,adam,distance,1.0,660.3695900149178
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,35,auto,10,20,nnClassifier,7,7,adam,distance,1.0,660.3696598040406
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,20,auto,3,24,nnClassifier,10,5,adam,distance,1.0,660.3697300429922
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,32,auto,5,33,nnClassifier,6,8,adam,distance,1.0,660.369807392126
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,81,auto,4,26,nnClassifier,7,6,adam,distance,1.0,660.3698771309573
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,37,auto,8,37,nnClassifier,7,5,adam,distance,1.0,660.3699470099527
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,59,auto,7,24,nnClassifier,1,7,adam,distance,1.0,660.3700269791298
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,26,auto,4,32,nnClassifier,8,4,adam,distance,1.0,660.3700961079448
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,50,auto,5,27,nnClassifier,8,9,adam,distance,1.0,660.3701655371115
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,32,auto,3,22,nnClassifier,5,7,adam,distance,1.0,660.3702347960789
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,58,auto,9,25,nnClassifier,7,3,adam,distance,1.0,660.370304465061
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,48,auto,2,19,nnClassifier,7,7,adam,distance,1.0,660.3703736739699
