activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
tanh,ball_tree,29,gini,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,21,constant,32,auto,13,31,kneighborsClassifier,1,2,lbfgs,distance,0.9947201689545935
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,32,nnClassifier,1,3,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,9,lbfgs,distance,1.0
identity,auto,13,entropy,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,29,constant,77,sqrt,3,32,nnClassifier,10,7,adam,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,11,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,brute,26,entropy,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,18,27,nnClassifier,10,7,lbfgs,distance,1.0
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,10,constant,90,sqrt,16,24,nnClassifier,1,2,lbfgs,uniform,1.0
identity,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,36,constant,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,21,constant,32,auto,13,31,kneighborsClassifier,1,2,lbfgs,distance,0.9915522703273495
tanh,ball_tree,29,gini,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,auto,19,7,nnClassifier,2,1,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,auto,19,7,nnClassifier,2,1,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,6,nnClassifier,1,3,adam,uniform,1.0
identity,auto,13,entropy,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,9,lbfgs,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,29,constant,77,sqrt,3,32,nnClassifier,10,7,sgd,distance,1.0
logistic,brute,26,gini,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,11,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,18,27,nnClassifier,10,7,lbfgs,distance,1.0
logistic,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,10,constant,79,sqrt,16,24,nnClassifier,1,2,lbfgs,distance,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,36,constant,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,32,nnClassifier,1,3,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,6,nnClassifier,1,3,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,9,lbfgs,distance,1.0
identity,ball_tree,13,entropy,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,29,invscaling,77,sqrt,3,32,nnClassifier,10,7,sgd,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,4,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,brute,26,gini,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,18,27,nnClassifier,10,7,lbfgs,distance,1.0
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,10,constant,79,sqrt,16,24,nnClassifier,1,2,sgd,distance,1.0
logistic,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,36,constant,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,32,nnClassifier,1,3,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,auto,19,7,nnClassifier,2,1,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,auto,19,7,nnClassifier,2,1,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,6,nnClassifier,1,3,adam,uniform,1.0
identity,auto,13,entropy,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,9,lbfgs,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,29,constant,77,sqrt,3,32,nnClassifier,10,7,sgd,distance,1.0
logistic,brute,26,gini,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,11,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,18,27,nnClassifier,10,7,lbfgs,distance,1.0
logistic,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,10,constant,79,sqrt,16,24,nnClassifier,1,2,lbfgs,distance,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,36,constant,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,32,nnClassifier,1,3,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,6,nnClassifier,1,3,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,7,lbfgs,uniform,1.0
identity,auto,13,entropy,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,29,constant,77,sqrt,3,32,nnClassifier,10,7,sgd,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,11,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,brute,24,gini,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,18,27,randomForestClassifier,10,7,lbfgs,distance,0.9915522703273495
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,10,constant,79,sqrt,16,24,nnClassifier,1,2,adam,distance,1.0
logistic,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,36,adaptive,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,adaptive,30,log2,10,32,nnClassifier,1,3,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,auto,19,7,nnClassifier,2,1,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,auto,19,7,nnClassifier,2,1,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,6,nnClassifier,1,3,adam,uniform,1.0
identity,auto,13,entropy,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,9,lbfgs,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,29,constant,77,sqrt,3,32,nnClassifier,10,7,sgd,distance,1.0
logistic,brute,26,gini,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,11,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,18,27,nnClassifier,10,7,lbfgs,distance,1.0
logistic,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,10,constant,79,sqrt,16,24,nnClassifier,1,2,lbfgs,distance,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,36,constant,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,32,nnClassifier,1,3,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,6,nnClassifier,1,3,adam,uniform,1.0
relu,brute,22,gini,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,18,adaptive,34,auto,12,21,nnClassifier,9,9,lbfgs,distance,1.0
identity,kd_tree,13,entropy,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,29,constant,77,sqrt,20,32,nnClassifier,10,7,sgd,distance,1.0
tanh,brute,25,entropy,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,9,invscaling,26,sqrt,11,27,nnClassifier,2,6,sgd,uniform,1.0
logistic,brute,26,gini,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,3,adaptive,98,log2,20,27,nnClassifier,10,7,lbfgs,distance,1.0
logistic,ball_tree,12,gini,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,10,constant,79,sqrt,16,24,nnClassifier,1,2,lbfgs,distance,1.0
logistic,kd_tree,13,gini,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,36,constant,73,auto,3,5,nnClassifier,5,4,adam,uniform,1.0
relu,ball_tree,12,entropy,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,23,constant,81,log2,4,18,nnClassifier,7,10,lbfgs,distance,1.0
relu,ball_tree,21,gini,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,39,invscaling,30,sqrt,10,32,nnClassifier,1,3,adam,uniform,1.0
identity,kd_tree,17,entropy,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,22,adaptive,80,sqrt,19,7,randomForestClassifier,2,1,adam,uniform,0.9915522703273495
