activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,27,entropy,0,0,1,0,0,0,2,invscaling,19,log2,13,11,nnClassifier,6,4,sgd,uniform,1.0
relu,auto,30,gini,0,1,0,1,0,1,15,constant,54,log2,20,33,nnClassifier,8,6,adam,distance,1.0
logistic,kd_tree,18,entropy,0,0,0,0,0,0,23,adaptive,70,log2,2,33,kneighborsClassifier,8,5,lbfgs,distance,0
logistic,kd_tree,21,entropy,0,0,1,1,1,0,13,adaptive,60,sqrt,2,15,kneighborsClassifier,1,3,lbfgs,distance,0.9803220035778175
identity,ball_tree,24,gini,0,0,0,1,0,0,31,invscaling,17,log2,16,19,randomForestClassifier,3,2,adam,uniform,0.9821109123434705
relu,brute,13,entropy,0,1,0,0,1,1,38,invscaling,34,log2,7,7,randomForestClassifier,7,9,sgd,distance,0.9892665474060823
tanh,brute,29,gini,0,1,1,1,1,0,37,adaptive,6,sqrt,4,40,kneighborsClassifier,4,2,lbfgs,distance,0.9847942754919499
tanh,brute,28,entropy,1,0,1,1,0,1,35,constant,10,log2,8,28,nnClassifier,1,10,adam,uniform,1.0
relu,auto,12,gini,0,0,1,0,1,0,24,invscaling,54,sqrt,6,19,kneighborsClassifier,1,4,lbfgs,uniform,0.9883720930232558
relu,brute,25,entropy,1,0,1,1,1,0,39,adaptive,18,sqrt,14,2,nnClassifier,8,9,sgd,distance,1.0
identity,auto,9,gini,0,0,0,1,1,1,12,constant,96,log2,9,23,randomForestClassifier,3,7,sgd,uniform,0.9910554561717353
identity,ball_tree,17,entropy,1,0,1,0,1,1,3,adaptive,96,auto,3,3,nnClassifier,2,10,lbfgs,uniform,1.0
tanh,auto,24,entropy,0,1,0,1,0,0,4,constant,3,log2,19,10,randomForestClassifier,3,8,adam,distance,0.9821109123434705
identity,kd_tree,8,entropy,0,1,1,1,0,0,39,invscaling,100,log2,3,6,randomForestClassifier,4,8,adam,distance,0.9865831842576028
logistic,brute,27,gini,1,0,1,1,1,0,28,adaptive,69,auto,2,17,randomForestClassifier,9,10,adam,distance,0.9901610017889088
logistic,kd_tree,15,entropy,1,0,1,1,1,1,33,constant,68,log2,2,4,kneighborsClassifier,3,5,lbfgs,distance,0.9910554561717353
logistic,ball_tree,12,entropy,1,0,0,1,1,1,3,constant,76,sqrt,2,32,kneighborsClassifier,2,10,adam,uniform,0.9910554561717353
logistic,kd_tree,22,gini,0,1,1,0,0,0,18,adaptive,73,auto,18,34,nnClassifier,9,7,sgd,uniform,1.0
relu,kd_tree,18,gini,0,0,1,1,0,1,31,constant,31,auto,19,25,randomForestClassifier,8,4,adam,uniform,0.9865831842576028
tanh,ball_tree,15,entropy,1,1,1,1,1,0,33,constant,13,sqrt,4,16,kneighborsClassifier,8,3,adam,distance,0.9892665474060823
logistic,brute,13,entropy,1,1,1,0,1,0,13,constant,39,log2,8,9,nnClassifier,4,6,sgd,uniform,1.0
relu,auto,25,gini,1,0,1,0,0,0,29,adaptive,96,log2,4,35,nnClassifier,5,5,adam,uniform,1.0
