activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,27,mse,1,1,1,1,1,1,23,constant,63,auto,16,36,nnRegressor,7,10,adam,distance,-8.43082765063324,656.5025407550856
relu,auto,25,mse,1,1,1,1,1,1,20,constant,57,auto,18,36,nnRegressor,8,8,adam,distance,-6.884059727933324,656.5025773840025
relu,auto,25,mse,1,1,1,1,1,1,19,constant,14,auto,8,27,nnRegressor,8,5,adam,distance,-0.9950141380000694,656.5026124441065
relu,auto,26,mse,1,1,1,1,1,1,17,constant,16,auto,16,19,nnRegressor,6,10,adam,distance,-6.097831089731974,656.5026474529877
relu,auto,26,mse,1,1,1,1,1,1,23,constant,27,auto,15,27,nnRegressor,9,9,adam,distance,-6.688310625974743,656.5026821419597
relu,auto,24,mse,1,1,1,1,1,1,15,constant,62,auto,17,22,nnRegressor,7,9,adam,distance,-5.632424761709525,656.502717521973
relu,auto,18,mse,1,1,1,1,1,1,23,constant,17,auto,11,29,nnRegressor,7,5,adam,distance,-8.800001950339862,656.5027519611176
relu,auto,23,mse,1,1,1,1,1,1,24,constant,75,auto,16,18,nnRegressor,6,9,adam,distance,-0.25887886499532553,656.5027868100442
relu,auto,27,mse,1,1,1,1,1,1,23,constant,63,auto,16,25,nnRegressor,8,8,adam,distance,-9.860178991268823,656.502821770031
relu,auto,27,mse,1,1,1,1,1,1,19,constant,63,auto,17,23,nnRegressor,10,8,adam,distance,-0.35330371584634923,656.5028565588873
relu,auto,25,mse,1,1,1,1,1,1,12,constant,85,auto,14,37,nnRegressor,6,8,adam,distance,-0.43304232479547755,656.502891248092
relu,auto,26,mse,1,1,1,1,1,1,29,constant,55,auto,14,21,nnRegressor,9,8,adam,distance,-17.915424235547775,656.5029259270523
relu,auto,26,mse,1,1,1,1,1,1,18,constant,35,auto,15,34,nnRegressor,7,7,adam,distance,-13.236255048052149,656.5029604670126
relu,auto,20,mse,1,1,1,1,1,1,24,constant,17,auto,18,21,nnRegressor,8,8,adam,distance,-5.384408043150084,656.5029951459728
relu,auto,26,mse,1,1,1,1,1,1,26,constant,80,auto,16,28,nnRegressor,10,9,adam,distance,-0.35330371584634923,656.5030294649769
relu,auto,22,mse,1,1,1,1,1,1,26,constant,78,auto,11,28,nnRegressor,7,8,adam,distance,0.16321101665167026,656.5030639648903
relu,auto,24,mse,1,1,1,1,1,1,25,constant,51,auto,17,16,nnRegressor,5,8,adam,distance,-8.753499837687986,656.5030983439647
relu,auto,27,mse,1,1,1,1,1,1,29,constant,76,auto,15,15,nnRegressor,8,8,adam,distance,-5.384408043150084,656.5031333330553
relu,auto,16,mse,1,1,1,1,1,1,23,constant,18,auto,13,21,nnRegressor,5,2,adam,distance,-12.00198866978282,656.5031674830243
relu,auto,27,mse,1,1,1,1,1,1,15,constant,73,auto,14,25,nnRegressor,9,8,adam,distance,-11.881824473181025,729.1150221030694
relu,auto,28,mse,1,1,1,1,1,1,24,constant,62,auto,16,34,nnRegressor,6,8,adam,distance,-36.57969486622382,729.1150760119781
relu,auto,29,mse,1,1,1,1,1,1,21,constant,56,auto,17,32,nnRegressor,5,10,adam,distance,-9.860178991268823,729.1151113410015
relu,auto,24,mse,1,1,1,1,1,1,23,constant,18,auto,12,30,nnRegressor,10,7,adam,distance,-9.860178991268823,729.1151580400765
relu,auto,24,mse,1,1,1,1,1,1,21,constant,20,auto,14,23,nnRegressor,4,8,adam,distance,-0.7887298824434501,729.115192869911
relu,auto,22,mse,1,1,1,1,1,1,19,constant,31,auto,11,31,nnRegressor,5,8,adam,distance,-8.788731639116468,729.1152278189547
relu,auto,26,mse,1,1,1,1,1,1,19,constant,62,auto,17,26,nnRegressor,6,8,adam,distance,-18.363306283416275,729.1152625079267
relu,auto,22,mse,1,1,1,1,1,1,23,constant,21,auto,8,33,nnRegressor,6,3,adam,distance,-15.978093054429923,729.1152969980612
relu,auto,22,mse,1,1,1,1,1,1,22,constant,72,auto,18,22,nnRegressor,8,8,adam,distance,-0.28049545557559363,729.1153320369776
relu,auto,25,mse,1,1,1,1,1,1,22,constant,61,auto,18,25,nnRegressor,7,4,adam,distance,-11.881824473181025,729.1153883060906
relu,auto,25,mse,1,1,1,1,1,1,17,constant,63,auto,17,27,nnRegressor,10,8,adam,distance,-7.1796033513854915,729.1154230448883
relu,auto,29,mse,1,1,1,1,1,1,16,constant,81,auto,16,38,nnRegressor,7,9,adam,distance,-0.420937507503073,729.1154570449144
relu,auto,22,mse,1,1,1,1,1,1,29,constant,57,auto,14,25,nnRegressor,7,8,adam,distance,-8.788731639116468,729.1154915341176
relu,auto,22,mse,1,1,1,1,1,1,22,constant,39,auto,15,36,nnRegressor,7,7,adam,distance,-24.417120465525215,729.1155261530075
relu,auto,24,mse,1,1,1,1,1,1,23,constant,21,auto,17,18,nnRegressor,10,7,adam,distance,-5.632424761709525,729.1155601530336
relu,auto,23,mse,1,1,1,1,1,1,30,constant,78,auto,16,30,nnRegressor,8,9,adam,distance,-6.520124988756325,729.1155940520111
relu,auto,26,mse,1,1,1,1,1,1,22,constant,74,auto,15,27,nnRegressor,6,7,adam,distance,-14.101319428971747,729.1156280511059
relu,auto,22,mse,1,1,1,1,1,1,26,constant,52,auto,17,18,nnRegressor,8,8,adam,distance,-18.118529514694007,729.1156619109679
relu,auto,23,mse,1,1,1,1,1,1,28,constant,72,auto,16,19,nnRegressor,5,10,adam,distance,-11.881824473181025,729.115695680026
relu,auto,12,mse,1,1,1,1,1,1,19,constant,22,auto,14,25,nnRegressor,5,5,adam,distance,-7.274749632968545,729.115729708923
relu,auto,27,mse,1,1,1,1,1,1,16,constant,77,auto,14,24,nnRegressor,8,9,adam,distance,-8.430649556053785,803.8158775600605
relu,auto,28,mse,1,1,1,1,1,1,23,constant,64,auto,18,35,nnRegressor,7,7,adam,distance,-0.9950141380000694,803.8159323090222
relu,auto,25,mse,1,1,1,1,1,1,24,constant,60,auto,18,30,nnRegressor,9,8,adam,distance,-22.48402815846945,803.8159677980002
relu,auto,28,mse,1,1,1,1,1,1,19,constant,22,auto,11,34,nnRegressor,6,9,adam,distance,-5.874556065839871,803.8160028469283
relu,auto,20,mse,1,1,1,1,1,1,17,constant,24,auto,16,19,nnRegressor,8,7,adam,distance,-12.19000953677349,803.8160374069121
relu,auto,24,mse,1,1,1,1,1,1,19,constant,35,auto,15,30,nnRegressor,3,9,adam,distance,-14.909887954307425,803.8160717759747
relu,auto,22,mse,1,1,1,1,1,1,23,constant,64,auto,13,30,nnRegressor,6,8,adam,distance,-0.7887298824434501,803.8161064549349
relu,auto,26,mse,1,1,1,1,1,1,23,constant,25,auto,12,36,nnRegressor,7,5,adam,distance,-0.3133821353236068,803.8161407851148
relu,auto,24,mse,1,1,1,1,1,1,22,constant,73,auto,14,26,nnRegressor,7,7,adam,distance,-6.293003648778061,803.8161756540649
relu,auto,26,mse,1,1,1,1,1,1,20,constant,62,auto,16,29,nnRegressor,7,8,adam,distance,-17.915424235547775,803.8162099930923
relu,auto,22,mse,1,1,1,1,1,1,13,constant,62,auto,17,29,nnRegressor,10,9,adam,distance,-5.830937777865046,803.8162442529574
relu,auto,25,mse,1,1,1,1,1,1,20,constant,79,auto,16,34,nnRegressor,6,6,adam,distance,-37.09244748315096,803.8162786120083
relu,auto,20,mse,1,1,1,1,1,1,25,constant,61,auto,18,29,nnRegressor,7,10,adam,distance,-14.101319428971747,803.8163127209991
relu,auto,26,mse,1,1,1,1,1,1,18,constant,35,auto,14,33,nnRegressor,8,8,adam,distance,-14.101319428971747,803.816346840933
relu,auto,24,mse,1,1,1,1,1,1,23,constant,25,auto,16,22,nnRegressor,10,9,adam,distance,-5.874556065839871,803.8163945199922
relu,auto,26,mse,1,1,1,1,1,1,26,constant,74,auto,17,28,nnRegressor,8,9,adam,distance,-7.503615667000499,803.8164284890518
relu,auto,22,mse,1,1,1,1,1,1,23,constant,70,auto,13,31,nnRegressor,7,7,adam,distance,-0.7887298824434501,803.8164624380879
relu,auto,26,mse,1,1,1,1,1,1,30,constant,56,auto,17,14,nnRegressor,7,8,adam,distance,-6.293003648778061,803.8164964579046
relu,auto,27,mse,1,1,1,1,1,1,28,constant,68,auto,18,23,nnRegressor,7,10,adam,distance,-13.126637999544021,803.8165304469876
relu,auto,13,mse,1,1,1,1,1,1,20,constant,18,auto,10,21,nnRegressor,7,9,adam,distance,-3.4977531262507267,803.8165647459682
